Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
175	Conor Coventry	ie IRL	MF	Charlton Athletic	25	2000	32.3	0.00	0.34	0.03	9.1	0.34	0.03	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Lewie Coyle	eng ENG	DF,MF	Hull City	29	1995	35.4	0.00	0.28	0.06	20.0	0.28	0.06	0.00	0.00	0.00	0.00	Matches
177	Tristan Crama	fr FRA	DF	Millwall	23	2001	45.6	0.07	0.92	0.22	23.8	0.92	0.22	0.07	0.30	0.00	0.00	Matches
178	Aaron Cresswell	eng ENG	DF	Stoke City	35	1989	22.2	0.00	0.59	0.14	23.1	0.58	0.13	0.00	0.00	0.00	0.00	Matches
179	Ante Crnac	hr CRO	MF,FW	Norwich City	21	2003	8.4	0.00	1.90	0.24	12.5	1.90	0.24	0.00	0.00	0.00	0.00	Matches
180	Max Crocombe	nz NZL	GK	Millwall	31	1993	23.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
181	Matt Crooks	eng ENG	MF	Hull City	31	1994	27.8	0.14	0.97	0.29	29.6	0.97	0.29	0.15	0.50	0.00	0.00	Matches
182	Liam Cullen	wls WAL	MF,FW	Swansea City	26	1999	19.3	0.26	2.12	0.88	41.5	2.12	0.88	0.12	0.29	0.00	0.00	Matches
183	Jamie Cumming	eng ENG	GK	Oxford United	25	1999	46.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
184	Luke Cundle	eng ENG	MF	Millwall	23	2002	11.9	0.34	1.26	0.76	60.0	1.26	0.76	0.27	0.44	0.00	0.00	Matches
185	Jack Currie	eng ENG	DF	Oxford United	22	2002	24.2	0.00	0.21	0.04	20.0	0.21	0.04	0.00	0.00	0.00	0.00	Matches
186	Patson Daka	zm ZAM	FW	Leicester City	26	1998	23.2	0.22	2.33	0.86	37.0	2.33	0.86	0.09	0.25	0.00	0.04	Matches
187	Harry Darling	eng ENG	DF	Norwich City	25	1999	33.5	0.03	0.72	0.15	20.8	0.72	0.15	0.04	0.20	0.00	0.00	Matches
188	Jay Dasilva	wls WAL	DF	Coventry City	27	1998	39.4	0.00	0.38	0.03	6.7	0.38	0.03	0.00	0.00	0.00	0.00	Matches
189	Adam Davies	wls WAL	GK	Sheffield United	33	1992	12.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
190	Ben Davies	eng ENG	DF	Oxford United	29	1995	7.2	0.00	0.42	0.00	0.0	0.42	0.00	0.00		0.00	0.00	Matches
191	Tom Davies	eng ENG	MF	Sheffield United	27	1998	3.8	0.00	1.32	0.26	20.0	1.31	0.26	0.00	0.00	0.00	0.00	Matches
192	Leif Davis	eng ENG	DF	Ipswich Town	25	1999	35.2	0.06	0.65	0.17	26.1	0.65	0.17	0.09	0.33	0.00	0.00	Matches
193	Bobby De Cordova-Reid	jm JAM	MF	Leicester City	32	1993	19.9	0.25	1.61	0.65	40.6	1.61	0.65	0.16	0.38	0.00	0.05	Matches
194	Brian De Keersmaecker	be BEL	MF	Oxford United	25	2000	25.0	0.04	1.60	0.44	27.5	1.60	0.44	0.03	0.09	0.00	0.00	Matches
195	Dion De Neve	be BEL	MF	Blackburn	24	2001	10.9	0.00	0.73	0.28	37.5	0.73	0.27	0.00	0.00	0.00	0.00	Matches
196	Tom Dele-Bashiru	ng NGA	MF	Watford	25	1999	0.1	0.00	10.0	0.00	0.0	18.00	0.00	0.00		0.00	0.00	Matches
197	Karamoko Dembélé	eng ENG	MF	QPR	22	2003	16.9	0.06	2.43	0.53	22.0	2.42	0.53	0.02	0.11	0.00	0.00	Matches
198	Siriki Dembélé	ci CIV	MF	Oxford United	28	1996	7.3	0.00	0.96	0.00	0.0	0.96	0.00	0.00		0.00	0.00	Matches
199	Enis Destan	tr TUR	FW	Hull City	23	2002	4.9	0.41	1.84	0.61	33.3	1.83	0.61	0.22	0.67	0.00	0.00	Matches
200	Alfie Devine	eng ENG	MF	Preston	20	2004	34.6	0.23	2.43	0.64	26.2	2.43	0.64	0.10	0.36	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
201	Terry Devlin	nir NIR	DF,MF	Portsmouth	21	2003	28.5	0.18	1.09	0.42	38.7	1.09	0.42	0.16	0.42	0.00	0.00	Matches
202	Madiodio Dia	sn SEN	DF	Portsmouth	21	2004	4.3	0.00	0.70	0.00	0.0	0.69	0.00	0.00		0.00	0.00	Matches
203	Ousmane Diakité	ml MLI	MF	West Brom	25	2000	26.7	0.04	1.09	0.22	20.7	1.09	0.22	0.03	0.17	0.00	0.00	Matches
204	Tyler Dibling	eng ENG	MF	Southampton	19	2006	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
205	Robert Dickie	eng ENG	DF	Bristol City	29	1996	30.3	0.03	0.63	0.10	15.8	0.63	0.10	0.05	0.33	0.00	0.00	Matches
206	Seny Dieng	sn SEN	GK	Sheffield Weds	30	1994	3.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
207	Daryl Dike	us USA	FW	West Brom	25	2000	8.1	0.25	2.84	0.86	30.4	2.85	0.87	0.09	0.29	0.00	0.00	Matches
208	Nathan Dlamini		FW	Blackburn			0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
209	Lewis Dobbin	eng ENG	FW	Preston	22	2003	28.9	0.35	2.56	0.80	31.1	2.56	0.80	0.14	0.43	0.00	0.00	Matches
210	George Dobson	eng ENG	MF	Wrexham	27	1997	32.4	0.06	0.59	0.12	21.1	0.59	0.12	0.11	0.50	0.00	0.00	Matches
211	Greg Docherty	sct SCO	MF	Charlton Athletic	28	1996	32.7	0.03	1.01	0.34	33.3	1.01	0.34	0.03	0.09	0.00	0.03	Matches
212	Aodhan Doherty	nir NIR	MF	Blackburn	19	2006	0.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
213	Jamie Donley	nir NIR	MF	Oxford United	20	2005	9.1	0.11	1.43	0.22	15.4	1.42	0.22	0.08	0.50	0.00	0.00	Matches
214	Jamie Donley	nir NIR	MF	Stoke City	20	2005	0.9	0.00	2.22	1.11	50.0	2.22	1.11	0.00	0.00	0.00	0.00	Matches
215	Alfie Doughty	eng ENG	DF,MF	Millwall	25	1999	15.6	0.00	0.64	0.13	20.0	0.64	0.13	0.00	0.00	0.00	0.00	Matches
216	Mamadou Doumbia	ml MLI	FW,MF	Watford	19	2006	18.7	0.21	2.35	0.70	29.5	2.36	0.70	0.09	0.31	0.00	0.00	Matches
217	Kieran Dowell	eng ENG	MF	Hull City	27	1997	2.9	0.34	1.03	0.34	33.3	1.04	0.35	0.33	1.00	0.00	0.00	Matches
218	Flynn Downes	eng ENG	MF	Southampton	26	1999	29.1	0.10	0.45	0.14	30.8	0.45	0.14	0.23	0.75	0.00	0.00	Matches
219	Damion Downs	us USA	FW	Southampton	21	2004	3.1	0.00	2.58	0.00	0.0	2.54	0.00	0.00		0.00	0.00	Matches
220	Callum Doyle	eng ENG	DF	Wrexham	21	2003	31.9	0.06	0.82	0.25	30.8	0.81	0.25	0.08	0.25	0.00	0.00	Matches
221	Tommy Doyle	eng ENG	MF	Birmingham City	23	2001	21.2	0.00	1.18	0.28	24.0	1.18	0.28	0.00	0.00	0.00	0.00	Matches
222	Andre Dozzell	eng ENG	MF	Portsmouth	26	1999	35.0	0.06	0.46	0.11	25.0	0.46	0.11	0.13	0.50	0.00	0.00	Matches
223	Cody Drameh	eng ENG	DF,MF	Hull City	23	2001	15.9	0.00	0.69	0.19	27.3	0.69	0.19	0.00	0.00	0.00	0.00	Matches
224	Marvin Ducksch	de GER	FW,MF	Birmingham City	31	1994	21.7	0.46	2.53	1.24	49.1	2.53	1.24	0.18	0.37	0.00	0.00	Matches
225	Shane Duffy	ie IRL	DF	Norwich City	33	1992	2.9	0.00	0.69	0.69	100.0	0.69	0.69	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
226	Jimmy Dunne	ie IRL	DF	QPR	27	1997	38.7	0.08	0.72	0.21	28.6	0.72	0.21	0.11	0.38	0.00	0.00	Matches
227	Pierre Dwomoh	be BEL	MF	Watford	21	2004	0.0	0	0	0		0.00	0.00			0	0	Matches
228	Lyndon Dykes	sct SCO	MF,FW	Birmingham City	29	1995	4.9	0.41	2.04	0.41	20.0	2.05	0.41	0.20	1.00	0.00	0.00	Matches
229	Lyndon Dykes	sct SCO	FW	Charlton Athletic	29	1995	16.8	0.18	1.85	0.65	35.5	1.85	0.65	0.10	0.27	0.00	0.00	Matches
230	Owen Eames		MF	Derby County			0.5	0.00	4.00	2.00	50.0	4.19	2.09	0.00	0.00	0.00	0.00	Matches
231	George Earthy	eng ENG	MF	Bristol City	20	2004	3.1	0.00	1.29	0.32	25.0	1.29	0.32	0.00	0.00	0.00	0.00	Matches
232	Josh Eccles	eng ENG	MF	Coventry City	25	2000	16.8	0.24	2.32	1.07	46.2	2.33	1.07	0.10	0.22	0.00	0.00	Matches
233	George Edmundson	eng ENG	DF	Middlesbrough	27	1997	2.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
234	Samuel Edozie	eng ENG	MF	Southampton	22	2003	3.4	0.00	1.76	0.29	16.7	1.78	0.30	0.00	0.00	0.00	0.00	Matches
235	Joshua Edwards	eng ENG	DF,MF	Charlton Athletic	25	2000	6.1	0.00	0.49	0.00	0.0	0.49	0.00	0.00		0.00	0.00	Matches
236	Ronnie Edwards	eng ENG	DF	Southampton	22	2003	7.4	0.00	0.41	0.14	33.3	0.41	0.14	0.00	0.00	0.00	0.00	Matches
237	Ronnie Edwards	eng ENG	DF	QPR	22	2003	17.0	0.06	0.29	0.06	20.0	0.29	0.06	0.20	1.00	0.00	0.00	Matches
238	John Egan	ie IRL	DF	Hull City	32	1992	38.0	0.08	0.50	0.21	42.1	0.50	0.21	0.16	0.38	0.00	0.00	Matches
239	Sindre Egeli	no NOR	MF	Ipswich Town	19	2006	16.4	0.24	2.68	0.73	27.3	2.69	0.73	0.09	0.33	0.00	0.00	Matches
240	Noah Eile	se SWE	DF	Bristol City	23	2002	14.0	0.07	0.14	0.07	50.0	0.14	0.07	0.50	1.00	0.00	0.00	Matches
241	Pierre Ekwah Elimby	fr FRA	MF	Watford	23	2002	3.0	0.00	1.33	1.00	75.0	1.31	0.99	0.00	0.00	0.00	0.00	Matches
242	Callum Elder	au AUS	MF,DF	Derby County	30	1995	24.3	0.04	0.29	0.12	42.9	0.29	0.12	0.14	0.33	0.00	0.00	Matches
243	Aidomo Emakhu	ie IRL	MF	Oxford United	21	2003	5.9	0.00	0.85	0.34	40.0	0.85	0.34	0.00	0.00	0.00	0.00	Matches
244	Aidomo Emakhu	ie IRL	MF	Millwall	21	2003	12.9	0.16	2.40	0.70	29.0	2.40	0.70	0.06	0.22	0.00	0.00	Matches
245	Joe Emery		DF	Sheffield Weds			0.7	0.00	1.43	0.00	0.0	1.50	0.00	0.00		0.00	0.00	Matches
246	Yunus Emre Konak	tr TUR	MF	Oxford United	19	2006	9.9	0.00	0.71	0.10	14.3	0.71	0.10	0.00	0.00	0.00	0.00	Matches
247	Esquerdinha	br BRA	DF	QPR	19	2006	6.7	0.00	1.34	0.15	11.1	1.34	0.15	0.00	0.00	0.00	0.00	Matches
248	Romain Esse	eng ENG	MF	Coventry City	20	2005	8.4	0.24	3.10	1.07	34.6	3.09	1.07	0.08	0.22	0.00	0.00	Matches
249	Milan van Ewijk	nl NED	DF	Coventry City	24	2000	42.0	0.00	0.55	0.02	4.3	0.55	0.02	0.00	0.00	0.00	0.00	Matches
250	Wout Faes	be BEL	DF	Leicester City	27	1998	9.5	0.11	0.74	0.32	42.9	0.73	0.31	0.14	0.33	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
251	Akin Famewo	eng ENG	DF	Hull City	26	1998	7.7	0.13	0.26	0.26	100.0	0.26	0.26	0.50	0.50	0.00	0.00	Matches
252	Jacob Farrell	au AUS	DF	Portsmouth	22	2002	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
253	Abdul Fatawu Issahaku	gh GHA	MF	Leicester City	21	2004	41.2	0.22	2.72	0.68	25.0	2.72	0.68	0.08	0.32	0.00	0.00	Matches
254	Favour Fawunmi	eng ENG	MF	Stoke City	19	2006	0.4	0.00	2.50	0.00	0.0	2.50	0.00	0.00		0.00	0.00	Matches
255	Tom Fellows	eng ENG	MF	Southampton	22	2003	24.3	0.00	1.40	0.25	17.6	1.40	0.25	0.00	0.00	0.00	0.00	Matches
256	Tom Fellows	eng ENG	MF	West Brom	22	2003	2.6	0.00	1.54	0.00	0.0	1.57	0.00	0.00		0.00	0.00	Matches
257	Bruno Fernandes	pt POR	FW	Sheffield Weds	19	2006	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
258	Mateus Fernandes	pt POR	MF	Southampton	21	2004	2.1	0.00	1.90	0.48	25.0	1.90	0.48	0.00	0.00	0.00	0.00	Matches
259	Jayden Fevrier	eng ENG	MF	Charlton Athletic	22	2003	5.5	0.36	1.45	0.91	62.5	1.46	0.91	0.25	0.40	0.00	0.00	Matches
260	Sam Field	eng ENG	MF	Norwich City	27	1998	6.9	0.00	0.72	0.14	20.0	0.72	0.14	0.00	0.00	0.00	0.00	Matches
261	Sam Field	eng ENG	MF,DF	QPR	27	1998	9.5	0.00	0.84	0.11	12.5	0.84	0.11	0.00	0.00	0.00	0.00	Matches
262	Andy Fisher	eng ENG	GK	Swansea City	27	1998	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
263	Kellen Fisher	eng ENG	DF,MF	Norwich City	21	2004	38.4	0.00	0.70	0.21	29.6	0.70	0.21	0.00	0.00	0.00	0.00	Matches
264	Adam Forshaw	eng ENG	MF	Blackburn	33	1991	12.6	0.08	0.79	0.24	30.0	0.79	0.24	0.10	0.33	0.00	0.00	Matches
265	Amankwah Forson	gh GHA	MF	Norwich City	22	2002	6.6	0.30	3.03	0.61	20.0	3.03	0.61	0.10	0.50	0.00	0.00	Matches
266	Marcus Forss	fi FIN	FW,MF	Middlesbrough	26	1999	0.0	0	0	0		0.00	0.00			0	0	Matches
267	Craig Forsyth	sct SCO	DF,MF	Derby County	36	1989	12.8	0.08	0.23	0.08	33.3	0.24	0.08	0.33	1.00	0.00	0.00	Matches
268	Gonçalo Franco	pt POR	MF	Swansea City	24	2000	36.1	0.08	1.00	0.30	30.6	1.00	0.30	0.08	0.27	0.00	0.00	Matches
269	Ryan Fraser	sct SCO	MF	Southampton	31	1994	9.8	0.00	0.41	0.31	75.0	0.41	0.31	0.00	0.00	0.00	0.00	Matches
270	Oscar Fraulo	dk DEN	MF	Derby County	21	2003	5.3	0.19	0.75	0.38	50.0	0.75	0.37	0.25	0.50	0.00	0.00	Matches
271	Michael Frey	ch SUI	FW	QPR	31	1994	3.5	0.00	1.43	0.29	20.0	1.44	0.29	0.00	0.00	0.00	0.00	Matches
272	Dael Fry	eng ENG	DF	Middlesbrough	27	1997	20.4	0.15	0.78	0.29	37.5	0.79	0.29	0.19	0.50	0.00	0.00	Matches
273	Mads Frøkjær-Jensen	dk DEN	MF,FW	Preston	26	1999	5.7	0.35	0.88	0.53	60.0	0.88	0.53	0.40	0.67	0.00	0.00	Matches
274	Leo Fuhr Hjelde	no NOR	DF	Sheffield United	21	2003	2.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
275	Kanya Fujimoto	jp JPN	MF	Birmingham City	26	1999	0.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
276	Ibrahim Fullah	eng ENG	MF,FW	Charlton Athletic	18	2007	4.0	0.00	2.25	1.00	44.4	2.27	1.01	0.00	0.00	0.00	0.00	Matches
277	Jay Fulton	sct SCO	MF	Swansea City	31	1994	14.0	0.07	0.64	0.14	22.2	0.64	0.14	0.11	0.50	0.00	0.00	Matches
278	Darnell Furlong	eng ENG	DF	Ipswich Town	29	1995	39.1	0.03	0.51	0.13	25.0	0.51	0.13	0.05	0.20	0.00	0.00	Matches
279	Darnell Furlong	eng ENG	DF	West Brom	29	1995	3.0	0.00	1.00	0.00	0.0	1.00	0.00	0.00		0.00	0.00	Matches
280	Kyogo Furuhashi	jp JPN	FW	Birmingham City	30	1995	11.3	0.09	2.83	0.71	25.0	2.83	0.71	0.03	0.13	0.00	0.00	Matches
281	Sean Fusire	zw ZIM	MF	Sheffield Weds	20	2005	25.0	0.04	0.88	0.12	13.6	0.88	0.12	0.05	0.33	0.00	0.00	Matches
282	Ethan Galbraith	nir NIR	MF,DF	Swansea City	24	2001	34.4	0.09	1.66	0.38	22.8	1.65	0.38	0.05	0.23	0.00	0.00	Matches
283	Sam Gallagher	eng ENG	FW,MF	Stoke City	29	1995	7.3	0.27	1.37	0.55	40.0	1.37	0.55	0.20	0.50	0.00	0.00	Matches
284	Taylor Gardner-Hickman	eng ENG	DF,MF	Birmingham City	23	2001	0.0	0	0	0		0.00	0.00			0	0	Matches
285	Taylor Gardner-Hickman	eng ENG	MF	Blackburn	23	2001	22.0	0.00	1.50	0.14	9.1	1.50	0.14	0.00	0.00	0.00	0.00	Matches
286	Joe Gelhardt	eng ENG	MF	Hull City	23	2002	31.2	0.45	2.56	1.19	46.3	2.57	1.19	0.16	0.35	0.03	0.06	Matches
287	Liam Gibbs	eng ENG	MF,DF	Norwich City	22	2002	13.2	0.08	1.29	0.45	35.3	1.28	0.45	0.06	0.17	0.00	0.00	Matches
288	Ben Gibson	eng ENG	DF	Stoke City	32	1993	8.1	0.12	0.74	0.12	16.7	0.74	0.12	0.17	1.00	0.00	0.00	Matches
289	Lewis Gibson	eng ENG	DF	Preston	25	2000	24.3	0.04	0.45	0.21	45.5	0.45	0.21	0.09	0.20	0.00	0.00	Matches
290	Alexander Gilbert	ie IRL	MF	Middlesbrough	23	2001	9.7	0.10	1.86	0.62	33.3	1.86	0.62	0.06	0.17	0.00	0.00	Matches
291	Alfie Gilchrist	eng ENG	DF	West Brom	21	2003	7.3	0.00	0.41	0.00	0.0	0.41	0.00	0.00		0.00	0.00	Matches
292	Ryan Giles	eng ENG	DF,MF	Hull City	25	2000	27.6	0.00	0.40	0.07	18.2	0.40	0.07	0.00	0.00	0.00	0.00	Matches
293	Macaulay Gillesphey	eng ENG	DF	Charlton Athletic	29	1995	22.9	0.09	0.48	0.26	54.5	0.48	0.26	0.18	0.33	0.00	0.00	Matches
294	Matthew Godden	eng ENG	MF,FW	Charlton Athletic	34	1991	3.4	0.59	4.41	1.47	33.3	4.46	1.49	0.13	0.40	0.00	0.00	Matches
295	Ben Godfrey	eng ENG	DF	Sheffield United	27	1998	3.5	0.00	0.29	0.00	0.0	0.29	0.00	0.00		0.00	0.00	Matches
296	Saba Goglichidze	ge GEO	DF	Watford	21	2004	10.2	0.00	0.59	0.10	16.7	0.59	0.10	0.00	0.00	0.00	0.00	Matches
297	Tyler Goodrham	eng ENG	MF	Oxford United	21	2003	7.6	0.13	2.11	0.53	25.0	2.12	0.53	0.06	0.25	0.00	0.00	Matches
298	Kenzo Goudmijn	nl NED	MF	Derby County	23	2001	1.1	0.00	1.82	0.00	0.0	1.89	0.00	0.00		0.00	0.00	Matches
299	Keenan Gough	eng ENG	DF	Charlton Athletic	19	2006	1.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
300	William Grainger	wls WAL	MF	Sheffield Weds	16	2008	1.2	0.83	4.17	1.67	40.0	4.17	1.67	0.20	0.50	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
301	Karlan Grant	eng ENG	MF	West Brom	27	1997	18.0	0.22	2.28	0.78	34.1	2.27	0.78	0.10	0.29	0.00	0.00	Matches
302	Demarai Gray	jm JAM	MF	Birmingham City	29	1996	25.4	0.20	2.64	0.79	29.9	2.64	0.79	0.07	0.25	0.00	0.00	Matches
303	Kevon Gray		DF	Leicester City			0.0	0	0	0		0.00	0.00			0	0	Matches
304	Jacob Greaves	eng ENG	DF	Ipswich Town	24	2000	22.8	0.04	0.61	0.31	50.0	0.62	0.31	0.07	0.14	0.00	0.00	Matches
305	Jack Grieves	eng ENG	FW	Watford	20	2004	0.8	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
306	Joshua Griffiths	eng ENG	GK	West Brom	23	2001	23.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
307	Matt Grimes	eng ENG	MF	Coventry City	30	1995	45.8	0.04	0.70	0.13	18.8	0.70	0.13	0.03	0.17	0.02	0.02	Matches
308	Daniel Grimshaw	eng ENG	GK	Norwich City	27	1998	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
309	Makhtar Gueye	sn SEN	FW	Blackburn	27	1997	2.2	0.00	3.18	0.91	28.6	3.12	0.89	0.00	0.00	0.00	0.00	Matches
310	Andri Guðjohnsen	is ISL	FW	Blackburn	23	2002	17.2	0.41	1.69	0.76	44.8	1.68	0.76	0.24	0.54	0.00	0.00	Matches
311	Darko Gyabi	eng ENG	MF	Hull City	21	2004	7.8	0.26	1.28	0.38	30.0	1.29	0.39	0.20	0.67	0.00	0.00	Matches
312	Hayden Hackney	eng ENG	MF	Middlesbrough	23	2002	36.7	0.14	2.67	0.65	24.5	2.67	0.65	0.05	0.21	0.00	0.00	Matches
313	Amir Hadžiahmetović	ba BIH	MF	Hull City	28	1997	23.5	0.00	0.51	0.00	0.0	0.51	0.00	0.00		0.00	0.00	Matches
314	Ali Al Hamadi	iq IRQ	FW	Ipswich Town	23	2002	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
315	Ben Hamer	eng ENG	GK	QPR	37	1987	6.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
316	Gustavo Hamer	nl NED	MF	Sheffield United	28	1997	27.8	0.18	2.55	0.79	31.0	2.56	0.79	0.04	0.14	0.07	0.07	Matches
317	Micah Hamilton	eng ENG	MF	Middlesbrough	21	2003	0.6	0.00	1.67	0.00	0.0	1.76	0.00	0.00		0.00	0.00	Matches
318	Sontje Hansen	cw CUW	MF	Middlesbrough	23	2002	5.5	0.18	2.73	0.91	33.3	2.72	0.91	0.07	0.20	0.00	0.00	Matches
319	Ryan Hardie	sct SCO	FW	Wrexham	28	1997	2.0	0.00	4.00	1.50	37.5	3.98	1.49	0.00	0.00	0.00	0.00	Matches
320	Wes Harding	jm JAM	DF	Millwall	28	1996	2.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
321	Luke Harris	wls WAL	MF	Oxford United	20	2005	6.9	0.14	1.01	0.29	28.6	1.01	0.29	0.14	0.50	0.00	0.00	Matches
322	Mark Harris	wls WAL	FW	Oxford United	26	1998	11.5	0.26	1.74	0.61	35.0	1.74	0.61	0.15	0.43	0.00	0.00	Matches
323	Taylor Harwood-Bellis	eng ENG	DF	Southampton	23	2002	41.0	0.17	1.00	0.41	41.5	1.00	0.41	0.17	0.41	0.00	0.00	Matches
324	Isaac Hayden	jm JAM	MF	QPR	30	1995	16.6	0.00	0.84	0.24	28.6	0.85	0.24	0.00	0.00	0.00	0.00	Matches
325	Ryan Hedges	wls WAL	MF	Blackburn	30	1995	17.5	0.06	1.09	0.17	15.8	1.09	0.17	0.05	0.33	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
326	Aune Heggebø	no NOR	FW	West Brom	24	2001	35.0	0.26	2.03	0.80	39.4	2.03	0.80	0.13	0.32	0.00	0.00	Matches
327	Torbjørn Heggem	no NOR	DF	West Brom	26	1999	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
328	Michał Helik	pl POL	DF	Oxford United	29	1995	41.5	0.02	0.72	0.19	26.7	0.72	0.19	0.03	0.13	0.00	0.00	Matches
329	Axel Henriksson	se SWE	MF,FW	Blackburn	23	2002	8.4	0.00	1.19	0.48	40.0	1.20	0.48	0.00	0.00	0.00	0.00	Matches
330	Onel Hernández	cu CUB	MF	Charlton Athletic	32	1993	2.5	0.00	0.80	0.00	0.0	0.80	0.00	0.00		0.00	0.00	Matches
331	Jaden Heskey	eng ENG	MF	Sheffield Weds	19	2005	19.0	0.00	0.21	0.05	25.0	0.21	0.05	0.00	0.00	0.00	0.00	Matches
332	Yu Hirakawa	jp JPN	MF	Hull City	24	2001	3.0	0.00	0.67	0.33	50.0	0.66	0.33	0.00	0.00	0.00	0.00	Matches
333	Yu Hirakawa	jp JPN	MF	Bristol City	24	2001	5.8	0.17	1.38	0.34	25.0	1.37	0.34	0.13	0.50	0.00	0.00	Matches
334	George Hirst	sct SCO	FW	Ipswich Town	26	1999	23.4	0.47	2.86	1.24	43.3	2.86	1.24	0.15	0.34	0.04	0.09	Matches
335	Ki-Jana Hoever	nl NED	DF	Sheffield United	23	2002	6.1	0.00	0.66	0.16	25.0	0.65	0.16	0.00	0.00	0.00	0.00	Matches
336	Tomi Horvat	si SVN	MF	Bristol City	26	1999	9.5	0.11	2.53	0.84	33.3	2.53	0.84	0.00	0.00	0.11	0.11	Matches
337	Ethan Horvath	us USA	GK	Sheffield Weds	30	1995	14.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
338	Andrew Hughes	wls WAL	DF	Preston	33	1992	36.6	0.03	0.74	0.14	18.5	0.74	0.14	0.04	0.20	0.00	0.00	Matches
339	Charlie Hughes	eng ENG	DF	Hull City	21	2003	35.4	0.03	0.45	0.14	31.3	0.45	0.14	0.06	0.20	0.00	0.00	Matches
340	Cameron Humphreys	eng ENG	MF	Ipswich Town	21	2003	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
341	Dominic Hyam	sct SCO	DF	Wrexham	29	1995	39.9	0.00	0.33	0.05	15.4	0.33	0.05	0.00	0.00	0.00	0.00	Matches
342	Dominic Hyam	sct SCO	DF	Blackburn	29	1995	4.0	0.00	0.25	0.00	0.0	0.25	0.00	0.00		0.00	0.00	Matches
343	Cruz Ibeh		FW	Middlesbrough			0.0	0	0	0		0.00	0.00			0	0	Matches
344	Adam Idah	ie IRL	FW	Swansea City	24	2001	9.4	0.64	2.34	1.17	50.0	2.35	1.17	0.23	0.45	0.11	0.11	Matches
345	Samuel Iling-Junior	eng ENG	MF,DF	West Brom	21	2003	14.3	0.07	2.10	0.42	20.0	2.09	0.42	0.03	0.17	0.00	0.00	Matches
346	Danny Imray	eng ENG	DF	West Brom	22	2003	12.4	0.08	0.73	0.32	44.4	0.72	0.32	0.11	0.25	0.00	0.00	Matches
347	Tom Ince	eng ENG	MF	Watford	33	1992	11.3	0.35	3.19	1.33	41.7	3.18	1.32	0.11	0.27	0.00	0.09	Matches
348	Svante Ingelsson	se SWE	MF	Sheffield Weds	27	1998	37.2	0.03	0.75	0.22	28.6	0.75	0.22	0.04	0.13	0.00	0.00	Matches
