Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
273	Mads Frøkjær-Jensen	dk DEN	MF,FW	Preston	26	1999	18	2	514	5.7	0.35	0.00	0.35	0.35	0.00	0.00	0.00	0.00	0.35	0.00	0.35	0.35	0.35	Matches
274	Leo Fuhr Hjelde	no NOR	DF	Sheffield United	21	2003	8	2	191	2.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
275	Kanya Fujimoto	jp JPN	MF	Birmingham City	26	1999	5	0	49	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
276	Ibrahim Fullah	eng ENG	MF,FW	Charlton Athletic	18	2007	11	2	357	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
277	Jay Fulton	sct SCO	MF	Swansea City	31	1994	31	13	1,263	14.0	0.07	0.00	0.07	0.07	0.00	0.00	0.36	0.00	0.07	0.00	0.07	0.07	0.07	Matches
278	Darnell Furlong	eng ENG	DF	Ipswich Town	29	1995	40	40	3,521	39.1	0.03	0.08	0.10	0.03	0.00	0.00	0.28	0.00	0.03	0.08	0.10	0.03	0.10	Matches
279	Darnell Furlong	eng ENG	DF	West Brom	29	1995	3	3	269	3.0	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.33	0.00	0.00	0.00	0.00	0.00	Matches
280	Kyogo Furuhashi	jp JPN	FW	Birmingham City	30	1995	28	8	1,019	11.3	0.09	0.00	0.09	0.09	0.00	0.00	0.09	0.00	0.09	0.00	0.09	0.09	0.09	Matches
281	Sean Fusire	zw ZIM	MF	Sheffield Weds	20	2005	35	23	2,252	25.0	0.04	0.04	0.08	0.04	0.00	0.00	0.24	0.00	0.04	0.04	0.08	0.04	0.08	Matches
282	Ethan Galbraith	nir NIR	MF,DF	Swansea City	24	2001	39	36	3,100	34.4	0.09	0.03	0.12	0.09	0.00	0.00	0.17	0.00	0.09	0.03	0.12	0.09	0.12	Matches
283	Sam Gallagher	eng ENG	FW,MF	Stoke City	29	1995	19	4	657	7.3	0.27	0.00	0.27	0.27	0.00	0.00	0.00	0.00	0.27	0.00	0.27	0.27	0.27	Matches
284	Taylor Gardner-Hickman	eng ENG	DF,MF	Birmingham City	23	2001	1	0	2	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
285	Taylor Gardner-Hickman	eng ENG	MF	Blackburn	23	2001	30	23	1,978	22.0	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	Matches
286	Joe Gelhardt	eng ENG	MF	Hull City	23	2002	39	35	2,804	31.2	0.45	0.13	0.58	0.42	0.03	0.06	0.16	0.00	0.45	0.13	0.58	0.42	0.55	Matches
287	Liam Gibbs	eng ENG	MF,DF	Norwich City	22	2002	20	13	1,191	13.2	0.08	0.00	0.08	0.08	0.00	0.00	0.15	0.00	0.08	0.00	0.08	0.08	0.08	Matches
288	Ben Gibson	eng ENG	DF	Stoke City	32	1993	13	7	727	8.1	0.12	0.00	0.12	0.12	0.00	0.00	0.12	0.00	0.12	0.00	0.12	0.12	0.12	Matches
289	Lewis Gibson	eng ENG	DF	Preston	25	2000	27	25	2,191	24.3	0.04	0.00	0.04	0.04	0.00	0.00	0.12	0.00	0.04	0.00	0.04	0.04	0.04	Matches
290	Alexander Gilbert	ie IRL	MF	Middlesbrough	23	2001	21	9	871	9.7	0.10	0.10	0.21	0.10	0.00	0.00	0.52	0.00	0.10	0.10	0.21	0.10	0.21	Matches
291	Alfie Gilchrist	eng ENG	DF	West Brom	21	2003	13	8	660	7.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	Matches
292	Ryan Giles	eng ENG	DF,MF	Hull City	25	2000	32	30	2,481	27.6	0.00	0.29	0.29	0.00	0.00	0.00	0.25	0.00	0.00	0.29	0.29	0.00	0.29	Matches
293	Macaulay Gillesphey	eng ENG	DF	Charlton Athletic	29	1995	35	22	2,065	22.9	0.09	0.00	0.09	0.09	0.00	0.00	0.17	0.00	0.09	0.00	0.09	0.09	0.09	Matches
294	Matthew Godden	eng ENG	MF,FW	Charlton Athletic	34	1991	11	2	303	3.4	0.59	0.00	0.59	0.59	0.00	0.00	0.29	0.00	0.59	0.00	0.59	0.59	0.59	Matches
295	Ben Godfrey	eng ENG	DF	Sheffield United	27	1998	4	4	315	3.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
296	Saba Goglichidze	ge GEO	DF	Watford	21	2004	12	11	916	10.2	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
297	Tyler Goodrham	eng ENG	MF	Oxford United	21	2003	13	9	680	7.6	0.13	0.13	0.26	0.13	0.00	0.00	0.26	0.00	0.13	0.13	0.26	0.13	0.26	Matches
298	Kenzo Goudmijn	nl NED	MF	Derby County	23	2001	3	1	95	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
299	Keenan Gough	eng ENG	DF	Charlton Athletic	19	2006	3	2	150	1.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
300	William Grainger	wls WAL	MF	Sheffield Weds	16	2008	6	1	108	1.2	0.83	0.00	0.83	0.83	0.00	0.00	0.00	0.00	0.83	0.00	0.83	0.83	0.83	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
301	Karlan Grant	eng ENG	MF	West Brom	27	1997	27	17	1,622	18.0	0.22	0.00	0.22	0.22	0.00	0.00	0.17	0.00	0.22	0.00	0.22	0.22	0.22	Matches
302	Demarai Gray	jm JAM	MF	Birmingham City	29	1996	37	27	2,285	25.4	0.20	0.20	0.39	0.20	0.00	0.00	0.20	0.00	0.20	0.20	0.39	0.20	0.39	Matches
303	Kevon Gray		DF	Leicester City			1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
304	Jacob Greaves	eng ENG	DF	Ipswich Town	24	2000	24	23	2,048	22.8	0.04	0.09	0.13	0.04	0.00	0.00	0.22	0.00	0.04	0.09	0.13	0.04	0.13	Matches
305	Jack Grieves	eng ENG	FW	Watford	20	2004	3	0	76	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
306	Joshua Griffiths	eng ENG	GK	West Brom	23	2001	24	23	2,095	23.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
307	Matt Grimes	eng ENG	MF	Coventry City	30	1995	46	46	4,123	45.8	0.04	0.04	0.09	0.02	0.02	0.02	0.11	0.00	0.04	0.04	0.09	0.02	0.07	Matches
308	Daniel Grimshaw	eng ENG	GK	Norwich City	27	1998	1	1	90	1.0	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	Matches
309	Makhtar Gueye	sn SEN	FW	Blackburn	27	1997	16	0	202	2.2	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	Matches
310	Andri Guðjohnsen	is ISL	FW	Blackburn	23	2002	25	18	1,549	17.2	0.41	0.00	0.41	0.41	0.00	0.00	0.06	0.00	0.41	0.00	0.41	0.41	0.41	Matches
311	Darko Gyabi	eng ENG	MF	Hull City	21	2004	20	6	699	7.8	0.26	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.26	0.00	0.26	0.26	0.26	Matches
312	Hayden Hackney	eng ENG	MF	Middlesbrough	23	2002	38	38	3,305	36.7	0.14	0.19	0.33	0.14	0.00	0.00	0.11	0.00	0.14	0.19	0.33	0.14	0.33	Matches
313	Amir Hadžiahmetović	ba BIH	MF	Hull City	28	1997	37	26	2,119	23.5	0.00	0.09	0.09	0.00	0.00	0.00	0.04	0.00	0.00	0.08	0.08	0.00	0.08	Matches
314	Ali Al Hamadi	iq IRQ	FW	Ipswich Town	23	2002	1	0	12	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
315	Ben Hamer	eng ENG	GK	QPR	37	1987	7	7	558	6.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
316	Gustavo Hamer	nl NED	MF	Sheffield United	28	1997	37	27	2,500	27.8	0.18	0.43	0.61	0.11	0.07	0.07	0.40	0.00	0.18	0.43	0.61	0.11	0.54	Matches
317	Micah Hamilton	eng ENG	MF	Middlesbrough	21	2003	4	1	51	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
318	Sontje Hansen	cw CUW	MF	Middlesbrough	23	2002	17	4	497	5.5	0.18	0.00	0.18	0.18	0.00	0.00	0.18	0.00	0.18	0.00	0.18	0.18	0.18	Matches
319	Ryan Hardie	sct SCO	FW	Wrexham	28	1997	6	2	181	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
320	Wes Harding	jm JAM	DF	Millwall	28	1996	8	2	203	2.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
321	Luke Harris	wls WAL	MF	Oxford United	20	2005	16	7	625	6.9	0.14	0.00	0.14	0.14	0.00	0.00	0.29	0.00	0.14	0.00	0.14	0.14	0.14	Matches
322	Mark Harris	wls WAL	FW	Oxford United	26	1998	37	10	1,034	11.5	0.26	0.00	0.26	0.26	0.00	0.00	0.26	0.00	0.26	0.00	0.26	0.26	0.26	Matches
323	Taylor Harwood-Bellis	eng ENG	DF	Southampton	23	2002	41	41	3,690	41.0	0.17	0.02	0.20	0.17	0.00	0.00	0.22	0.00	0.17	0.02	0.20	0.17	0.20	Matches
324	Isaac Hayden	jm JAM	MF	QPR	30	1995	29	15	1,491	16.6	0.00	0.12	0.12	0.00	0.00	0.00	0.36	0.00	0.00	0.12	0.12	0.00	0.12	Matches
325	Ryan Hedges	wls WAL	MF	Blackburn	30	1995	24	18	1,572	17.5	0.06	0.11	0.17	0.06	0.00	0.00	0.17	0.00	0.06	0.11	0.17	0.06	0.17	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
326	Aune Heggebø	no NOR	FW	West Brom	24	2001	46	37	3,153	35.0	0.26	0.11	0.37	0.26	0.00	0.00	0.06	0.00	0.26	0.11	0.37	0.26	0.37	Matches
327	Torbjørn Heggem	no NOR	DF	West Brom	26	1999	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
328	Michał Helik	pl POL	DF	Oxford United	29	1995	43	42	3,739	41.5	0.02	0.10	0.12	0.02	0.00	0.00	0.12	0.00	0.02	0.10	0.12	0.02	0.12	Matches
329	Axel Henriksson	se SWE	MF,FW	Blackburn	23	2002	18	9	753	8.4	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
330	Onel Hernández	cu CUB	MF	Charlton Athletic	32	1993	6	2	225	2.5	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	Matches
331	Jaden Heskey	eng ENG	MF	Sheffield Weds	19	2005	20	19	1,713	19.0	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
332	Yu Hirakawa	jp JPN	MF	Hull City	24	2001	7	2	272	3.0	0.00	0.33	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.33	0.00	0.33	Matches
333	Yu Hirakawa	jp JPN	MF	Bristol City	24	2001	24	3	524	5.8	0.17	0.34	0.52	0.17	0.00	0.00	0.34	0.00	0.17	0.34	0.52	0.17	0.52	Matches
334	George Hirst	sct SCO	FW	Ipswich Town	26	1999	42	25	2,106	23.4	0.47	0.13	0.60	0.43	0.04	0.09	0.21	0.00	0.47	0.13	0.60	0.43	0.56	Matches
335	Ki-Jana Hoever	nl NED	DF	Sheffield United	23	2002	15	5	551	6.1	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	Matches
336	Tomi Horvat	si SVN	MF	Bristol City	26	1999	15	11	853	9.5	0.11	0.42	0.53	0.00	0.11	0.11	0.11	0.00	0.11	0.42	0.53	0.00	0.42	Matches
337	Ethan Horvath	us USA	GK	Sheffield Weds	30	1995	14	14	1,259	14.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.00	0.00	0.00	0.00	0.00	Matches
338	Andrew Hughes	wls WAL	DF	Preston	33	1992	38	37	3,293	36.6	0.03	0.00	0.03	0.03	0.00	0.00	0.27	0.00	0.03	0.00	0.03	0.03	0.03	Matches
339	Charlie Hughes	eng ENG	DF	Hull City	21	2003	38	36	3,189	35.4	0.03	0.03	0.06	0.03	0.00	0.00	0.17	0.03	0.03	0.03	0.06	0.03	0.06	Matches
340	Cameron Humphreys	eng ENG	MF	Ipswich Town	21	2003	3	0	12	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
341	Dominic Hyam	sct SCO	DF	Wrexham	29	1995	40	40	3,588	39.9	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
342	Dominic Hyam	sct SCO	DF	Blackburn	29	1995	4	4	360	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
343	Cruz Ibeh		FW	Middlesbrough			1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
344	Adam Idah	ie IRL	FW	Swansea City	24	2001	25	6	844	9.4	0.64	0.21	0.85	0.53	0.11	0.11	0.11	0.00	0.64	0.21	0.85	0.53	0.75	Matches
345	Samuel Iling-Junior	eng ENG	MF,DF	West Brom	21	2003	24	14	1,289	14.3	0.07	0.00	0.07	0.07	0.00	0.00	0.07	0.00	0.07	0.00	0.07	0.07	0.07	Matches
346	Danny Imray	eng ENG	DF	West Brom	22	2003	16	13	1,119	12.4	0.08	0.16	0.24	0.08	0.00	0.00	0.24	0.00	0.08	0.16	0.24	0.08	0.24	Matches
347	Tom Ince	eng ENG	MF	Watford	33	1992	27	10	1,019	11.3	0.35	0.00	0.35	0.35	0.00	0.09	0.00	0.00	0.35	0.00	0.35	0.35	0.35	Matches
348	Svante Ingelsson	se SWE	MF	Sheffield Weds	27	1998	40	39	3,344	37.2	0.03	0.00	0.03	0.03	0.00	0.00	0.11	0.00	0.03	0.00	0.03	0.03	0.03	Matches
349	Danny Ings	eng ENG	FW	Sheffield United	33	1992	23	5	619	6.9	0.29	0.00	0.29	0.29	0.00	0.00	0.14	0.00	0.29	0.00	0.29	0.29	0.29	Matches
350	Zeidane Inoussa	se SWE	MF,FW	Swansea City	23	2002	25	12	1,086	12.1	0.00	0.17	0.17	0.00	0.00	0.00	0.33	0.00	0.00	0.17	0.17	0.00	0.17	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
351	Dominic Iorfa	eng ENG	DF	Sheffield Weds	30	1995	34	32	2,657	29.5	0.03	0.00	0.03	0.03	0.00	0.00	0.20	0.00	0.03	0.00	0.03	0.03	0.03	Matches
352	Nestory Irankunda	au AUS	MF,FW	Watford	19	2006	40	22	2,031	22.6	0.18	0.18	0.35	0.18	0.00	0.00	0.53	0.04	0.18	0.18	0.35	0.18	0.35	Matches
353	Mihailo Ivanović	rs SRB	FW	Millwall	20	2004	44	31	2,987	33.2	0.27	0.09	0.36	0.27	0.00	0.03	0.06	0.00	0.27	0.09	0.36	0.27	0.36	Matches
354	Daniel Iversen	dk DEN	GK	Preston	28	1997	36	36	3,195	35.5	0.00	0.03	0.03	0.00	0.00	0.00	0.08	0.00	0.00	0.03	0.03	0.00	0.03	Matches
355	Tomoki Iwata	jp JPN	DF,MF	Birmingham City	28	1997	45	42	3,811	42.3	0.07	0.02	0.09	0.07	0.00	0.00	0.19	0.00	0.07	0.02	0.09	0.07	0.09	Matches
356	Kayden Jackson	eng ENG	MF,FW	Derby County	31	1994	19	2	383	4.3	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	Matches
357	Matty Jacob	eng ENG	DF	Hull City	24	2001	5	1	176	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
358	Jordan James	wls WAL	MF	Leicester City	21	2004	34	27	2,118	23.5	0.47	0.17	0.64	0.43	0.04	0.04	0.26	0.00	0.47	0.17	0.64	0.42	0.59	Matches
359	Matty James	eng ENG	MF	Wrexham	34	1991	37	24	2,235	24.8	0.04	0.08	0.12	0.04	0.00	0.00	0.16	0.00	0.04	0.08	0.12	0.04	0.12	Matches
360	Caspar Jander	de GER	MF	Southampton	22	2003	36	32	2,728	30.3	0.07	0.03	0.10	0.07	0.00	0.00	0.20	0.00	0.07	0.03	0.10	0.07	0.10	Matches
361	Daniel Jebbison	ca CAN	FW	Preston	21	2003	38	22	2,012	22.4	0.27	0.09	0.36	0.27	0.00	0.00	0.09	0.00	0.27	0.09	0.36	0.27	0.36	Matches
362	Elias Jelert	dk DEN	DF,MF	Southampton	22	2003	8	3	325	3.6	0.00	0.28	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.28	0.00	0.28	Matches
363	Eom Ji-sung	kr KOR	MF,FW	Swansea City	23	2002	44	31	2,442	27.1	0.07	0.07	0.15	0.07	0.00	0.00	0.11	0.00	0.07	0.07	0.15	0.07	0.15	Matches
364	Jamaldeen Jimoh	eng ENG	MF	West Brom	18	2006	10	4	352	3.9	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.26	0.00	0.26	Matches
365	Jeon Jinwoo	kr KOR	MF	Oxford United	25	1999	7	2	226	2.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
366	Viktor Johansson	se SWE	GK	Stoke City	26	1998	25	25	2,250	25.0	0.00	0.04	0.04	0.00	0.00	0.00	0.08	0.00	0.00	0.04	0.04	0.00	0.04	Matches
367	Ben Johnson	eng ENG	DF,MF	Ipswich Town	25	2000	17	9	847	9.4	0.11	0.11	0.21	0.11	0.00	0.00	0.11	0.00	0.11	0.11	0.21	0.11	0.21	Matches
368	Reece Johnson	eng ENG	MF,DF	Sheffield Weds	19	2006	12	4	459	5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
369	Max Johnston	sct SCO	DF,MF	Derby County	21	2003	15	11	962	10.7	0.00	0.09	0.09	0.00	0.00	0.00	0.09	0.00	0.00	0.09	0.09	0.00	0.09	Matches
370	Michael Johnston	ie IRL	MF	West Brom	26	1999	34	27	2,305	25.6	0.08	0.35	0.43	0.08	0.00	0.00	0.12	0.00	0.08	0.35	0.43	0.08	0.43	Matches
371	Alfie Jones	ca CAN	DF	Middlesbrough	27	1997	22	22	1,882	20.9	0.05	0.05	0.10	0.05	0.00	0.00	0.14	0.05	0.05	0.05	0.10	0.05	0.10	Matches
372	Lloyd Jones	eng ENG	DF	Charlton Athletic	29	1995	46	45	3,944	43.8	0.02	0.02	0.05	0.02	0.00	0.00	0.21	0.00	0.02	0.02	0.05	0.02	0.05	Matches
373	Kyle Joseph	sct SCO	MF,FW	Hull City	23	2001	44	27	2,302	25.6	0.31	0.20	0.51	0.31	0.00	0.00	0.27	0.00	0.31	0.20	0.51	0.31	0.51	Matches
374	Bae Jun-ho	kr KOR	MF	Stoke City	21	2003	42	32	2,923	32.5	0.06	0.09	0.15	0.06	0.00	0.00	0.03	0.00	0.06	0.09	0.15	0.06	0.15	Matches
375	Matěj Jurásek	cz CZE	MF,FW	Norwich City	21	2003	16	6	492	5.5	0.00	0.36	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.37	0.00	0.37	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
376	James Justin	eng ENG	DF	Leicester City	27	1998	2	2	153	1.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
377	Mathias Jørgensen	dk DEN	FW,MF	Blackburn	24	2000	20	11	1,093	12.1	0.41	0.00	0.41	0.41	0.00	0.00	0.00	0.00	0.41	0.00	0.41	0.41	0.41	Matches
378	Issa Kaboré	bf BFA	MF	Wrexham	24	2001	30	26	2,262	25.1	0.00	0.32	0.32	0.00	0.00	0.00	0.12	0.00	0.00	0.32	0.32	0.00	0.32	Matches
379	Mamadou Kaly Sene	sn SEN	FW,MF	Middlesbrough	24	2001	28	5	720	8.0	0.25	0.00	0.25	0.25	0.00	0.00	0.25	0.00	0.25	0.00	0.25	0.25	0.25	Matches
380	Abu Kamara	eng ENG	FW	Hull City	22	2003	2	1	103	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
381	Thomas Kaminski	be BEL	GK	Charlton Athletic	32	1992	37	37	3,330	37.0	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
382	Abdoulaye Kanté	fr FRA	MF	Middlesbrough	20	2005	4	1	85	0.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
383	Augustus Kargbo	sl SLE	MF	Blackburn	25	1999	10	3	446	5.0	0.20	0.20	0.40	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.40	0.20	0.40	Matches
384	Edo Kayembe	cd COD	MF,FW	Watford	27	1998	37	28	2,496	27.7	0.14	0.04	0.18	0.11	0.04	0.04	0.14	0.00	0.14	0.04	0.18	0.11	0.14	Matches
385	Will Keane	ie IRL	FW,MF	Preston	32	1993	2	0	26	0.3	3.33	0.00	3.33	3.33	0.00	0.00	0.00	0.00	3.46	0.00	3.46	3.46	3.46	Matches
386	Kévin Keben	cm CMR	DF	Watford	21	2004	29	22	2,114	23.5	0.00	0.04	0.04	0.00	0.00	0.00	0.13	0.00	0.00	0.04	0.04	0.00	0.04	Matches
387	Davis Keillor-Dunn	eng ENG	FW,MF	Wrexham	27	1997	6	0	88	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
388	Daniel Kelly	sct SCO	MF	Millwall	19	2005	9	3	338	3.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
389	Charlie Kelman	us USA	FW	Charlton Athletic	23	2001	33	19	1,529	17.0	0.41	0.06	0.47	0.29	0.12	0.12	0.06	0.00	0.41	0.06	0.47	0.29	0.35	Matches
390	Kaine Kesler-Hayden	eng ENG	DF,MF	Coventry City	22	2002	22	5	595	6.6	0.30	0.15	0.45	0.30	0.00	0.00	0.15	0.00	0.30	0.15	0.45	0.30	0.45	Matches
391	Josh Key	eng ENG	DF	Swansea City	25	1999	30	22	2,037	22.6	0.09	0.04	0.13	0.09	0.00	0.00	0.13	0.00	0.09	0.04	0.13	0.09	0.13	Matches
392	Bilal El Khannouss	ma MAR	MF	Leicester City	21	2004	2	2	135	1.5	0.00	1.33	1.33	0.00	0.00	0.00	0.00	0.00	0.00	1.33	1.33	0.00	1.33	Matches
393	Ben Killip	eng ENG	GK	Portsmouth	29	1995	4	2	332	3.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
394	Cédric Kipré	ci CIV	DF	Ipswich Town	28	1996	32	29	2,591	28.8	0.10	0.07	0.17	0.10	0.00	0.00	0.35	0.00	0.10	0.07	0.17	0.10	0.17	Matches
395	Makenzie Kirk	nir NIR	FW	Portsmouth	21	2004	14	4	459	5.1	0.20	0.00	0.20	0.20	0.00	0.00	0.20	0.00	0.20	0.00	0.20	0.20	0.20	Matches
396	Liam Kitching	eng ENG	DF	Coventry City	25	1999	38	37	3,338	37.1	0.05	0.00	0.05	0.05	0.00	0.00	0.19	0.00	0.05	0.00	0.05	0.05	0.05	Matches
397	Luca Kjerrumgaard	dk DEN	FW	Watford	22	2003	43	35	2,836	31.5	0.32	0.03	0.35	0.32	0.00	0.00	0.03	0.00	0.32	0.03	0.35	0.32	0.35	Matches
398	Christoph Klarer	at AUT	DF	Birmingham City	25	2000	43	43	3,869	43.0	0.07	0.00	0.07	0.07	0.00	0.00	0.21	0.02	0.07	0.00	0.07	0.07	0.07	Matches
399	Harvey Knibbs	eng ENG	MF	Charlton Athletic	26	1999	26	7	674	7.5	0.40	0.00	0.40	0.40	0.00	0.00	0.53	0.00	0.40	0.00	0.40	0.40	0.40	Matches
400	Jason Knight	ie IRL	MF,DF	Bristol City	24	2001	34	30	2,774	30.8	0.00	0.06	0.06	0.00	0.00	0.00	0.13	0.00	0.00	0.06	0.06	0.00	0.06	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
401	Josh Knight	eng ENG	DF	Portsmouth	27	1997	14	10	974	10.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
402	Olaf Kobacki	pl POL	MF,FW	Sheffield Weds	24	2001	13	4	480	5.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
403	Rayan Kolli	dz ALG	FW,MF	QPR	20	2005	23	10	1,054	11.7	0.43	0.00	0.43	0.43	0.00	0.00	0.09	0.00	0.43	0.00	0.43	0.43	0.43	Matches
404	Richard Kone	ci CIV	FW,MF	QPR	22	2003	43	38	3,320	36.9	0.27	0.05	0.33	0.24	0.03	0.03	0.19	0.00	0.27	0.05	0.33	0.24	0.30	Matches
405	Márk Kosznovszky	hu HUN	MF	Portsmouth	23	2002	15	6	643	7.1	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
406	Lewis Koumas	wls WAL	MF,FW	Birmingham City	19	2005	23	7	754	8.4	0.12	0.00	0.12	0.12	0.00	0.00	0.12	0.00	0.12	0.00	0.12	0.12	0.12	Matches
