Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
20	Millenic Alli	ie IRL	MF	Portsmouth	25	2000	17.3	0.06	0.00	0.00	1.33	1.68	0.69	3.53	0.29	0.40			0.00	Matches
21	Ryan Allsop	eng ENG	GK	Birmingham City	33	1992	11.0	0.18	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00			0.00	Matches
22	Olabade Aluko		DF	Leicester City			1.9	1.05	0.53	0.53	1.58	1.58	0.00	0.00	0.00	1.05			0.00	Matches
23	Papa Amadou Diallo	sn SEN	MF	Norwich City	21	2004	5.9	0.17	0.00	0.00	0.51	0.68	0.51	1.86	0.51	1.36			0.00	Matches
24	Harry Amass	eng ENG	MF	Norwich City	18	2007	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00			0.00	Matches
25	Harry Amass	eng ENG	MF	Sheffield Weds	18	2007	20.7	0.14	0.00	0.00	0.97	1.79	0.05	2.27	1.50	1.93			0.05	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
26	Jaydon Amauri Banel	nl NED	MF	Derby County	20	2004	6.2	0.16	0.00	0.00	1.45	1.45	0.00	0.48	0.65	0.65			0.00	Matches
27	Karoy Anderson	jm JAM	MF	Charlton Athletic	20	2004	5.9	0.34	0.00	0.00	2.03	0.68	0.17	0.17	0.34	2.03			0.00	Matches
28	Keshi Anderson	eng ENG	MF	Portsmouth	30	1995	2.8	0.36	0.00	0.00	0.71	2.86	0.36	2.14	0.36	1.07			0.00	Matches
29	Keshi Anderson	eng ENG	MF	Birmingham City	30	1995	8.1	0.25	0.00	0.00	0.99	2.47	0.62	4.07	0.37	1.36			0.00	Matches
30	Kai Andrews	wls WAL	MF	Coventry City	18	2006	0.7	0.00	0.00	0.00	0.00	2.86	0.00	0.00	0.00	1.43			0.00	Matches
31	Ryan Andrews	eng ENG	DF,MF	Watford	20	2004	0.3	3.33	0.00	0.00	3.33	3.33	0.00	0.00	0.00	3.33			0.00	Matches
32	Rob Apter	sct SCO	MF	Charlton Athletic	22	2003	6.5	0.15	0.00	0.00	0.46	0.92	0.00	7.69	0.15	1.38			0.00	Matches
33	Oliver Arblaster	eng ENG	MF	Sheffield United	21	2004	10.0	0.20	0.00	0.00	0.60	0.30	0.00	0.30	1.90	0.90			0.00	Matches
34	Cameron Archer	eng ENG	FW,MF	Southampton	24	2001	11.2	0.18	0.00	0.00	1.61	0.98	0.89	0.54	0.00	0.80			0.00	Matches
35	Joe Aribo	ng NGA	FW,MF	Southampton	29	1996	1.3	0.77	0.00	0.00	0.77	0.00	0.00	0.77	0.77	0.77			0.00	Matches
36	Joe Aribo	ng NGA	MF	Leicester City	29	1996	1.5	0.67	0.00	0.00	0.67	0.00	0.00	0.00	0.00	1.33			0.00	Matches
37	Adam Armstrong	eng ENG	FW,MF	Southampton	28	1997	22.6	0.18	0.00	0.00	1.15	0.58	0.62	0.40	0.31	0.49			0.00	Matches
38	Harrison Armstrong	eng ENG	MF	Preston	18	2007	12.5	0.24	0.00	0.00	0.88	1.68	0.00	0.56	0.88	0.72			0.00	Matches
39	Sinclair Armstrong	ie IRL	FW	Bristol City	22	2003	17.9	0.39	0.00	0.00	1.90	1.96	0.84	0.39	0.06	0.39			0.00	Matches
40	Harry Ashfield	eng ENG	MF	Wrexham	19	2006	0.0	0	0	0	0	0	0	0	0	0			0	Matches
41	Tom Atcheson	nir NIR	DF	Blackburn	18	2006	12.1	0.17	0.00	0.00	1.16	0.00	0.00	0.50	1.16	1.32			0.00	Matches
42	Robert Atkinson	eng ENG	DF	Bristol City	27	1998	20.5	0.05	0.00	0.00	0.24	1.27	0.05	0.20	1.37	1.17			0.00	Matches
43	Jordan Ayew	gh GHA	FW,MF	Leicester City	33	1991	25.1	0.20	0.00	0.00	1.95	2.31	0.32	2.11	0.40	0.76			0.00	Matches
44	Luke Ayling	eng ENG	DF	Middlesbrough	33	1991	38.8	0.21	0.00	0.00	0.57	1.42	0.03	1.78	0.93	1.55			0.00	Matches
45	Finn Azaz	ie IRL	MF	Southampton	24	2000	32.9	0.15	0.00	0.00	0.91	1.06	0.21	1.52	0.24	0.94			0.00	Matches
46	Finn Azaz	ie IRL	MF	Middlesbrough	24	2000	1.0	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.00	1.00			0.00	Matches
47	Femi Azeez	ng NGA	MF	Millwall	24	2001	31.0	0.16	0.03	0.00	1.81	0.97	0.81	9.23	0.55	0.87			0.00	Matches
48	Ivan Azón	es ESP	FW	Ipswich Town	22	2002	19.9	0.10	0.00	0.00	1.11	1.36	0.80	0.15	0.00	0.30			0.00	Matches
49	Kwadwo Baah	eng ENG	MF,FW	Watford	22	2003	9.3	0.43	0.00	0.00	1.72	2.47	0.32	3.44	0.22	0.22			0.00	Matches
50	Lewis Baker	eng ENG	MF	Stoke City	30	1995	14.0	0.21	0.00	0.00	1.29	0.79	0.07	1.36	0.86	0.50			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
51	Thierno Ballo	at AUT	MF	Millwall	23	2002	20.2	0.30	0.00	0.00	1.58	1.14	0.40	1.78	0.50	1.24			0.00	Matches
52	Patrick Bamford	eng ENG	FW	Sheffield United	31	1993	20.2	0.15	0.05	0.05	1.44	1.68	0.94	0.10	0.30	0.35			0.00	Matches
53	Alex Bangura	sl SLE	DF	Middlesbrough	26	1999	6.1	0.00	0.00	0.00	0.49	2.79	0.00	3.77	0.49	0.82			0.00	Matches
54	Raees Bangura-Williams		MF	Millwall			5.1	0.39	0.00	0.00	2.55	1.76	0.20	0.59	0.59	1.18			0.00	Matches
55	Tamer Bani Odeh	jo JOR	FW	West Brom	21	2003	0.6	1.67	0.00	0.00	3.33	5.00	1.67	0.00	5.00	6.67			0.00	Matches
56	Barry Bannan	sct SCO	MF	Sheffield Weds	35	1989	27.2	0.26	0.04	0.04	0.51	0.55	0.04	5.15	1.18	0.88			0.00	Matches
57	Barry Bannan	sct SCO	MF	Millwall	35	1989	5.9	0.17	0.00	0.00	0.68	0.51	0.00	8.14	1.02	0.68			0.00	Matches
58	Moussa Baradji	fr FRA	MF	Blackburn	24	2000	19.4	0.21	0.00	0.00	1.65	1.24	0.15	0.82	1.03	2.06			0.00	Matches
59	Ryan Barnett	eng ENG	MF	Wrexham	25	1999	4.7	0.00	0.00	0.00	0.00	1.06	0.00	8.09	0.64	0.21			0.00	Matches
60	Louie Barry	eng ENG	MF,FW	Sheffield United	22	2003	4.9	0.20	0.00	0.00	0.61	0.41	0.41	4.90	0.00	1.22			0.00	Matches
61	Danny Batth	eng ENG	DF	Derby County	34	1990	6.7	0.15	0.00	0.00	1.34	1.04	0.00	0.00	1.94	0.30			0.00	Matches
62	Nathan Baxter	eng ENG	GK	Watford	26	1998	6.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
63	Gavin Bazunu	ie IRL	GK	Stoke City	23	2002	6.0	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00			0.00	Matches
64	Gavin Bazunu	ie IRL	GK	Southampton	23	2002	19.0	0.05	0.00	0.00	0.05	0.42	0.00	0.00	0.00	0.00			0.00	Matches
65	James Beadle	eng ENG	GK	Birmingham City	21	2004	35.0	0.11	0.00	0.00	0.03	0.17	0.00	0.00	0.03	0.00			0.00	Matches
66	Asmir Begović	ba BIH	GK	Leicester City	38	1987	10.5	0.19	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00			0.00	Matches
67	Amari'i Bell	jm JAM	DF,MF	Charlton Athletic	31	1994	30.0	0.13	0.00	0.00	0.67	1.67	0.00	0.67	1.07	0.87			0.00	Matches
68	Sam Bell	eng ENG	MF	Bristol City	23	2002	4.0	0.00	0.00	0.00	0.50	0.25	0.75	1.00	0.75	1.25			0.00	Matches
69	Bachir Belloumi	dz ALG	MF	Hull City	23	2002	10.4	0.10	0.00	0.00	1.25	0.87	0.58	4.04	1.63	1.63			0.00	Matches
70	Anis Ben Slimane	tn TUN	MF	Norwich City	24	2001	13.6	0.29	0.00	0.00	1.18	0.51	0.00	1.10	0.74	1.32			0.00	Matches
71	Steven Benda	de GER	GK	Millwall	26	1998	9.0	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00			0.00	Matches
72	Daniel Bennie	au AUS	FW,MF	QPR	19	2006	7.2	0.28	0.00	0.00	1.94	0.14	0.14	1.11	0.14	0.83			0.00	Matches
73	Victor Bernth Kristiansen	dk DEN	DF	Leicester City	22	2002	1.9	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.53	3.16			0.00	Matches
74	Luke Berry	eng ENG	MF	Charlton Athletic	33	1992	5.4	0.19	0.00	0.00	2.96	1.30	0.19	0.19	0.19	0.93			0.00	Matches
75	Florian Bianchini	fr FRA	MF	Portsmouth	24	2001	5.7	0.00	0.00	0.00	1.40	1.58	0.18	4.74	0.18	1.75			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
76	Jake Bidwell	eng ENG	DF	Coventry City	32	1993	4.8	0.21	0.00	0.00	0.42	0.21	0.21	2.92	0.83	1.25			0.00	Matches
77	Krystian Bielik	pl POL	DF,MF	West Brom	27	1998	10.5	0.19	0.00	0.00	1.62	0.76	0.00	0.29	1.81	1.43			0.00	Matches
78	Tyler Bindon	nz NZL	DF	Sheffield United	20	2005	22.5	0.04	0.00	0.00	0.89	0.62	0.13	0.18	1.64	1.11			0.04	Matches
79	Max Bird	eng ENG	MF	Bristol City	24	2000	6.3	0.16	0.00	0.00	0.63	0.79	0.00	2.54	0.95	0.79			0.00	Matches
80	Colby Bishop	eng ENG	FW	Portsmouth	28	1996	37.7	0.11	0.00	0.00	1.19	1.01	0.42	0.16	0.13	0.32			0.00	Matches
81	Corey Blackett-Taylor	eng ENG	MF	Derby County	27	1997	3.0	0.00	0.00	0.00	0.67	0.33	0.33	3.33	1.33	0.67			0.00	Matches
82	Harvey Blair	eng ENG	MF	Portsmouth	21	2003	5.4	0.00	0.00	0.00	0.93	1.85	0.00	4.26	0.19	0.56			0.00	Matches
83	Eric Bocat	fr FRA	DF,MF	Stoke City	26	1999	20.2	0.00	0.00	0.00	0.64	1.09	0.00	1.73	1.68	0.84			0.05	Matches
84	Marc Bola	eng ENG	DF,MF	Watford	27	1997	32.2	0.06	0.00	0.00	0.47	0.62	0.12	4.07	1.65	0.68			0.00	Matches
85	Neto Borges	br BRA	DF,MF	Middlesbrough	28	1996	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
86	Neto Borges	br BRA	MF,DF	Bristol City	28	1996	30.3	0.23	0.00	0.00	0.92	0.89	0.20	2.94	1.39	1.45			0.00	Matches
87	Raphael Borges Rodrigues	au AUS	MF	Coventry City	21	2003	0.4	0.00	0.00	0.00	5.00	2.50	0.00	0.00	0.00	2.50			0.00	Matches
88	Ollie Bostock	wls WAL	MF	West Brom	18	2007	2.3	0.00	0.00	0.00	0.87	1.30	0.00	3.91	0.43	0.87			0.00	Matches
89	Edoardo Bove	it ITA	MF,FW	Watford	23	2002	3.1	0.65	0.00	0.00	2.58	1.61	0.32	0.97	0.97	1.94			0.00	Matches
90	Ibane Bowat	sct SCO	DF	Portsmouth	22	2002	8.9	0.11	0.00	0.00	1.12	0.67	0.00	0.22	2.13	0.90			0.00	Matches
91	Róbert Boženík	sk SVK	FW	Stoke City	25	1999	9.2	0.22	0.00	0.00	4.24	1.41	1.74	0.33	0.22	0.33			0.00	Matches
92	Tom Bradshaw	wls WAL	FW	Oxford United	33	1992	0.8	0.00	0.00	0.00	0.00	3.75	0.00	1.25	0.00	0.00			0.00	Matches
93	Robbie Brady	ie IRL	DF,FW	Preston	33	1992	1.1	0.00	0.00	0.00	1.82	0.91	0.00	5.45	0.00	0.00			0.00	Matches
94	Cameron Bragg	eng ENG	MF	Southampton	20	2005	7.6	0.53	0.00	0.00	1.32	0.92	0.00	0.26	0.92	1.84			0.00	Matches
95	Cameron Brannagan	eng ENG	MF	Oxford United	29	1996	34.3	0.23	0.00	0.00	0.70	1.49	0.00	3.27	0.87	1.02			0.00	Matches
96	Brau	es ESP	DF	Coventry City	23	2001	2.3	0.00	0.00	0.00	0.43	0.87	0.00	2.17	0.00	1.30			0.00	Matches
97	James Bree	eng ENG	MF,DF	Charlton Athletic	27	1997	18.6	0.38	0.00	0.00	1.18	0.43	0.05	6.56	0.91	0.65			0.00	Matches
98	James Bree	eng ENG	DF	Southampton	27	1997	16.0	0.06	0.00	0.00	1.06	0.31	0.00	4.00	0.50	0.81			0.00	Matches
99	Ben Brereton	cl CHI	MF	Derby County	26	1999	33.8	0.24	0.00	0.00	1.12	0.92	0.15	1.15	0.15	0.21			0.00	Matches
100	Rhian Brewster	eng ENG	MF,FW	Derby County	25	2000	16.2	0.06	0.00	0.00	0.93	1.23	0.06	1.11	0.25	0.43			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
101	Callum Brittain	eng ENG	DF,MF	Middlesbrough	27	1998	40.2	0.17	0.00	0.00	0.82	0.62	0.05	5.60	1.04	1.00			0.00	Matches
102	Nathan Broadhead	wls WAL	FW,MF	Ipswich Town	27	1998	0.3	0.00	0.00	0.00	3.33	3.33	0.00	0.00	0.00	0.00			0.00	Matches
103	Nathan Broadhead	wls WAL	MF,FW	Wrexham	27	1998	21.1	0.00	0.00	0.00	0.47	1.04	0.24	0.71	0.43	0.33			0.00	Matches
104	Andre Brooks	jm JAM	MF	Sheffield United	21	2003	27.0	0.26	0.00	0.00	1.07	1.19	0.26	1.33	0.59	1.67			0.00	Matches
105	Ciaron Brown	nir NIR	DF	Oxford United	27	1998	36.9	0.16	0.00	0.00	0.49	0.68	0.03	0.19	1.57	0.43			0.00	Matches
106	Dajaune Brown	jm JAM	FW	Derby County	19	2005	0.0	0	0	0	0	0	0	0	0	0			0	Matches
107	George Brown		FW	Sheffield Weds			3.4	0.00	0.00	0.00	1.18	2.35	0.59	0.59	0.29	0.00			0.00	Matches
108	Jacob Brown	sct SCO	FW,MF	Portsmouth	27	1998	5.5	0.36	0.00	0.00	1.45	0.73	0.18	0.73	0.36	0.36			0.00	Matches
109	Alan Browne	ie IRL	MF,DF	Middlesbrough	30	1995	27.5	0.07	0.00	0.00	0.87	1.49	0.04	0.98	1.09	0.91			0.00	Matches
110	Lewis Brunt	eng ENG	DF	Wrexham	24	2000	6.1	0.16	0.00	0.00	0.82	0.82	0.00	0.00	0.98	0.66			0.00	Matches
111	Joe Bryan	eng ENG	DF	Millwall	31	1993	8.2	0.61	0.12	0.00	1.83	0.61	0.00	2.32	1.71	1.34			0.00	Matches
112	Solomon Brynn	eng ENG	GK	Middlesbrough	24	2000	46.0	0.02	0.00	0.00	0.07	0.15	0.00	0.00	0.00	0.04			0.00	Matches
113	Cameron Burgess	au AUS	DF	Swansea City	29	1995	46.0	0.15	0.00	0.00	0.30	0.57	0.07	0.11	1.24	0.59			0.07	Matches
114	Delano Burgzorg	sr SUR	MF,FW	Middlesbrough	26	1998	12.0	0.08	0.00	0.00	0.50	1.83	1.00	1.25	0.25	0.58			0.00	Matches
115	Delano Burgzorg	sr SUR	FW,MF	Bristol City	26	1998	6.1	0.66	0.00	0.00	1.80	1.64	0.49	0.49	0.16	0.00			0.00	Matches
116	Reece Burke	eng ENG	DF	Charlton Athletic	28	1996	10.5	0.10	0.00	0.00	1.43	0.76	0.29	0.95	1.33	0.57			0.00	Matches
117	Wes Burns	wls WAL	MF	Ipswich Town	30	1994	8.8	0.34	0.00	0.00	1.82	1.36	0.45	4.66	0.91	0.57			0.00	Matches
118	Rumarn Burrell	jm JAM	FW	QPR	24	2000	22.2	0.18	0.00	0.00	1.17	0.72	0.81	1.17	0.23	0.32			0.00	Matches
119	Harrison Burrows	eng ENG	DF	Sheffield United	23	2002	33.0	0.09	0.00	0.00	0.48	1.21	0.09	5.58	0.76	0.82			0.00	Matches
120	Josef Bursik	eng ENG	GK	Portsmouth	25	2000	9.0	0.11	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00			0.00	Matches
121	Gustavo Caballero	py PAR	MF	Portsmouth	23	2001	8.4	0.12	0.00	0.00	1.31	1.19	0.48	4.76	0.48	1.07			0.00	Matches
122	Ben Cabango	wls WAL	DF	Swansea City	25	2000	44.8	0.18	0.00	0.00	0.56	0.65	0.07	0.09	1.12	1.14			0.00	Matches
123	Liberato Cacace	nz NZL	MF	Wrexham	24	2000	8.0	0.00	0.00	0.00	1.13	1.50	0.13	3.88	1.00	0.50			0.00	Matches
124	Bailey-Tye Cadamarteri	jm JAM	FW	Sheffield Weds	20	2005	23.4	0.09	0.00	0.00	1.37	0.60	0.21	0.26	0.38	0.47			0.00	Matches
125	Bailey-Tye Cadamarteri	jm JAM	FW	Wrexham	20	2005	0.3	0.00	0.00	0.00	0.00	0.00	0.00	3.33	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
126	Jens Cajuste	se SWE	MF	Ipswich Town	25	1999	13.3	0.08	0.00	0.00	1.13	1.50	0.00	0.68	0.83	1.35			0.00	Matches
127	George Campbell	us USA	DF	West Brom	24	2001	34.2	0.20	0.00	0.00	0.88	0.73	0.00	1.29	0.64	1.14			0.03	Matches
128	Tyreece Campbell	jm JAM	FW,MF	Charlton Athletic	21	2003	32.5	0.09	0.00	0.00	0.83	1.05	0.49	2.83	0.37	0.49			0.00	Matches
129	Tyrese Campbell	eng ENG	FW	Sheffield United	25	1999	20.9	0.14	0.00	0.00	1.58	0.38	0.57	0.67	0.05	0.43			0.00	Matches
130	Tom Cannon	ie IRL	FW,MF	Sheffield United	22	2002	19.2	0.10	0.00	0.00	1.20	0.57	0.42	0.21	0.05	0.21			0.00	Matches
131	Todd Cantwell	eng ENG	MF	Blackburn	27	1998	23.0	0.43	0.00	0.00	1.04	2.26	0.26	6.13	0.96	1.35			0.00	Matches
132	Sonny Carey	eng ENG	MF,FW	Charlton Athletic	24	2001	37.6	0.11	0.00	0.00	0.61	1.09	0.03	3.83	0.48	0.69			0.00	Matches
133	Julián Carranza	ar ARG	FW	Leicester City	25	2000	3.5	0.29	0.00	0.00	2.57	1.14	0.57	0.29	0.57	1.43			0.00	Matches
134	Hayden Carter	eng ENG	DF	Blackburn	25	1999	8.7	0.46	0.00	0.00	1.03	0.11	0.00	0.23	1.26	0.46			0.00	Matches
135	Kaelan Casey	eng ENG	DF	Swansea City	20	2004	3.2	0.00	0.00	0.00	0.31	0.31	0.31	0.00	0.63	0.00			0.00	Matches
136	Eiran Cashin	ie IRL	DF	Birmingham City	23	2001	4.7	0.00	0.00	0.00	0.21	0.64	0.00	1.28	1.28	1.91			0.00	Matches
137	Eiran Cashin	ie IRL	DF	Blackburn	23	2001	17.1	0.41	0.00	0.00	1.29	0.06	0.00	1.23	1.87	2.34			0.06	Matches
138	Leo Castledine	eng ENG	FW	Middlesbrough	19	2005	3.1	0.00	0.00	0.00	1.94	1.94	0.32	0.32	0.32	0.65			0.00	Matches
139	Žan Celar	si SVN	FW	QPR	26	1999	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
140	Ilias Chair	ma MAR	MF	QPR	27	1997	10.5	0.10	0.00	0.00	0.67	0.38	0.48	6.19	0.67	1.24			0.00	Matches
141	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	25	1999	19.9	0.30	0.00	0.00	0.65	1.46	0.15	3.32	0.45	0.85			0.00	Matches
142	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	30	1994	6.5	0.31	0.00	0.00	2.15	1.08	0.00	0.46	1.38	0.77			0.00	Matches
143	Luke Chambers	eng ENG	MF	Charlton Athletic	21	2004	13.7	0.29	0.00	0.00	0.80	0.36	0.07	2.48	0.80	0.66			0.00	Matches
144	Archie Chaplin	eng ENG	DF	Middlesbrough	19	2005	0.0	0	0	0	0	0	0	0	0	0			0	Matches
145	Conor Chaplin	eng ENG	MF	Portsmouth	28	1997	24.8	0.08	0.00	0.00	0.89	1.17	0.16	4.23	0.52	0.89			0.00	Matches
146	Conor Chaplin	eng ENG	MF	Ipswich Town	28	1997	1.5	0.67	0.00	0.00	0.00	1.33	0.67	1.33	0.00	0.00			0.00	Matches
147	Pierce Charles	nir NIR	GK	Sheffield Weds	20	2005	19.0	0.05	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00			0.00	Matches
148	Shea Charles	nir NIR	MF	Southampton	21	2003	23.0	0.26	0.00	0.00	1.43	1.87	0.00	0.91	1.39	1.13			0.00	Matches
149	Tahith Chong	cw CUW	MF	Sheffield United	25	1999	7.5	0.27	0.00	0.00	0.80	2.13	0.13	2.40	0.53	1.07			0.00	Matches
150	Hamza Choudhury	bd BAN	DF,MF	Leicester City	27	1997	16.6	0.42	0.00	0.00	0.96	0.78	0.00	0.84	1.63	1.75			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
151	Benjamin Chrisene	eng ENG	DF	Norwich City	21	2004	14.4	0.21	0.00	0.00	0.76	0.97	0.14	1.39	0.76	1.39			0.00	Matches
152	Lamine Cissé	fr FRA	FW,MF	Stoke City	22	2003	18.7	0.21	0.00	0.00	1.60	1.98	0.70	1.23	0.64	1.02			0.00	Matches
153	Bobby Clark	eng ENG	MF	Derby County	20	2005	32.6	0.25	0.00	0.00	1.38	1.07	0.15	0.83	0.74	1.29			0.00	Matches
154	Harry Clarke	eng ENG	MF	Charlton Athletic	24	2001	16.9	0.47	0.00	0.00	1.07	0.36	0.18	2.60	0.95	0.83			0.00	Matches
155	Jack Clarke	eng ENG	MF	Ipswich Town	24	2000	26.5	0.15	0.00	0.00	1.51	2.42	0.04	2.98	0.72	1.09			0.00	Matches
156	Matthew Clarke	eng ENG	DF	Derby County	28	1996	44.9	0.22	0.02	0.02	0.94	0.65	0.11	0.22	1.51	1.07			0.02	Matches
157	Jake Clarke-Salter	eng ENG	DF	QPR	27	1997	8.3	0.12	0.00	0.00	0.36	0.24	0.00	0.72	0.84	0.48			0.00	Matches
158	Max Cleworth	wls WAL	DF	Wrexham	22	2002	39.9	0.15	0.00	0.00	0.68	0.20	0.10	0.65	1.03	1.28			0.03	Matches
159	Conor Coady	eng ENG	DF	Wrexham	32	1993	4.9	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.41	0.61			0.20	Matches
160	Conor Coady	eng ENG	MF	Charlton Athletic	32	1993	9.4	0.11	0.00	0.00	0.11	0.64	0.11	0.11	1.28	0.43			0.00	Matches
161	Josh Coburn	eng ENG	FW	Millwall	22	2002	19.6	0.10	0.00	0.00	1.99	2.04	0.41	0.71	0.20	0.46			0.00	Matches
162	Alex Cochrane	eng ENG	DF	Birmingham City	25	2000	17.0	0.18	0.00	0.00	0.59	1.12	0.00	5.65	1.00	0.71			0.00	Matches
163	Toby Collyer	eng ENG	MF	Hull City	21	2004	1.2	1.67	0.00	0.00	4.17	1.67	0.00	1.67	0.83	3.33			0.00	Matches
164	Toby Collyer	eng ENG	MF	West Brom	21	2004	2.9	0.00	0.00	0.00	1.72	0.34	0.00	0.69	1.03	2.07			0.00	Matches
165	Tommy Conway	sct SCO	FW,MF	Middlesbrough	22	2002	39.7	0.15	0.00	0.00	1.16	1.56	0.53	0.53	0.18	0.83			0.00	Matches
166	Steve Cook	eng ENG	DF	QPR	34	1991	23.9	0.08	0.00	0.00	0.38	0.79	0.00	0.25	1.05	0.54			0.00	Matches
167	Jake Cooper	eng ENG	DF	Millwall	30	1995	45.0	0.22	0.00	0.00	1.11	0.71	0.18	0.24	1.11	0.58			0.02	Matches
168	Liam Cooper	sct SCO	DF	Sheffield Weds	33	1991	10.1	0.30	0.00	0.00	0.99	0.59	0.20	0.00	1.98	0.69			0.00	Matches
