Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
302	Tom Fellows	eng ENG	MF	Southampton	22	2003	37	2,188	59	52.9	24.3	1.03	73	0.04	0.49	31	0.12	1.76	1.56	1.11	0.45	+0.45	-0.24	Matches
303	Tom Fellows	eng ENG	MF	West Brom	22	2003	3	230	77	5.6	2.6	1.15	77	0.00	0.00		0.00	2.33	1.54	0.77	0.77	+0.78	+1.06	Matches
304	Bruno Fernandes	pt POR	FW	Sheffield Weds	19	2006	4	15	4	0.4	0.2	0.00		0.00	20.0	4	35.0	0.25	0.00	0.00	0.00	0.00	+1.31	Matches
305	Mateus Fernandes	pt POR	MF	Southampton	21	2004	3	189	63	4.6	2.1	0.95	79	0.48	0.48	31	0.00	1.33	1.90	1.43	0.48	+0.48	-0.09	Matches
306	Jayden Fevrier	eng ENG	MF	Charlton Athletic	22	2003	11	492	45	11.9	5.5	0.73	82	0.55	1.27	23	1.27	0.82	1.27	1.09	0.18	+0.18	+0.55	Matches
307	Sam Field	eng ENG	MF	Norwich City	27	1998	13	624	48	15.1	6.9	1.01	73	0.43	0.87	19	0.43	2.08	1.45	1.01	0.43	+0.43	+0.33	Matches
308	Sam Field	eng ENG	MF,DF	QPR	27	1998	18	857	48	20.7	9.5	0.95	82	0.74	0.95	14	0.95	1.28	0.95	1.89	-0.95	-0.95	-0.86	Matches
309	Frank Fielding	eng ENG	GK	Stoke City	37	1988	0					0		0	0		13							Matches
310	Sonny Finch	eng ENG	FW	Middlesbrough	19	2005	0					0		0	0		1							Matches
311	Andy Fisher	eng ENG	GK	Swansea City	27	1998	1	90	90	2.2	1.0	1.00	90	1.00	0.00		45.0	3.00	3.00	1.00	2.00	+2.00	+2.09	Matches
312	Kellen Fisher	eng ENG	DF,MF	Norwich City	21	2004	43	3,454	80	83.4	38.4	0.99	88	0.83	0.13	25	0.08	1.51	1.41	1.15	0.26	+0.26	+0.65	Matches
313	Adam Forshaw	eng ENG	MF	Blackburn	33	1991	22	1,135	52	27.4	12.6	1.11	74	0.32	0.63	13	0.48	1.26	0.71	0.63	0.08	+0.08	+0.53	Matches
314	Amankwah Forson	gh GHA	MF	Norwich City	22	2002	19	594	31	14.3	6.6	1.06	60	0.00	1.82	14	0.45	1.37	1.97	1.97	0.00	0.00	-0.18	Matches
315	Marcus Forss	fi FIN	FW,MF	Middlesbrough	26	1999	1	2	2	0.0	0.0	0		0	1	2	1	3.00	0	0	0	0.00	-0.54	Matches
316	Craig Forsyth	sct SCO	DF,MF	Derby County	36	1989	19	1,148	60	27.7	12.8	0.94	88	0.78	0.55	13	1.95	1.47	1.48	1.41	0.08	+0.08	-0.13	Matches
317	Gonçalo Franco	pt POR	MF	Swansea City	24	2000	45	3,247	72	78.4	36.1	1.08	79	0.33	0.17	30	0.03	1.40	1.19	1.19	0.00	0.00	+0.20	Matches
318	Ryan Fraser	sct SCO	MF	Southampton	31	1994	16	879	55	21.2	9.8	0.92	79	0.31	0.71	24	0.31	0.94	1.22	2.14	-0.92	-0.92	-1.89	Matches
319	Oscar Fraulo	dk DEN	MF	Derby County	21	2003	19	480	25	11.6	5.3	0.38	66	0.00	3.21	20	0.19	1.79	1.89	1.51	0.38	+0.37	+0.23	Matches
320	Harry French	eng ENG	GK	Leicester City	19	2005	0					0		0	0		1							Matches
321	Michael Frey	ch SUI	FW	QPR	31	1994	13	313	24	7.6	3.5	0.57	60	0.00	3.14	18	1.43	1.23	0.29	0.57	-0.29	-0.29	-0.03	Matches
322	Dael Fry	eng ENG	DF	Middlesbrough	27	1997	29	1,833	63	44.3	20.4	0.98	84	0.88	0.44	18	0.10	1.81	1.47	0.74	0.74	+0.74	+0.35	Matches
323	Mads Frøkjær-Jensen	dk DEN	MF,FW	Preston	26	1999	18	514	29	12.4	5.7	0.35	66	0.00	2.81	24	1.40	1.28	1.23	1.40	-0.18	-0.18	-0.03	Matches
324	Leo Fuhr Hjelde	no NOR	DF	Sheffield United	21	2003	8	191	24	4.6	2.1	0.95	45	0.00	2.86	17	3.81	1.25	0.48	1.43	-0.95	-0.94	-0.99	Matches
325	Kanya Fujimoto	jp JPN	MF	Birmingham City	26	1999	5	49	10	1.2	0.5	0.00		0.00	10.0	10	48.0	1.40	2.00	2.00	0.00	0.00	-0.02	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
326	Ibrahim Fullah	eng ENG	MF,FW	Charlton Athletic	18	2007	11	357	32	8.6	4.0	0.50	62	0.00	2.25	26	3.00	0.45	1.00	1.75	-0.75	-0.76	-0.49	Matches
327	Jay Fulton	sct SCO	MF	Swansea City	31	1994	31	1,263	41	30.5	14.0	0.93	76	0.43	1.29	16	0.86	1.65	1.71	1.43	0.29	+0.29	+0.47	Matches
328	Darnell Furlong	eng ENG	DF	Ipswich Town	29	1995	40	3,521	88	85.0	39.1	1.02	88	0.92	0.00		0.08	2.00	1.89	0.95	0.95	+0.95	+1.53	Matches
329	Darnell Furlong	eng ENG	DF	West Brom	29	1995	3	269	90	6.5	3.0	1.00	90	0.67	0.00		0.00	2.33	1.67	1.00	0.67	+0.67	+0.95	Matches
330	James Furlong	ie IRL	DF,MF	Hull City	23	2002	0					0		0	0		1							Matches
331	Kyogo Furuhashi	jp JPN	FW	Birmingham City	30	1995	28	1,019	36	24.6	11.3	0.71	73	0.09	1.77	22	0.62	1.29	1.33	0.97	0.35	+0.35	+0.44	Matches
332	Sean Fusire	zw ZIM	MF	Sheffield Weds	20	2005	35	2,252	64	54.4	25.0	0.92	84	0.56	0.48	27	0.08	0.42	0.52	2.00	-1.48	-1.48	-0.38	Matches
333	Ethan Galbraith	nir NIR	MF,DF	Swansea City	24	2001	39	3,100	79	74.9	34.4	1.05	84	0.64	0.09	31	0.00	1.33	1.16	1.34	-0.17	-0.17	-0.52	Matches
334	Sam Gallagher	eng ENG	FW,MF	Stoke City	29	1995	19	657	35	15.9	7.3	0.55	56	0.00	2.05	29	0.00	1.05	0.82	2.33	-1.51	-1.51	-1.66	Matches
335	Taylor Gardner-Hickman	eng ENG	DF,MF	Birmingham City	23	2001	1	2	2	0.0	0.0	0		0	1	2	3	1.00	0	1	-1	-45.00	-45.04	Matches
336	Taylor Gardner-Hickman	eng ENG	MF	Blackburn	23	2001	30	1,978	66	47.8	22.0	1.05	80	0.50	0.32	21	0.32	0.97	0.73	1.45	-0.73	-0.73	-0.81	Matches
337	Gabriel Garside Kelly		MF	Stoke City			0					0		0	0		11							Matches
338	Joe Gelhardt	eng ENG	MF	Hull City	23	2002	39	2,804	72	67.7	31.2	1.12	77	0.26	0.13	25	0.00	1.52	1.51	1.63	-0.13	-0.13	-0.67	Matches
339	Liam Gibbs	eng ENG	MF,DF	Norwich City	22	2002	20	1,191	60	28.8	13.2	0.98	79	0.38	0.53	23	0.83	1.40	1.67	1.06	0.61	+0.60	+0.64	Matches
340	Ben Gibson	eng ENG	DF	Stoke City	32	1993	13	727	56	17.6	8.1	0.86	80	0.74	0.74	27	1.60	1.00	1.11	2.10	-0.99	-0.99	-1.07	Matches
341	Lewis Gibson	eng ENG	DF	Preston	25	2000	27	2,191	81	52.9	24.3	1.03	87	0.91	0.08	14	0.00	1.22	0.86	1.44	-0.58	-0.58	-0.90	Matches
342	Alexander Gilbert	ie IRL	MF	Middlesbrough	23	2001	21	871	41	21.0	9.7	0.93	72	0.31	1.24	19	1.13	1.95	1.55	1.34	0.21	+0.21	-0.43	Matches
343	Alfie Gilchrist	eng ENG	DF	West Brom	21	2003	13	660	51	15.9	7.3	1.10	68	0.27	0.68	23	3.70	1.00	0.68	1.51	-0.82	-0.82	-0.71	Matches
344	Ryan Giles	eng ENG	DF,MF	Hull City	25	2000	32	2,481	78	59.9	27.6	1.09	82	0.80	0.07	12	0.00	1.63	1.70	1.74	-0.04	-0.04	-0.31	Matches
345	Macaulay Gillesphey	eng ENG	DF	Charlton Athletic	29	1995	35	2,065	59	49.9	22.9	0.96	86	0.83	0.57	13	0.48	1.23	1.09	1.44	-0.35	-0.35	-0.09	Matches
346	Tom Glover	au AUS	GK	Middlesbrough	27	1997	0					0		0	0		4							Matches
347	Felix Goddard	eng ENG	GK	Blackburn	21	2004	0					0		0	0		2							Matches
348	Matthew Godden	eng ENG	MF,FW	Charlton Athletic	34	1991	11	303	28	7.3	3.4	0.59	68	0.00	2.65	19	0.00	1.09	0.59	1.47	-0.88	-0.89	-0.63	Matches
349	Ben Godfrey	eng ENG	DF	Sheffield United	27	1998	4	315	79	7.6	3.5	1.14	79	0.29	0.00		0.00	0.00	0.00	2.00	-2.00	-2.00	-2.16	Matches
350	Saba Goglichidze	ge GEO	DF	Watford	21	2004	12	916	76	22.1	10.2	1.08	81	0.49	0.10	21	0.10	1.00	1.08	1.57	-0.49	-0.49	-0.30	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
351	Tyler Goodrham	eng ENG	MF	Oxford United	21	2003	13	680	52	16.4	7.6	1.18	68	0.26	0.53	18	0.92	0.77	0.92	1.58	-0.66	-0.66	-0.43	Matches
352	Isaac Gordon		DF	Derby County			0					0		0	0		11							Matches
353	Kenzo Goudmijn	nl NED	MF	Derby County	23	2001	3	95	32	2.3	1.1	0.91	67	0.00	1.82	14	0.00	0.33	1.82	0.00	1.82	+1.89	+1.76	Matches
354	Keenan Gough	eng ENG	DF	Charlton Athletic	19	2006	3	150	50	3.6	1.7	1.18	74	0.59	0.59	2	7.06	2.00	0.59	0.59	0.00	0.00	+0.32	Matches
355	William Grainger	wls WAL	MF	Sheffield Weds	16	2008	6	108	18	2.6	1.2	0.83	54	0.00	4.17	11	10.0	0.50	2.50	1.67	0.83	+0.83	+2.19	Matches
356	Kamarl Grant	eng ENG	DF	Millwall	22	2003	0					0		0	0		15							Matches
357	Karlan Grant	eng ENG	MF	West Brom	27	1997	27	1,622	60	39.2	18.0	0.94	82	0.56	0.56	23	0.00	1.19	1.22	1.61	-0.39	-0.39	-0.28	Matches
358	Demarai Gray	jm JAM	MF	Birmingham City	29	1996	37	2,285	62	55.2	25.4	1.06	74	0.35	0.39	30	0.04	1.30	1.34	1.34	0.00	0.00	-0.05	Matches
359	Kevon Gray		DF	Leicester City			1	3	3	0.1	0.0	0		0	1	3	4	3.00	0	0	0	0.00	+0.22	Matches
360	Jacob Greaves	eng ENG	DF	Ipswich Town	24	2000	24	2,048	85	49.5	22.8	1.01	89	0.96	0.04	12	0.92	1.75	1.62	0.96	0.66	+0.66	-0.12	Matches
361	Jack Grieves	eng ENG	FW	Watford	20	2004	3	76	25	1.8	0.8	0.00		0.00	3.75	25	5.00	0.00	0.00	5.00	-5.00	-4.74	-4.56	Matches
362	Jake Griffin	ie IRL	DF	Stoke City	19	2005	0					0		0	0		4							Matches
363	Joshua Griffiths	eng ENG	GK	West Brom	23	2001	24	2,095	87	50.6	23.3	0.99	90	0.99	0.04	25	0.82	1.33	1.20	1.46	-0.26	-0.26	-0.08	Matches
364	Matt Grimes	eng ENG	MF	Coventry City	30	1995	46	4,123	90	99.6	45.8	1.00	90	0.94	0.00		0.00	2.07	2.10	0.96	1.14	+1.14	+1.14	Matches
365	Daniel Grimshaw	eng ENG	GK	Norwich City	27	1998	1	90	90	2.2	1.0	1.00	90	1.00	0.00		42.0	3.00	3.00	0.00	3.00	+3.00	+2.91	Matches
366	George Gryba			Preston			0					0		0	0		5							Matches
367	Makhtar Gueye	sn SEN	FW	Blackburn	27	1997	16	202	13	4.9	2.2	0.00		0.00	7.27	13	1.36	0.94	0.00	4.09	-4.09	-4.01	-3.90	Matches
368	Andri Guðjohnsen	is ISL	FW	Blackburn	23	2002	25	1,549	62	37.4	17.2	1.05	76	0.29	0.41	25	0.00	1.28	1.22	1.16	0.06	+0.06	+0.58	Matches
369	Darko Gyabi	eng ENG	MF	Hull City	21	2004	20	699	35	16.9	7.8	0.77	73	0.26	1.79	19	0.38	1.80	1.41	1.41	0.00	0.00	-0.10	Matches
370	Hayden Hackney	eng ENG	MF	Middlesbrough	23	2002	38	3,305	87	79.8	36.7	1.04	87	0.71	0.00		0.00	1.79	1.53	0.93	0.60	+0.60	+0.28	Matches
371	Amir Hadžiahmetović	ba BIH	MF	Hull City	28	1997	37	2,119	57	51.2	23.5	1.11	71	0.21	0.47	25	0.09	1.73	1.49	1.19	0.30	+0.30	+0.43	Matches
372	Ali Al Hamadi	iq IRQ	FW	Ipswich Town	23	2002	1	12	12	0.3	0.1	0.00		0.00	10.0	12	0.00	1.00	10.0	0.00	10.0	+7.50	+6.80	Matches
373	Ben Hamer	eng ENG	GK	QPR	37	1987	7	558	80	13.5	6.2	1.13	80	0.97	0.00		5.00	2.00	1.94	0.97	0.97	+0.97	+1.42	Matches
374	Gustavo Hamer	nl NED	MF	Sheffield United	28	1997	37	2,500	68	60.4	27.8	0.97	83	0.61	0.36	26	0.04	1.32	1.44	1.58	-0.14	-0.14	-0.36	Matches
375	Micah Hamilton	eng ENG	MF	Middlesbrough	21	2003	4	51	13	1.2	0.6	1.67	45	0.00	5.00	2	10.0	1.75	0.00	0.00	0.00	0.00	-0.55	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
376	Owen Hampson	eng ENG	MF	Sheffield United	20	2004	0					0		0	0		1							Matches
377	Sontje Hansen	cw CUW	MF	Middlesbrough	23	2002	17	497	29	12.0	5.5	0.73	55	0.00	2.36	21	4.00	1.05	1.82	1.27	0.55	+0.54	0.00	Matches
378	Ryan Hardie	sct SCO	FW	Wrexham	28	1997	6	181	30	4.4	2.0	1.00	65	0.00	2.00	13	5.00	1.00	1.00	2.50	-1.50	-1.49	-1.65	Matches
379	Wes Harding	jm JAM	DF	Millwall	28	1996	8	203	25	4.9	2.3	0.87	82	0.43	2.61	7	5.22	1.13	0.43	3.48	-3.04	-3.10	-3.61	Matches
380	Luke Harris	wls WAL	MF	Oxford United	20	2005	16	625	39	15.1	6.9	1.01	67	0.00	1.30	17	0.72	1.19	0.87	1.30	-0.43	-0.43	-0.15	Matches
381	Mark Harris	wls WAL	FW	Oxford United	26	1998	37	1,034	28	25.0	11.5	0.87	67	0.00	2.35	13	0.78	0.97	0.70	1.39	-0.70	-0.70	-0.52	Matches
382	Taylor Harwood-Bellis	eng ENG	DF	Southampton	23	2002	41	3,690	90	89.1	41.0	1.00	90	1.00	0.00		0.10	1.77	1.83	1.22	0.61	+0.61	+0.41	Matches
383	Isaac Hayden	jm JAM	MF	QPR	30	1995	29	1,491	51	36.0	16.6	0.90	79	0.36	0.84	22	0.72	1.28	1.14	1.51	-0.36	-0.36	-0.16	Matches
384	Ryan Hedges	wls WAL	MF	Blackburn	30	1995	24	1,572	66	38.0	17.5	1.03	79	0.40	0.34	26	0.06	1.13	0.91	1.03	-0.11	-0.11	+0.31	Matches
385	Aune Heggebø	no NOR	FW	West Brom	24	2001	46	3,153	69	76.2	35.0	1.06	79	0.37	0.26	26	0.00	1.15	0.94	1.34	-0.40	-0.40	-0.76	Matches
386	Torbjørn Heggem	no NOR	DF	West Brom	26	1999	1	90	90	2.2	1.0	1.00	90	1.00	0.00		0.00	3.00	1.00	0.00	1.00	+1.00	+1.24	Matches
387	Michał Helik	pl POL	DF	Oxford United	29	1995	43	3,739	87	90.3	41.5	1.01	89	0.99	0.02	4	0.05	1.02	1.01	1.30	-0.29	-0.29	+0.16	Matches
388	Axel Henriksson	se SWE	MF,FW	Blackburn	23	2002	18	753	42	18.2	8.4	1.07	67	0.00	1.07	16	0.83	1.22	0.71	1.55	-0.83	-0.84	-0.65	Matches
389	Onel Hernández	cu CUB	MF	Charlton Athletic	32	1993	6	225	38	5.4	2.5	0.80	82	0.40	1.60	16	1.20	0.83	0.80	2.40	-1.60	-1.60	-1.37	Matches
390	Jaden Heskey	eng ENG	MF	Sheffield Weds	19	2005	20	1,713	86	41.4	19.0	1.00	89	0.84	0.05	28	0.00	0.35	0.53	1.79	-1.26	-1.26	+0.07	Matches
391	Yu Hirakawa	jp JPN	MF	Hull City	24	2001	7	272	39	6.6	3.0	0.67	69	0.00	1.67	27	0.33	1.78	1.00	0.67	0.33	+0.33	+0.26	Matches
392	Yu Hirakawa	jp JPN	MF	Bristol City	24	2001	24	524	22	12.7	5.8	0.52	69	0.00	3.62	15	0.52	1.50	1.55	1.21	0.34	+0.34	+0.39	Matches
393	George Hirst	sct SCO	FW	Ipswich Town	26	1999	42	2,106	50	50.9	23.4	1.07	70	0.21	0.73	20	0.00	1.76	1.71	1.07	0.64	+0.64	-0.16	Matches
394	Ki-Jana Hoever	nl NED	DF	Sheffield United	23	2002	15	551	37	13.3	6.1	0.82	75	0.16	1.64	18	0.98	1.33	1.48	0.98	0.49	+0.49	+0.57	Matches
395	Tomi Horvat	si SVN	MF	Bristol City	26	1999	15	853	57	20.6	9.5	1.16	74	0.21	0.42	10	0.11	1.07	1.37	2.00	-0.63	-0.63	-0.80	Matches
396	Ethan Horvath	us USA	GK	Sheffield Weds	30	1995	14	1,259	90	30.4	14.0	1.00	90	0.93	0.00		0.50	0.57	0.86	2.00	-1.14	-1.14	+0.23	Matches
397	Archie Howard		GK	Hull City			0					0		0	0		1							Matches
398	Jack Howland	eng ENG	FW	Millwall	19	2006	0					0		0	0		8							Matches
399	Andrew Hughes	wls WAL	DF	Preston	33	1992	38	3,293	87	79.5	36.6	1.01	89	0.87	0.03	12	0.00	1.37	1.20	1.20	0.00	0.00	+0.74	Matches
400	Charlie Hughes	eng ENG	DF	Hull City	21	2003	38	3,189	84	77.0	35.4	1.02	87	0.96	0.06	25	0.17	1.73	1.67	1.30	0.37	+0.37	+1.22	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
401	Cameron Humphreys	eng ENG	MF	Ipswich Town	21	2003	3	12	4	0.3	0.1	0.00		0.00	30.0	4	30.0	1.67	10.0	0.00	10.0	+7.50	+6.80	Matches
402	Dominic Hyam	sct SCO	DF	Wrexham	29	1995	40	3,588	90	86.7	39.9	1.00	90	0.90	0.00		0.05	1.68	1.50	1.33	0.18	+0.18	+0.66	Matches
403	Dominic Hyam	sct SCO	DF	Blackburn	29	1995	4	360	90	8.7	4.0	1.00	90	1.00	0.00		0.00	0.75	1.00	1.25	-0.25	-0.25	+0.06	Matches
404	Cruz Ibeh		FW	Middlesbrough			1	1	1	0.0	0.0	0		0	1	1	11	0.00	0	1	-1	-90.00	-90.57	Matches
405	Adam Idah	ie IRL	FW	Swansea City	24	2001	25	844	34	20.4	9.4	0.64	79	0.32	2.02	20	0.11	1.24	1.28	1.81	-0.53	-0.53	-0.62	Matches
406	Samuel Iling-Junior	eng ENG	MF,DF	West Brom	21	2003	24	1,289	54	31.1	14.3	0.98	74	0.21	0.70	25	0.14	0.92	0.91	1.82	-0.91	-0.91	-1.00	Matches
407	Danny Imray	eng ENG	DF	West Brom	22	2003	16	1,119	70	27.0	12.4	1.05	83	0.89	0.24	13	0.08	1.31	1.13	0.65	0.48	+0.48	+0.96	Matches
408	Tom Ince	eng ENG	MF	Watford	33	1992	27	1,019	38	24.6	11.3	0.88	72	0.09	1.50	17	1.24	1.19	1.15	1.33	-0.18	-0.18	+0.11	Matches
409	Svante Ingelsson	se SWE	MF	Sheffield Weds	27	1998	40	3,344	84	80.8	37.2	1.05	85	0.62	0.03	29	0.00	0.35	0.65	1.94	-1.29	-1.29	+0.06	Matches
410	Matt Ingram	eng ENG	GK	Oxford United	31	1993	0					0		0	0		45							Matches
411	Danny Ings	eng ENG	FW	Sheffield United	33	1992	23	619	27	15.0	6.9	0.72	62	0.14	2.61	17	1.30	1.17	1.01	0.72	0.29	+0.29	+0.34	Matches
412	Zeidane Inoussa	se SWE	MF,FW	Swansea City	23	2002	25	1,086	43	26.2	12.1	0.99	64	0.08	1.07	25	0.08	1.20	1.24	1.16	0.08	+0.08	+0.17	Matches
413	Dominic Iorfa	eng ENG	DF	Sheffield Weds	30	1995	34	2,657	78	64.2	29.5	1.08	81	0.78	0.07	26	0.07	0.47	0.64	2.03	-1.39	-1.39	-0.24	Matches
414	Nestory Irankunda	au AUS	MF,FW	Watford	19	2006	40	2,031	51	49.1	22.6	0.97	71	0.27	0.80	26	0.04	1.28	1.06	1.64	-0.58	-0.58	-0.62	Matches
415	Dan Isichei		FW	Birmingham City			0					0		0	0		7							Matches
416	Mihailo Ivanović	rs SRB	FW	Millwall	20	2004	44	2,987	68	72.1	33.2	0.93	85	0.60	0.39	28	0.00	1.74	1.23	1.30	-0.06	-0.06	-1.39	Matches
417	Daniel Iversen	dk DEN	GK	Preston	28	1997	36	3,195	89	77.2	35.5	1.01	89	0.99	0.00		0.00	1.50	1.35	1.18	0.17	+0.17	+1.41	Matches
418	Tomoki Iwata	jp JPN	DF,MF	Birmingham City	28	1997	45	3,811	85	92.1	42.3	0.99	88	0.80	0.07	36	0.00	1.36	1.21	1.23	-0.02	-0.02	-0.57	Matches
419	Kayden Jackson	eng ENG	MF,FW	Derby County	31	1994	19	383	20	9.3	4.3	0.47	85	0.00	3.95	13	2.09	1.16	1.40	2.56	-1.16	-1.17	-1.49	Matches
420	Matty Jacob	eng ENG	DF	Hull City	24	2001	5	176	35	4.3	2.0	0.50	74	0.00	2.00	26	2.00	2.00	1.00	0.50	0.50	+0.51	+0.44	Matches
421	Jordan James	wls WAL	MF	Leicester City	21	2004	34	2,118	62	51.2	23.5	1.15	74	0.38	0.30	17	0.00	1.15	1.40	1.70	-0.30	-0.30	-0.16	Matches
422	Matty James	eng ENG	MF	Wrexham	34	1991	37	2,235	60	54.0	24.8	0.97	82	0.56	0.52	21	0.00	1.46	1.37	1.37	0.00	0.00	-0.19	Matches
423	Caspar Jander	de GER	MF	Southampton	22	2003	36	2,728	76	65.9	30.3	1.06	83	0.66	0.13	18	0.13	1.74	1.78	1.32	0.46	+0.46	-0.30	Matches
424	Daniel Jebbison	ca CAN	FW	Preston	21	2003	38	2,012	53	48.6	22.4	0.98	73	0.13	0.71	25	0.00	1.16	1.07	1.74	-0.67	-0.67	-1.01	Matches
425	Elias Jelert	dk DEN	DF,MF	Southampton	22	2003	8	325	41	7.9	3.6	0.83	72	0.28	1.39	22	3.06	0.88	1.11	0.28	0.83	+0.83	+0.29	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
426	Eom Ji-sung	kr KOR	MF,FW	Swansea City	23	2002	44	2,442	56	59.0	27.1	1.14	69	0.11	0.48	24	0.04	1.36	1.22	1.40	-0.18	-0.18	-0.34	Matches
427	Jamaldeen Jimoh	eng ENG	MF	West Brom	18	2006	10	352	35	8.5	3.9	1.03	65	0.00	1.54	15	1.03	1.40	1.28	1.03	0.26	+0.26	+0.52	Matches
428	Jeon Jinwoo	kr KOR	MF	Oxford United	25	1999	7	226	32	5.5	2.5	0.80	51	0.00	2.00	25	4.40	0.29	0.40	0.40	0.00	0.00	+0.32	Matches
429	Viktor Johansson	se SWE	GK	Stoke City	26	1998	25	2,250	90	54.3	25.0	1.00	90	1.00	0.00		0.00	1.36	1.16	1.00	0.16	+0.16	+0.59	Matches
430	Ben Johnson	eng ENG	DF,MF	Ipswich Town	25	2000	17	847	50	20.5	9.4	0.96	83	0.53	0.85	13	2.13	1.76	1.28	0.85	0.43	+0.43	-0.37	Matches
431	Joshua Johnson	eng ENG	MF	Oxford United	20	2004	0					0		0	0		1							Matches
432	Reece Johnson	eng ENG	MF,DF	Sheffield Weds	19	2006	12	459	38	11.1	5.1	0.78	85	0.39	1.57	15	4.31	0.00	0.00	2.16	-2.16	-2.16	-0.96	Matches
433	Max Johnston	sct SCO	DF,MF	Derby County	21	2003	15	962	64	23.2	10.7	1.03	83	0.56	0.37	13	0.00	1.47	0.84	0.93	-0.09	-0.09	-0.35	Matches
434	Michael Johnston	ie IRL	MF	West Brom	26	1999	34	2,305	68	55.7	25.6	1.05	79	0.47	0.27	24	0.04	0.94	1.13	1.52	-0.39	-0.39	-0.39	Matches
435	Alfie Jones	ca CAN	DF	Middlesbrough	27	1997	22	1,882	86	45.5	20.9	1.05	86	0.86	0.00		0.00	1.82	1.39	1.10	0.29	+0.29	-0.47	Matches
436	Jamie Jones	eng ENG	GK	Southampton	36	1989	0					0		0	0		2							Matches
437	Lloyd Jones	eng ENG	DF	Charlton Athletic	29	1995	46	3,944	86	95.3	43.8	1.03	88	0.96	0.02	2	0.00	1.15	0.91	1.28	-0.37	-0.37	-1.28	Matches
438	Kyle Joseph	sct SCO	MF,FW	Hull City	23	2001	44	2,302	52	55.6	25.6	1.05	73	0.08	0.66	20	0.00	1.54	1.68	1.52	0.16	+0.16	+0.16	Matches
439	Valentin Joseph		FW	Blackburn			0					0		0	0		2							Matches
440	Bae Jun-ho	kr KOR	MF	Stoke City	21	2003	42	2,923	70	70.6	32.5	0.98	83	0.49	0.31	28	0.06	1.24	0.98	1.14	-0.15	-0.15	-0.15	Matches
441	Matěj Jurásek	cz CZE	MF,FW	Norwich City	21	2003	16	492	31	11.9	5.5	1.09	57	0.00	1.82	15	2.00	0.94	0.73	0.91	-0.18	-0.18	-0.38	Matches
442	James Justin	eng ENG	DF	Leicester City	27	1998	2	153	77	3.7	1.7	1.18	77	0.00	0.00		0.00	1.50	1.18	1.18	0.00	0.00	+0.23	Matches
443	Mathias Jørgensen	dk DEN	FW,MF	Blackburn	24	2000	20	1,093	55	26.4	12.1	0.91	81	0.41	0.74	22	0.08	1.15	0.91	1.32	-0.41	-0.41	-0.15	Matches
444	Issa Kaboré	bf BFA	MF	Wrexham	24	2001	30	2,262	75	54.6	25.1	1.04	83	0.52	0.16	24	0.04	1.60	1.35	1.39	-0.04	-0.04	-0.28	Matches
445	Mamadou Kaly Sene	sn SEN	FW,MF	Middlesbrough	24	2001	28	720	26	17.4	8.0	0.63	57	0.00	2.88	19	1.25	1.39	0.75	1.25	-0.50	-0.50	-1.26	Matches
446	Abu Kamara	eng ENG	FW	Hull City	22	2003	2	103	52	2.5	1.1	0.91	79	0.00	0.91	24	0.00	2.00	0.91	0.00	0.91	+0.87	+0.81	Matches
447	Thomas Kaminski	be BEL	GK	Charlton Athletic	32	1992	37	3,330	90	80.4	37.0	1.00	90	1.00	0.00		0.11	1.19	1.00	1.32	-0.32	-0.32	-0.10	Matches
448	Abdoulaye Kanté	fr FRA	MF	Middlesbrough	20	2005	4	85	21	2.1	0.9	1.11	45	0.00	3.33	13	8.89	2.50	0.00	1.11	-1.11	-1.06	-1.64	Matches
449	Augustus Kargbo	sl SLE	MF	Blackburn	25	1999	10	446	45	10.8	5.0	0.60	77	0.00	1.40	31	0.00	0.70	1.00	1.00	0.00	0.00	+0.34	Matches
450	Edo Kayembe	cd COD	MF,FW	Watford	27	1998	37	2,496	67	60.3	27.7	1.01	83	0.61	0.32	21	0.07	1.16	0.97	1.59	-0.61	-0.61	-0.89	Matches
