Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
172	Ben Davies	eng ENG	DF	Preston	23	1995	35.3	0.00	0.17	0.06	33.3	0.17	0.06	0.00	0.00	0.00	0.00	Matches
173	Curtis Davies	sl SLE	DF	Derby County	34	1985	26.2	0.00	0.38	0.11	30.0	0.38	0.11	0.00	0.00	0.00	0.00	Matches
174	David Davis	eng ENG	MF	Charlton Athletic	28	1991	5.0	0.00	0.40	0.00	0.0	0.40	0.00	0.00		0.00	0.00	Matches
175	David Davis	eng ENG	MF	Birmingham City	28	1991	12.8	0.00	0.55	0.08	14.3	0.54	0.08	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Leif Davis	eng ENG	DF,MF	Leeds United	19	1999	0.2	0.00	5.00	5.00	100.0	6.43	6.43	0.00	0.00	0.00	0.00	Matches
177	Josh Davison	eng ENG	FW	Charlton Athletic	19	1999	4.4	0.23	1.59	0.68	42.9	1.60	0.69	0.14	0.33	0.00	0.00	Matches
178	Cameron Dawson	eng ENG	GK	Sheffield Weds	24	1995	23.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
179	Michael Dawson	eng ENG	DF	Nottingham	35	1983	15.6	0.06	0.45	0.06	14.3	0.45	0.06	0.14	1.00	0.00	0.00	Matches
180	Joe Day	eng ENG	GK	Cardiff City	28	1990	0.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
181	Jón Daði Böðvarsson	is ISL	FW	Millwall	27	1992	15.3	0.26	1.83	0.72	39.3	1.83	0.72	0.14	0.36	0.00	0.00	Matches
182	Bobby De Cordova-Reid	jm JAM	MF,FW	Fulham	26	1993	31.6	0.19	2.41	1.08	44.7	2.40	1.08	0.08	0.18	0.00	0.00	Matches
183	Bobby De Cordova-Reid	jm JAM	MF	Cardiff City	26	1993	1.0	0.00	1.00	0.00	0.0	1.00	0.00	0.00		0.00	0.00	Matches
184	Harlee Dean	eng ENG	DF	Birmingham City	28	1991	35.0	0.03	0.66	0.14	21.7	0.66	0.14	0.04	0.20	0.00	0.00	Matches
185	Ben Dempsey	eng ENG	MF	Charlton Athletic	19	1999	2.9	0.00	0.34	0.34	100.0	0.34	0.34	0.00	0.00	0.00	0.00	Matches
186	Mike van der Hoorn	nl NED	DF	Swansea City	26	1992	25.4	0.04	0.31	0.08	25.0	0.31	0.08	0.13	0.50	0.00	0.00	Matches
187	Halil Dervişoğlu	tr TUR	FW	Brentford	19	1999	0.5	0.00	2.00	2.00	100.0	1.87	1.87	0.00	0.00	0.00	0.00	Matches
188	Yan Dhanda	eng ENG	MF	Swansea City	20	1998	8.8	0.34	1.93	0.91	47.1	1.93	0.91	0.18	0.38	0.00	0.00	Matches
189	Bambo Diaby	sn SEN	DF	Barnsley	21	1997	20.7	0.05	0.39	0.05	12.5	0.39	0.05	0.13	1.00	0.00	0.00	Matches
190	Adama Diakhaby	fr FRA	MF	Nottingham	23	1996	4.0	0.00	1.75	0.00	0.0	1.75	0.00	0.00		0.00	0.00	Matches
191	Adama Diakhaby	fr FRA	MF,FW	Huddersfield	23	1996	9.6	0.00	1.98	0.31	15.8	1.99	0.31	0.00	0.00	0.00	0.00	Matches
192	Grady Diangana	cd COD	MF	West Brom	21	1998	20.6	0.39	2.28	0.97	42.6	2.28	0.97	0.17	0.40	0.00	0.00	Matches
193	Nouha Dicko	ml MLI	FW	Hull City	27	1992	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
194	Famara Diedhiou	sn SEN	FW	Bristol City	26	1992	32.1	0.37	2.49	0.97	38.8	2.49	0.96	0.14	0.35	0.03	0.06	Matches
195	Anfernee Dijksteel	sr SUR	DF,MF	Middlesbrough	22	1996	11.6	0.00	0.34	0.09	25.0	0.35	0.09	0.00	0.00	0.00	0.00	Matches
196	Anfernee Dijksteel	sr SUR	MF	Charlton Athletic	22	1996	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
197	Mihai Dobre	ro ROU	FW,MF	Wigan Athletic	20	1998	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
198	Kenneth Dougall	au AUS	MF	Barnsley	26	1993	9.4	0.00	0.74	0.00	0.0	0.75	0.00	0.00		0.00	0.00	Matches
199	Alfie Doughty	eng ENG	DF,MF	Charlton Athletic	19	1999	21.9	0.09	0.78	0.27	35.3	0.78	0.27	0.12	0.33	0.00	0.00	Matches
200	Barry Douglas	sct SCO	DF	Leeds United	29	1989	7.2	0.00	0.83	0.28	33.3	0.83	0.28	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
201	Kieran Dowell	eng ENG	MF	Derby County	21	1997	7.8	0.00	1.92	0.38	20.0	1.93	0.39	0.00	0.00	0.00	0.00	Matches
202	Kieran Dowell	eng ENG	MF	Wigan Athletic	21	1997	10.0	0.40	1.30	0.50	38.5	1.31	0.50	0.31	0.80	0.00	0.00	Matches
203	Stewart Downing	eng ENG	MF,DF	Blackburn	35	1984	37.8	0.05	1.11	0.29	26.2	1.11	0.29	0.05	0.18	0.00	0.00	Matches
204	Mark Duffy	eng ENG	FW	Stoke City	33	1985	1.9	0.00	0.53	0.00	0.0	0.53	0.00	0.00		0.00	0.00	Matches
205	Demeaco Duhaney	eng ENG	DF	Huddersfield	20	1998	3.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
206	Chey Dunkley	eng ENG	DF	Wigan Athletic	27	1992	22.3	0.27	1.03	0.36	34.8	1.03	0.36	0.26	0.75	0.00	0.00	Matches
207	Nathan Dyer	eng ENG	MF	Swansea City	31	1987	6.0	0.17	2.00	0.83	41.7	1.99	0.83	0.08	0.20	0.00	0.00	Matches
208	Tom Eaves	eng ENG	FW	Hull City	27	1992	23.6	0.21	2.20	0.68	30.8	2.20	0.68	0.10	0.31	0.00	0.00	Matches
209	Rarmani Edmonds-Green	eng ENG	DF	Huddersfield	20	1999	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
210	Kyle Edwards	eng ENG	MF	West Brom	21	1998	10.3	0.19	2.43	0.78	32.0	2.44	0.78	0.08	0.25	0.00	0.00	Matches
211	Tom Edwards	eng ENG	DF,MF	Stoke City	20	1999	12.5	0.00	0.24	0.08	33.3	0.24	0.08	0.00	0.00	0.00	0.00	Matches
212	Ovie Ejaria	eng ENG	MF	Reading	21	1997	34.5	0.09	1.51	0.43	28.8	1.51	0.44	0.06	0.20	0.00	0.00	Matches
213	Callum Elder	au AUS	DF	Hull City	24	1995	27.8	0.00	0.11	0.04	33.3	0.11	0.04	0.00	0.00	0.00	0.00	Matches
214	Niclas Eliasson	se SWE	MF	Bristol City	23	1995	22.2	0.14	0.77	0.27	35.3	0.77	0.27	0.18	0.50	0.00	0.00	Matches
215	Tommy Elphick	eng ENG	DF	Huddersfield	31	1987	13.2	0.00	0.08	0.00	0.0	0.08	0.00	0.00		0.00	0.00	Matches
216	Bright Enobakhare	ng NGA	FW,MF	Wigan Athletic	21	1998	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
217	Oghenekaro Etebo	ng NGA	MF,FW	Stoke City	23	1995	7.9	0.00	2.53	0.13	5.0	2.52	0.13	0.00	0.00	0.00	0.00	Matches
218	Neil Etheridge	ph PHI	GK	Cardiff City	29	1990	15.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
219	Corry Evans	nir NIR	MF	Blackburn	29	1990	9.6	0.10	0.83	0.31	37.5	0.83	0.31	0.13	0.33	0.00	0.00	Matches
220	George Evans	eng ENG	MF,DF	Derby County	24	1994	12.5	0.00	0.16	0.08	50.0	0.16	0.08	0.00	0.00	0.00	0.00	Matches
221	Lee Evans	wls WAL	MF	Wigan Athletic	25	1994	19.7	0.10	1.47	0.56	37.9	1.47	0.56	0.07	0.18	0.00	0.00	Matches
222	Eberechi Eze	eng ENG	MF	QPR	21	1998	45.1	0.31	2.22	0.91	41.0	2.22	0.91	0.10	0.24	0.09	0.09	Matches
223	Adam Federici	au AUS	GK	Stoke City	34	1985	7.0	0.00	0.14	0.00	0.0	0.14	0.00	0.00		0.00	0.00	Matches
224	Nathan Ferguson	eng ENG	DF	West Brom	18	2000	19.4	0.05	0.31	0.26	83.3	0.31	0.26	0.17	0.20	0.00	0.00	Matches
225	Shane Ferguson	nir NIR	MF,DF	Millwall	28	1991	19.1	0.00	0.52	0.10	20.0	0.52	0.10	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
226	Miguel Fernández	es ESP	MF	Birmingham City	18	2000	0.0	0	0	0		0.00	0.00			0	0	Matches
227	Sam Field	eng ENG	MF	Charlton Athletic	21	1998	8.7	0.00	0.34	0.00	0.0	0.34	0.00	0.00		0.00	0.00	Matches
228	Frank Fielding	eng ENG	GK	Millwall	31	1988	0.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
229	Tobias Figueiredo	pt POR	DF	Nottingham	25	1994	29.4	0.10	0.65	0.17	26.3	0.65	0.17	0.16	0.60	0.00	0.00	Matches
230	Darnell Fisher	eng ENG	DF	Preston	25	1994	25.4	0.00	0.24	0.16	66.7	0.24	0.16	0.00	0.00	0.00	0.00	Matches
231	Brandon Fleming	eng ENG	DF	Hull City	19	1999	4.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
232	Ashley Fletcher	eng ENG	FW	Middlesbrough	23	1995	36.0	0.28	2.14	0.78	36.4	2.14	0.78	0.12	0.32	0.03	0.03	Matches
233	Steven Fletcher	sct SCO	FW	Sheffield Weds	32	1987	22.4	0.58	2.90	1.47	50.8	2.90	1.47	0.14	0.27	0.18	0.18	Matches
234	Aden Flint	eng ENG	DF	Cardiff City	30	1989	25.4	0.08	0.83	0.20	23.8	0.83	0.20	0.10	0.40	0.00	0.00	Matches
235	Fernando Forestieri	it ITA	MF,FW	Sheffield Weds	29	1990	9.2	0.22	3.70	0.87	23.5	3.69	0.87	0.03	0.13	0.11	0.11	Matches
236	Adam Forshaw	eng ENG	MF	Leeds United	27	1991	6.5	0.00	2.00	0.46	23.1	2.00	0.46	0.00	0.00	0.00	0.00	Matches
237	Marcus Forss	fi FIN	FW,MF	Brentford	20	1999	0.4	0.00	2.50	0.00	0.0	2.50	0.00	0.00		0.00	0.00	Matches
238	Jake Forster-Caskey	eng ENG	MF,DF	Charlton Athletic	25	1994	6.5	0.00	1.08	0.15	14.3	1.08	0.15	0.00	0.00	0.00	0.00	Matches
239	Craig Forsyth	sct SCO	DF	Derby County	30	1989	19.4	0.00	0.46	0.21	44.4	0.46	0.21	0.00	0.00	0.00	0.00	Matches
240	Tariqe Fosu	gh GHA	FW	Brentford	23	1995	2.9	0.34	2.07	1.03	50.0	2.10	1.05	0.17	0.33	0.00	0.00	Matches
241	Danny Fox	sct SCO	DF	Wigan Athletic	33	1986	8.9	0.00	0.22	0.00	0.0	0.22	0.00	0.00		0.00	0.00	Matches
242	Morgan Fox	wls WAL	DF	Sheffield Weds	25	1993	23.6	0.08	0.68	0.08	12.5	0.68	0.08	0.13	1.00	0.00	0.00	Matches
243	George Friend	eng ENG	DF	Middlesbrough	31	1987	13.6	0.00	0.59	0.07	12.5	0.59	0.07	0.00	0.00	0.00	0.00	Matches
244	Dael Fry	eng ENG	DF	Middlesbrough	21	1997	35.4	0.00	0.34	0.06	16.7	0.34	0.06	0.00	0.00	0.00	0.00	Matches
245	Jay Fulton	sct SCO	MF	Swansea City	25	1994	27.1	0.11	1.03	0.30	28.6	1.03	0.29	0.11	0.38	0.00	0.00	Matches
246	Darnell Furlong	eng ENG	DF	West Brom	23	1995	25.0	0.08	1.04	0.20	19.2	1.04	0.20	0.08	0.40	0.00	0.00	Matches
247	Conor Gallagher	eng ENG	MF,FW	Charlton Athletic	19	2000	24.6	0.24	1.83	0.65	35.6	1.83	0.65	0.13	0.38	0.00	0.00	Matches
248	Conor Gallagher	eng ENG	MF	Swansea City	19	2000	18.5	0.00	1.62	0.32	20.0	1.62	0.32	0.00	0.00	0.00	0.00	Matches
249	Paul Gallagher	sct SCO	MF	Preston	34	1984	21.5	0.28	2.00	0.56	27.9	2.00	0.56	0.05	0.17	0.19	0.23	Matches
250	Sam Gallagher	eng ENG	FW,MF	Blackburn	23	1995	27.8	0.22	1.98	0.65	32.7	1.98	0.65	0.11	0.33	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
251	Brendan Galloway	zw ZIM	DF	Luton Town	23	1996	0.9	0.00	1.11	0.00	0.0	1.15	0.00	0.00		0.00	0.00	Matches
252	Gary Gardner	eng ENG	MF	Birmingham City	27	1992	27.8	0.14	1.58	0.50	31.8	1.58	0.50	0.09	0.29	0.00	0.00	Matches
253	Joe Garner	eng ENG	FW	Wigan Athletic	31	1988	9.8	0.20	1.84	0.82	44.4	1.83	0.82	0.11	0.25	0.00	0.00	Matches
254	Jordan Garrick	eng ENG	MF	Swansea City	21	1998	3.1	0.65	0.97	0.65	66.7	0.97	0.65	0.67	1.00	0.00	0.00	Matches
255	Joe Gelhardt	eng ENG	MF	Wigan Athletic	17	2002	4.7	0.21	3.19	1.06	33.3	3.17	1.06	0.07	0.20	0.00	0.00	Matches
256	Rudy Gestede	bj BEN	FW	Middlesbrough	30	1988	6.6	0.30	3.64	1.06	29.2	3.65	1.07	0.08	0.29	0.00	0.00	Matches
257	Kieran Gibbs	eng ENG	DF	West Brom	29	1989	10.9	0.09	0.73	0.09	12.5	0.73	0.09	0.13	1.00	0.00	0.00	Matches
258	Álvaro Giménez	es ESP	FW	Birmingham City	28	1991	13.3	0.23	2.48	0.60	24.2	2.47	0.60	0.09	0.38	0.00	0.00	Matches
259	Josh Ginnelly	eng ENG	FW,MF	Preston	22	1997	0.1	0.00	10.0	0.00	0.0	8.18	0.00	0.00		0.00	0.00	Matches
260	Robert Glatzel	de GER	FW	Cardiff City	25	1994	20.2	0.35	2.67	1.09	40.7	2.67	1.09	0.11	0.27	0.05	0.05	Matches
261	Nico Gordon	ms MSR	DF	Birmingham City	17	2002	0.8	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
262	Jon Gorenc Stanković	si SVN	DF	Huddersfield	23	1996	14.6	0.07	0.48	0.21	42.9	0.48	0.21	0.14	0.33	0.00	0.00	Matches
263	Robbie Gotts	eng ENG	MF	Leeds United	19	1999	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
264	Kamil Grabara	pl POL	GK	Huddersfield	20	1999	27.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
265	Lewis Grabban	eng ENG	FW	Nottingham	31	1988	43.5	0.46	2.16	0.80	37.2	2.16	0.81	0.17	0.46	0.09	0.11	Matches
266	Danny Graham	eng ENG	FW	Blackburn	33	1985	16.6	0.24	1.63	0.42	25.9	1.63	0.42	0.11	0.43	0.06	0.12	Matches
267	Karlan Grant	eng ENG	MF,FW	Huddersfield	21	1997	41.1	0.46	2.70	1.22	45.0	2.70	1.22	0.12	0.26	0.15	0.17	Matches
268	André Green	eng ENG	FW,MF	Preston	21	1998	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
269	André Green	eng ENG	FW,MF	Charlton Athletic	21	1998	8.4	0.24	1.07	0.48	44.4	1.07	0.48	0.22	0.50	0.00	0.00	Matches
270	Jordan Green	eng ENG	FW,MF	Barnsley	24	1995	0.6	0.00	3.33	0.00	0.0	3.33	0.00	0.00		0.00	0.00	Matches
271	Lee Gregory	eng ENG	FW	Stoke City	30	1988	23.1	0.26	1.95	0.65	33.3	1.95	0.65	0.09	0.27	0.09	0.09	Matches
272	Matt Grimes	eng ENG	MF	Swansea City	24	1995	46.0	0.00	0.70	0.22	31.3	0.70	0.22	0.00	0.00	0.00	0.00	Matches
273	Kamil Grosicki	pl POL	MF	Hull City	31	1988	26.3	0.27	2.93	0.84	28.6	2.93	0.84	0.09	0.32	0.00	0.00	Matches
274	Kamil Grosicki	pl POL	MF	West Brom	31	1988	5.5	0.18	2.91	1.27	43.8	2.89	1.26	0.06	0.14	0.00	0.00	Matches
275	Joe Gubbins	eng ENG	DF	QPR	17	2001	0.0	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
276	Marc Guéhi	eng ENG	DF	Swansea City	19	2000	11.1	0.00	0.27	0.00	0.0	0.27	0.00	0.00		0.00	0.00	Matches
277	Chris Gunter	wls WAL	DF,MF	Reading	30	1989	17.5	0.00	0.23	0.06	25.0	0.23	0.06	0.00	0.00	0.00	0.00	Matches
278	Florent Hadergjonaj	xk KVX	DF	Huddersfield	25	1994	15.6	0.00	0.06	0.06	100.0	0.06	0.06	0.00	0.00	0.00	0.00	Matches
279	Grant Hall	eng ENG	DF	QPR	27	1991	30.0	0.17	0.73	0.30	40.9	0.73	0.30	0.23	0.56	0.00	0.00	Matches
280	Aapo Halme	fi FIN	DF,MF	Barnsley	21	1998	25.5	0.16	0.75	0.27	36.8	0.75	0.27	0.21	0.57	0.00	0.00	Matches
281	Ben Hamer	eng ENG	GK	Derby County	31	1987	24.8	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
282	Marco Harboe Ramkilde	dk DEN	FW	QPR	21	1998	0.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
283	Wes Harding	jm JAM	DF,MF	Birmingham City	22	1996	8.4	0.00	0.12	0.00	0.0	0.12	0.00	0.00		0.00	0.00	Matches
284	Rekeem Harper	eng ENG	MF	West Brom	19	2000	4.2	0.00	1.43	0.00	0.0	1.44	0.00	0.00		0.00	0.00	Matches
285	Kian Harratt	eng ENG	FW	Huddersfield	17	2002	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
286	Kadeem Harris	eng ENG	MF,FW	Sheffield Weds	26	1993	37.5	0.08	1.79	0.67	37.3	1.79	0.67	0.04	0.12	0.00	0.00	Matches
287	Jack Harrison	eng ENG	MF	Leeds United	22	1996	42.2	0.14	1.85	0.57	30.8	1.85	0.57	0.08	0.25	0.00	0.00	Matches
288	Josh Harrop	eng ENG	MF	Preston	23	1995	16.2	0.31	2.16	0.86	40.0	2.16	0.87	0.14	0.36	0.00	0.00	Matches
289	Michael Hector	jm JAM	DF	Fulham	27	1992	20.0	0.00	0.30	0.15	50.0	0.30	0.15	0.00	0.00	0.00	0.00	Matches
290	Jahmal Hector-Ingram	eng ENG	FW	Derby County	20	1998	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
291	Ahmed Hegazi	eg EGY	DF	West Brom	28	1991	13.6	0.07	0.37	0.07	20.0	0.37	0.07	0.20	1.00	0.00	0.00	Matches
292	Tomer Hemed	il ISR	FW	Charlton Athletic	32	1987	8.9	0.00	2.25	0.56	25.0	2.26	0.56	0.00	0.00	0.00	0.00	Matches
293	Markus Henriksen	no NOR	MF	Bristol City	27	1992	3.5	0.00	0.57	0.00	0.0	0.57	0.00	0.00		0.00	0.00	Matches
294	Rico Henry	jm JAM	DF,MF	Brentford	22	1997	44.8	0.00	0.29	0.07	23.1	0.29	0.07	0.00	0.00	0.00	0.00	Matches
295	Pablo Hernández	es ESP	MF	Leeds United	34	1985	27.7	0.32	2.67	0.90	33.8	2.67	0.90	0.12	0.36	0.00	0.00	Matches
296	Scott High	sct SCO	MF	Huddersfield	18	2001	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
297	Scott Hogan	ie IRL	FW	Stoke City	27	1992	4.8	0.42	1.88	0.42	22.2	1.88	0.42	0.22	1.00	0.00	0.00	Matches
298	Scott Hogan	ie IRL	FW	Birmingham City	27	1992	14.2	0.49	2.39	0.77	32.4	2.40	0.78	0.21	0.64	0.00	0.07	Matches
299	Jonathan Hogg	eng ENG	MF	Huddersfield	30	1988	33.5	0.00	0.21	0.03	14.3	0.21	0.03	0.00	0.00	0.00	0.00	Matches
300	Junior Hoilett	ca CAN	MF,FW	Cardiff City	29	1990	27.5	0.25	2.07	0.58	28.1	2.08	0.58	0.12	0.44	0.00	0.04	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
301	Duane Holmes	us USA	MF	Derby County	24	1994	27.4	0.07	1.02	0.22	21.4	1.02	0.22	0.07	0.33	0.00	0.00	Matches
302	Lewis Holtby	de GER	MF,FW	Blackburn	28	1990	14.4	0.21	2.15	0.56	25.8	2.15	0.55	0.10	0.38	0.00	0.00	Matches
303	George Honeyman	eng ENG	MF	Hull City	24	1994	22.9	0.04	0.79	0.22	27.8	0.79	0.22	0.06	0.20	0.00	0.00	Matches
304	Jonny Howson	eng ENG	DF,MF	Middlesbrough	31	1988	40.6	0.00	0.57	0.07	13.0	0.57	0.07	0.00	0.00	0.00	0.00	Matches
305	Tom Huddlestone	eng ENG	MF	Derby County	32	1986	10.5	0.10	0.76	0.38	50.0	0.76	0.38	0.00	0.00	0.10	0.10	Matches
306	Andrew Hughes	wls WAL	DF	Preston	27	1992	27.6	0.00	0.62	0.04	5.9	0.62	0.04	0.00	0.00	0.00	0.00	Matches
307	Jordan Hugill	eng ENG	FW	QPR	27	1992	31.5	0.41	2.70	0.79	29.4	2.70	0.79	0.15	0.52	0.00	0.00	Matches
308	Alex Hunt	eng ENG	MF	Sheffield Weds	19	2000	2.1	0.00	0.48	0.00	0.0	0.48	0.00	0.00		0.00	0.00	Matches
309	Jack Hunt	eng ENG	DF,MF	Bristol City	28	1990	27.7	0.00	0.25	0.07	28.6	0.25	0.07	0.00	0.00	0.00	0.00	Matches
310	Paul Huntington	eng ENG	DF	Preston	31	1987	8.5	0.00	0.59	0.00	0.0	0.59	0.00	0.00		0.00	0.00	Matches
311	Sam Hutchinson	eng ENG	MF	Sheffield Weds	29	1989	19.9	0.05	0.65	0.20	30.8	0.65	0.20	0.08	0.25	0.00	0.00	Matches
312	Shaun Hutchinson	eng ENG	DF	Millwall	28	1990	36.0	0.17	0.81	0.25	31.0	0.81	0.25	0.21	0.67	0.00	0.00	Matches
313	Danny Hylton	eng ENG	FW	Luton Town	30	1989	2.8	0.00	1.79	0.36	20.0	1.81	0.36	0.00	0.00	0.00	0.00	Matches
314	Tom Ince	eng ENG	MF,FW	Stoke City	27	1992	30.0	0.10	2.17	0.67	30.8	2.16	0.67	0.05	0.15	0.00	0.00	Matches
315	Matt Ingram	eng ENG	GK	Hull City	25	1993	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
316	Dominic Iorfa	eng ENG	DF	Sheffield Weds	24	1995	39.1	0.05	0.38	0.08	20.0	0.38	0.08	0.13	0.67	0.00	0.00	Matches
317	Jackson Irvine	au AUS	MF	Hull City	26	1993	33.6	0.06	1.04	0.21	20.0	1.04	0.21	0.06	0.29	0.00	0.00	Matches
318	Michael Jacobs	eng ENG	MF	Wigan Athletic	27	1991	18.7	0.16	1.55	0.59	37.9	1.55	0.59	0.10	0.27	0.00	0.00	Matches
319	Pontus Jansson	se SWE	DF	Brentford	28	1991	33.7	0.00	0.30	0.06	20.0	0.30	0.06	0.00	0.00	0.00	0.00	Matches
320	Sylvester Jasper	bg BUL	FW,MF	Fulham	17	2001	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
321	Julian Jeanvier	gn GUI	DF	Brentford	27	1992	24.5	0.04	0.53	0.16	30.8	0.53	0.16	0.08	0.25	0.00	0.00	Matches
322	Carl Jenkinson	eng ENG	DF,MF	Nottingham	27	1992	6.9	0.00	0.29	0.00	0.0	0.29	0.00	0.00		0.00	0.00	Matches
323	Mathias Jensen	dk DEN	MF	Brentford	23	1996	27.5	0.04	1.13	0.44	38.7	1.13	0.44	0.03	0.08	0.00	0.00	Matches
324	Lucas João	ao ANG	FW	Reading	25	1993	13.2	0.45	2.50	1.21	48.5	2.50	1.21	0.18	0.38	0.00	0.00	Matches
325	Lucas João	ao ANG	FW	Sheffield Weds	25	1993	0.1	10.0	10.0	10.0	100.0	6.92	6.92	1.00	1.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
326	Stefan Johansen	no NOR	MF	Fulham	28	1991	18.8	0.00	0.74	0.21	28.6	0.74	0.21	0.00	0.00	0.00	0.00	Matches
327	Declan John	wls WAL	DF,MF	Swansea City	24	1995	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
328	Bradley Johnson	eng ENG	MF	Blackburn	32	1987	25.3	0.12	1.54	0.63	41.0	1.54	0.63	0.08	0.19	0.00	0.00	Matches
329	Brennan Johnson	wls WAL	MF	Nottingham	18	2001	1.2	0.00	1.67	0.00	0.0	1.64	0.00	0.00		0.00	0.00	Matches
330	Daniel Johnson	jm JAM	MF	Preston	26	1992	30.6	0.39	1.44	0.65	45.5	1.44	0.65	0.14	0.30	0.20	0.20	Matches
331	Marvin Johnson	eng ENG	MF,DF	Middlesbrough	28	1990	29.0	0.03	0.93	0.34	37.0	0.93	0.34	0.04	0.10	0.00	0.00	Matches
332	Sam Johnstone	eng ENG	GK	West Brom	26	1993	46.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
333	Jamie Jones	eng ENG	GK	Wigan Athletic	30	1989	7.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
334	Lloyd Jones	eng ENG	DF	Luton Town	23	1995	1.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
335	Florian Jozefzoon	sr SUR	MF,FW	Derby County	28	1991	7.2	0.00	0.83	0.14	16.7	0.84	0.14	0.00	0.00	0.00	0.00	Matches
336	Mads Juel Andersen	dk DEN	DF	Barnsley	21	1997	36.3	0.00	0.47	0.11	23.5	0.47	0.11	0.00	0.00	0.00	0.00	Matches
337	Lukas Jutkiewicz	eng ENG	FW	Birmingham City	30	1989	42.7	0.35	3.09	1.08	34.8	3.09	1.08	0.11	0.33	0.00	0.02	Matches
338	Elias Kachunga	cd COD	MF,FW	Huddersfield	27	1992	29.2	0.10	0.79	0.27	34.8	0.79	0.27	0.13	0.38	0.00	0.00	Matches
339	Osman Kakay	sl SLE	DF,MF	QPR	21	1997	6.9	0.00	0.29	0.14	50.0	0.29	0.15	0.00	0.00	0.00	0.00	Matches
340	Tomáš Kalas	cz CZE	DF	Bristol City	26	1993	22.3	0.00	0.18	0.00	0.0	0.18	0.00	0.00		0.00	0.00	Matches
341	Aldo Kalulu	cd COD	MF	Swansea City	23	1996	5.2	0.00	0.77	0.19	25.0	0.77	0.19	0.00	0.00	0.00	0.00	Matches
342	Aboubakar Kamara	mr MTN	FW,MF	Fulham	24	1995	10.2	0.39	2.45	1.08	44.0	2.45	1.08	0.16	0.36	0.00	0.00	Matches
343	Herbie Kane	eng ENG	MF	Hull City	20	1998	5.1	0.39	0.98	0.39	40.0	0.99	0.39	0.40	1.00	0.00	0.00	Matches
344	Todd Kane	eng ENG	DF	QPR	25	1993	22.7	0.04	0.62	0.13	21.4	0.62	0.13	0.07	0.33	0.00	0.00	Matches
