Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
440	Jan Mlakar	si SVN	FW,MF	Wigan Athletic	20	1998	0.2	0	0	0	1	0	0	0	0	1			0	Matches
441	Jan Mlakar	si SVN	FW,MF	QPR	20	1998	1.2	0	0	0	1	2	2	3	0	1			0	Matches
442	Kamohelo Mokotjo	za RSA	MF	Brentford	28	1991	15.3	0	0	0	6	15	1	2	16	11			0	Matches
443	Jayson Molumby	ie IRL	MF	Millwall	19	1999	31.0	9	0	0	54	32	0	17	37	31			0	Matches
444	George Moncur	eng ENG	FW	Luton Town	25	1993	4.9	1	0	0	8	2	0	17	3	7			0	Matches
445	Jefferson Montero	ec ECU	MF	Birmingham City	29	1989	3.6	1	0	0	3	4	1	48	0	5			0	Matches
446	Kieffer Moore	wls WAL	FW	Wigan Athletic	26	1992	31.1	1	0	0	52	56	19	16	13	15			0	Matches
447	Liam Moore	jm JAM	DF	Reading	26	1993	40.4	5	0	0	34	33	0	6	41	34			0	Matches
448	Taylor Moore	eng ENG	DF	Bristol City	22	1997	14.4	1	0	0	13	12	1	13	39	16			1	Matches
449	Aaron Mooy	au AUS	MF	Huddersfield	28	1990	1.0	0	0	0	4	0	0	7	0	2			0	Matches
450	Albie Morgan	eng ENG	MF	Charlton Athletic	19	2000	12.1	4	0	0	16	15	0	39	10	9			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
451	Michael Morrison	eng ENG	DF	Reading	31	1988	42.1	6	0	0	29	43	3	2	45	33			1	Matches
452	Ravel Morrison	jm JAM	MF	Middlesbrough	26	1993	2.4	0	0	0	3	4	0	2	9	4			0	Matches
453	Sean Morrison	eng ENG	DF	Cardiff City	28	1991	35.0	4	1	0	29	26	3	3	45	27			0	Matches
454	Sam Morsy	eg EGY	MF	Wigan Athletic	27	1991	43.0	12	0	0	85	55	0	13	51	58			0	Matches
455	Harold Moukoudi	cm CMR	DF,MF	Middlesbrough	21	1997	8.0	2	0	0	9	1	0	1	6	10			1	Matches
456	Louis Moult	eng ENG	FW	Preston	27	1992	1.1	0	0	0	7	2	0	0	0	0			0	Matches
457	Steve Mounié	bj BEN	FW	Huddersfield	24	1994	15.8	0	0	0	37	25	10	3	11	5			0	Matches
458	Alex Mowatt	eng ENG	MF	Barnsley	24	1995	43.5	8	0	0	53	62	5	219	46	61			0	Matches
459	Kerim Mrabti	se SWE	FW,MF	Birmingham City	25	1994	9.7	3	0	0	15	11	6	9	4	5			0	Matches
460	Erwin Mulder	nl NED	GK	Swansea City	30	1989	3.0	0	0	0	0	0	0	0	0	0			0	Matches
461	Charlie Mulgrew	sct SCO	DF	Wigan Athletic	33	1986	11.7	2	0	0	7	7	0	29	15	3			0	Matches
462	Charlie Mulgrew	sct SCO	DF	Blackburn	33	1986	2.0	0	0	0	0	2	1	9	1	1			0	Matches
463	Hayden Muller	eng ENG	DF,MF	Millwall	17	2002	0.3	0	0	0	0	0	0	1	1	0			0	Matches
464	Arijanet Muric	xk KVX	GK	Nottingham	20	1998	4.0	0	0	0	0	1	0	0	0	0			0	Matches
465	Jacob Murphy	eng ENG	MF,FW	Sheffield Weds	24	1995	25.5	0	0	0	29	45	3	194	15	22			1	Matches
466	Josh Murphy	eng ENG	MF	Cardiff City	24	1995	16.1	4	0	0	16	39	3	89	11	18			0	Matches
467	Ádám Nagy	hu HUN	MF	Bristol City	24	1995	16.5	1	0	0	10	10	0	4	28	17			0	Matches
468	Kal Naismith	sct SCO	DF,MF	Wigan Athletic	27	1992	24.8	3	0	0	13	28	0	47	39	32			1	Matches
469	Kyle Naughton	eng ENG	DF	Swansea City	30	1988	27.6	5	1	0	19	14	0	22	41	28			0	Matches
470	Badou Ndiaye	sn SEN	MF	Stoke City	28	1990	9.8	3	0	0	20	21	0	2	20	31			0	Matches
471	Curtis Nelson	eng ENG	DF	Cardiff City	26	1993	32.2	3	0	0	25	15	0	0	39	12			0	Matches
472	Julien Ngoy	be BEL	FW,MF	Stoke City	21	1997	0.1	0	0	0	0	1	0	0	0	0			0	Matches
473	Eddie Nketiah	eng ENG	FW	Leeds United	20	1999	5.7	2	0	0	13	13	4	3	1	3			0	Matches
474	Lukas Nmecha	de GER	FW,MF	Middlesbrough	20	1998	5.2	1	0	0	7	12	4	7	5	6			0	Matches
475	Andrija Novakovich	us USA	FW	Reading	22	1996	0.1	0	0	0	0	0	0	0	0	0			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
476	David Nugent	eng ENG	FW	Preston	34	1985	11.4	1	0	0	29	15	3	9	0	5			1	Matches
477	Atdhe Nuhiu	xk KVX	FW	Sheffield Weds	30	1989	16.7	7	0	0	60	28	11	4	5	18			0	Matches
478	Ryan Nyambe	na NAM	DF	Blackburn	21	1997	29.0	2	0	0	21	31	0	42	36	25			0	Matches
479	Christian Nørgaard	dk DEN	MF	Brentford	25	1994	38.5	9	0	0	75	36	0	13	72	69			0	Matches
480	Aiden O'Brien	ie IRL	MF,FW	Millwall	25	1993	7.4	1	0	0	7	5	1	5	8	8			0	Matches
481	Lewis O'Brien	eng ENG	MF	Huddersfield	20	1998	35.6	10	0	0	57	58	1	49	44	70			0	Matches
482	Callum O'Dowda	ie IRL	MF	Bristol City	24	1995	18.0	2	0	0	30	27	1	64	20	22			0	Matches
483	Tyrone O'Neill	eng ENG	FW	Middlesbrough	19	1999	0.2	0	0	0	1	0	0	0	0	0			0	Matches
484	Matt O'Riley	dk DEN	MF	Fulham	18	2000	0.7	0	0	0	1	0	0	2	0	0			0	Matches
485	Dara O'Shea	ie IRL	DF	West Brom	20	1999	16.5	4	0	0	19	20	0	37	25	16			0	Matches
486	Tashan Oakley-Boothe	eng ENG	MF	Stoke City	19	2000	1.3	0	0	0	3	0	0	2	1	3			0	Matches
487	Micah Obiero	ke KEN	FW,MF	Huddersfield	18	2001	0.5	0	0	0	2	0	0	0	0	0			0	Matches
488	Jordan Obita	ug UGA	MF,DF	Reading	25	1993	15.0	3	0	0	17	6	0	80	6	9			0	Matches
489	Denis Odoi	gh GHA	DF	Fulham	31	1988	28.9	7	1	0	42	42	1	35	34	25			0	Matches
490	Moses Odubajo	eng ENG	DF,MF	Sheffield Weds	26	1993	18.9	7	1	1	28	31	1	26	17	34			0	Matches
491	Clarke Oduor	ke KEN	DF,MF	Barnsley	20	1999	10.5	1	0	0	4	6	1	36	15	21			0	Matches
492	Jaakko Oksanen	fi FIN	MF	Brentford	18	2000	0.0	0	0	0	0	0	0	0	0	0			0	Matches
493	Michael Olise	fr FRA	MF	Reading	17	2001	12.6	0	0	0	9	26	2	36	14	14			0	Matches
494	Josh Onomah	eng ENG	MF	Fulham	22	1997	19.9	3	0	0	42	17	2	15	18	37			0	Matches
495	Bright Osayi-Samuel	ng NGA	MF,FW	QPR	21	1997	32.9	9	0	0	55	69	21	45	12	18			0	Matches
496	Deji Oshilaja	eng ENG	DF,MF	Charlton Athletic	26	1993	17.6	6	0	0	28	19	1	30	17	17			0	Matches
497	Gabriel Osho	ng NGA	DF	Reading	20	1998	3.9	1	0	0	9	1	0	16	1	4			0	Matches
498	Aramide Oteh	eng ENG	MF	QPR	20	1998	2.1	0	0	0	2	4	0	1	1	1			0	Matches
499	Erhun Oztumer		FW,MF	Charlton Athletic	28	1991	8.8	0	0	0	8	22	0	24	6	4			0	Matches
500	Marlon Pack	eng ENG	MF	Cardiff City	28	1991	31.6	4	0	0	61	22	0	72	36	36			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
501	Marlon Pack	eng ENG	MF	Bristol City	28	1991	1.0	1	0	0	1	1	0	0	3	0			0	Matches
502	Kasey Palmer	jm JAM	MF	Bristol City	22	1996	11.8	5	0	0	16	25	2	10	9	23			0	Matches
503	Liam Palmer	sct SCO	DF	Sheffield Weds	27	1991	31.9	2	1	0	32	27	1	49	54	35			0	Matches
504	Romal Palmer	eng ENG	MF	Barnsley	19	1999	1.9	0	0	0	2	6	0	2	4	1			0	Matches
505	Callum Paterson	sct SCO	FW,MF	Cardiff City	24	1994	19.9	2	0	0	60	26	7	19	3	9			1	Matches
506	Jamie Paterson	eng ENG	MF	Derby County	27	1991	5.5	0	0	0	5	12	3	12	5	5			0	Matches
507	Jamie Paterson	eng ENG	MF	Bristol City	27	1991	15.1	2	0	0	9	21	2	67	17	21			0	Matches
508	Alex Pearce	ie IRL	DF	Millwall	30	1988	26.2	0	0	0	8	9	1	2	22	4			0	Matches
509	Jason Pearce	eng ENG	DF	Charlton Athletic	31	1987	34.7	4	0	0	34	35	9	2	30	16			0	Matches
510	Tom Pearce	eng ENG	DF	Wigan Athletic	21	1998	4.0	0	0	0	2	6	0	16	6	6			0	Matches
511	Aynsley Pears	eng ENG	GK	Middlesbrough	21	1998	24.0	0	0	0	0	5	0	0	1	0			0	Matches
512	Ben Pearson	eng ENG	MF	Preston	24	1995	37.0	9	0	0	44	52	0	16	46	48			0	Matches
513	Matty Pearson	eng ENG	DF	Luton Town	25	1993	40.7	2	0	0	40	47	2	16	46	34			2	Matches
514	Kristian Pedersen	dk DEN	DF	Birmingham City	24	1994	44.0	2	0	0	36	21	3	92	74	69			0	Matches
515	Pelé	gw GNB	MF	Reading	27	1991	24.1	6	0	0	27	20	0	28	18	30			0	Matches
516	Lee Peltier	eng ENG	DF	Cardiff City	32	1986	24.0	3	0	0	17	12	0	14	29	23			1	Matches
517	Joey Pelupessy	id IDN	MF	Sheffield Weds	26	1993	10.4	3	0	0	26	4	1	8	16	22			0	Matches
518	Matthew Pennington	eng ENG	DF	Hull City	24	1994	12.3	1	0	0	13	18	0	17	30	14			0	Matches
519	Matheus Pereira	br BRA	MF,FW	West Brom	23	1996	37.4	5	0	0	56	115	9	201	30	30			0	Matches
520	Pedro Pereira	pt POR	MF,DF	Bristol City	21	1998	13.9	3	0	0	15	7	0	49	19	22			0	Matches
521	Kristoffer Peterson	se SWE	MF	Swansea City	24	1994	3.9	0	0	0	9	6	1	17	0	0			0	Matches
522	Dillon Phillips	eng ENG	GK	Charlton Athletic	24	1995	46.0	6	0	0	1	8	0	0	0	0			2	Matches
523	Kalvin Phillips	eng ENG	MF	Leeds United	23	1995	36.1	9	1	0	57	53	0	255	48	63			0	Matches
524	Matt Phillips	sct SCO	MF	West Brom	28	1991	26.9	5	0	0	26	11	4	241	11	25			0	Matches
525	Anthony Pilkington	ie IRL	MF	Wigan Athletic	31	1988	8.1	2	0	0	8	6	1	39	7	10			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
526	Daniel Pinillos	es ESP	DF	Barnsley	26	1992	1.7	0	0	0	2	1	0	8	7	4			0	Matches
527	Ethan Pinnock	jm JAM	DF	Brentford	26	1993	33.8	1	0	0	17	14	0	3	49	28			0	Matches
528	Brad Potts	eng ENG	MF	Preston	25	1994	15.1	1	0	0	15	9	1	32	9	15			0	Matches
529	Dan Potts	eng ENG	DF	Luton Town	25	1994	30.4	10	0	0	34	24	6	59	37	25			1	Matches
530	Ian Poveda	eng ENG	MF	Leeds United	19	2000	1.4	0	0	0	1	2	2	4	0	0			0	Matches
531	Nick Powell	eng ENG	MF	Stoke City	25	1994	20.8	4	1	1	41	64	2	41	27	34			0	Matches
532	Darren Pratley	jm JAM	MF,DF	Charlton Athletic	34	1985	31.2	11	0	0	47	49	0	14	67	40			0	Matches
533	Alex Pritchard	eng ENG	MF,FW	Huddersfield	26	1993	10.7	0	0	0	8	28	1	56	6	11			0	Matches
534	Marc Pugh	eng ENG	MF	QPR	32	1987	13.0	0	0	0	11	15	5	20	11	8			0	Matches
535	Ben Purrington	eng ENG	DF,MF	Charlton Athletic	23	1996	23.7	4	0	0	25	10	0	38	31	25			0	Matches
536	George Pușcaș	ro ROU	FW	Reading	23	1996	28.1	5	0	0	52	32	18	14	2	5			0	Matches
537	Rekeil Pyke	eng ENG	FW,MF	Huddersfield	21	1997	0.0	0	0	0	1	1	0	0	0	1			0	Matches
538	Collin Quaner	de GER	FW	Huddersfield	28	1991	0.8	1	0	0	2	0	0	0	0	3			0	Matches
539	Luka Racic	dk DEN	DF	Brentford	20	1999	2.6	0	0	0	1	0	0	0	2	1			0	Matches
540	Joe Rafferty	ie IRL	DF	Preston	25	1993	27.5	2	1	0	20	23	0	61	32	23			0	Matches
541	Joe Ralls	eng ENG	MF	Cardiff City	25	1993	24.6	5	0	0	44	16	1	113	12	29			0	Matches
542	Darren Randolph	ie IRL	GK	Middlesbrough	32	1987	14.0	1	0	0	0	1	0	0	0	0			0	Matches
543	Àngel Rangel	es ESP	DF	QPR	36	1982	18.4	6	0	0	21	2	1	22	21	22			0	Matches
544	Joe Rankin-Costello	eng ENG	DF,MF	Blackburn	20	1999	7.7	1	0	0	9	7	0	16	13	9			0	Matches
545	David Raya	es ESP	GK	Brentford	23	1995	46.0	0	0	0	2	14	0	1	0	2			1	Matches
546	Glen Rea	ie IRL	MF	Luton Town	24	1994	12.5	8	0	0	26	11	0	1	32	14			0	Matches
547	Adam Reach	eng ENG	MF	Sheffield Weds	26	1993	26.0	5	0	0	21	11	8	82	13	27			0	Matches
548	Tim Ream	us USA	DF	Fulham	31	1987	43.9	0	0	0	16	20	1	1	30	15			0	Matches
549	Harrison Reed	eng ENG	MF	Fulham	24	1995	20.2	6	1	1	23	31	0	18	33	26			0	Matches
550	Jayden Reid	eng ENG	FW	Birmingham City	18	2001	0.9	0	0	0	0	2	0	1	0	0			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
551	Jordan Rhodes	sct SCO	FW	Sheffield Weds	29	1990	7.6	1	0	0	10	9	8	5	2	2			0	Matches
552	Yuri Ribeiro	pt POR	DF,MF	Nottingham	22	1997	26.5	5	0	0	24	56	2	57	28	26			0	Matches
553	Jazz Richards	wls WAL	DF	Cardiff City	28	1991	10.5	4	0	0	8	6	1	19	16	14			0	Matches
554	Omar Richards	eng ENG	MF,DF	Reading	21	1998	23.2	2	0	0	40	27	1	58	30	41			0	Matches
555	Andy Rinomhota	zw ZIM	MF	Reading	22	1997	28.7	4	0	0	40	71	0	12	29	48			0	Matches
556	Marcel Ritzmaier	at AUT	MF	Barnsley	26	1993	11.7	0	0	0	21	14	1	62	7	17			0	Matches
557	Connor Roberts	wls WAL	DF,MF	Swansea City	23	1995	32.6	2	0	0	19	62	6	76	35	26			0	Matches
558	Gary Roberts	eng ENG	MF	Wigan Athletic	35	1984	3.3	0	0	0	4	7	1	22	1	3			0	Matches
559	Marc Roberts	eng ENG	DF	Birmingham City	29	1990	32.4	6	0	0	24	8	2	16	58	21			0	Matches
560	Patrick Roberts	eng ENG	MF,FW	Middlesbrough	22	1997	6.8	1	0	0	7	14	0	41	1	3			0	Matches
561	Tyler Roberts	wls WAL	MF	Leeds United	20	1999	12.1	1	0	0	9	22	3	11	6	7			0	Matches
562	Antonee Robinson	us USA	DF	Wigan Athletic	21	1997	37.2	8	0	0	31	42	0	130	77	58			0	Matches
563	Callum Robinson	ie IRL	FW,MF	West Brom	24	1995	9.5	1	0	0	2	7	5	35	8	5			0	Matches
564	Jack Robinson	eng ENG	DF	Nottingham	25	1993	16.3	3	0	0	17	17	3	35	15	29			0	Matches
565	Hal Robson-Kanu	wls WAL	FW	West Brom	30	1989	25.7	5	0	0	36	36	16	26	3	4			0	Matches
566	Marek Rodák	sk SVK	GK	Fulham	22	1996	32.2	3	1	0	4	3	0	0	0	0			0	Matches
567	Joe Rodon	wls WAL	DF	Swansea City	21	1997	19.9	2	0	0	13	14	0	0	31	13			0	Matches
568	Rodri	es ESP	FW	Bristol City	29	1990	1.7	1	0	0	6	3	2	2	0	0			0	Matches
569	Mads Roerslev	dk DEN	DF,MF	Brentford	20	1999	5.5	1	0	0	3	7	0	26	5	7			0	Matches
570	Mahlon Romeo	ag ATG	DF,MF	Millwall	23	1995	41.6	5	0	0	37	81	2	116	33	73			0	Matches
571	Wayne Rooney	eng ENG	MF	Derby County	33	1985	19.3	1	0	0	10	18	1	66	11	10			0	Matches
572	Kelle Roos	nl NED	GK	Derby County	27	1992	21.2	0	0	0	0	3	0	0	0	1			0	Matches
573	Joe Rothwell	eng ENG	MF	Blackburn	24	1995	21.1	3	0	0	15	20	1	37	21	18			0	Matches
574	Wayne Routledge	eng ENG	MF,FW	Swansea City	34	1985	10.6	1	0	0	17	18	11	25	6	11			0	Matches
575	Aaron Rowe	eng ENG	MF	Huddersfield	18	2000	0.5	0	0	0	3	1	0	0	0	0			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
576	Tommy Rowe	eng ENG	MF,DF	Bristol City	30	1988	24.0	4	0	0	28	15	1	51	58	18			0	Matches
577	Declan Rudd	eng ENG	GK	Preston	28	1991	46.0	3	0	0	2	10	0	0	0	1			1	Matches
578	Pelly Ruddock Mpanzu	cd COD	MF	Luton Town	26	1993	40.4	6	0	0	40	64	2	36	51	23			0	Matches
579	Samuel Şahin-Radlinger	at AUT	GK	Barnsley	26	1992	18.0	0	0	0	0	7	0	0	1	2			0	Matches
580	Brice Samba	fr FRA	GK	Nottingham	25	1994	40.0	7	0	0	0	7	0	0	1	0			0	Matches
581	Dominic Samuel	eng ENG	FW,MF	Blackburn	25	1994	7.0	1	0	0	12	13	2	3	1	1			0	Matches
582	Martin Samuelsen	no NOR	MF	Hull City	22	1997	3.2	0	0	0	10	10	0	3	2	3			0	Matches
583	Dion Sanderson	eng ENG	DF	Cardiff City	19	1999	8.3	2	0	0	9	5	1	14	13	7			0	Matches
584	Mouhamadou-Naby Sarr	fr FRA	DF	Charlton Athletic	25	1993	24.7	3	0	0	13	10	4	7	42	13			0	Matches
585	George Saville	nir NIR	MF	Middlesbrough	26	1993	27.7	9	1	0	54	33	3	27	37	33			0	Matches
586	Romaine Sawyers	kn SKN	MF	West Brom	27	1991	41.3	10	1	0	48	69	0	7	24	46			0	Matches
587	Christopher Schindler	de GER	DF	Huddersfield	29	1990	45.0	3	0	0	41	46	0	0	43	44			0	Matches
588	Patrick Schmidt	at AUT	FW	Barnsley	21	1998	4.9	0	0	0	3	0	6	2	1	0			0	Matches
589	Ryan Schofield	eng ENG	GK	Huddersfield	19	1999	1.0	0	0	0	0	0	0	0	0	0			0	Matches
590	James Scott	sct SCO	MF,FW	Hull City	18	2000	3.1	0	0	0	1	4	4	5	0	0			0	Matches
591	Josh Scowen	eng ENG	MF	QPR	26	1993	9.8	3	0	0	18	21	0	10	9	18			0	Matches
592	Steve Seddon	eng ENG	DF	Birmingham City	21	1997	2.5	1	0	0	1	2	0	4	2	1			0	Matches
593	Alfa Semedo	gw GNB	MF	Nottingham	21	1997	11.2	2	0	0	24	14	1	16	8	18			0	Matches
594	Antoine Semenyo	gh GHA	FW	Bristol City	19	2000	3.4	0	0	0	9	1	3	0	1	4			0	Matches
595	Steven Sessegnon	eng ENG	DF	Fulham	19	2000	7.9	2	0	0	10	7	1	12	9	9			0	Matches
596	Jamie Shackleton	eng ENG	MF	Leeds United	19	1999	5.3	0	0	0	6	4	1	0	1	4			0	Matches
597	Liam Shaw	eng ENG	MF	Sheffield Weds	18	2001	0.8	0	0	0	2	0	0	0	1	3			0	Matches
598	Ryan Shawcross	eng ENG	DF	Stoke City	31	1987	3.4	1	0	0	4	1	1	3	6	1			0	Matches
599	James Shea	eng ENG	GK	Luton Town	28	1991	13.0	0	0	0	0	3	0	0	0	1			0	Matches
600	Alan Sheehan	ie IRL	MF,DF	Luton Town	32	1986	2.5	0	0	0	4	3	0	17	1	5			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
601	Andrew Shinnie	sct SCO	MF	Luton Town	30	1989	15.0	4	0	0	23	33	1	60	9	17			0	Matches
602	Graeme Shinnie	sct SCO	MF	Derby County	27	1991	12.9	8	0	0	26	23	0	17	20	28			0	Matches
603	Olamide Shodipo	ie IRL	MF,FW	QPR	22	1997	3.5	0	0	0	5	10	0	19	2	2			0	Matches
604	Ryan Shotton	eng ENG	DF	Middlesbrough	30	1988	19.3	3	0	0	12	15	0	3	27	22			0	Matches
605	Toby Sibbick	ug UGA	DF,MF	Barnsley	20	1999	16.8	3	0	0	19	4	1	15	19	24			0	Matches
606	Louie Sibley	eng ENG	MF	Derby County	17	2001	8.1	5	1	0	22	14	1	8	3	7			0	Matches
607	Leonardo da Silva Lopes	pt POR	MF,DF	Hull City	20	1998	34.1	5	0	0	39	41	1	36	54	46			0	Matches
608	Tiago Silva	pt POR	MF	Nottingham	26	1993	33.7	7	0	0	55	64	0	161	31	30			0	Matches
609	Elliot Simoes	ao ANG	MF,FW	Barnsley	19	1999	7.0	2	0	0	14	18	0	5	5	7			0	Matches
610	Danny Simpson	eng ENG	DF	Huddersfield	32	1987	22.1	4	0	0	29	15	0	33	37	22			0	Matches
611	Scott Sinclair	eng ENG	MF	Preston	30	1989	9.9	0	0	0	6	12	6	6	3	6			0	Matches
612	Jiří Skalák	cz CZE	MF	Millwall	27	1992	4.0	1	0	0	8	8	0	10	4	2			0	Matches
613	Simon Sluga	hr CRO	GK	Luton Town	26	1993	33.0	1	0	0	1	3	0	0	0	2			0	Matches
614	Brad Smith	au AUS	DF,MF	Cardiff City	25	1994	0.2	0	0	0	0	0	0	0	1	0			0	Matches
615	Jordan Smith	eng ENG	GK	Nottingham	24	1994	2.0	0	0	0	0	0	0	0	0	0			0	Matches
616	Korey Smith	eng ENG	MF	Bristol City	28	1991	18.7	4	0	0	24	32	0	5	20	15			0	Matches
617	Matt Smith	eng ENG	FW	Millwall	30	1989	21.5	3	0	0	42	23	22	1	1	8			0	Matches
618	Matthew Smith	wls WAL	MF	Charlton Athletic	19	1999	0.7	1	0	0	1	0	0	1	0	0			0	Matches
619	Matthew Smith	wls WAL	MF	QPR	19	1999	2.2	0	0	0	0	3	0	0	4	1			0	Matches
620	Emile Smith Rowe	eng ENG	MF	Huddersfield	19	2000	13.1	1	0	0	5	17	0	33	12	3			0	Matches
621	Tommy Smith	eng ENG	DF	Stoke City	27	1992	27.9	5	0	0	29	38	1	108	35	47			0	Matches
622	Alex Smithies	eng ENG	GK	Cardiff City	29	1990	30.0	1	0	0	0	2	0	0	0	2			0	Matches
623	Michael Sollbauer	at AUT	DF	Barnsley	29	1990	17.0	5	0	0	26	13	1	3	42	15			1	Matches
624	Chris Solly	eng ENG	DF,MF	Charlton Athletic	28	1991	11.9	2	0	0	8	8	0	23	19	8			0	Matches
625	Samba Sow	ml MLI	MF	Nottingham	30	1989	18.6	9	0	0	49	28	1	3	28	52			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
626	Djed Spence	eng ENG	MF,DF	Middlesbrough	18	2000	17.1	2	0	0	15	14	3	46	15	19			0	Matches
627	Jay Stansfield	eng ENG	FW,MF	Fulham	16	2002	0.0	0	0	0	1	0	0	0	0	0			0	Matches
628	Richard Stearman	eng ENG	DF	Huddersfield	31	1987	16.4	2	0	0	12	14	1	6	6	5			1	Matches
629	Dujon Sterling	eng ENG	DF	Wigan Athletic	19	1999	6.8	1	0	0	8	6	0	27	25	6			0	Matches
630	Jordan Stevens	eng ENG	MF	Leeds United	19	2000	0.6	0	0	0	1	0	0	2	0	0			0	Matches
631	Kevin Stewart	jm JAM	MF	Hull City	25	1993	21.9	4	0	0	63	26	0	3	44	54			0	Matches
632	Jayden Stockley	eng ENG	FW	Preston	25	1993	12.8	5	0	0	42	16	9	7	1	3			0	Matches
633	Dejan Stojanović	at AUT	GK	Middlesbrough	26	1993	8.0	0	0	0	0	2	0	0	0	0			0	Matches
634	Jordan Storey	eng ENG	DF	Preston	21	1997	8.1	0	0	0	8	5	0	0	18	7			0	Matches
635	Pascal Struijk	nl NED	MF	Leeds United	19	1999	2.4	1	0	0	5	2	0	0	7	4			0	Matches
636	Callum Styles	hu HUN	MF	Barnsley	19	2000	7.5	1	0	0	13	16	2	20	13	14			0	Matches
637	Ivan Šunjić	ba BIH	MF	Birmingham City	22	1996	36.3	9	0	0	81	24	0	18	58	52			0	Matches
638	Sam Surridge	eng ENG	FW	Swansea City	21	1998	8.7	0	0	0	12	15	7	5	1	2			0	Matches
639	John Swift	eng ENG	MF	Reading	24	1995	37.5	6	1	1	45	53	1	199	41	32			0	Matches
640	Sammie Szmodics	ie IRL	FW	Bristol City	23	1995	1.2	0	0	0	1	1	0	3	1	0			0	Matches
641	Lasse Sørensen	dk DEN	MF	Stoke City	19	1999	2.0	0	0	0	4	1	1	8	1	2			0	Matches
642	Ryan Tafazolli	eng ENG	DF	Hull City	27	1991	9.1	0	0	0	6	6	2	2	14	7			0	Matches
643	Marcus Tavernier	eng ENG	MF,FW	Middlesbrough	20	1999	28.2	4	0	0	33	54	0	90	11	47			0	Matches
644	Lyle Taylor	ms MSR	FW	Charlton Athletic	29	1990	17.8	4	0	0	37	32	11	38	6	3			0	Matches
645	Matty Taylor	eng ENG	FW	Bristol City	29	1990	0.1	1	0	0	2	0	0	0	0	1			0	Matches
646	Mamadou Thiam	sn SEN	MF,FW	Barnsley	24	1995	3.7	0	0	0	3	1	3	14	0	4			0	Matches
647	Luke Thomas	eng ENG	MF	Barnsley	20	1999	25.7	5	0	0	34	30	2	53	16	52			0	Matches
648	Ben Thompson	eng ENG	MF	Millwall	23	1995	20.4	5	0	0	20	50	2	30	23	20			0	Matches
649	Dominic Thompson	eng ENG	DF,MF	Brentford	19	2000	0.1	0	0	0	0	0	0	0	0	1			0	Matches
650	Jordan Thompson	nir NIR	MF	Stoke City	22	1997	6.9	2	0	0	10	18	0	37	8	8			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
651	Harry Toffolo	eng ENG	DF	Huddersfield	23	1995	19.0	2	0	0	20	24	0	83	20	23			0	Matches
652	Lee Tomlin	eng ENG	MF	Cardiff City	30	1989	24.0	8	0	0	42	57	5	36	16	12			0	Matches
653	Jon Toral	es ESP	MF	Hull City	24	1995	6.8	2	0	0	13	8	0	16	4	8			0	Matches
654	Conor Townsend	eng ENG	DF	West Brom	26	1993	21.1	4	0	0	21	24	3	60	33	40			0	Matches
655	Lewis Travis	eng ENG	MF	Blackburn	21	1997	38.4	13	0	0	66	88	0	28	41	68			0	Matches
656	Connal Trueman	eng ENG	GK	Birmingham City	23	1996	10.0	0	0	0	0	1	0	0	0	0			0	Matches
657	Ryan Tunnicliffe	eng ENG	MF	Luton Town	26	1992	36.0	3	0	0	18	18	1	15	33	27			0	Matches
658	Josh Tymon	eng ENG	DF	Stoke City	20	1999	0.9	1	0	0	1	0	0	4	1	3			0	Matches
659	Osaze Urhoghide	nl NED	DF	Sheffield Weds	19	2000	2.0	2	1	1	5	1	0	0	5	7			0	Matches
660	Jack Vale	wls WAL	FW	Blackburn	18	2001	0.1	0	0	0	0	0	0	0	0	1			0	Matches
