Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
219	Corry Evans	nir NIR	MF	Blackburn	29	1990	9.6	4	0	0	18	18	0	7	14	11			1	Matches
220	George Evans	eng ENG	MF,DF	Derby County	24	1994	12.5	1	0	0	8	9	1	9	12	5			0	Matches
221	Lee Evans	wls WAL	MF	Wigan Athletic	25	1994	19.7	4	0	0	28	38	1	59	14	18			0	Matches
222	Eberechi Eze	eng ENG	MF	QPR	21	1998	45.1	3	0	0	31	104	4	149	20	31			0	Matches
223	Adam Federici	au AUS	GK	Stoke City	34	1985	7.0	0	0	0	0	1	0	0	0	0			0	Matches
224	Nathan Ferguson	eng ENG	DF	West Brom	18	2000	19.4	5	1	0	31	28	0	17	19	34			0	Matches
225	Shane Ferguson	nir NIR	MF,DF	Millwall	28	1991	19.1	4	1	1	6	21	2	112	10	12			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
226	Miguel Fernández	es ESP	MF	Birmingham City	18	2000	0.0	0	0	0	0	0	0	0	0	0			0	Matches
227	Sam Field	eng ENG	MF	Charlton Athletic	21	1998	8.7	1	0	0	10	8	1	6	21	19			0	Matches
228	Frank Fielding	eng ENG	GK	Millwall	31	1988	0.5	0	0	0	0	0	0	0	0	0			0	Matches
229	Tobias Figueiredo	pt POR	DF	Nottingham	25	1994	29.4	2	0	0	20	12	1	0	30	12			2	Matches
230	Darnell Fisher	eng ENG	DF	Preston	25	1994	25.4	10	1	0	47	67	2	103	34	45			0	Matches
231	Brandon Fleming	eng ENG	DF	Hull City	19	1999	4.0	0	0	0	2	8	0	5	5	12			0	Matches
232	Ashley Fletcher	eng ENG	FW	Middlesbrough	23	1995	36.0	5	0	0	72	45	17	22	9	23			1	Matches
233	Steven Fletcher	sct SCO	FW	Sheffield Weds	32	1987	22.4	6	0	0	53	29	17	2	7	12			0	Matches
234	Aden Flint	eng ENG	DF	Cardiff City	30	1989	25.4	2	0	0	22	20	8	1	16	12			0	Matches
235	Fernando Forestieri	it ITA	MF,FW	Sheffield Weds	29	1990	9.2	3	0	0	21	24	8	39	4	17			0	Matches
236	Adam Forshaw	eng ENG	MF	Leeds United	27	1991	6.5	3	0	0	14	12	1	4	1	5			0	Matches
237	Marcus Forss	fi FIN	FW,MF	Brentford	20	1999	0.4	0	0	0	1	0	0	0	0	0			0	Matches
238	Jake Forster-Caskey	eng ENG	MF,DF	Charlton Athletic	25	1994	6.5	3	0	0	10	6	1	25	8	7			0	Matches
239	Craig Forsyth	sct SCO	DF	Derby County	30	1989	19.4	2	0	0	11	7	1	25	32	15			0	Matches
240	Tariqe Fosu	gh GHA	FW	Brentford	23	1995	2.9	1	0	0	7	3	0	7	1	3			0	Matches
241	Danny Fox	sct SCO	DF	Wigan Athletic	33	1986	8.9	1	1	0	8	1	0	7	7	9			0	Matches
242	Morgan Fox	wls WAL	DF	Sheffield Weds	25	1993	23.6	3	0	0	24	7	0	78	34	32			0	Matches
243	George Friend	eng ENG	DF	Middlesbrough	31	1987	13.6	1	0	0	14	12	3	11	21	14			0	Matches
244	Dael Fry	eng ENG	DF	Middlesbrough	21	1997	35.4	2	0	0	15	23	1	4	35	28			0	Matches
245	Jay Fulton	sct SCO	MF	Swansea City	25	1994	27.1	10	0	0	54	16	2	31	45	43			0	Matches
246	Darnell Furlong	eng ENG	DF	West Brom	23	1995	25.0	5	0	0	35	33	2	123	24	21			0	Matches
247	Conor Gallagher	eng ENG	MF,FW	Charlton Athletic	19	2000	24.6	8	0	0	46	53	2	56	24	25			0	Matches
248	Conor Gallagher	eng ENG	MF	Swansea City	19	2000	18.5	3	0	0	29	41	1	37	16	15			0	Matches
249	Paul Gallagher	sct SCO	MF	Preston	34	1984	21.5	5	0	0	27	10	0	178	28	25			0	Matches
250	Sam Gallagher	eng ENG	FW,MF	Blackburn	23	1995	27.8	3	0	0	48	41	18	30	9	20			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
251	Brendan Galloway	zw ZIM	DF	Luton Town	23	1996	0.9	0	0	0	0	1	0	0	1	2			0	Matches
252	Gary Gardner	eng ENG	MF	Birmingham City	27	1992	27.8	13	0	0	41	45	3	16	28	30			1	Matches
253	Joe Garner	eng ENG	FW	Wigan Athletic	31	1988	9.8	5	1	0	28	25	12	3	1	5			0	Matches
254	Jordan Garrick	eng ENG	MF	Swansea City	21	1998	3.1	1	1	0	8	9	3	1	0	4			0	Matches
255	Joe Gelhardt	eng ENG	MF	Wigan Athletic	17	2002	4.7	2	0	0	7	20	1	12	1	0			0	Matches
256	Rudy Gestede	bj BEN	FW	Middlesbrough	30	1988	6.6	0	0	0	9	3	4	0	1	1			0	Matches
257	Kieran Gibbs	eng ENG	DF	West Brom	29	1989	10.9	1	0	0	8	3	0	22	17	7			0	Matches
258	Álvaro Giménez	es ESP	FW	Birmingham City	28	1991	13.3	5	0	0	31	21	10	3	6	10			0	Matches
259	Josh Ginnelly	eng ENG	FW,MF	Preston	22	1997	0.1	0	0	0	0	0	0	0	0	0			0	Matches
260	Robert Glatzel	de GER	FW	Cardiff City	25	1994	20.2	1	0	0	43	56	7	4	2	12			0	Matches
261	Nico Gordon	ms MSR	DF	Birmingham City	17	2002	0.8	1	0	0	0	1	1	0	2	2			0	Matches
262	Jon Gorenc Stanković	si SVN	DF	Huddersfield	23	1996	14.6	3	0	0	8	15	1	1	16	5			0	Matches
263	Robbie Gotts	eng ENG	MF	Leeds United	19	1999	0.1	0	0	0	0	0	0	1	0	1			0	Matches
264	Kamil Grabara	pl POL	GK	Huddersfield	20	1999	27.9	3	0	0	1	7	0	0	0	0			0	Matches
265	Lewis Grabban	eng ENG	FW	Nottingham	31	1988	43.5	2	0	0	46	17	43	21	5	6			0	Matches
266	Danny Graham	eng ENG	FW	Blackburn	33	1985	16.6	0	0	0	22	12	15	4	0	3			0	Matches
267	Karlan Grant	eng ENG	MF,FW	Huddersfield	21	1997	41.1	3	0	0	22	37	15	157	16	10			0	Matches
268	André Green	eng ENG	FW,MF	Preston	21	1998	1.0	0	0	0	1	0	0	2	0	1			0	Matches
269	André Green	eng ENG	FW,MF	Charlton Athletic	21	1998	8.4	1	0	0	12	12	1	23	1	2			0	Matches
270	Jordan Green	eng ENG	FW,MF	Barnsley	24	1995	0.6	0	0	0	0	0	0	0	1	2			0	Matches
271	Lee Gregory	eng ENG	FW	Stoke City	30	1988	23.1	1	0	0	41	50	16	18	7	11			0	Matches
272	Matt Grimes	eng ENG	MF	Swansea City	24	1995	46.0	6	0	0	37	55	1	195	69	74			0	Matches
273	Kamil Grosicki	pl POL	MF	Hull City	31	1988	26.3	3	0	0	9	16	5	154	14	6			0	Matches
274	Kamil Grosicki	pl POL	MF	West Brom	31	1988	5.5	0	0	0	5	2	3	37	1	3			0	Matches
275	Joe Gubbins	eng ENG	DF	QPR	17	2001	0.0	0	0	0	0	0	0	0	0	0			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
276	Marc Guéhi	eng ENG	DF	Swansea City	19	2000	11.1	1	0	0	5	14	0	0	26	6			0	Matches
277	Chris Gunter	wls WAL	DF,MF	Reading	30	1989	17.5	2	0	0	10	10	0	38	12	22			0	Matches
278	Florent Hadergjonaj	xk KVX	DF	Huddersfield	25	1994	15.6	4	0	0	10	8	0	50	14	17			0	Matches
279	Grant Hall	eng ENG	DF	QPR	27	1991	30.0	5	0	0	18	7	1	2	41	18			0	Matches
280	Aapo Halme	fi FIN	DF,MF	Barnsley	21	1998	25.5	9	0	0	49	30	2	1	42	29			0	Matches
281	Ben Hamer	eng ENG	GK	Derby County	31	1987	24.8	2	0	0	1	5	0	0	1	0			0	Matches
282	Marco Harboe Ramkilde	dk DEN	FW	QPR	21	1998	0.4	0	0	0	0	0	0	1	1	0			0	Matches
283	Wes Harding	jm JAM	DF,MF	Birmingham City	22	1996	8.4	2	0	0	8	6	1	10	19	5			1	Matches
284	Rekeem Harper	eng ENG	MF	West Brom	19	2000	4.2	0	0	0	4	5	0	5	1	4			0	Matches
285	Kian Harratt	eng ENG	FW	Huddersfield	17	2002	0.2	0	0	0	2	0	0	0	0	0			0	Matches
286	Kadeem Harris	eng ENG	MF,FW	Sheffield Weds	26	1993	37.5	4	0	0	36	53	3	154	19	24			0	Matches
287	Jack Harrison	eng ENG	MF	Leeds United	22	1996	42.2	1	0	0	38	52	16	211	21	31			0	Matches
288	Josh Harrop	eng ENG	MF	Preston	23	1995	16.2	4	0	0	34	23	2	53	15	17			0	Matches
289	Michael Hector	jm JAM	DF	Fulham	27	1992	20.0	2	0	0	21	6	0	6	13	21			0	Matches
290	Jahmal Hector-Ingram	eng ENG	FW	Derby County	20	1998	0.1	0	0	0	0	0	0	0	0	0			0	Matches
291	Ahmed Hegazi	eg EGY	DF	West Brom	28	1991	13.6	4	1	1	20	7	2	5	14	16			0	Matches
292	Tomer Hemed	il ISR	FW	Charlton Athletic	32	1987	8.9	1	0	0	22	10	4	5	1	7			0	Matches
293	Markus Henriksen	no NOR	MF	Bristol City	27	1992	3.5	0	0	0	8	4	0	5	5	4			0	Matches
294	Rico Henry	jm JAM	DF,MF	Brentford	22	1997	44.8	5	0	0	41	55	2	100	47	51			0	Matches
295	Pablo Hernández	es ESP	MF	Leeds United	34	1985	27.7	6	0	0	21	21	4	112	18	29			1	Matches
296	Scott High	sct SCO	MF	Huddersfield	18	2001	0.2	0	0	0	0	0	0	0	0	1			0	Matches
297	Scott Hogan	ie IRL	FW	Stoke City	27	1992	4.8	0	0	0	5	5	2	3	0	0			0	Matches
298	Scott Hogan	ie IRL	FW	Birmingham City	27	1992	14.2	0	0	0	13	6	16	10	1	0			0	Matches
299	Jonathan Hogg	eng ENG	MF	Huddersfield	30	1988	33.5	12	0	0	50	41	0	3	40	52			0	Matches
300	Junior Hoilett	ca CAN	MF,FW	Cardiff City	29	1990	27.5	6	0	0	40	45	11	101	28	34			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
301	Duane Holmes	us USA	MF	Derby County	24	1994	27.4	8	0	0	39	39	3	48	22	43			0	Matches
302	Lewis Holtby	de GER	MF,FW	Blackburn	28	1990	14.4	0	0	0	19	31	0	28	4	21			0	Matches
303	George Honeyman	eng ENG	MF	Hull City	24	1994	22.9	8	0	0	40	46	6	71	15	24			0	Matches
304	Jonny Howson	eng ENG	DF,MF	Middlesbrough	31	1988	40.6	10	1	1	41	29	1	72	57	51			1	Matches
305	Tom Huddlestone	eng ENG	MF	Derby County	32	1986	10.5	2	0	0	15	6	0	1	10	8			0	Matches
306	Andrew Hughes	wls WAL	DF	Preston	27	1992	27.6	2	0	0	30	14	0	63	32	24			0	Matches
307	Jordan Hugill	eng ENG	FW	QPR	27	1992	31.5	10	0	0	71	56	19	9	0	4			0	Matches
308	Alex Hunt	eng ENG	MF	Sheffield Weds	19	2000	2.1	1	0	0	3	2	0	1	2	2			0	Matches
309	Jack Hunt	eng ENG	DF,MF	Bristol City	28	1990	27.7	6	0	0	22	27	1	94	35	34			0	Matches
310	Paul Huntington	eng ENG	DF	Preston	31	1987	8.5	2	0	0	11	9	0	0	15	2			0	Matches
311	Sam Hutchinson	eng ENG	MF	Sheffield Weds	29	1989	19.9	10	0	0	47	9	2	16	34	37			0	Matches
312	Shaun Hutchinson	eng ENG	DF	Millwall	28	1990	36.0	4	0	0	29	25	3	13	75	38			1	Matches
313	Danny Hylton	eng ENG	FW	Luton Town	30	1989	2.8	1	0	0	5	8	6	2	0	0			0	Matches
314	Tom Ince	eng ENG	MF,FW	Stoke City	27	1992	30.0	1	0	0	24	62	8	54	27	26			0	Matches
315	Matt Ingram	eng ENG	GK	Hull City	25	1993	1.0	0	0	0	0	0	0	0	0	0			0	Matches
316	Dominic Iorfa	eng ENG	DF	Sheffield Weds	24	1995	39.1	4	0	0	62	37	1	6	54	57			0	Matches
317	Jackson Irvine	au AUS	MF	Hull City	26	1993	33.6	6	0	0	45	26	4	15	47	34			0	Matches
318	Michael Jacobs	eng ENG	MF	Wigan Athletic	27	1991	18.7	1	0	0	33	31	3	42	20	21			0	Matches
319	Pontus Jansson	se SWE	DF	Brentford	28	1991	33.7	5	0	0	28	16	3	0	39	16			0	Matches
320	Sylvester Jasper	bg BUL	FW,MF	Fulham	17	2001	0.1	0	0	0	0	0	0	0	0	0			0	Matches
321	Julian Jeanvier	gn GUI	DF	Brentford	27	1992	24.5	2	1	0	33	10	1	0	30	30			0	Matches
322	Carl Jenkinson	eng ENG	DF,MF	Nottingham	27	1992	6.9	3	0	0	10	2	1	17	6	7			0	Matches
323	Mathias Jensen	dk DEN	MF	Brentford	23	1996	27.5	2	0	0	21	26	0	158	21	15			0	Matches
324	Lucas João	ao ANG	FW	Reading	25	1993	13.2	1	0	0	19	20	7	0	1	7			0	Matches
325	Lucas João	ao ANG	FW	Sheffield Weds	25	1993	0.1	0	0	0	1	3	0	0	1	0			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
326	Stefan Johansen	no NOR	MF	Fulham	28	1991	18.8	3	0	0	18	30	4	31	13	12			0	Matches
327	Declan John	wls WAL	DF,MF	Swansea City	24	1995	0.2	0	0	0	0	0	0	2	0	0			0	Matches
328	Bradley Johnson	eng ENG	MF	Blackburn	32	1987	25.3	4	0	0	47	41	3	18	31	24			1	Matches
329	Brennan Johnson	wls WAL	MF	Nottingham	18	2001	1.2	0	0	0	4	5	0	2	1	1			0	Matches
330	Daniel Johnson	jm JAM	MF	Preston	26	1992	30.6	3	0	0	29	20	4	59	26	34			0	Matches
331	Marvin Johnson	eng ENG	MF,DF	Middlesbrough	28	1990	29.0	4	1	0	40	41	3	185	24	37			0	Matches
332	Sam Johnstone	eng ENG	GK	West Brom	26	1993	46.0	1	0	0	1	1	0	0	0	0			2	Matches
333	Jamie Jones	eng ENG	GK	Wigan Athletic	30	1989	7.0	0	0	0	1	2	0	0	0	0			0	Matches
334	Lloyd Jones	eng ENG	DF	Luton Town	23	1995	1.2	0	0	0	1	1	0	0	2	0			0	Matches
335	Florian Jozefzoon	sr SUR	MF,FW	Derby County	28	1991	7.2	2	0	0	12	8	3	23	2	5			0	Matches
336	Mads Juel Andersen	dk DEN	DF	Barnsley	21	1997	36.3	9	0	0	49	31	1	2	96	23			0	Matches
337	Lukas Jutkiewicz	eng ENG	FW	Birmingham City	30	1989	42.7	5	0	0	104	65	23	43	10	17			0	Matches
338	Elias Kachunga	cd COD	MF,FW	Huddersfield	27	1992	29.2	4	0	0	62	39	3	37	13	28			0	Matches
339	Osman Kakay	sl SLE	DF,MF	QPR	21	1997	6.9	1	0	0	8	5	0	19	6	7			0	Matches
340	Tomáš Kalas	cz CZE	DF	Bristol City	26	1993	22.3	2	0	0	6	30	0	4	42	15			1	Matches
341	Aldo Kalulu	cd COD	MF	Swansea City	23	1996	5.2	2	0	0	10	3	4	12	7	3			0	Matches
342	Aboubakar Kamara	mr MTN	FW,MF	Fulham	24	1995	10.2	2	0	0	17	10	2	28	1	8			0	Matches
343	Herbie Kane	eng ENG	MF	Hull City	20	1998	5.1	0	0	0	3	6	0	27	8	4			0	Matches
344	Todd Kane	eng ENG	DF	QPR	25	1993	22.7	3	0	0	27	7	4	78	21	29			0	Matches
345	Nikos Karelis	gr GRE	FW	Brentford	27	1992	1.0	0	0	0	0	1	1	1	0	1			0	Matches
346	Beram Kayal	il ISR	MF	Charlton Athletic	31	1988	2.4	2	0	0	6	2	0	4	0	3			0	Matches
347	Neeskens Kebano	cd COD	MF,FW	Fulham	27	1992	6.5	3	1	1	11	13	2	43	3	10			0	Matches
348	Liam Kelly	sct SCO	GK	QPR	23	1996	19.0	0	0	0	1	1	0	0	0	1			0	Matches
349	Richard Keogh	ie IRL	DF	Derby County	32	1986	8.0	2	0	0	6	8	1	3	4	8			0	Matches
350	Maikel Kieftenbeld	nl NED	MF	Birmingham City	29	1990	2.6	1	0	0	6	0	0	4	2	2			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
351	Andy King	wls WAL	MF	Huddersfield	30	1988	6.6	0	0	0	7	4	1	4	5	9			0	Matches
352	Stephen Kingsley	sct SCO	DF	Hull City	25	1994	7.0	3	0	0	10	4	0	15	5	9			0	Matches
353	Peter Kioso	cd COD	DF,MF	Luton Town	20	1998	0.0	0	0	0	0	0	0	0	0	0			0	Matches
354	Cédric Kipré	ci CIV	DF	Wigan Athletic	22	1996	32.4	10	1	1	35	31	1	4	58	37			0	Matches
355	Mateusz Klich	pl POL	MF	Leeds United	29	1990	42.2	8	0	0	68	29	9	93	20	55			0	Matches
356	Jason Knight	ie IRL	MF	Derby County	18	2001	20.1	5	0	0	40	38	2	30	20	23			0	Matches
357	Anthony Knockaert	fr FRA	FW,MF	Fulham	27	1991	31.5	6	0	0	36	33	11	227	20	18			0	Matches
358	Terence Kongolo	nl NED	DF	Huddersfield	25	1994	9.7	0	0	0	12	12	1	13	14	14			1	Matches
359	Terence Kongolo	nl NED	DF	Fulham	25	1994	0.1	0	0	0	0	0	0	0	1	0			0	Matches
360	Josh Koroma	sl SLE	MF	Huddersfield	20	1998	3.3	0	0	0	3	4	1	8	0	4			0	Matches
361	Filip Krovinović	hr CRO	MF	West Brom	23	1995	25.5	3	0	0	21	45	3	47	24	21			0	Matches
362	Rajiv van La Parra	nl NED	MF	Huddersfield	28	1991	2.4	0	0	0	4	6	0	22	3	3			0	Matches
363	Luca de la Torre	us USA	MF	Fulham	21	1998	0.1	0	0	0	0	0	0	2	0	0			0	Matches
364	Callum Lang	eng ENG	FW,MF	Wigan Athletic	20	1998	0.4	0	0	0	0	1	0	0	0	0			0	Matches
365	George Lapslie	eng ENG	MF	Charlton Athletic	21	1997	5.0	3	0	0	5	6	0	4	4	14			0	Matches
366	Tom Lawrence	wls WAL	MF,FW	Derby County	25	1994	35.8	12	1	0	59	49	7	108	25	32			0	Matches
367	Maxime Le Marchand	fr FRA	DF	Fulham	29	1989	3.4	1	0	0	3	2	0	5	10	11			0	Matches
368	Joe Ledley	wls WAL	MF	Charlton Athletic	32	1987	0.5	0	0	0	0	1	0	1	1	1			0	Matches
369	Ryan Ledson	eng ENG	MF,DF	Preston	21	1997	7.7	2	0	0	15	10	0	23	12	8			0	Matches
370	Elliot Lee	eng ENG	MF,FW	Luton Town	24	1994	6.4	0	0	0	7	28	1	6	10	10			0	Matches
371	Kieran Lee	eng ENG	MF	Sheffield Weds	31	1988	18.6	6	0	0	32	22	2	19	16	22			0	Matches
372	Tom Lees	eng ENG	DF	Sheffield Weds	28	1990	24.6	1	0	0	20	10	2	3	31	22			0	Matches
373	Toni Leistner	de GER	DF	QPR	28	1990	20.2	3	0	0	27	21	2	0	39	13			0	Matches
374	Jonathan Leko	eng ENG	FW,MF	Charlton Athletic	20	1999	16.8	2	0	0	28	15	13	29	7	10			0	Matches
375	Darragh Lenihan	ie IRL	DF	Blackburn	25	1994	36.7	12	0	0	54	33	2	13	43	20			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
376	Ryan Leonard	eng ENG	MF	Millwall	27	1992	12.0	1	0	0	16	19	0	17	14	22			0	Matches
377	Keane Lewis-Potter	eng ENG	MF	Hull City	18	2001	5.6	0	0	0	4	4	2	11	4	5			0	Matches
378	Eric Lichaj	us USA	DF	Hull City	30	1988	28.3	3	0	0	31	23	1	46	28	36			0	Matches
379	Ben Liddle	eng ENG	MF	Middlesbrough	20	1998	0.2	0	0	0	0	0	0	0	0	0			0	Matches
380	Liam Lindsay	sct SCO	DF	Stoke City	23	1995	17.2	5	0	0	19	23	1	1	19	26			0	Matches
381	Jake Livermore	eng ENG	MF	West Brom	29	1989	41.6	10	0	0	83	20	0	12	30	65			0	Matches
382	Danny Loader	cm CMR	MF	Reading	18	2000	1.2	0	0	0	5	0	0	1	0	1			0	Matches
383	Tom Lockyer	wls WAL	DF	Charlton Athletic	24	1994	43.0	11	0	0	33	48	4	21	70	31			0	Matches
384	Joe Lolley	eng ENG	MF	Nottingham	26	1992	35.8	1	0	0	17	47	7	243	24	43			0	Matches
385	George Long	eng ENG	GK	Hull City	25	1993	45.0	2	0	0	0	10	0	0	2	2			0	Matches
386	Jonas Lössl	dk DEN	GK	Huddersfield	30	1989	15.0	1	0	0	0	3	0	0	1	0			0	Matches
387	Jamal Lowe	jm JAM	MF,FW	Wigan Athletic	25	1994	38.4	0	0	0	64	43	12	62	23	48			0	Matches
388	Max Lowe	eng ENG	DF	Derby County	22	1997	25.4	1	1	0	38	11	0	63	52	60			1	Matches
389	Kazenga LuaLua	cd COD	FW,MF	Luton Town	28	1990	16.1	3	0	0	16	69	5	73	10	9			0	Matches
390	Kilian Ludewig	de GER	MF,DF	Barnsley	19	2000	14.0	0	0	0	12	13	3	43	21	23			0	Matches
391	Joe Lumley	eng ENG	GK	QPR	24	1995	27.0	0	0	0	0	2	0	0	0	2			0	Matches
392	Massimo Luongo	au AUS	MF	Sheffield Weds	26	1992	16.4	4	1	0	47	25	0	15	11	24			0	Matches
393	Angus MacDonald	eng ENG	DF	Hull City	26	1992	4.9	0	0	0	5	7	0	2	3	1			0	Matches
394	Lewis Macleod	sct SCO	MF	Wigan Athletic	25	1994	9.9	4	0	0	31	9	0	1	12	19			0	Matches
395	Marcus Maddison	eng ENG	MF	Hull City	25	1993	3.8	0	0	0	4	5	0	27	2	1			0	Matches
396	Gary Madine	eng ENG	FW	Cardiff City	28	1990	4.3	2	0	0	12	8	1	2	0	0			0	Matches
397	Niki Mäenpää	fi FIN	GK	Bristol City	34	1985	3.3	0	0	0	0	0	0	0	0	0			0	Matches
398	Josh Magennis	nir NIR	FW	Hull City	28	1990	19.0	4	2	1	38	18	8	14	0	1			0	Matches
399	Jacques Maghoma	cd COD	MF	Birmingham City	31	1987	9.5	1	0	0	13	24	3	40	6	11			0	Matches
400	Seán Maguire	ie IRL	MF,FW	Preston	25	1994	35.0	1	0	0	38	93	22	54	12	26			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
401	Connor Mahoney	eng ENG	MF,FW	Millwall	22	1997	16.3	0	0	0	10	14	5	147	19	13			0	Matches
402	Scott Malone	eng ENG	DF	Derby County	28	1991	13.1	4	1	0	9	7	1	50	19	12			0	Matches
403	Ryan Manning	ie IRL	DF	QPR	23	1996	41.0	6	0	0	46	91	2	265	60	58			0	Matches
404	Emiliano Marcondes	dk DEN	MF,FW	Brentford	24	1995	13.9	1	0	0	16	28	1	58	9	15			0	Matches
405	Jack Marriott	eng ENG	FW,MF	Derby County	24	1994	12.6	0	0	0	18	8	5	5	3	4			0	Matches
406	David Marshall	sct SCO	GK	Wigan Athletic	34	1985	39.0	0	0	0	0	7	0	0	2	0			0	Matches
407	Chris Martin	sct SCO	FW	Derby County	30	1988	23.2	3	0	0	22	30	10	3	5	3			0	Matches
408	Bruno Martins Indi	nl NED	DF	Stoke City	27	1992	31.0	2	0	0	36	12	1	39	37	18			0	Matches
409	Ayub Masika	ke KEN	FW,MF	Reading	26	1992	0.9	0	0	0	2	3	0	4	0	3			0	Matches
410	Han-Noah Massengo	fr FRA	MF	Bristol City	18	2001	21.2	1	0	0	19	46	2	3	35	20			0	Matches
411	Gavin Massey	eng ENG	MF,FW	Wigan Athletic	26	1992	19.2	4	0	0	34	10	3	18	15	18			0	Matches
412	Conor Masterson	ie IRL	DF	QPR	20	1998	10.7	1	0	0	6	5	0	0	7	2			0	Matches
413	Adam Matthews	wls WAL	DF,MF	Charlton Athletic	27	1992	28.0	4	0	0	14	5	0	84	21	24			0	Matches
414	Alfie Mawson	eng ENG	DF	Fulham	25	1994	24.4	3	0	0	11	15	0	5	24	14			0	Matches
415	Isaac Mbenza	be BEL	MF	Huddersfield	23	1996	2.1	0	0	0	1	0	0	3	1	3			0	Matches
416	Bryan Mbeumo	cm CMR	FW	Brentford	19	1999	32.6	3	0	0	35	62	6	50	11	29			0	Matches
417	Jason McCarthy	eng ENG	DF	Millwall	23	1995	1.0	0	0	0	1	0	0	6	1	0			0	Matches
418	James McClean	ie IRL	MF,FW	Stoke City	30	1989	33.2	10	0	0	42	32	10	272	19	45			0	Matches
419	Garath McCleary	jm JAM	MF	Reading	32	1987	5.3	0	0	0	9	6	2	27	5	3			0	Matches
420	Kevin McDonald	sct SCO	MF	Fulham	30	1988	6.9	4	0	0	14	6	0	1	11	6			0	Matches
421	Josh McEachran	eng ENG	MF	Birmingham City	26	1993	4.4	2	0	0	9	3	0	23	2	10			0	Matches
422	Aiden McGeady	ie IRL	MF,FW	Charlton Athletic	33	1986	6.5	0	0	0	5	7	1	25	3	7			0	Matches
423	Cameron McGeehan	nir NIR	MF	Barnsley	24	1995	9.8	4	0	0	19	8	1	24	10	11			0	Matches
424	Tom McIntyre	sct SCO	DF	Reading	20	1998	8.6	1	0	0	7	6	0	0	14	10			0	Matches
425	Barrie McKay	sct SCO	FW,MF	Swansea City	24	1994	0.9	0	0	0	0	1	0	5	1	1			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
426	Robbie McKenzie	eng ENG	DF	Hull City	20	1998	7.5	0	0	0	6	6	0	19	8	7			0	Matches
427	Sean McLoughlin	ie IRL	DF	Hull City	22	1996	5.6	2	0	0	6	1	0	0	9	6			0	Matches
428	Callum McManaman	eng ENG	FW,MF	Luton Town	28	1991	10.2	1	0	0	15	22	5	40	6	15			0	Matches
429	Paddy McNair	nir NIR	MF,DF	Middlesbrough	24	1995	36.4	6	1	0	44	85	3	188	17	31			0	Matches
430	Agus Medina	es ESP	DF,MF	Birmingham City	24	1994	0.0	0	0	0	0	0	0	1	0	0			0	Matches
431	Yakou Méïte	ci CIV	MF,FW	Reading	23	1996	32.0	5	1	0	48	53	15	21	12	20			0	Matches
432	Nathaniel Mendez-Laing	gt GUA	MF,FW	Cardiff City	27	1992	20.1	0	0	0	6	17	5	59	21	22			0	Matches
433	Illan Meslier	fr FRA	GK	Leeds United	19	2000	10.0	0	0	0	0	1	0	0	2	0			0	Matches
434	Matt Miazga	us USA	DF	Reading	24	1995	17.8	2	1	0	14	10	0	3	10	8			0	Matches
435	Alex Mighten	eng ENG	FW,MF	Nottingham	17	2002	0.6	0	0	0	0	5	1	0	0	0			0	Matches
436	George Miller	eng ENG	FW	Barnsley	20	1998	0.0	0	0	0	0	0	0	0	0	0			0	Matches
437	Rafa Mir	es ESP	FW	Nottingham	22	1997	2.4	0	0	0	6	5	4	0	0	1			0	Matches
438	Billy Mitchell	eng ENG	MF	Millwall	19	2000	1.5	1	0	0	1	2	0	3	0	0			0	Matches
439	Aleksandar Mitrović	rs SRB	FW	Fulham	24	1994	39.9	8	0	0	66	60	18	5	8	5			0	Matches
