Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
136	Cyrus Christie	ie IRL	DF	Fulham	26	1992	24	13	1,441	16.0	0.06	0.06	0.13	0.06	0.00	0.00	0.31	0.00	0.06	0.06	0.12	0.06	0.12	Matches
137	Jack Clarke	eng ENG	FW,MF	Leeds United	18	2000	1	0	20	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
138	Jack Clarke	eng ENG	FW,MF	QPR	18	2000	6	0	145	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
139	Josh Clarke	eng ENG	DF,MF	Brentford	24	1995	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
140	Matthew Clarke	eng ENG	DF	Derby County	22	1996	35	34	3,019	33.5	0.03	0.00	0.03	0.03	0.00	0.00	0.03	0.00	0.03	0.00	0.03	0.03	0.03	Matches
141	Tom Clarke	eng ENG	DF	Preston	31	1987	10	7	601	6.7	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	Matches
142	Jake Clarke-Salter	eng ENG	DF	Birmingham City	21	1997	19	19	1,610	17.9	0.06	0.06	0.11	0.06	0.00	0.00	0.34	0.00	0.06	0.06	0.11	0.06	0.11	Matches
143	Adam Clayton	eng ENG	MF	Middlesbrough	30	1989	27	21	1,715	19.1	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	Matches
144	Sam Clucas	eng ENG	MF	Stoke City	28	1990	44	44	3,900	43.3	0.25	0.09	0.35	0.25	0.00	0.00	0.14	0.00	0.25	0.09	0.35	0.25	0.35	Matches
145	Joel Coleman	eng ENG	GK	Huddersfield	23	1995	3	2	188	2.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
146	Maxime Colin	fr FRA	DF	Birmingham City	27	1991	44	44	3,960	44.0	0.02	0.14	0.16	0.02	0.00	0.00	0.09	0.00	0.02	0.14	0.16	0.02	0.16	Matches
147	Bradley Collins	eng ENG	GK	Barnsley	22	1997	19	19	1,710	19.0	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	Matches
148	James Collins	ie IRL	FW	Luton Town	28	1990	46	44	3,938	43.8	0.32	0.07	0.39	0.18	0.14	0.16	0.21	0.00	0.32	0.07	0.39	0.18	0.25	Matches
149	Nathan Collins	ie IRL	DF	Stoke City	18	2001	14	6	535	5.9	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Matches
150	Jake Cooper	eng ENG	DF	Millwall	24	1995	46	46	4,140	46.0	0.07	0.04	0.11	0.07	0.00	0.00	0.22	0.00	0.07	0.04	0.11	0.07	0.11	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Liam Cooper	sct SCO	DF	Leeds United	27	1991	38	36	3,125	34.7	0.06	0.00	0.06	0.06	0.00	0.00	0.06	0.00	0.06	0.00	0.06	0.06	0.06	Matches
152	Harry Cornick	eng ENG	FW,MF	Luton Town	24	1995	45	37	3,085	34.3	0.26	0.09	0.35	0.26	0.00	0.00	0.06	0.00	0.26	0.09	0.35	0.26	0.35	Matches
153	Hélder Costa	ao ANG	MF	Leeds United	25	1994	43	33	2,954	32.8	0.12	0.15	0.27	0.12	0.00	0.00	0.09	0.00	0.12	0.15	0.27	0.12	0.27	Matches
154	Nuno da Costa	cv CPV	FW,MF	Nottingham	28	1991	10	4	437	4.9	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	Matches
155	Hayden Coulson	eng ENG	MF,DF	Middlesbrough	21	1998	29	20	1,882	20.9	0.05	0.05	0.10	0.05	0.00	0.00	0.14	0.00	0.05	0.05	0.10	0.05	0.10	Matches
156	Jordan Cousins	eng ENG	MF	Stoke City	25	1994	20	15	1,435	15.9	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	Matches
157	Martin Cranie	eng ENG	DF,MF	Luton Town	32	1986	24	19	1,694	18.8	0.11	0.05	0.16	0.11	0.00	0.00	0.16	0.00	0.11	0.05	0.16	0.11	0.16	Matches
158	Daniel Crowley	eng ENG	MF	Birmingham City	21	1997	38	29	2,501	27.8	0.04	0.18	0.22	0.04	0.00	0.00	0.18	0.00	0.04	0.18	0.22	0.04	0.22	Matches
159	Alessio da Cruz	cv CPV	FW,MF	Sheffield Weds	22	1997	14	8	687	7.6	0.00	0.26	0.26	0.00	0.00	0.00	0.13	0.00	0.00	0.26	0.26	0.00	0.26	Matches
160	Josh Cullen	ie IRL	MF	Charlton Athletic	23	1996	34	34	3,025	33.6	0.03	0.06	0.09	0.00	0.03	0.03	0.21	0.00	0.03	0.06	0.09	0.00	0.06	Matches
161	Liam Cullen	wls WAL	FW,MF	Swansea City	20	1999	6	0	41	0.5	2.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	2.20	0.00	2.20	2.20	2.20	Matches
162	Greg Cunningham	ie IRL	DF	Blackburn	28	1991	8	8	646	7.2	0.00	0.14	0.14	0.00	0.00	0.00	0.28	0.00	0.00	0.14	0.14	0.00	0.14	Matches
163	Bradley Dack	eng ENG	MF	Blackburn	25	1993	22	22	1,872	20.8	0.43	0.05	0.48	0.38	0.05	0.05	0.19	0.05	0.43	0.05	0.48	0.38	0.43	Matches
164	Stuart Dallas	nir NIR	DF,MF	Leeds United	28	1991	45	45	3,930	43.7	0.11	0.07	0.18	0.11	0.00	0.00	0.16	0.00	0.11	0.07	0.18	0.11	0.18	Matches
165	Henrik Dalsgaard	dk DEN	DF,MF	Brentford	30	1989	43	42	3,777	42.0	0.02	0.05	0.07	0.02	0.00	0.00	0.10	0.00	0.02	0.05	0.07	0.02	0.07	Matches
166	Matty Daly	eng ENG	MF	Huddersfield	18	2001	4	0	58	0.6	1.67	0.00	1.67	1.67	0.00	0.00	0.00	0.00	1.55	0.00	1.55	1.55	1.55	Matches
167	Donervon Daniels	ms MSR	DF	Luton Town	25	1993	3	2	193	2.1	0.48	0.00	0.48	0.48	0.00	0.00	0.00	0.00	0.47	0.00	0.47	0.47	0.47	Matches
168	Jay Dasilva	wls WAL	DF,MF	Bristol City	21	1998	24	22	1,964	21.8	0.00	0.09	0.09	0.00	0.00	0.00	0.05	0.00	0.00	0.09	0.09	0.00	0.09	Matches
169	Josh Dasilva	eng ENG	MF	Brentford	20	1998	42	34	2,981	33.1	0.30	0.12	0.42	0.27	0.03	0.03	0.06	0.00	0.30	0.12	0.42	0.27	0.39	Matches
170	Jacob Davenport	eng ENG	MF	Blackburn	20	1998	9	0	165	1.8	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
171	Adam Davies	wls WAL	GK	Stoke City	27	1992	4	4	360	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
172	Ben Davies	eng ENG	DF	Preston	23	1995	36	36	3,174	35.3	0.00	0.03	0.03	0.00	0.00	0.00	0.06	0.00	0.00	0.03	0.03	0.00	0.03	Matches
173	Curtis Davies	sl SLE	DF	Derby County	34	1985	32	25	2,359	26.2	0.00	0.04	0.04	0.00	0.00	0.00	0.04	0.00	0.00	0.04	0.04	0.00	0.04	Matches
174	David Davis	eng ENG	MF	Charlton Athletic	28	1991	5	5	450	5.0	0.00	0.20	0.20	0.00	0.00	0.00	0.40	0.00	0.00	0.20	0.20	0.00	0.20	Matches
175	David Davis	eng ENG	MF	Birmingham City	28	1991	15	13	1,156	12.8	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Leif Davis	eng ENG	DF,MF	Leeds United	19	1999	3	0	14	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
177	Josh Davison	eng ENG	FW	Charlton Athletic	19	1999	9	5	393	4.4	0.23	0.00	0.23	0.23	0.00	0.00	0.00	0.00	0.23	0.00	0.23	0.23	0.23	Matches
178	Cameron Dawson	eng ENG	GK	Sheffield Weds	24	1995	24	23	2,079	23.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
179	Michael Dawson	eng ENG	DF	Nottingham	35	1983	18	16	1,401	15.6	0.06	0.00	0.06	0.06	0.00	0.00	0.06	0.00	0.06	0.00	0.06	0.06	0.06	Matches
180	Joe Day	eng ENG	GK	Cardiff City	28	1990	1	0	35	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
181	Jón Daði Böðvarsson	is ISL	FW	Millwall	27	1992	31	13	1,376	15.3	0.26	0.13	0.39	0.26	0.00	0.00	0.13	0.00	0.26	0.13	0.39	0.26	0.39	Matches
182	Bobby De Cordova-Reid	jm JAM	MF,FW	Fulham	26	1993	41	30	2,845	31.6	0.19	0.06	0.25	0.19	0.00	0.00	0.13	0.00	0.19	0.06	0.25	0.19	0.25	Matches
183	Bobby De Cordova-Reid	jm JAM	MF	Cardiff City	26	1993	1	1	90	1.0	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	1.00	Matches
184	Harlee Dean	eng ENG	DF	Birmingham City	28	1991	39	34	3,153	35.0	0.03	0.03	0.06	0.03	0.00	0.00	0.14	0.06	0.03	0.03	0.06	0.03	0.06	Matches
185	Ben Dempsey	eng ENG	MF	Charlton Athletic	19	1999	4	3	262	2.9	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Matches
186	Mike van der Hoorn	nl NED	DF	Swansea City	26	1992	28	27	2,288	25.4	0.04	0.04	0.08	0.04	0.00	0.00	0.12	0.00	0.04	0.04	0.08	0.04	0.08	Matches
187	Halil Dervişoğlu	tr TUR	FW	Brentford	19	1999	4	0	48	0.5	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
188	Yan Dhanda	eng ENG	MF	Swansea City	20	1998	16	9	791	8.8	0.34	0.00	0.34	0.34	0.00	0.00	0.23	0.00	0.34	0.00	0.34	0.34	0.34	Matches
189	Bambo Diaby	sn SEN	DF	Barnsley	21	1997	21	21	1,865	20.7	0.05	0.00	0.05	0.05	0.00	0.00	0.39	0.00	0.05	0.00	0.05	0.05	0.05	Matches
190	Adama Diakhaby	fr FRA	MF	Nottingham	23	1996	14	2	359	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	Matches
191	Adama Diakhaby	fr FRA	MF,FW	Huddersfield	23	1996	18	9	861	9.6	0.00	0.21	0.21	0.00	0.00	0.00	0.31	0.00	0.00	0.21	0.21	0.00	0.21	Matches
192	Grady Diangana	cd COD	MF	West Brom	21	1998	30	23	1,853	20.6	0.39	0.29	0.68	0.39	0.00	0.00	0.10	0.00	0.39	0.29	0.68	0.39	0.68	Matches
193	Nouha Dicko	ml MLI	FW	Hull City	27	1992	2	1	89	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
194	Famara Diedhiou	sn SEN	FW	Bristol City	26	1992	41	29	2,893	32.1	0.37	0.03	0.40	0.34	0.03	0.06	0.09	0.03	0.37	0.03	0.40	0.34	0.37	Matches
195	Anfernee Dijksteel	sr SUR	DF,MF	Middlesbrough	22	1996	16	12	1,040	11.6	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
196	Anfernee Dijksteel	sr SUR	MF	Charlton Athletic	22	1996	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
197	Mihai Dobre	ro ROU	FW,MF	Wigan Athletic	20	1998	1	0	13	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
198	Kenneth Dougall	au AUS	MF	Barnsley	26	1993	12	9	843	9.4	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Matches
199	Alfie Doughty	eng ENG	DF,MF	Charlton Athletic	19	1999	29	20	1,971	21.9	0.09	0.14	0.23	0.09	0.00	0.00	0.09	0.00	0.09	0.14	0.23	0.09	0.23	Matches
200	Barry Douglas	sct SCO	DF	Leeds United	29	1989	15	6	648	7.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Kieran Dowell	eng ENG	MF	Derby County	21	1997	10	8	701	7.8	0.00	0.13	0.13	0.00	0.00	0.00	0.26	0.00	0.00	0.13	0.13	0.00	0.13	Matches
202	Kieran Dowell	eng ENG	MF	Wigan Athletic	21	1997	12	12	896	10.0	0.40	0.20	0.60	0.40	0.00	0.00	0.00	0.00	0.40	0.20	0.60	0.40	0.60	Matches
203	Stewart Downing	eng ENG	MF,DF	Blackburn	35	1984	41	38	3,401	37.8	0.05	0.21	0.26	0.05	0.00	0.00	0.03	0.00	0.05	0.21	0.26	0.05	0.26	Matches
204	Mark Duffy	eng ENG	FW	Stoke City	33	1985	6	1	170	1.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
205	Demeaco Duhaney	eng ENG	DF	Huddersfield	20	1998	6	4	355	3.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
206	Chey Dunkley	eng ENG	DF	Wigan Athletic	27	1992	26	22	2,003	22.3	0.27	0.00	0.27	0.27	0.00	0.00	0.36	0.09	0.27	0.00	0.27	0.27	0.27	Matches
207	Nathan Dyer	eng ENG	MF	Swansea City	31	1987	10	7	543	6.0	0.17	0.17	0.33	0.17	0.00	0.00	0.00	0.00	0.17	0.17	0.33	0.17	0.33	Matches
208	Tom Eaves	eng ENG	FW	Hull City	27	1992	40	22	2,125	23.6	0.21	0.08	0.30	0.21	0.00	0.00	0.17	0.00	0.21	0.08	0.30	0.21	0.30	Matches
209	Rarmani Edmonds-Green	eng ENG	DF	Huddersfield	20	1999	2	1	91	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
210	Kyle Edwards	eng ENG	MF	West Brom	21	1998	26	9	923	10.3	0.19	0.00	0.19	0.19	0.00	0.00	0.19	0.00	0.20	0.00	0.20	0.20	0.20	Matches
211	Tom Edwards	eng ENG	DF,MF	Stoke City	20	1999	13	13	1,125	12.5	0.00	0.08	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.08	0.00	0.08	Matches
212	Ovie Ejaria	eng ENG	MF	Reading	21	1997	36	36	3,101	34.5	0.09	0.14	0.23	0.09	0.00	0.00	0.09	0.00	0.09	0.15	0.23	0.09	0.23	Matches
213	Callum Elder	au AUS	DF	Hull City	24	1995	30	30	2,500	27.8	0.00	0.11	0.11	0.00	0.00	0.00	0.11	0.00	0.00	0.11	0.11	0.00	0.11	Matches
214	Niclas Eliasson	se SWE	MF	Bristol City	23	1995	37	18	1,999	22.2	0.14	0.54	0.68	0.14	0.00	0.00	0.09	0.00	0.14	0.54	0.68	0.14	0.68	Matches
215	Tommy Elphick	eng ENG	DF	Huddersfield	31	1987	14	14	1,191	13.2	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	Matches
216	Bright Enobakhare	ng NGA	FW,MF	Wigan Athletic	21	1998	2	0	50	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
217	Oghenekaro Etebo	ng NGA	MF,FW	Stoke City	23	1995	11	8	715	7.9	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
218	Neil Etheridge	ph PHI	GK	Cardiff City	29	1990	16	16	1,405	15.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
219	Corry Evans	nir NIR	MF	Blackburn	29	1990	13	11	868	9.6	0.10	0.21	0.31	0.10	0.00	0.00	0.42	0.00	0.10	0.21	0.31	0.10	0.31	Matches
220	George Evans	eng ENG	MF,DF	Derby County	24	1994	17	11	1,127	12.5	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
221	Lee Evans	wls WAL	MF	Wigan Athletic	25	1994	32	18	1,772	19.7	0.10	0.00	0.10	0.10	0.00	0.00	0.20	0.00	0.10	0.00	0.10	0.10	0.10	Matches
222	Eberechi Eze	eng ENG	MF	QPR	21	1998	46	46	4,057	45.1	0.31	0.18	0.49	0.22	0.09	0.09	0.07	0.00	0.31	0.18	0.49	0.22	0.40	Matches
223	Adam Federici	au AUS	GK	Stoke City	34	1985	7	7	630	7.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
224	Nathan Ferguson	eng ENG	DF	West Brom	18	2000	21	21	1,746	19.4	0.05	0.05	0.10	0.05	0.00	0.00	0.26	0.05	0.05	0.05	0.10	0.05	0.10	Matches
225	Shane Ferguson	nir NIR	MF,DF	Millwall	28	1991	29	19	1,721	19.1	0.00	0.16	0.16	0.00	0.00	0.00	0.21	0.05	0.00	0.16	0.16	0.00	0.16	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	Miguel Fernández	es ESP	MF	Birmingham City	18	2000	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
227	Sam Field	eng ENG	MF	Charlton Athletic	21	1998	17	10	783	8.7	0.00	0.11	0.11	0.00	0.00	0.00	0.11	0.00	0.00	0.11	0.11	0.00	0.11	Matches
228	Frank Fielding	eng ENG	GK	Millwall	31	1988	1	1	42	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
229	Tobias Figueiredo	pt POR	DF	Nottingham	25	1994	30	30	2,650	29.4	0.10	0.00	0.10	0.10	0.00	0.00	0.07	0.00	0.10	0.00	0.10	0.10	0.10	Matches
230	Darnell Fisher	eng ENG	DF	Preston	25	1994	28	26	2,283	25.4	0.00	0.16	0.16	0.00	0.00	0.00	0.39	0.04	0.00	0.16	0.16	0.00	0.16	Matches
231	Brandon Fleming	eng ENG	DF	Hull City	19	1999	4	4	360	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
232	Ashley Fletcher	eng ENG	FW	Middlesbrough	23	1995	43	37	3,237	36.0	0.28	0.19	0.47	0.25	0.03	0.03	0.14	0.00	0.28	0.19	0.47	0.25	0.44	Matches
233	Steven Fletcher	sct SCO	FW	Sheffield Weds	32	1987	27	23	2,018	22.4	0.58	0.09	0.67	0.40	0.18	0.18	0.27	0.00	0.58	0.09	0.67	0.40	0.49	Matches
234	Aden Flint	eng ENG	DF	Cardiff City	30	1989	26	26	2,290	25.4	0.08	0.16	0.24	0.08	0.00	0.00	0.08	0.00	0.08	0.16	0.24	0.08	0.24	Matches
235	Fernando Forestieri	it ITA	MF,FW	Sheffield Weds	29	1990	17	8	829	9.2	0.22	0.11	0.33	0.11	0.11	0.11	0.33	0.00	0.22	0.11	0.33	0.11	0.22	Matches
236	Adam Forshaw	eng ENG	MF	Leeds United	27	1991	7	6	584	6.5	0.00	0.15	0.15	0.00	0.00	0.00	0.46	0.00	0.00	0.15	0.15	0.00	0.15	Matches
237	Marcus Forss	fi FIN	FW,MF	Brentford	20	1999	2	0	36	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
238	Jake Forster-Caskey	eng ENG	MF,DF	Charlton Athletic	25	1994	11	7	581	6.5	0.00	0.15	0.15	0.00	0.00	0.00	0.46	0.00	0.00	0.15	0.15	0.00	0.15	Matches
239	Craig Forsyth	sct SCO	DF	Derby County	30	1989	22	20	1,750	19.4	0.00	0.15	0.15	0.00	0.00	0.00	0.10	0.00	0.00	0.15	0.15	0.00	0.15	Matches
240	Tariqe Fosu	gh GHA	FW	Brentford	23	1995	10	2	257	2.9	0.34	0.00	0.34	0.34	0.00	0.00	0.34	0.00	0.35	0.00	0.35	0.35	0.35	Matches
241	Danny Fox	sct SCO	DF	Wigan Athletic	33	1986	11	9	805	8.9	0.00	0.11	0.11	0.00	0.00	0.00	0.11	0.11	0.00	0.11	0.11	0.00	0.11	Matches
242	Morgan Fox	wls WAL	DF	Sheffield Weds	25	1993	27	24	2,127	23.6	0.08	0.04	0.13	0.08	0.00	0.00	0.13	0.00	0.08	0.04	0.13	0.08	0.13	Matches
243	George Friend	eng ENG	DF	Middlesbrough	31	1987	14	14	1,224	13.6	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
244	Dael Fry	eng ENG	DF	Middlesbrough	21	1997	36	36	3,184	35.4	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
245	Jay Fulton	sct SCO	MF	Swansea City	25	1994	36	29	2,442	27.1	0.11	0.07	0.18	0.11	0.00	0.00	0.37	0.00	0.11	0.07	0.18	0.11	0.18	Matches
246	Darnell Furlong	eng ENG	DF	West Brom	23	1995	31	22	2,247	25.0	0.08	0.04	0.12	0.08	0.00	0.00	0.20	0.00	0.08	0.04	0.12	0.08	0.12	Matches
247	Conor Gallagher	eng ENG	MF,FW	Charlton Athletic	19	2000	26	25	2,218	24.6	0.24	0.08	0.33	0.24	0.00	0.00	0.33	0.00	0.24	0.08	0.32	0.24	0.32	Matches
248	Conor Gallagher	eng ENG	MF	Swansea City	19	2000	19	19	1,664	18.5	0.00	0.32	0.32	0.00	0.00	0.00	0.16	0.00	0.00	0.32	0.32	0.00	0.32	Matches
249	Paul Gallagher	sct SCO	MF	Preston	34	1984	33	22	1,938	21.5	0.28	0.14	0.42	0.09	0.19	0.23	0.23	0.00	0.28	0.14	0.42	0.09	0.23	Matches
250	Sam Gallagher	eng ENG	FW,MF	Blackburn	23	1995	42	28	2,506	27.8	0.22	0.07	0.29	0.22	0.00	0.00	0.11	0.00	0.22	0.07	0.29	0.22	0.29	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Brendan Galloway	zw ZIM	DF	Luton Town	23	1996	3	0	78	0.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
252	Gary Gardner	eng ENG	MF	Birmingham City	27	1992	35	27	2,502	27.8	0.14	0.07	0.22	0.14	0.00	0.00	0.47	0.00	0.14	0.07	0.22	0.14	0.22	Matches
253	Joe Garner	eng ENG	FW	Wigan Athletic	31	1988	28	9	883	9.8	0.20	0.31	0.51	0.20	0.00	0.00	0.51	0.10	0.20	0.31	0.51	0.20	0.51	Matches
254	Jordan Garrick	eng ENG	MF	Swansea City	21	1998	11	1	279	3.1	0.65	0.00	0.65	0.65	0.00	0.00	0.32	0.32	0.65	0.00	0.65	0.65	0.65	Matches
255	Joe Gelhardt	eng ENG	MF	Wigan Athletic	17	2002	18	2	426	4.7	0.21	0.00	0.21	0.21	0.00	0.00	0.43	0.00	0.21	0.00	0.21	0.21	0.21	Matches
256	Rudy Gestede	bj BEN	FW	Middlesbrough	30	1988	19	5	591	6.6	0.30	0.15	0.45	0.30	0.00	0.00	0.00	0.00	0.30	0.15	0.46	0.30	0.46	Matches
257	Kieran Gibbs	eng ENG	DF	West Brom	29	1989	14	14	984	10.9	0.09	0.18	0.28	0.09	0.00	0.00	0.09	0.00	0.09	0.18	0.27	0.09	0.27	Matches
258	Álvaro Giménez	es ESP	FW	Birmingham City	28	1991	24	12	1,201	13.3	0.23	0.00	0.23	0.23	0.00	0.00	0.38	0.00	0.22	0.00	0.22	0.22	0.22	Matches
259	Josh Ginnelly	eng ENG	FW,MF	Preston	22	1997	1	0	11	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
260	Robert Glatzel	de GER	FW	Cardiff City	25	1994	30	23	1,822	20.2	0.35	0.00	0.35	0.30	0.05	0.05	0.05	0.00	0.35	0.00	0.35	0.30	0.30	Matches
261	Nico Gordon	ms MSR	DF	Birmingham City	17	2002	2	1	75	0.8	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
262	Jon Gorenc Stanković	si SVN	DF	Huddersfield	23	1996	19	13	1,314	14.6	0.07	0.00	0.07	0.07	0.00	0.00	0.21	0.00	0.07	0.00	0.07	0.07	0.07	Matches
263	Robbie Gotts	eng ENG	MF	Leeds United	19	1999	1	0	7	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
264	Kamil Grabara	pl POL	GK	Huddersfield	20	1999	28	28	2,512	27.9	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
265	Lewis Grabban	eng ENG	FW	Nottingham	31	1988	45	43	3,911	43.5	0.46	0.05	0.51	0.37	0.09	0.11	0.05	0.00	0.46	0.05	0.51	0.37	0.41	Matches
266	Danny Graham	eng ENG	FW	Blackburn	33	1985	38	14	1,494	16.6	0.24	0.06	0.30	0.18	0.06	0.12	0.00	0.00	0.24	0.06	0.30	0.18	0.24	Matches
267	Karlan Grant	eng ENG	MF,FW	Huddersfield	21	1997	43	42	3,698	41.1	0.46	0.10	0.56	0.32	0.15	0.17	0.07	0.00	0.46	0.10	0.56	0.32	0.41	Matches
268	André Green	eng ENG	FW,MF	Preston	21	1998	4	0	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
269	André Green	eng ENG	FW,MF	Charlton Athletic	21	1998	13	8	757	8.4	0.24	0.12	0.36	0.24	0.00	0.00	0.12	0.00	0.24	0.12	0.36	0.24	0.36	Matches
270	Jordan Green	eng ENG	FW,MF	Barnsley	24	1995	2	0	54	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
