Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
300	Jacob Farrell	au AUS	DF	Portsmouth	21	2002	1	90	90	2.2	1.0	1.00	90	1.00	0.00		0.00	1.00	0.00	0.00	0.00	0.00	+0.29	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
301	Christian Fassnacht	ch SUI	FW	Norwich City	30	1993	3	82	27	2.0	0.9	1.11	60	0.00	2.22	11	2.22	0.00	0.00	2.22	-2.22	-2.20	-2.31	Matches
302	Favour Fawunmi	eng ENG	MF	Stoke City	18	2006	0					0		0	0		4							Matches
303	Luke Faxon	eng ENG	GK	Sheffield United	19	2005	0					0		0	0		10							Matches
304	Tom Fellows	eng ENG	MF	West Brom	21	2003	45	2,872	64	69.4	31.9	1.10	75	0.28	0.31	26	0.00	1.40	1.47	1.03	0.44	+0.44	+0.72	Matches
305	Marselino Ferdinan	id IDN	MF	Oxford United	19	2004	1	14	14	0.3	0.2	0.00		0.00	5.00	14	20.0	1.00	5.00	5.00	0.00	0.00	+0.35	Matches
306	Sam Field	eng ENG	MF	QPR	26	1998	35	2,905	83	70.2	32.3	1.08	83	0.77	0.00		0.00	1.29	1.11	1.30	-0.19	-0.19	+0.11	Matches
307	Frank Fielding	eng ENG	GK	Stoke City	36	1988	0					0		0	0		4							Matches
308	Sonny Finch	eng ENG	FW	Middlesbrough	18	2005	0					0		0	0		3							Matches
309	Tegan Finn		MF	Plymouth Argyle			4	144	36	3.5	1.6	0.63	90	0.63	1.88	18	3.75	0.00	0.00	2.50	-2.50	-2.50	-1.76	Matches
310	Junior Firpo	do DOM	DF	Leeds United	27	1996	32	2,616	82	63.2	29.1	1.03	85	0.72	0.07	28	0.07	2.13	2.06	0.65	1.41	+1.41	-0.01	Matches
311	Will Fish	eng ENG	DF	Cardiff City	21	2003	21	1,376	66	33.2	15.3	0.92	86	0.85	0.46	24	1.11	0.76	0.85	1.57	-0.72	-0.72	-0.26	Matches
312	Kellen Fisher	eng ENG	DF,MF	Norwich City	20	2004	38	2,692	71	65.0	29.9	1.14	78	0.43	0.13	11	0.13	1.21	1.34	1.57	-0.23	-0.23	-0.86	Matches
313	Brandon Fleming	eng ENG	DF,MF	Hull City	24	1999	0					0		0	0		1							Matches
314	Zian Flemming	nl NED	FW	Burnley	25	1998	35	2,424	69	58.6	26.9	1.04	80	0.22	0.26	25	0.04	2.20	1.45	0.26	1.19	+1.19	+0.09	Matches
315	Tyrese Fornah	sl SLE	MF	Derby County	24	1999	1	5	5	0.1	0.1	0.00		0.00	10.0	5	0.00	0.00	10.0	0.00	10.0	+18.00	+18.20	Matches
316	Adam Forshaw	eng ENG	MF	Plymouth Argyle	32	1991	16	683	43	16.5	7.6	0.92	72	0.39	1.18	20	0.66	0.69	0.79	3.42	-2.63	-2.64	-2.19	Matches
317	Adam Forshaw	eng ENG	MF	Blackburn	32	1991	16	563	35	13.6	6.3	0.79	69	0.00	1.75	20	0.79	1.63	0.48	1.27	-0.79	-0.80	-1.05	Matches
318	Amankwah Forson	gh GHA	MF,FW	Norwich City	21	2002	21	727	35	17.6	8.1	0.99	62	0.00	1.60	18	1.85	1.38	2.47	1.60	0.86	+0.87	+0.97	Matches
319	Marcus Forss	fi FIN	MF,FW	Middlesbrough	25	1999	24	666	28	16.1	7.4	0.81	65	0.00	2.43	15	0.41	1.08	1.35	1.49	-0.14	-0.14	-0.37	Matches
320	Craig Forsyth	sct SCO	DF,MF	Derby County	35	1989	39	2,557	66	61.8	28.4	0.92	88	0.85	0.46	20	0.25	1.18	1.23	1.23	0.00	0.00	+0.45	Matches
321	Gabriel Forsyth	sct SCO	MF	Norwich City	17	2006	5	163	33	3.9	1.8	1.11	60	0.00	1.67	15	4.44	0.40	0.56	0.56	0.00	0.00	-0.07	Matches
322	Lyle Foster	za RSA	FW,MF	Burnley	23	2000	28	1,590	57	38.4	17.7	0.96	83	0.23	0.62	16	0.00	2.11	1.53	0.28	1.24	+1.25	+0.15	Matches
323	Morgan Fox	wls WAL	DF	QPR	30	1993	26	1,344	52	32.5	14.9	0.81	88	0.74	0.94	21	0.60	1.46	1.34	1.41	-0.07	-0.07	+0.22	Matches
324	Gianluca Frabotta	it ITA	DF,MF	West Brom	25	1999	6	65	11	1.6	0.7	0.00		0.00	8.57	11	37.1	2.00	2.86	1.43	1.43	+1.38	+1.19	Matches
325	Aidan Francis	eng ENG	DF	Luton Town	20	2004	0					0		0	0		2							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
326	Gonçalo Franco	pt POR	MF	Swansea City	23	2000	40	3,141	79	75.9	34.9	1.12	80	0.34	0.03	15	0.14	1.48	1.15	1.12	0.03	+0.03	+0.57	Matches
327	Michael Frey	ch SUI	FW	QPR	30	1994	29	1,781	61	43.0	19.8	1.06	74	0.30	0.40	28	0.15	1.14	1.26	1.41	-0.15	-0.15	+0.12	Matches
328	Dael Fry	eng ENG	DF	Middlesbrough	26	1997	21	1,416	67	34.2	15.7	0.96	89	0.89	0.38	13	0.45	1.43	1.34	1.21	0.13	+0.13	-0.07	Matches
329	Mads Frøkjær-Jensen	dk DEN	MF,FW	Preston	25	1999	38	2,362	62	57.1	26.2	1.03	77	0.27	0.42	25	0.04	1.21	1.15	1.03	0.11	+0.11	+0.82	Matches
330	Leo Fuhr Hjelde	no NOR	DF	Sunderland	20	2003	15	410	27	9.9	4.6	1.09	73	0.22	2.17	5	5.87	2.00	0.87	1.52	-0.65	-0.66	-1.07	Matches
331	Jay Fulton	sct SCO	MF	Swansea City	30	1994	31	1,289	42	31.1	14.3	0.91	76	0.21	1.26	17	0.84	1.52	0.70	1.26	-0.56	-0.56	-0.65	Matches
332	Darnell Furlong	eng ENG	DF	West Brom	28	1995	42	3,706	88	89.5	41.2	1.02	88	0.97	0.00		0.00	1.45	1.31	1.04	0.27	+0.27	+0.47	Matches
333	Sean Fusire	zw ZIM	MF	Sheffield Weds	19	2005	0					0		0	0		2							Matches
334	Sam Gallagher	eng ENG	FW,MF	Stoke City	28	1995	22	1,024	47	24.7	11.4	0.79	74	0.18	1.14	27	0.09	1.18	1.58	0.88	0.70	+0.70	+1.43	Matches
335	Brendan Galloway	zw ZIM	DF	Plymouth Argyle	28	1996	13	980	75	23.7	10.9	1.01	84	0.64	0.18	29	0.28	0.92	0.92	2.02	-1.10	-1.10	-0.39	Matches
336	Ben Gannon-Doak	sct SCO	MF	Middlesbrough	18	2005	24	1,778	74	42.9	19.8	1.06	81	0.40	0.15	25	0.00	1.54	1.82	1.16	0.66	+0.66	+0.85	Matches
337	Taylor Gardner-Hickman	eng ENG	DF,MF	Bristol City	22	2001	0					0		0	0		2							Matches
338	Djeidi Gassama	mr MTN	MF	Sheffield Weds	20	2003	43	2,975	69	71.9	33.1	1.09	77	0.33	0.21	29	0.09	1.19	1.27	1.45	-0.18	-0.18	+0.05	Matches
339	Joe Gelhardt	eng ENG	MF,FW	Hull City	22	2002	20	1,593	80	38.5	17.7	1.07	82	0.56	0.06	28	0.00	1.30	0.90	1.02	-0.11	-0.11	+0.17	Matches
340	Joe Gelhardt	eng ENG	FW,MF	Leeds United	22	2002	2	10	5	0.2	0.1	0.00		0.00	20.0	5	80.0	2.00	0.00	0.00	0.00	0.00	-1.42	Matches
341	Felipe Gentile	br BRA	FW	Preston	17	2006	0					0		0	0		5							Matches
342	Anwar El Ghazi	nl NED	MF,FW	Cardiff City	29	1995	25	1,175	47	28.4	13.1	1.07	65	0.00	0.84	24	0.15	1.00	1.22	1.30	-0.08	-0.08	+0.65	Matches
343	Liam Gibbs	eng ENG	MF	Norwich City	21	2002	9	212	24	5.1	2.4	0.42	45	0.00	3.33	21	1.25	1.11	0.00	1.25	-1.25	-1.27	-1.41	Matches
344	Ben Gibson	eng ENG	DF	Stoke City	31	1993	24	1,946	81	47.0	21.6	1.02	86	0.88	0.09	31	0.46	0.96	0.97	1.34	-0.37	-0.37	0.00	Matches
345	Lewis Gibson	eng ENG	DF	Preston	24	2000	19	1,634	86	39.5	18.2	1.04	86	0.88	0.00		0.05	1.05	0.99	1.26	-0.27	-0.28	-0.06	Matches
346	Lewis Gibson	eng ENG	DF	Plymouth Argyle	24	2000	18	1,620	90	39.1	18.0	1.00	90	1.00	0.00		0.06	0.72	0.89	2.11	-1.22	-1.22	-0.69	Matches
347	Alexander Gilbert	ie IRL	MF	Middlesbrough	22	2001	7	77	11	1.9	0.9	0.00		0.00	7.78	11	12.2	1.14	2.22	1.11	1.11	+1.17	+1.01	Matches
348	Alfie Gilchrist	eng ENG	DF	Sheffield United	20	2003	30	2,103	70	50.8	23.4	1.15	75	0.30	0.13	22	0.21	2.03	1.37	0.90	0.47	+0.47	-0.24	Matches
349	Luey Giles	wls WAL	DF	Cardiff City	17	2006	0					0		0	0		8							Matches
350	Ryan Giles	eng ENG	DF	Middlesbrough	24	2000	12	307	26	7.4	3.4	0.88	75	0.59	2.65	9	1.47	1.58	1.47	2.65	-1.18	-1.17	-1.45	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
351	Ryan Giles	eng ENG	DF	Hull City	24	2000	16	904	57	21.8	10.0	1.10	72	0.40	0.50	23	0.90	0.69	0.60	1.30	-0.70	-0.70	-0.61	Matches
352	Josh Ginnelly	eng ENG	FW,MF	Swansea City	27	1997	3	33	11	0.8	0.4	0.00		0.00	7.50	11	15.0	1.00	0.00	2.50	-2.50	-2.73	-2.64	Matches
353	Tom Glover	au AUS	GK	Middlesbrough	26	1997	7	571	82	13.8	6.3	0.95	90	0.95	0.16	31	3.49	1.29	0.95	0.95	0.00	0.00	-0.20	Matches
354	Wilfried Gnonto	it ITA	MF	Leeds United	20	2003	43	2,276	53	55.0	25.3	1.03	77	0.12	0.67	16	0.12	2.21	1.86	0.63	1.23	+1.23	-0.42	Matches
355	James Golding	ie IRL	DF	Oxford United	19	2004	0					0		0	0		1							Matches
356	Lynden Gooch	us USA	DF,MF	Stoke City	28	1995	20	1,038	52	25.1	11.5	1.04	74	0.52	0.70	19	0.35	1.20	0.43	1.04	-0.61	-0.61	-0.32	Matches
357	Tyler Goodrham	eng ENG	MF	Oxford United	20	2003	41	3,052	74	73.7	33.9	0.97	87	0.65	0.24	23	0.03	1.10	1.12	1.53	-0.41	-0.41	-0.25	Matches
358	Will Goodwin	eng ENG	FW	Oxford United	22	2002	3	23	8	0.6	0.3	0.00		0.00	10.0	8	26.7	0.33	3.33	0.00	3.33	+3.91	+4.28	Matches
359	Kaide Gordon	eng ENG	FW	Portsmouth	19	2004	5	154	31	3.7	1.7	0.00		0.00	2.94	31	4.71	0.20	1.18	1.18	0.00	0.00	+0.29	Matches
360	Kaide Gordon	eng ENG	FW	Norwich City	19	2004	10	181	18	4.4	2.0	0.50	56	0.00	4.50	14	4.00	1.30	3.00	2.00	1.00	+0.99	+0.97	Matches
361	Kenzo Goudmijn	nl NED	MF	Derby County	22	2001	41	2,321	57	56.1	25.8	1.12	75	0.27	0.47	12	0.19	0.95	0.89	1.24	-0.35	-0.35	-0.40	Matches
362	Dimitris Goutas	gr GRE	DF	Cardiff City	30	1994	34	2,919	86	70.5	32.4	1.02	87	0.86	0.03	48	0.25	0.97	1.14	1.64	-0.49	-0.49	+0.17	Matches
363	Aimar Govea	ec ECU	FW	Swansea City	18	2006	0					0		0	0		2							Matches
364	Karlan Grant	eng ENG	MF,FW	West Brom	26	1997	43	2,930	68	70.8	32.6	1.04	80	0.37	0.28	23	0.00	1.35	1.20	0.98	0.21	+0.22	-0.01	Matches
365	Andre Gray	jm JAM	FW	Plymouth Argyle	33	1991	13	550	42	13.3	6.1	0.82	70	0.16	1.31	25	0.33	0.54	1.31	3.11	-1.80	-1.80	-1.15	Matches
366	Harry Gray	eng ENG	FW	Leeds United	15	2008	1	5	5	0.1	0.1	0.00		0.00	10.0	5	20.0	3.00	0.00	0.00	0.00	0.00	-1.41	Matches
367	Ivo Grbić	hr CRO	GK	Sheffield United	28	1996	0					0		0	0		1							Matches
368	Etienne Green	eng ENG	GK	Burnley	24	2000	0					0		0	0		2							Matches
369	Isaac Greenup		MF	Middlesbrough			0					0		0	0		1							Matches
370	Sam Greenwood	eng ENG	MF,FW	Preston	22	2002	38	2,427	64	58.6	27.0	1.07	76	0.41	0.33	24	0.00	1.18	1.00	1.33	-0.33	-0.33	-0.23	Matches
371	Jake Griffin	ie IRL	DF	Stoke City	18	2005	0					0		0	0		1							Matches
372	Jack Griffiths	eng ENG	MF	Stoke City	19	2005	0					0		0	0		1							Matches
373	Joshua Griffiths	eng ENG	GK	West Brom	22	2001	6	540	90	13.0	6.0	1.00	90	1.00	0.00		1.67	1.17	1.50	1.83	-0.33	-0.33	-0.63	Matches
374	Matt Grimes	eng ENG	MF	Coventry City	29	1995	16	1,366	85	33.0	15.2	0.99	89	0.92	0.07	29	0.00	1.61	1.51	1.18	0.33	+0.33	+0.30	Matches
375	Matt Grimes	eng ENG	MF	Swansea City	29	1995	29	2,610	90	63.0	29.0	1.00	90	1.00	0.00		0.00	1.17	1.10	1.38	-0.28	-0.28	-0.45	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
376	Daniel Grimshaw	eng ENG	GK	Plymouth Argyle	26	1998	21	1,890	90	45.7	21.0	1.00	90	1.00	0.00		1.05	0.81	1.00	2.33	-1.33	-1.33	-0.97	Matches
377	Ilia Gruev	bg BUL	MF	Leeds United	24	2000	23	1,699	74	41.0	18.9	1.06	82	0.63	0.16	20	0.26	2.39	1.90	0.48	1.43	+1.43	+0.03	Matches
378	Makhtar Gueye	sn SEN	FW	Blackburn	26	1997	44	2,193	50	53.0	24.4	0.94	76	0.41	0.86	21	0.00	1.36	1.02	0.98	0.04	+0.04	-0.14	Matches
379	Josuha Guilavogui	fr FRA	DF,MF	Leeds United	33	1990	16	65	4	1.6	0.7	0.00		0.00	22.9	4	27.1	2.75	5.71	1.43	4.29	+4.15	+2.78	Matches
380	Angus Gunn	sct SCO	GK	Norwich City	28	1996	35	3,104	89	75.0	34.5	1.01	89	0.96	0.00		0.00	1.51	1.57	1.22	0.35	+0.35	+1.13	Matches
381	Darko Gyabi	eng ENG	MF	Plymouth Argyle	20	2004	43	2,841	66	68.6	31.6	1.08	79	0.41	0.28	16	0.03	1.07	1.04	1.71	-0.66	-0.67	+0.44	Matches
382	Hayden Hackney	eng ENG	MF	Middlesbrough	22	2002	43	3,792	88	91.6	42.1	1.02	88	0.93	0.00		0.00	1.35	1.28	1.16	0.12	+0.12	-0.66	Matches
383	Rami Al Hajj	se SWE	MF	Plymouth Argyle	22	2001	28	1,374	49	33.2	15.3	1.18	65	0.13	0.65	20	0.46	0.93	0.92	2.29	-1.37	-1.38	-0.85	Matches
384	Reece Hall	eng ENG	DF	West Brom	20	2003	0					0		0	0		1							Matches
385	Ali Al Hamadi	iq IRQ	FW	Stoke City	22	2002	15	829	55	20.0	9.2	1.20	68	0.00	0.43	20	0.00	1.27	0.87	1.74	-0.87	-0.87	-0.62	Matches
386	Ben Hamer	eng ENG	GK	Sheffield Weds	36	1987	0					0		0	0		2							Matches
387	Gustavo Hamer	nl NED	MF	Sheffield United	27	1997	41	3,124	76	75.5	34.7	1.04	83	0.55	0.14	29	0.00	1.95	1.41	0.84	0.58	+0.58	-0.04	Matches
388	Micah Hamilton	eng ENG	MF	Middlesbrough	20	2003	13	316	24	7.6	3.5	0.57	63	0.00	3.14	17	4.00	1.38	1.14	1.14	0.00	0.00	-0.19	Matches
389	Owen Hampson	eng ENG	MF	Sheffield United	19	2004	0					0		0	0		1							Matches
390	Grant Hanley	sct SCO	DF	Norwich City	32	1991	3	79	26	1.9	0.9	1.11	60	0.00	2.22	10	23.3	1.00	0.00	5.56	-5.56	-5.70	-5.87	Matches
391	Ryan Hardie	sct SCO	FW,MF	Plymouth Argyle	27	1997	37	2,265	61	54.7	25.2	1.11	72	0.20	0.36	28	0.04	1.03	1.35	1.71	-0.36	-0.36	+0.99	Matches
392	Wes Harding	jm JAM	DF	Millwall	27	1996	5	193	39	4.7	2.1	0.95	76	0.48	1.43	14	14.3	1.80	0.95	2.38	-1.43	-1.40	-1.42	Matches
393	Marcus Harness	eng ENG	MF,FW	Derby County	28	1996	41	2,356	57	56.9	26.2	0.99	77	0.27	0.57	24	0.04	1.00	0.99	0.99	0.00	0.00	+0.40	Matches
394	Mark Harris	wls WAL	FW	Oxford United	25	1998	46	2,893	63	69.9	32.1	1.06	77	0.25	0.37	23	0.00	1.15	1.18	1.34	-0.16	-0.16	+0.64	Matches
395	Taylan Harris	eng ENG	FW	Luton Town	18	2005	0					0		0	0		1							Matches
396	Daiki Hashioka	jp JPN	DF,MF	Luton Town	25	1999	17	1,204	71	29.1	13.4	0.90	89	0.75	0.37	28	0.37	0.94	1.12	1.79	-0.67	-0.67	-0.21	Matches
397	Joseph Hatch	wls WAL	MF	Plymouth Argyle	17	2006	1	2	2	0.0	0.0	0		0	1	2	0	0.00	0	0	0	0.00	+0.80	Matches
398	Ryo Hatsuse	jp JPN	DF	Sheffield Weds	27	1997	6	348	58	8.4	3.9	1.28	67	0.26	0.26	13	1.79	0.67	1.03	1.54	-0.51	-0.52	-0.35	Matches
399	Isaac Hayden	jm JAM	MF	Portsmouth	29	1995	17	936	55	22.6	10.4	1.15	70	0.10	0.48	20	0.48	1.65	1.54	1.73	-0.19	-0.19	+0.12	Matches
400	Conor Hazard	nir NIR	GK	Plymouth Argyle	26	1998	25	2,250	90	54.3	25.0	1.00	90	1.00	0.00		0.16	1.16	1.20	1.56	-0.36	-0.36	+0.97	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
401	Fenton Heard	eng ENG	MF	West Brom	19	2004	0					0		0	0		1							Matches
402	Ryan Hedges	wls WAL	MF	Blackburn	29	1995	42	2,561	61	61.9	28.5	1.16	72	0.11	0.32	22	0.04	1.57	1.16	1.05	0.11	+0.11	-0.01	Matches
403	Torbjørn Heggem	no NOR	DF	West Brom	25	1999	45	4,010	89	96.9	44.6	1.01	89	0.92	0.00		0.00	1.42	1.26	1.01	0.25	+0.25	+0.94	Matches
404	Michał Helik	pl POL	DF	Oxford United	28	1995	20	1,800	90	43.5	20.0	1.00	90	1.00	0.00		0.00	1.20	1.00	1.20	-0.20	-0.20	+0.26	Matches
405	Jeff Hendrick	ie IRL	MF	Derby County	32	1992	0					0		0	0		6							Matches
406	Onel Hernández	cu CUB	FW	Norwich City	31	1993	23	639	28	15.4	7.1	0.70	62	0.00	2.54	18	1.13	1.30	1.41	1.13	0.28	+0.28	+0.26	Matches
407	Brad Hills	eng ENG	DF	Norwich City	20	2004	3	16	5	0.4	0.2	0.00		0.00	15.0	5	75.0	2.00	0.00	0.00	0.00	0.00	-0.07	Matches
408	Joe Hilton	eng ENG	GK	Blackburn	24	1999	0					0		0	0		10							Matches
409	Yu Hirakawa	jp JPN	MF	Bristol City	23	2001	36	1,657	46	40.0	18.4	0.92	71	0.22	1.03	23	0.38	1.32	1.25	1.03	0.22	+0.22	+0.22	Matches
410	Václav Hladký	cz CZE	GK	Burnley	33	1990	1	90	90	2.2	1.0	1.00	90	1.00	0.00		45.0	3.00	5.00	0.00	5.00	+5.00	+3.93	Matches
411	Rob Holding	eng ENG	DF	Sheffield United	28	1995	10	420	42	10.1	4.7	0.85	85	0.43	1.28	13	1.28	2.36	1.28	0.21	1.06	+1.07	+0.54	Matches
412	Mason Holgate	jm JAM	DF	West Brom	27	1996	26	1,983	76	47.9	22.0	0.95	88	0.86	0.23	27	0.41	1.15	1.05	1.14	-0.09	-0.09	-0.59	Matches
413	Duane Holmes	us USA	MF	Preston	29	1994	29	835	29	20.2	9.3	0.65	64	0.11	2.47	20	0.22	1.34	1.18	1.61	-0.43	-0.43	-0.24	Matches
414	Tom Holmes	eng ENG	DF	Luton Town	24	2000	18	1,316	73	31.8	14.6	1.03	87	0.82	0.21	6	0.55	1.00	1.03	1.58	-0.55	-0.55	-0.04	Matches
415	George Honeyman	eng ENG	MF	Millwall	29	1994	40	2,422	61	58.5	26.9	1.04	78	0.48	0.45	20	0.11	1.43	0.93	1.12	-0.19	-0.19	-0.34	Matches
416	Jameson Horlick		GK	Luton Town			0					0		0	0		1							Matches
417	Ethan Horvath	us USA	GK	Cardiff City	29	1995	17	1,530	90	37.0	17.0	1.00	90	1.00	0.00		1.71	0.71	0.76	1.65	-0.88	-0.88	-0.54	Matches
418	Jordan Houghton	eng ENG	MF	Plymouth Argyle	28	1995	30	1,526	51	36.9	17.0	0.88	81	0.41	0.88	21	0.76	1.27	1.24	1.71	-0.47	-0.47	+0.53	Matches
419	Andreas Hountondji	bj BEN	MF,FW	Burnley	22	2002	9	209	23	5.0	2.3	0.87	75	0.00	3.04	9	6.09	1.44	1.74	0.87	0.87	+0.86	-0.31	Matches
420	Ryan Howley	wls WAL	MF	Coventry City	20	2003	0					0		0	0		1							Matches
421	Jonny Howson	eng ENG	DF,MF	Middlesbrough	36	1988	21	1,396	66	33.7	15.5	0.97	87	0.65	0.39	16	0.26	1.62	1.23	1.10	0.13	+0.13	-0.07	Matches
422	Andrew Hughes	wls WAL	DF,MF	Preston	32	1992	40	3,236	81	78.2	36.0	1.00	87	0.83	0.11	30	0.03	1.13	1.06	1.28	-0.22	-0.22	+0.08	Matches
423	Charlie Hughes	eng ENG	DF	Hull City	20	2003	27	2,345	87	56.6	26.1	1.00	88	0.88	0.04	45	0.11	0.96	0.77	1.03	-0.27	-0.27	-0.12	Matches
424	Will Hugill	eng ENG	MF	Burnley	20	2004	0					0		0	0		1							Matches
425	Trai Hume	nir NIR	DF	Sunderland	22	2002	44	3,810	87	92.0	42.3	1.02	88	0.99	0.02	24	0.00	1.74	1.30	0.92	0.38	+0.38	+0.92	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
426	Bashir Humphreys	eng ENG	DF	Burnley	21	2003	25	1,777	71	42.9	19.7	1.02	85	0.81	0.25	14	0.25	2.00	0.96	0.20	0.76	+0.76	-0.69	Matches
427	Harley Hunt		DF	Middlesbrough			0					0		0	0		8							Matches
428	Shaun Hutchinson	eng ENG	DF	Millwall	33	1990	9	396	44	9.6	4.4	0.91	87	0.23	1.14	10	2.73	1.11	1.36	1.82	-0.45	-0.45	-0.45	Matches
429	Dominic Hyam	sct SCO	DF	Blackburn	28	1995	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.43	1.15	1.04	0.11	+0.11		Matches
430	Adam Idah	ie IRL	FW	Norwich City	23	2001	1	30	30	0.7	0.3	0.00		0.00	3.33	30	0.00	0.00	0.00	0.00	0.00	0.00	-0.07	Matches
431	Kelechi Iheanacho	ng NGA	MF,FW	Middlesbrough	27	1996	15	765	51	18.5	8.5	1.06	74	0.12	0.71	17	0.12	1.13	1.06	0.82	0.24	+0.24	+0.08	Matches
432	Michael Ihiekwe	eng ENG	DF	Sheffield Weds	31	1992	22	1,821	83	44.0	20.2	0.99	89	0.94	0.10	21	0.35	1.00	1.14	1.49	-0.35	-0.35	-0.27	Matches
433	Samuel Iling-Junior	eng ENG	DF,MF	Middlesbrough	20	2003	16	1,057	66	25.5	11.7	0.94	86	0.51	0.43	22	0.09	1.25	0.77	0.85	-0.09	-0.09	-0.35	Matches
434	Tom Ince	eng ENG	MF	Watford	32	1992	32	1,289	40	31.1	14.3	0.91	73	0.21	1.33	18	0.98	1.19	0.98	1.26	-0.28	-0.28	-0.15	Matches
435	Svante Ingelsson	se SWE	MF	Sheffield Weds	26	1998	35	1,692	48	40.9	18.8	1.01	68	0.16	0.85	25	0.53	1.17	1.33	1.60	-0.27	-0.27	-0.12	Matches
436	Matt Ingram	eng ENG	GK	Oxford United	30	1993	1	90	90	2.2	1.0	1.00	90	1.00	0.00		45.0	1.00	3.00	3.00	0.00	0.00	+0.36	Matches
437	Dominic Iorfa	eng ENG	DF	Sheffield Weds	29	1995	22	1,435	65	34.7	15.9	1.07	78	0.50	0.31	22	0.44	1.50	1.57	1.64	-0.06	-0.06	+0.20	Matches
438	Wilson Isidor	ht HAI	FW	Sunderland	23	2000	43	3,112	72	75.2	34.6	0.98	86	0.46	0.26	22	0.00	1.61	1.16	0.92	0.23	+0.23	-0.29	Matches
439	Freddie Issaka	wls WAL	MF	Plymouth Argyle	18	2006	19	596	31	14.4	6.6	0.45	63	0.00	2.42	25	1.82	1.00	0.76	2.42	-1.67	-1.66	-1.00	Matches
440	Mihailo Ivanović	rs SRB	FW,MF	Millwall	19	2004	37	2,176	59	52.6	24.2	0.95	82	0.41	0.58	21	0.17	1.46	1.07	1.20	-0.12	-0.12	-0.17	Matches
441	Kayden Jackson	eng ENG	MF,FW	Derby County	30	1994	46	2,575	56	62.2	28.6	0.98	78	0.35	0.63	22	0.00	1.09	0.98	1.08	-0.10	-0.10	+0.18	Matches
442	Matty Jacob	eng ENG	DF	Hull City	23	2001	8	447	56	10.8	5.0	0.80	81	0.40	0.80	31	3.60	1.00	1.40	1.60	-0.20	-0.20	+0.02	Matches
443	Daniel James	wls WAL	MF	Leeds United	26	1997	36	2,609	72	63.0	29.0	1.03	83	0.45	0.21	20	0.00	2.14	1.93	0.72	1.21	+1.21	-0.56	Matches
444	William Jarvis	eng ENG	MF	Hull City	21	2002	6	161	27	3.9	1.8	0.00		0.00	3.33	27	1.11	0.67	1.11	1.67	-0.56	-0.56	-0.36	Matches
445	Daniel Jebbison	ca CAN	FW	Watford	20	2003	13	387	30	9.3	4.3	0.70	70	0.00	2.33	18	0.23	1.46	1.16	1.40	-0.23	-0.23	-0.06	Matches
446	Rakealan Jeffers	eng ENG	FW	Stoke City	19	2005	0					0		0	0		1							Matches
447	Lukas Jensen	dk DEN	GK	Millwall	25	1999	41	3,689	90	89.1	41.0	1.00	90	0.98	0.00		0.00	1.39	0.98	1.00	-0.02	-0.02	+0.18	Matches
448	Eom Ji-sung	kr KOR	MF	Swansea City	22	2002	37	2,287	62	55.2	25.4	1.10	74	0.08	0.35	23	0.04	1.38	1.14	1.14	0.00	0.00	+0.24	Matches
449	Viktor Johansson	se SWE	GK	Stoke City	25	1998	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.11	0.98	1.35	-0.37	-0.37		Matches
450	Daniel Johnson	jm JAM	MF	Stoke City	31	1992	1	5	5	0.1	0.1	0.00		0.00	10.0	5	10.0	3.00	0.00	0.00	0.00	0.00	+0.37	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
