Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
145	Harrison Burrows	eng ENG	DF	Sheffield United	22	2002	43	3,460	80	83.6	38.4	1.02	86	0.81	0.10	22	0.08	2.00	1.38	0.81	0.57	+0.57	-0.09	Matches
146	Mason Burstow	eng ENG	FW,MF	Hull City	20	2003	31	953	31	23.0	10.6	0.75	67	0.09	2.17	18	1.23	1.23	1.13	0.94	0.19	+0.19	+0.53	Matches
147	Sam Byram	eng ENG	DF	Leeds United	30	1993	36	1,409	39	34.0	15.7	1.02	78	0.38	1.27	8	0.51	2.33	2.04	0.57	1.46	+1.47	+0.09	Matches
148	Ben Cabango	wls WAL	DF	Swansea City	24	2000	45	4,032	90	97.4	44.8	1.00	90	0.96	0.00		0.00	1.33	1.12	1.23	-0.11	-0.11	-0.11	Matches
149	Jefferson Cáceres	pe PER	MF	Sheffield United	21	2002	0					0		0	0		1							Matches
150	Alex Cairns	eng ENG	GK	Leeds United	31	1993	0					0		0	0		2							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
151	Tyrese Campbell	eng ENG	FW	Sheffield United	24	1999	33	1,580	48	38.2	17.6	1.14	64	0.00	0.74	24	0.23	1.97	1.59	0.68	0.91	+0.91	+0.52	Matches
152	Ted Cann	eng ENG	GK	West Brom	23	2000	0					0		0	0		1							Matches
153	Tom Cannon	ie IRL	FW	Stoke City	21	2002	22	1,857	84	44.9	20.6	1.07	84	0.78	0.00		0.00	0.95	1.02	1.21	-0.19	-0.19	+0.32	Matches
154	Tom Cannon	ie IRL	FW	Sheffield United	21	2002	15	682	45	16.5	7.6	0.92	72	0.13	1.05	22	0.13	1.65	1.05	1.58	-0.53	-0.53	-1.33	Matches
155	Todd Cantwell	eng ENG	MF	Blackburn	26	1998	37	2,479	67	59.9	27.5	0.98	82	0.40	0.36	26	0.00	1.38	1.02	0.95	0.07	+0.07	-0.09	Matches
156	Theo Carroll	eng ENG	MF	Preston	17	2007	1	4	4	0.1	0.0	0		0	1	4	7	0.00	0	0	0	0.00	+0.24	Matches
157	Hayden Carter	eng ENG	DF	Blackburn	24	1999	16	1,363	85	32.9	15.1	1.06	85	0.86	0.00		0.20	1.25	1.26	1.19	0.07	+0.07	-0.06	Matches
158	Finley Cartwright	eng ENG	MF	Middlesbrough	17	2007	0					0		0	0		1							Matches
159	Eiran Cashin	ie IRL	DF	Derby County	22	2001	21	1,786	85	43.1	19.8	1.06	85	0.96	0.00		0.00	1.10	1.21	1.36	-0.15	-0.15	+0.04	Matches
160	Žan Celar	si SVN	FW	QPR	25	1999	19	944	50	22.8	10.5	0.95	73	0.38	0.86	24	0.00	0.95	0.57	1.24	-0.67	-0.67	-0.58	Matches
161	Ilias Chair	ma MAR	MF,FW	QPR	26	1997	28	1,698	61	41.0	18.9	1.06	75	0.32	0.42	26	0.00	1.14	1.01	1.01	0.00	0.00	+0.37	Matches
162	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	24	1999	39	3,281	84	79.3	36.5	1.01	87	0.68	0.05	35	0.00	1.28	1.21	1.32	-0.11	-0.11	+0.31	Matches
163	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	29	1994	16	444	28	10.7	4.9	0.82	47	0.00	2.45	21	1.43	1.69	2.45	0.61	1.84	+1.82	+2.26	Matches
164	Calum Chambers	eng ENG	DF,MF	Cardiff City	29	1995	41	3,513	86	84.9	39.0	1.05	86	0.87	0.00		0.00	0.98	1.08	1.54	-0.46	-0.46	+0.54	Matches
165	Samuel Chambers	eng ENG	MF	Leeds United	16	2007	1	17	17	0.4	0.2	0.00		0.00	5.00	17	30.0	3.00	0.00	0.00	0.00	0.00	-1.42	Matches
166	Pierce Charles	nir NIR	GK	Sheffield Weds	19	2005	8	720	90	17.4	8.0	1.00	90	1.00	0.00		4.50	0.88	0.88	1.25	-0.38	-0.37	-0.22	Matches
167	Shea Charles	nir NIR	MF	Sheffield Weds	20	2003	43	3,631	84	87.7	40.3	1.04	85	0.79	0.02	45	0.00	1.28	1.22	1.36	-0.15	-0.15	+0.38	Matches
168	Ismaila Cheick Coulibaly	ml MLI	MF	Sheffield United	23	2000	0					0		0	0		1							Matches
169	Chiboso Chibueze	eng ENG	MF	Stoke City	18	2006	0					0		0	0		1							Matches
170	Christian Chigozie	eng ENG	DF	Luton Town	17	2007	0					0		0	0		3							Matches
171	Tawanda Chirewa	zw ZIM	MF	Derby County	20	2003	5	151	30	3.6	1.7	0.59	65	0.00	2.35	22	1.18	0.60	0.59	2.94	-2.35	-2.38	-2.29	Matches
172	Tahith Chong	cw CUW	MF,FW	Luton Town	24	1999	30	2,026	68	48.9	22.5	1.07	78	0.58	0.27	25	0.09	1.13	1.02	1.56	-0.53	-0.53	-0.02	Matches
173	Hamza Choudhury	bd BAN	MF,DF	Sheffield United	26	1997	16	1,105	69	26.7	12.3	1.06	81	0.65	0.24	19	0.00	1.95	1.30	0.89	0.41	+0.41	-0.25	Matches
174	Benjamin Chrisene	eng ENG	DF	Norwich City	20	2004	26	1,150	44	27.8	12.8	0.94	76	0.08	1.09	17	0.47	1.46	1.25	1.41	-0.16	-0.16	-0.31	Matches
175	Cyrus Christie	ie IRL	DF	Swansea City	31	1992	11	282	26	6.8	3.1	0.65	82	0.32	2.90	13	7.42	1.73	0.00	2.58	-2.58	-2.55	-2.62	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
176	Dennis Cirkin	lv LVA	DF	Sunderland	22	2002	36	2,740	76	66.2	30.4	0.99	86	0.79	0.20	24	0.03	1.82	1.48	0.92	0.56	+0.56	+0.75	Matches
177	Ibrahim Cissoko	nl NED	MF	Sheffield Weds	21	2003	5	56	11	1.4	0.6	0.00		0.00	8.33	11	3.33	0.60	0.00	5.00	-5.00	-4.82	-4.69	Matches
178	Ibrahim Cissoko	nl NED	MF	Plymouth Argyle	21	2003	13	661	51	16.0	7.3	1.23	66	0.00	0.55	16	0.41	1.00	1.10	1.37	-0.27	-0.27	+0.63	Matches
179	Jordan Clark	eng ENG	MF	Luton Town	30	1993	40	3,235	81	78.1	35.9	1.03	86	0.81	0.08	24	0.03	1.05	1.00	1.45	-0.45	-0.45	+0.35	Matches
180	Harry Clarke	eng ENG	DF	Sheffield United	23	2001	6	472	79	11.4	5.2	1.15	79	0.77	0.00		0.00	2.00	1.73	0.38	1.35	+1.33	+0.84	Matches
181	Jack Clarke	eng ENG	MF	Sunderland	23	2000	2	179	90	4.3	2.0	1.00	90	0.50	0.00		0.00	3.00	3.00	0.00	3.00	+3.02	+2.83	Matches
182	Matthew Clarke	eng ENG	DF	Middlesbrough	27	1996	14	1,112	79	26.9	12.4	0.97	90	0.97	0.16	16	1.05	1.50	1.77	1.37	0.40	+0.40	+0.32	Matches
183	Matthew Clarke	eng ENG	DF	Derby County	27	1996	16	1,366	85	33.0	15.2	0.99	89	0.92	0.07	33	0.00	1.44	0.92	0.86	0.07	+0.07	+0.36	Matches
184	Jake Clarke-Salter	eng ENG	DF	QPR	26	1997	11	753	68	18.2	8.4	0.95	90	0.95	0.36	11	0.36	1.55	0.95	1.43	-0.48	-0.48	-0.32	Matches
185	Harry Clout			Portsmouth			0					0		0	0		4							Matches
186	Josh Coburn	eng ENG	FW	Middlesbrough	21	2002	2	6	3	0.1	0.1	0.00		0.00	20.0	3	10.0	1.50	0.00	0.00	0.00	0.00	-0.17	Matches
187	Josh Coburn	eng ENG	FW	Millwall	21	2002	20	1,218	61	29.4	13.5	1.04	77	0.44	0.44	23	0.00	1.70	1.19	1.19	0.00	0.00	+0.06	Matches
188	Jack Colback	eng ENG	MF	QPR	34	1989	24	1,449	60	35.0	16.1	0.99	81	0.50	0.50	20	0.12	1.33	1.18	1.68	-0.50	-0.50	-0.43	Matches
189	Devante Cole	eng ENG	FW	West Brom	29	1995	14	163	12	3.9	1.8	0.00		0.00	7.78	12	10.6	1.43	0.00	1.67	-1.67	-1.66	-1.95	Matches
190	Sam Colechin		DF	Sheffield United			0					0		0	0		1							Matches
191	Bradley Collins	eng ENG	GK	Coventry City	27	1997	15	1,313	88	31.7	14.6	0.96	90	0.96	0.07	53	1.51	1.07	1.16	1.58	-0.41	-0.41	-0.79	Matches
192	James Collins	ie IRL	FW	Derby County	33	1990	17	222	13	5.4	2.5	0.40	75	0.00	6.40	9	4.00	0.88	2.00	3.60	-1.60	-1.62	-1.53	Matches
193	Jamilu Collins	ng NGA	DF	Cardiff City	29	1994	3	165	55	4.0	1.8	1.11	60	0.00	0.56	45	2.78	0.33	1.67	2.78	-1.11	-1.09	-0.57	Matches
194	Rubin Colwill	wls WAL	MF,FW	Cardiff City	22	2002	43	2,522	59	60.9	28.0	0.86	84	0.54	0.68	26	0.11	0.93	1.00	1.54	-0.54	-0.54	+0.02	Matches
195	Aaron Connolly	ie IRL	MF,FW	Sunderland	24	2000	10	246	25	5.9	2.7	0.74	59	0.00	2.96	16	2.96	1.40	0.74	0.74	0.00	0.00	-0.32	Matches
196	Aaron Connolly	ie IRL	MF,FW	Millwall	24	2000	14	659	47	15.9	7.3	0.82	81	0.14	1.10	21	0.41	1.64	1.10	1.23	-0.14	-0.14	-0.11	Matches
197	Shea Connor	eng ENG	GK	Middlesbrough	18	2005	0					0		0	0		4							Matches
198	Tommy Conway	sct SCO	FW,MF	Middlesbrough	21	2002	36	2,357	65	56.9	26.2	1.03	81	0.46	0.34	20	0.00	1.31	1.18	1.18	0.00	0.00	-0.40	Matches
199	Steve Cook	eng ENG	DF	QPR	33	1991	31	2,617	84	63.2	29.1	1.07	84	0.86	0.00		0.03	1.03	1.13	1.41	-0.27	-0.28	-0.16	Matches
200	Jake Cooper	eng ENG	DF	Millwall	29	1995	36	3,195	89	77.2	35.5	1.01	89	0.99	0.00		0.00	1.64	1.15	1.10	0.06	+0.06	+0.44	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
201	Michael Cooper	eng ENG	GK	Sheffield United	24	1999	43	3,870	90	93.5	43.0	1.00	90	1.00	0.00		0.02	2.02	1.35	0.77	0.58	+0.58	-0.09	Matches
202	Michael Cooper	eng ENG	GK	Plymouth Argyle	24	1999	0					0		0	0		1							Matches
203	Oliver Cooper	wls WAL	MF	Swansea City	24	1999	28	1,042	37	25.2	11.6	0.86	78	0.26	1.55	14	0.09	1.32	0.95	0.86	0.09	+0.09	+0.26	Matches
204	José Córdoba	pa PAN	DF	Norwich City	23	2001	34	2,103	62	50.8	23.4	1.03	82	0.73	0.43	13	0.17	1.12	1.71	1.62	0.09	+0.09	+0.04	Matches
205	David Cornell	wls WAL	GK	Preston	33	1991	10	811	81	19.6	9.0	1.00	90	1.00	0.11	1	4.00	0.50	1.11	1.78	-0.67	-0.67	-0.53	Matches
206	Harry Cornick	eng ENG	FW,MF	Bristol City	29	1995	3	38	13	0.9	0.4	0.00		0.00	7.50	13	57.5	1.00	2.50	0.00	2.50	+2.37	+2.30	Matches
207	Daniel Cox	wls WAL	DF	Derby County	18	2006	0					0		0	0		1							Matches
208	Lewie Coyle	eng ENG	DF	Hull City	28	1995	44	3,717	84	89.8	41.3	1.02	87	0.85	0.05	34	0.00	1.05	0.90	1.23	-0.34	-0.34	-1.19	Matches
209	Rocco Coyle	eng ENG	MF	Hull City	17	2006	0					0		0	0		2							Matches
210	Amario Cozier-Duberry	eng ENG	MF	Blackburn	19	2005	22	723	33	17.5	8.0	0.75	69	0.00	2.00	20	1.38	1.23	1.13	0.88	0.25	+0.25	+0.17	Matches
211	Tristan Crama	fr FRA	DF	Millwall	22	2001	20	1,634	82	39.5	18.2	0.99	88	0.82	0.11	29	0.05	1.80	1.10	1.21	-0.11	-0.11	-0.11	Matches
212	Charlie Crew	wls WAL	MF	Leeds United	18	2006	1	5	5	0.1	0.1	0.00		0.00	10.0	5	150.0	3.00	0.00	0.00	0.00	0.00	-1.41	Matches
213	Ante Crnac	hr CRO	FW,MF	Norwich City	20	2003	38	2,495	66	60.3	27.7	1.05	75	0.22	0.32	37	0.04	1.34	1.59	1.52	0.07	+0.07	+0.02	Matches
214	Ben Crompton	eng ENG	DF	Sunderland	20	2003	0					0		0	0		1							Matches
215	Matt Crooks	eng ENG	MF,FW	Hull City	30	1994	18	789	44	19.1	8.8	1.02	71	0.23	1.02	17	0.00	1.11	0.68	1.02	-0.34	-0.34	-0.15	Matches
216	Josh Cullen	ie IRL	MF	Burnley	28	1996	44	3,801	86	91.8	42.2	1.02	88	0.78	0.02	18	0.00	2.25	1.47	0.33	1.14	+1.14	-0.19	Matches
217	Liam Cullen	wls WAL	MF,FW	Swansea City	25	1999	42	2,995	71	72.3	33.3	1.05	81	0.42	0.21	23	0.03	1.36	1.20	1.32	-0.12	-0.12	-0.04	Matches
218	Jamie Cumming	eng ENG	GK	Oxford United	24	1999	45	4,050	90	97.8	45.0	1.00	90	1.00	0.00		0.02	1.16	1.02	1.38	-0.36	-0.36	-0.36	Matches
219	Luke Cundle	eng ENG	MF	Millwall	22	2002	16	985	62	23.8	10.9	1.19	72	0.18	0.28	18	0.09	1.63	1.01	1.38	-0.37	-0.37	-0.42	Matches
220	Jesper Daland	no NOR	DF	Cardiff City	24	2000	20	1,427	71	34.5	15.9	1.01	82	0.69	0.25	31	0.82	1.15	1.26	1.45	-0.19	-0.19	+0.54	Matches
221	Owen Dale	eng ENG	MF	Oxford United	25	1998	11	350	32	8.5	3.9	1.03	59	0.00	1.79	16	2.31	0.45	1.03	2.31	-1.28	-1.29	-1.02	Matches
222	Harry Darling	eng ENG	DF	Swansea City	24	1999	39	3,335	86	80.6	37.1	1.02	87	0.94	0.03	15	0.00	1.46	1.21	1.02	0.19	+0.19	+1.53	Matches
223	Karl Darlow	wls WAL	GK	Leeds United	33	1990	7	630	90	15.2	7.0	1.00	90	1.00	0.00		5.57	2.71	2.43	0.43	2.00	+2.00	+0.69	Matches
224	Jay Dasilva	wls WAL	DF,MF	Coventry City	26	1998	31	1,807	58	43.6	20.1	1.00	81	0.65	0.55	17	0.70	1.24	1.34	1.34	0.00	0.00	-0.23	Matches
225	Aidan Dausch	eng ENG	FW	Coventry City	18	2006	0					0		0	0		1							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
226	Adam Davies	wls WAL	GK	Sheffield United	32	1992	3	270	90	6.5	3.0	1.00	90	1.00	0.00		11.7	1.67	1.67	1.00	0.67	+0.67	+0.09	Matches
227	Isaak Davies	wls WAL	MF	Cardiff City	22	2001	9	287	32	6.9	3.2	0.94	60	0.00	1.88	18	0.31	1.11	1.25	1.25	0.00	0.00	+0.58	Matches
228	Thomas Davies	wls WAL	DF	Cardiff City	20	2003	0					0		0	0		3							Matches
229	Tom Davies	eng ENG	MF	Sheffield United	26	1998	13	673	52	16.3	7.5	0.80	89	0.53	0.93	20	0.40	2.00	1.47	0.93	0.53	+0.53	-0.06	Matches
230	James Debayo	eng ENG	DF	Leeds United	19	2005	1	1	1	0.0	0.0	0		0	1	1	23	3.00	0	0	0	0.00	-1.41	Matches
231	Josh Dede	sct SCO	DF	Middlesbrough	18	2006	0					0		0	0		5							Matches
232	Hannes Delcroix	ht HAI	DF	Swansea City	25	1999	12	888	74	21.4	9.9	1.01	86	0.81	0.20	17	0.30	1.17	0.71	1.72	-1.01	-1.01	-1.15	Matches
233	Hannes Delcroix	ht HAI	DF	Burnley	25	1999	0					0		0	0		1							Matches
234	Tom Dele-Bashiru	ng NGA	MF	Watford	24	1999	27	2,064	76	49.9	22.9	1.09	82	0.66	0.09	10	0.13	1.26	1.14	1.27	-0.13	-0.13	+0.09	Matches
235	Karamoko Dembélé	eng ENG	MF	QPR	21	2003	23	1,186	52	28.6	13.2	1.14	68	0.08	0.61	20	0.00	0.87	0.91	1.59	-0.68	-0.68	-0.65	Matches
236	Siriki Dembélé	ci CIV	MF	Oxford United	27	1996	25	1,371	55	33.1	15.2	0.99	76	0.07	0.66	23	0.26	1.24	0.99	0.86	0.13	+0.13	+0.72	Matches
237	Rav van den Berg	nl NED	DF	Middlesbrough	20	2004	27	2,128	79	51.4	23.6	0.97	88	0.89	0.17	24	0.00	1.26	1.19	1.40	-0.21	-0.21	-0.79	Matches
238	Emmanuel Dennis	ng NGA	MF	Blackburn	26	1997	6	160	27	3.9	1.8	0.56	62	0.00	2.78	20	1.11	0.83	0.56	1.11	-0.56	-0.56	-0.70	Matches
239	Terry Devlin	nir NIR	DF,MF	Portsmouth	20	2003	34	1,562	46	37.7	17.4	0.75	84	0.52	1.21	22	0.34	1.32	1.09	1.72	-0.63	-0.63	-0.56	Matches
240	Bambo Diaby	sn SEN	DF	Sheffield Weds	26	1997	0					0		0	0		1							Matches
241	Ousmane Diakité	ml MLI	MF,DF	West Brom	24	2000	22	860	39	20.8	9.6	0.94	76	0.42	1.35	14	2.08	1.55	1.46	1.35	0.10	+0.10	-0.14	Matches
242	Grady Diangana	cd COD	MF,FW	West Brom	26	1998	34	1,494	44	36.1	16.6	0.84	76	0.12	1.20	21	0.18	1.38	1.08	1.20	-0.12	-0.12	-0.53	Matches
243	Robert Dickie	eng ENG	DF	Bristol City	28	1996	36	3,121	87	75.4	34.7	1.01	89	0.98	0.03	10	0.00	1.46	1.38	1.21	0.17	+0.17	+0.35	Matches
244	Seny Dieng	sn SEN	GK	Middlesbrough	29	1994	17	1,530	90	37.0	17.0	1.00	90	1.00	0.00		0.18	1.47	1.47	1.24	0.24	+0.24	+0.10	Matches
245	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	27	1996	33	2,525	77	61.0	28.1	0.96	87	0.78	0.21	29	0.28	1.55	1.46	1.17	0.28	+0.29	+0.29	Matches
246	Daryl Dike	us USA	MF	West Brom	24	2000	11	227	21	5.5	2.5	0.40	61	0.00	4.00	17	1.20	1.18	2.40	1.60	0.80	+0.79	+0.61	Matches
247	Muhamed Diomande	eng ENG	DF	West Brom	18	2006	0					0		0	0		1							Matches
248	Jaden Dixon	eng ENG	DF	Stoke City	17	2007	2	11	6	0.3	0.1	0.00		0.00	20.0	6	70.0	1.50	0.00	0.00	0.00	0.00	+0.37	Matches
249	Elijah Dixon-Bonner	eng ENG	MF	QPR	23	2001	3	10	3	0.2	0.1	0.00		0.00	30.0	3	210.0	0.33	0.00	10.0	-10.00	-9.00	-8.80	Matches
250	Uriah Djedje	eng ENG	MF	Norwich City	18	2006	0					0		0	0		7							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
251	Lewis Dobbin	eng ENG	FW,MF	Norwich City	21	2003	10	640	64	15.5	7.1	1.13	73	0.42	0.28	29	0.00	1.50	1.13	1.13	0.00	0.00	-0.08	Matches
252	Lewis Dobbin	eng ENG	MF	West Brom	21	2003	17	340	20	8.2	3.8	0.26	67	0.00	4.21	17	1.32	1.88	0.79	0.26	0.53	+0.53	+0.34	Matches
253	Owen Dodgson	eng ENG	DF,MF	Burnley	21	2003	0					0		0	0		10							Matches
254	Tyrhys Dolan	eng ENG	MF	Blackburn	22	2001	44	3,175	72	76.7	35.3	1.13	77	0.28	0.11	24	0.03	1.36	1.10	1.02	0.08	+0.09	-0.10	Matches
255	Alfie Doughty	eng ENG	MF	Luton Town	24	1999	26	2,037	78	49.2	22.6	1.11	80	0.71	0.04	30	0.00	1.08	0.93	1.42	-0.49	-0.49	+0.07	Matches
256	Mamadou Doumbia	ml MLI	FW	Watford	18	2006	19	968	51	23.4	10.8	1.11	72	0.09	0.65	15	1.02	0.79	1.30	1.11	0.19	+0.19	+0.47	Matches
257	Oliver Dovin	se SWE	GK	Coventry City	22	2002	28	2,467	88	59.6	27.4	1.02	88	0.99	0.00		0.36	1.68	1.50	1.09	0.40	+0.40	+0.67	Matches
258	Callum Doyle	eng ENG	DF	Norwich City	20	2003	40	3,440	86	83.1	38.2	0.99	89	0.89	0.05	24	0.00	1.23	1.60	1.39	0.21	+0.21	+0.85	Matches
259	Andre Dozzell	eng ENG	MF	Portsmouth	25	1999	39	2,817	72	68.0	31.3	1.02	83	0.51	0.22	24	0.19	1.15	1.25	1.53	-0.29	-0.29	-0.02	Matches
260	Ben Drake	eng ENG	DF	Millwall	19	2005	0					0		0	0		3							Matches
261	Cody Drameh	eng ENG	DF	Hull City	22	2001	28	1,649	59	39.8	18.3	0.93	82	0.71	0.60	24	0.66	1.07	1.20	1.15	0.05	+0.05	+0.45	Matches
262	Shane Duffy	ie IRL	DF	Norwich City	32	1992	45	4,040	90	97.6	44.9	1.00	90	0.96	0.00		0.02	1.24	1.56	1.49	0.07	+0.07	+0.07	Matches
263	Isaac Dunn		MF	Blackburn			0					0		0	0		3							Matches
264	Jimmy Dunne	ie IRL	DF	QPR	26	1997	45	4,050	90	97.8	45.0	1.00	90	1.00	0.00		0.00	1.24	1.16	1.36	-0.20	-0.20	+0.80	Matches
265	Leo Duru	eng ENG	DF	Blackburn	19	2005	1	2	2	0.0	0.0	0		0	1	2	5	1.00	0	0	0	0.00	-0.11	Matches
266	Pierre Dwomoh	be BEL	MF	Watford	20	2004	9	530	59	12.8	5.9	1.02	80	0.34	0.51	16	2.20	0.78	1.19	1.53	-0.34	-0.34	-0.19	Matches
267	Lyndon Dykes	sct SCO	FW,MF	QPR	28	1995	1	6	6	0.1	0.1	0.00		0.00	10.0	6	10.0	1.00	10.0	0.00	10.0	+15.00	+15.24	Matches
268	Owen Eames		MF	Derby County			0					0		0	0		2							Matches
269	George Earthy	eng ENG	MF,FW	Bristol City	19	2004	37	1,457	39	35.2	16.2	0.68	76	0.19	1.60	24	0.31	1.44	1.73	1.05	0.68	+0.68	+0.91	Matches
270	Malcolm Ebiowei	eng ENG	MF	Oxford United	20	2003	4	68	17	1.6	0.8	0.00		0.00	5.00	17	13.8	1.00	2.50	1.25	1.25	+1.32	+1.70	Matches
271	Festy Ebosele	ie IRL	MF,DF	Watford	21	2002	18	757	42	18.3	8.4	0.83	69	0.24	1.31	25	0.60	1.06	1.43	1.19	0.24	+0.24	+0.50	Matches
272	Josh Eccles	eng ENG	MF	Coventry City	24	2000	39	2,340	60	56.5	26.0	0.96	84	0.54	0.54	18	0.04	1.55	1.35	1.46	-0.12	-0.12	-0.57	Matches
273	James Edmondson	eng ENG	MF	Blackburn	18	2005	0					0		0	0		2							Matches
274	George Edmundson	eng ENG	DF	Middlesbrough	26	1997	24	2,090	87	50.5	23.2	1.03	87	0.91	0.00		0.30	1.33	1.55	1.42	0.13	+0.13	-0.09	Matches
275	Joe Edwards	eng ENG	DF	Plymouth Argyle	33	1990	17	1,136	67	27.4	12.6	0.95	86	0.71	0.40	22	0.40	1.24	1.19	1.67	-0.48	-0.48	+0.45	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
276	Kyle Edwards	eng ENG	MF	Oxford United	26	1998	7	199	28	4.8	2.2	0.45	60	0.00	2.73	23	0.45	0.43	0.45	1.36	-0.91	-0.90	-0.58	Matches
277	Marcus Edwards	eng ENG	MF	Burnley	25	1998	14	936	67	22.6	10.4	1.15	75	0.00	0.19	19	0.19	2.57	2.12	0.67	1.44	+1.44	+0.37	Matches
278	Ronnie Edwards	eng ENG	DF,MF	QPR	21	2003	21	1,819	87	43.9	20.2	0.99	89	0.94	0.05	30	0.00	1.29	1.24	1.39	-0.15	-0.15	+0.12	Matches
279	John Egan	ie IRL	DF	Burnley	31	1992	7	165	24	4.0	1.8	0.56	73	0.00	3.33	15	10.6	2.71	1.67	0.56	1.11	+1.09	-0.06	Matches
280	John Egan	ie IRL	DF	Hull City	31	1992	11	730	66	17.6	8.1	0.99	85	0.74	0.37	18	0.62	1.45	0.62	0.86	-0.25	-0.25	-0.04	Matches
281	CJ Egan-Riley	eng ENG	DF	Burnley	21	2003	41	3,601	88	87.0	40.0	1.00	90	0.95	0.03	8	0.05	2.17	1.43	0.33	1.10	+1.10	-0.40	Matches
282	Hjalmar Ekdal	se SWE	DF	Burnley	25	1998	0					0		0	0		5							Matches
283	Pierre Ekwah Elimby	fr FRA	MF	Sunderland	22	2002	0					0		0	0		3							Matches
284	Callum Elder	au AUS	DF,MF	Derby County	29	1995	29	2,149	74	51.9	23.9	1.00	83	0.63	0.21	30	0.08	1.17	1.09	1.38	-0.29	-0.29	-0.25	Matches
285	Aidomo Emakhu	ie IRL	MF	Millwall	20	2003	25	696	28	16.8	7.7	0.78	62	0.13	2.47	17	1.17	1.40	0.91	1.43	-0.52	-0.52	-0.57	Matches
286	Lukas Engel	dk DEN	DF	Middlesbrough	25	1998	9	368	41	8.9	4.1	0.98	82	0.49	1.22	8	0.00	1.44	0.49	0.98	-0.49	-0.49	-0.73	Matches
287	Niall Ennis	eng ENG	FW	Stoke City	25	1999	9	195	22	4.7	2.2	0.45	90	0.45	3.64	13	5.91	1.22	1.36	1.36	0.00	0.00	+0.39	Matches
288	Esquerdinha	br BRA	DF	QPR	18	2006	0					0		0	0		1							Matches
289	Romain Esse	eng ENG	MF	Millwall	19	2005	24	2,018	84	48.7	22.4	1.07	84	0.58	0.00		0.00	1.25	0.94	0.80	0.13	+0.13	+0.35	Matches
290	Maxime Estève	fr FRA	DF	Burnley	22	2002	46	4,055	88	97.9	45.1	1.02	88	0.98	0.00		0.00	2.17	1.49	0.35	1.13	+1.13	-0.99	Matches
291	Oscar Estupiñan	co COL	FW	Hull City	27	1996	2	147	74	3.6	1.6	1.25	74	0.63	0.00		0.00	1.00	0.63	1.25	-0.63	-0.61	-0.41	Matches
292	Kion Etete	eng ENG	FW	Cardiff City	22	2001	0					0		0	0		1							Matches
293	Ched Evans	wls WAL	FW	Preston	35	1988	8	102	13	2.5	1.1	0.00		0.00	7.27	13	10.0	0.88	3.64	0.91	2.73	+2.65	+2.96	Matches
294	George Evans	eng ENG	GK	Millwall	19	2005	4	360	90	8.7	4.0	1.00	90	1.00	0.00		1.75	1.50	1.50	2.00	-0.50	-0.50	-0.50	Matches
295	Milan van Ewijk	nl NED	DF,MF	Coventry City	23	2000	45	4,010	89	96.9	44.6	1.01	89	0.94	0.00		0.00	1.49	1.41	1.26	0.16	+0.16	+0.85	Matches
296	Mo Faal	eng ENG	FW	West Brom	21	2003	0					0		0	0		1							Matches
297	Malachi Fagan-Walcott	eng ENG	DF	Cardiff City	22	2002	1	24	24	0.6	0.3	0.00		0.00	3.33	24	3.33	0.00	0.00	6.67	-6.67	-7.50	-7.00	Matches
298	Akin Famewo	eng ENG	DF	Sheffield Weds	25	1998	13	938	72	22.7	10.4	1.06	82	0.77	0.19	20	0.10	1.08	0.58	1.06	-0.48	-0.48	-0.37	Matches
299	Lamine Fanne	es ESP	MF,FW	Luton Town	20	2004	12	584	49	14.1	6.5	0.92	74	0.15	0.92	24	0.46	1.33	1.38	1.23	0.15	+0.15	+0.79	Matches
