Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
136	Tawanda Chirewa	zw ZIM	MF	Derby County	20	2003	5	1	151	1.7	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	Matches
137	Tahith Chong	cw CUW	MF,FW	Luton Town	24	1999	30	24	2,026	22.5	0.09	0.04	0.13	0.09	0.00	0.00	0.22	0.00	0.09	0.04	0.13	0.09	0.13	Matches
138	Hamza Choudhury	bd BAN	MF,DF	Sheffield United	26	1997	16	13	1,105	12.3	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	Matches
139	Benjamin Chrisene	eng ENG	DF	Norwich City	20	2004	26	12	1,150	12.8	0.08	0.00	0.08	0.08	0.00	0.00	0.16	0.00	0.08	0.00	0.08	0.08	0.08	Matches
140	Cyrus Christie	ie IRL	DF	Swansea City	31	1992	11	2	282	3.1	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Matches
141	Dennis Cirkin	lv LVA	DF	Sunderland	22	2002	36	30	2,740	30.4	0.10	0.07	0.16	0.10	0.00	0.00	0.20	0.00	0.10	0.07	0.16	0.10	0.16	Matches
142	Ibrahim Cissoko	nl NED	MF	Sheffield Weds	21	2003	5	0	56	0.6	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	Matches
143	Ibrahim Cissoko	nl NED	MF	Plymouth Argyle	21	2003	13	9	661	7.3	0.41	0.14	0.55	0.41	0.00	0.00	0.27	0.14	0.41	0.14	0.54	0.41	0.54	Matches
144	Jordan Clark	eng ENG	MF	Luton Town	30	1993	40	37	3,235	35.9	0.17	0.17	0.33	0.17	0.00	0.00	0.28	0.00	0.17	0.17	0.33	0.17	0.33	Matches
145	Harry Clarke	eng ENG	DF	Sheffield United	23	2001	6	6	472	5.2	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	Matches
146	Jack Clarke	eng ENG	MF	Sunderland	23	2000	2	2	179	2.0	0.50	0.50	1.00	0.50	0.00	0.00	0.00	0.00	0.50	0.50	1.01	0.50	1.01	Matches
147	Matthew Clarke	eng ENG	DF	Middlesbrough	27	1996	14	12	1,112	12.4	0.16	0.00	0.16	0.16	0.00	0.00	0.00	0.00	0.16	0.00	0.16	0.16	0.16	Matches
148	Matthew Clarke	eng ENG	DF	Derby County	27	1996	16	15	1,366	15.2	0.07	0.00	0.07	0.07	0.00	0.00	0.13	0.00	0.07	0.00	0.07	0.07	0.07	Matches
149	Jake Clarke-Salter	eng ENG	DF	QPR	26	1997	11	8	753	8.4	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Matches
150	Josh Coburn	eng ENG	FW	Middlesbrough	21	2002	2	0	6	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Josh Coburn	eng ENG	FW	Millwall	21	2002	20	14	1,218	13.5	0.37	0.00	0.37	0.37	0.00	0.07	0.00	0.00	0.37	0.00	0.37	0.37	0.37	Matches
152	Jack Colback	eng ENG	MF	QPR	34	1989	24	16	1,449	16.1	0.06	0.06	0.12	0.06	0.00	0.00	0.50	0.06	0.06	0.06	0.12	0.06	0.12	Matches
153	Devante Cole	eng ENG	FW	West Brom	29	1995	14	0	163	1.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
154	Bradley Collins	eng ENG	GK	Coventry City	27	1997	15	14	1,313	14.6	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
155	James Collins	ie IRL	FW	Derby County	33	1990	17	1	222	2.5	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	Matches
156	Jamilu Collins	ng NGA	DF	Cardiff City	29	1994	3	2	165	1.8	0.00	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00	0.00	0.00	Matches
157	Rubin Colwill	wls WAL	MF,FW	Cardiff City	22	2002	43	24	2,522	28.0	0.04	0.14	0.18	0.04	0.00	0.00	0.11	0.00	0.04	0.14	0.18	0.04	0.18	Matches
158	Aaron Connolly	ie IRL	MF,FW	Sunderland	24	2000	10	2	246	2.7	0.37	0.00	0.37	0.37	0.00	0.00	0.00	0.00	0.37	0.00	0.37	0.37	0.37	Matches
159	Aaron Connolly	ie IRL	MF,FW	Millwall	24	2000	14	6	659	7.3	0.14	0.00	0.14	0.14	0.00	0.14	0.41	0.00	0.14	0.00	0.14	0.14	0.14	Matches
160	Tommy Conway	sct SCO	FW,MF	Middlesbrough	21	2002	36	27	2,357	26.2	0.50	0.04	0.53	0.42	0.08	0.15	0.04	0.00	0.50	0.04	0.53	0.42	0.46	Matches
161	Steve Cook	eng ENG	DF	QPR	33	1991	31	31	2,617	29.1	0.07	0.00	0.07	0.07	0.00	0.00	0.14	0.00	0.07	0.00	0.07	0.07	0.07	Matches
162	Jake Cooper	eng ENG	DF	Millwall	29	1995	36	36	3,195	35.5	0.08	0.03	0.11	0.08	0.00	0.00	0.11	0.00	0.08	0.03	0.11	0.08	0.11	Matches
163	Michael Cooper	eng ENG	GK	Sheffield United	24	1999	43	43	3,870	43.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
164	Oliver Cooper	wls WAL	MF	Swansea City	24	1999	28	10	1,042	11.6	0.09	0.09	0.17	0.09	0.00	0.00	0.00	0.00	0.09	0.09	0.17	0.09	0.17	Matches
165	José Córdoba	pa PAN	DF	Norwich City	23	2001	34	24	2,103	23.4	0.04	0.00	0.04	0.04	0.00	0.00	0.17	0.04	0.04	0.00	0.04	0.04	0.04	Matches
166	David Cornell	wls WAL	GK	Preston	33	1991	10	9	811	9.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
167	Harry Cornick	eng ENG	FW,MF	Bristol City	29	1995	3	0	38	0.4	2.50	0.00	2.50	2.50	0.00	0.00	0.00	0.00	2.37	0.00	2.37	2.37	2.37	Matches
168	Lewie Coyle	eng ENG	DF	Hull City	28	1995	44	42	3,717	41.3	0.02	0.05	0.07	0.02	0.00	0.00	0.15	0.00	0.02	0.05	0.07	0.02	0.07	Matches
169	Amario Cozier-Duberry	eng ENG	MF	Blackburn	19	2005	22	6	723	8.0	0.13	0.00	0.13	0.13	0.00	0.00	0.00	0.00	0.12	0.00	0.12	0.12	0.12	Matches
170	Tristan Crama	fr FRA	DF	Millwall	22	2001	20	18	1,634	18.2	0.00	0.11	0.11	0.00	0.00	0.00	0.05	0.00	0.00	0.11	0.11	0.00	0.11	Matches
171	Charlie Crew	wls WAL	MF	Leeds United	18	2006	1	0	5	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
172	Ante Crnac	hr CRO	FW,MF	Norwich City	20	2003	38	29	2,495	27.7	0.25	0.14	0.40	0.25	0.00	0.00	0.07	0.00	0.25	0.14	0.40	0.25	0.40	Matches
173	Matt Crooks	eng ENG	MF,FW	Hull City	30	1994	18	9	789	8.8	0.34	0.00	0.34	0.34	0.00	0.00	0.45	0.11	0.34	0.00	0.34	0.34	0.34	Matches
174	Josh Cullen	ie IRL	MF	Burnley	28	1996	44	43	3,801	42.2	0.05	0.07	0.12	0.05	0.00	0.00	0.26	0.00	0.05	0.07	0.12	0.05	0.12	Matches
175	Liam Cullen	wls WAL	MF,FW	Swansea City	25	1999	42	35	2,995	33.3	0.33	0.09	0.42	0.33	0.00	0.00	0.24	0.00	0.33	0.09	0.42	0.33	0.42	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Jamie Cumming	eng ENG	GK	Oxford United	24	1999	45	45	4,050	45.0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	Matches
177	Luke Cundle	eng ENG	MF	Millwall	22	2002	16	13	985	10.9	0.09	0.00	0.09	0.09	0.00	0.00	0.18	0.00	0.09	0.00	0.09	0.09	0.09	Matches
178	Jesper Daland	no NOR	DF	Cardiff City	24	2000	20	16	1,427	15.9	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
179	Owen Dale	eng ENG	MF	Oxford United	25	1998	11	4	350	3.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
180	Harry Darling	eng ENG	DF	Swansea City	24	1999	39	38	3,335	37.1	0.13	0.08	0.22	0.13	0.00	0.00	0.11	0.03	0.13	0.08	0.22	0.13	0.22	Matches
181	Karl Darlow	wls WAL	GK	Leeds United	33	1990	7	7	630	7.0	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
182	Jay Dasilva	wls WAL	DF,MF	Coventry City	26	1998	31	20	1,807	20.1	0.00	0.05	0.05	0.00	0.00	0.00	0.10	0.05	0.00	0.05	0.05	0.00	0.05	Matches
183	Adam Davies	wls WAL	GK	Sheffield United	32	1992	3	3	270	3.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
184	Isaak Davies	wls WAL	MF	Cardiff City	22	2001	9	3	287	3.2	0.63	0.00	0.63	0.63	0.00	0.00	0.31	0.00	0.63	0.00	0.63	0.63	0.63	Matches
185	Tom Davies	eng ENG	MF	Sheffield United	26	1998	13	6	673	7.5	0.13	0.13	0.27	0.13	0.00	0.00	0.53	0.00	0.13	0.13	0.27	0.13	0.27	Matches
186	James Debayo	eng ENG	DF	Leeds United	19	2005	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
187	Hannes Delcroix	ht HAI	DF	Swansea City	25	1999	12	10	888	9.9	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
188	Tom Dele-Bashiru	ng NGA	MF	Watford	24	1999	27	25	2,064	22.9	0.17	0.00	0.17	0.04	0.13	0.13	0.00	0.00	0.17	0.00	0.17	0.04	0.04	Matches
189	Karamoko Dembélé	eng ENG	MF	QPR	21	2003	23	15	1,186	13.2	0.23	0.30	0.53	0.23	0.00	0.00	0.15	0.00	0.23	0.30	0.53	0.23	0.53	Matches
190	Siriki Dembélé	ci CIV	MF	Oxford United	27	1996	25	15	1,371	15.2	0.13	0.07	0.20	0.13	0.00	0.00	0.13	0.00	0.13	0.07	0.20	0.13	0.20	Matches
191	Rav van den Berg	nl NED	DF	Middlesbrough	20	2004	27	23	2,128	23.6	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.04	0.00	0.00	0.00	0.00	0.00	Matches
192	Emmanuel Dennis	ng NGA	MF	Blackburn	26	1997	6	1	160	1.8	0.00	0.56	0.56	0.00	0.00	0.00	1.67	0.56	0.00	0.56	0.56	0.00	0.56	Matches
193	Terry Devlin	nir NIR	DF,MF	Portsmouth	20	2003	34	13	1,562	17.4	0.00	0.06	0.06	0.00	0.00	0.00	0.11	0.00	0.00	0.06	0.06	0.00	0.06	Matches
194	Ousmane Diakité	ml MLI	MF,DF	West Brom	24	2000	22	9	860	9.6	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
195	Grady Diangana	cd COD	MF,FW	West Brom	26	1998	34	14	1,494	16.6	0.24	0.18	0.42	0.24	0.00	0.00	0.06	0.00	0.24	0.18	0.42	0.24	0.42	Matches
196	Robert Dickie	eng ENG	DF	Bristol City	28	1996	36	35	3,121	34.7	0.06	0.03	0.09	0.06	0.00	0.00	0.14	0.03	0.06	0.03	0.09	0.06	0.09	Matches
197	Seny Dieng	sn SEN	GK	Middlesbrough	29	1994	17	17	1,530	17.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
198	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	27	1996	33	27	2,525	28.1	0.07	0.04	0.11	0.07	0.00	0.00	0.18	0.00	0.07	0.04	0.11	0.07	0.11	Matches
199	Daryl Dike	us USA	MF	West Brom	24	2000	11	1	227	2.5	0.40	0.40	0.80	0.40	0.00	0.00	0.40	0.00	0.40	0.40	0.79	0.40	0.79	Matches
200	Jaden Dixon	eng ENG	DF	Stoke City	17	2007	2	0	11	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Elijah Dixon-Bonner	eng ENG	MF	QPR	23	2001	3	0	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	10.0	0.00	0.00	0.00	0.00	0.00	0.00	Matches
202	Lewis Dobbin	eng ENG	FW,MF	Norwich City	21	2003	10	8	640	7.1	0.28	0.00	0.28	0.28	0.00	0.00	0.14	0.00	0.28	0.00	0.28	0.28	0.28	Matches
203	Lewis Dobbin	eng ENG	MF	West Brom	21	2003	17	1	340	3.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
204	Tyrhys Dolan	eng ENG	MF	Blackburn	22	2001	44	40	3,175	35.3	0.20	0.17	0.37	0.17	0.03	0.03	0.34	0.00	0.20	0.17	0.37	0.17	0.34	Matches
205	Alfie Doughty	eng ENG	MF	Luton Town	24	1999	26	25	2,037	22.6	0.04	0.18	0.22	0.04	0.00	0.00	0.22	0.00	0.04	0.18	0.22	0.04	0.22	Matches
206	Mamadou Doumbia	ml MLI	FW	Watford	18	2006	19	12	968	10.8	0.19	0.00	0.19	0.19	0.00	0.00	0.19	0.00	0.19	0.00	0.19	0.19	0.19	Matches
207	Oliver Dovin	se SWE	GK	Coventry City	22	2002	28	28	2,467	27.4	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	Matches
208	Callum Doyle	eng ENG	DF	Norwich City	20	2003	40	38	3,440	38.2	0.03	0.18	0.21	0.03	0.00	0.00	0.29	0.00	0.03	0.18	0.21	0.03	0.21	Matches
209	Andre Dozzell	eng ENG	MF	Portsmouth	25	1999	39	32	2,817	31.3	0.06	0.03	0.10	0.06	0.00	0.00	0.35	0.00	0.06	0.03	0.10	0.06	0.10	Matches
210	Cody Drameh	eng ENG	DF	Hull City	22	2001	28	17	1,649	18.3	0.05	0.05	0.11	0.05	0.00	0.00	0.11	0.00	0.05	0.05	0.11	0.05	0.11	Matches
211	Shane Duffy	ie IRL	DF	Norwich City	32	1992	45	45	4,040	44.9	0.09	0.00	0.09	0.09	0.00	0.00	0.09	0.00	0.09	0.00	0.09	0.09	0.09	Matches
212	Jimmy Dunne	ie IRL	DF	QPR	26	1997	45	45	4,050	45.0	0.11	0.04	0.16	0.11	0.00	0.00	0.20	0.00	0.11	0.04	0.16	0.11	0.16	Matches
213	Leo Duru	eng ENG	DF	Blackburn	19	2005	1	0	2	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
214	Pierre Dwomoh	be BEL	MF	Watford	20	2004	9	6	530	5.9	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	Matches
215	Lyndon Dykes	sct SCO	FW,MF	QPR	28	1995	1	0	6	0.1	10.0	0.00	10.0	10.0	0.00	0.00	0.00	0.00	15.00	0.00	15.00	15.00	15.00	Matches
216	George Earthy	eng ENG	MF,FW	Bristol City	19	2004	37	11	1,457	16.2	0.19	0.06	0.25	0.19	0.00	0.00	0.19	0.00	0.19	0.06	0.25	0.19	0.25	Matches
217	Malcolm Ebiowei	eng ENG	MF	Oxford United	20	2003	4	0	68	0.8	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
218	Festy Ebosele	ie IRL	MF,DF	Watford	21	2002	18	7	757	8.4	0.12	0.12	0.24	0.12	0.00	0.00	0.83	0.00	0.12	0.12	0.24	0.12	0.24	Matches
219	Josh Eccles	eng ENG	MF	Coventry City	24	2000	39	25	2,340	26.0	0.12	0.12	0.23	0.12	0.00	0.00	0.23	0.00	0.12	0.12	0.23	0.12	0.23	Matches
220	George Edmundson	eng ENG	DF	Middlesbrough	26	1997	24	24	2,090	23.2	0.04	0.00	0.04	0.04	0.00	0.00	0.39	0.00	0.04	0.00	0.04	0.04	0.04	Matches
221	Joe Edwards	eng ENG	DF	Plymouth Argyle	33	1990	17	12	1,136	12.6	0.08	0.08	0.16	0.08	0.00	0.00	0.32	0.08	0.08	0.08	0.16	0.08	0.16	Matches
222	Kyle Edwards	eng ENG	MF	Oxford United	26	1998	7	1	199	2.2	0.00	0.45	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.45	0.00	0.45	Matches
223	Marcus Edwards	eng ENG	MF	Burnley	25	1998	14	12	936	10.4	0.10	0.10	0.19	0.10	0.00	0.00	0.10	0.00	0.10	0.10	0.19	0.10	0.19	Matches
224	Ronnie Edwards	eng ENG	DF,MF	QPR	21	2003	21	20	1,819	20.2	0.10	0.00	0.10	0.10	0.00	0.00	0.10	0.00	0.10	0.00	0.10	0.10	0.10	Matches
225	John Egan	ie IRL	DF	Burnley	31	1992	7	1	165	1.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	John Egan	ie IRL	DF	Hull City	31	1992	11	8	730	8.1	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	Matches
227	CJ Egan-Riley	eng ENG	DF	Burnley	21	2003	41	40	3,601	40.0	0.03	0.03	0.05	0.03	0.00	0.00	0.17	0.03	0.02	0.02	0.05	0.02	0.05	Matches
228	Callum Elder	au AUS	DF,MF	Derby County	29	1995	29	24	2,149	23.9	0.00	0.13	0.13	0.00	0.00	0.00	0.33	0.00	0.00	0.13	0.13	0.00	0.13	Matches
229	Aidomo Emakhu	ie IRL	MF	Millwall	20	2003	25	6	696	7.7	0.00	0.26	0.26	0.00	0.00	0.00	0.39	0.13	0.00	0.26	0.26	0.00	0.26	Matches
230	Lukas Engel	dk DEN	DF	Middlesbrough	25	1998	9	4	368	4.1	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
231	Niall Ennis	eng ENG	FW	Stoke City	25	1999	9	1	195	2.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
232	Romain Esse	eng ENG	MF	Millwall	19	2005	24	24	2,018	22.4	0.18	0.04	0.22	0.18	0.00	0.00	0.18	0.00	0.18	0.04	0.22	0.18	0.22	Matches
233	Maxime Estève	fr FRA	DF	Burnley	22	2002	46	46	4,055	45.1	0.02	0.00	0.02	0.02	0.00	0.00	0.07	0.00	0.02	0.00	0.02	0.02	0.02	Matches
234	Oscar Estupiñan	co COL	FW	Hull City	27	1996	2	2	147	1.6	0.63	0.00	0.63	0.00	0.63	0.63	0.00	0.00	0.61	0.00	0.61	0.00	0.00	Matches
235	Ched Evans	wls WAL	FW	Preston	35	1988	8	0	102	1.1	0.00	1.82	1.82	0.00	0.00	0.00	0.00	0.00	0.00	1.76	1.76	0.00	1.76	Matches
236	George Evans	eng ENG	GK	Millwall	19	2005	4	4	360	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
237	Milan van Ewijk	nl NED	DF,MF	Coventry City	23	2000	45	45	4,010	44.6	0.04	0.04	0.09	0.04	0.00	0.00	0.02	0.00	0.04	0.04	0.09	0.04	0.09	Matches
238	Malachi Fagan-Walcott	eng ENG	DF	Cardiff City	22	2002	1	0	24	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
239	Akin Famewo	eng ENG	DF	Sheffield Weds	25	1998	13	11	938	10.4	0.00	0.10	0.10	0.00	0.00	0.00	0.19	0.00	0.00	0.10	0.10	0.00	0.10	Matches
240	Lamine Fanne	es ESP	MF,FW	Luton Town	20	2004	12	6	584	6.5	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	Matches
241	Jacob Farrell	au AUS	DF	Portsmouth	21	2002	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
242	Christian Fassnacht	ch SUI	FW	Norwich City	30	1993	3	1	82	0.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
243	Tom Fellows	eng ENG	MF	West Brom	21	2003	45	35	2,872	31.9	0.13	0.44	0.56	0.13	0.00	0.00	0.13	0.00	0.13	0.44	0.56	0.13	0.56	Matches
244	Marselino Ferdinan	id IDN	MF	Oxford United	19	2004	1	0	14	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
245	Sam Field	eng ENG	MF	QPR	26	1998	35	35	2,905	32.3	0.09	0.00	0.09	0.09	0.00	0.00	0.25	0.00	0.09	0.00	0.09	0.09	0.09	Matches
246	Tegan Finn		MF	Plymouth Argyle			4	1	144	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
247	Junior Firpo	do DOM	DF	Leeds United	27	1996	32	30	2,616	29.1	0.14	0.34	0.48	0.14	0.00	0.00	0.24	0.00	0.14	0.34	0.48	0.14	0.48	Matches
248	Will Fish	eng ENG	DF	Cardiff City	21	2003	21	14	1,376	15.3	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
249	Kellen Fisher	eng ENG	DF,MF	Norwich City	20	2004	38	34	2,692	29.9	0.00	0.13	0.13	0.00	0.00	0.00	0.33	0.00	0.00	0.13	0.13	0.00	0.13	Matches
250	Zian Flemming	nl NED	FW	Burnley	25	1998	35	28	2,424	26.9	0.45	0.15	0.59	0.45	0.00	0.00	0.11	0.00	0.45	0.15	0.59	0.45	0.59	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Tyrese Fornah	sl SLE	MF	Derby County	24	1999	1	0	5	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
252	Adam Forshaw	eng ENG	MF	Plymouth Argyle	32	1991	16	7	683	7.6	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.13	0.00	0.00	0.00	0.00	0.00	Matches
253	Adam Forshaw	eng ENG	MF	Blackburn	32	1991	16	5	563	6.3	0.16	0.00	0.16	0.16	0.00	0.00	0.32	0.00	0.16	0.00	0.16	0.16	0.16	Matches
254	Amankwah Forson	gh GHA	MF,FW	Norwich City	21	2002	21	8	727	8.1	0.25	0.25	0.49	0.25	0.00	0.00	0.25	0.00	0.25	0.25	0.50	0.25	0.50	Matches
255	Marcus Forss	fi FIN	MF,FW	Middlesbrough	25	1999	24	6	666	7.4	0.14	0.00	0.14	0.14	0.00	0.00	0.14	0.00	0.14	0.00	0.14	0.14	0.14	Matches
256	Craig Forsyth	sct SCO	DF,MF	Derby County	35	1989	39	26	2,557	28.4	0.11	0.14	0.25	0.11	0.00	0.00	0.14	0.00	0.11	0.14	0.25	0.11	0.25	Matches
257	Gabriel Forsyth	sct SCO	MF	Norwich City	17	2006	5	2	163	1.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
258	Lyle Foster	za RSA	FW,MF	Burnley	23	2000	28	17	1,590	17.7	0.11	0.28	0.40	0.11	0.00	0.00	0.23	0.00	0.11	0.28	0.40	0.11	0.40	Matches
259	Morgan Fox	wls WAL	DF	QPR	30	1993	26	12	1,344	14.9	0.07	0.00	0.07	0.07	0.00	0.00	0.20	0.00	0.07	0.00	0.07	0.07	0.07	Matches
260	Gianluca Frabotta	it ITA	DF,MF	West Brom	25	1999	6	0	65	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
261	Gonçalo Franco	pt POR	MF	Swansea City	23	2000	40	39	3,141	34.9	0.06	0.06	0.11	0.06	0.00	0.00	0.17	0.00	0.06	0.06	0.11	0.06	0.11	Matches
262	Michael Frey	ch SUI	FW	QPR	30	1994	29	21	1,781	19.8	0.40	0.05	0.45	0.35	0.05	0.05	0.30	0.00	0.40	0.05	0.45	0.35	0.40	Matches
263	Dael Fry	eng ENG	DF	Middlesbrough	26	1997	21	15	1,416	15.7	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
264	Mads Frøkjær-Jensen	dk DEN	MF,FW	Preston	25	1999	38	27	2,362	26.2	0.08	0.19	0.27	0.08	0.00	0.00	0.31	0.00	0.08	0.19	0.27	0.08	0.27	Matches
265	Leo Fuhr Hjelde	no NOR	DF	Sunderland	20	2003	15	5	410	4.6	0.00	0.22	0.22	0.00	0.00	0.00	0.65	0.00	0.00	0.22	0.22	0.00	0.22	Matches
266	Jay Fulton	sct SCO	MF	Swansea City	30	1994	31	13	1,289	14.3	0.07	0.00	0.07	0.07	0.00	0.00	0.42	0.00	0.07	0.00	0.07	0.07	0.07	Matches
267	Darnell Furlong	eng ENG	DF	West Brom	28	1995	42	42	3,706	41.2	0.02	0.07	0.10	0.02	0.00	0.00	0.19	0.02	0.02	0.07	0.10	0.02	0.10	Matches
268	Sam Gallagher	eng ENG	FW,MF	Stoke City	28	1995	22	9	1,024	11.4	0.26	0.09	0.35	0.26	0.00	0.00	0.44	0.00	0.26	0.09	0.35	0.26	0.35	Matches
269	Brendan Galloway	zw ZIM	DF	Plymouth Argyle	28	1996	13	11	980	10.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
270	Ben Gannon-Doak	sct SCO	MF	Middlesbrough	18	2005	24	21	1,778	19.8	0.15	0.35	0.51	0.15	0.00	0.00	0.35	0.00	0.15	0.35	0.51	0.15	0.51	Matches
271	Djeidi Gassama	mr MTN	MF	Sheffield Weds	20	2003	43	36	2,975	33.1	0.21	0.03	0.24	0.21	0.00	0.00	0.12	0.00	0.21	0.03	0.24	0.21	0.24	Matches
