Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
26	Jaidon Anthony	eng ENG	MF	Burnley	24	1999	40.7	0.10	0.00	0.00	0.91	0.91	0.34	6.07	0.76	0.81			0.00	Matches
27	Adil Aouchiche	dz ALG	MF	Portsmouth	22	2002	7.6	0.26	0.00	0.00	0.79	0.92	0.00	2.63	1.18	1.05			0.00	Matches
28	Adil Aouchiche	dz ALG	MF	Sunderland	22	2002	3.3	0.00	0.00	0.00	2.12	1.21	0.30	10.0	0.00	0.61			0.00	Matches
29	Oliver Arblaster	eng ENG	MF	Sheffield United	20	2004	10.9	0.28	0.00	0.00	0.73	1.01	0.00	1.47	0.92	0.73			0.00	Matches
30	Jordan Archer	sct SCO	GK	Portsmouth	31	1993	1.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
31	Adam Armstrong	eng ENG	FW,MF	West Brom	27	1997	11.2	0.00	0.00	0.00	1.43	0.71	0.71	0.80	0.00	0.71			0.00	Matches
32	Harrison Armstrong	eng ENG	MF	Derby County	17	2007	12.3	0.24	0.00	0.00	0.81	0.81	0.08	0.24	1.87	1.46			0.00	Matches
33	Sinclair Armstrong	ie IRL	FW	Bristol City	21	2003	17.3	0.06	0.00	0.00	1.50	1.62	0.64	0.23	0.12	0.06			0.00	Matches
34	Stuart Armstrong	sct SCO	MF	Sheffield Weds	32	1992	6.0	0.00	0.00	0.00	0.50	0.33	0.17	1.50	0.17	0.50			0.00	Matches
35	Harrison Ashby	sct SCO	DF,MF	QPR	22	2001	17.6	0.34	0.00	0.00	1.02	1.53	0.17	1.48	0.74	2.22			0.00	Matches
36	Cian Ashford	wls WAL	MF,FW	Cardiff City	19	2004	16.9	0.00	0.00	0.00	1.07	1.30	0.06	2.13	0.36	0.71			0.00	Matches
37	Robert Atkinson	eng ENG	DF	Portsmouth	26	1998	12.2	0.33	0.00	0.00	0.33	1.31	0.08	0.00	0.82	0.25			0.08	Matches
38	Luke Ayling	eng ENG	DF	Middlesbrough	32	1991	21.7	0.18	0.00	0.00	0.55	1.01	0.05	2.58	1.01	2.03			0.00	Matches
39	Finn Azaz	ie IRL	MF	Middlesbrough	23	2000	39.4	0.15	0.00	0.00	0.53	1.22	0.05	4.64	0.36	0.79			0.00	Matches
40	Femi Azeez	ng NGA	MF	Millwall	23	2001	21.2	0.19	0.00	0.00	1.56	0.66	0.57	3.73	0.80	1.51			0.00	Matches
41	Kwadwo Baah	eng ENG	MF,FW	Watford	21	2003	16.2	0.31	0.06	0.00	2.04	1.67	0.43	2.35	0.25	0.86			0.00	Matches
42	Daniel Bachmann	at AUT	GK	Watford	30	1994	21.1	0.05	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00			0.05	Matches
43	Joel Bagan	ie IRL	DF	Cardiff City	24	2000	17.9	0.22	0.06	0.00	1.12	0.73	0.00	1.17	0.89	1.17			0.00	Matches
44	Michael Baidoo	gh GHA	MF,FW	Plymouth Argyle	25	1999	5.0	0.00	0.00	0.00	3.00	1.00	0.20	0.40	0.40	0.80			0.00	Matches
45	Lewis Baker	eng ENG	MF	Blackburn	29	1995	6.6	0.30	0.00	0.00	0.76	0.45	0.00	1.06	0.61	0.30			0.00	Matches
46	Lewis Baker	eng ENG	MF	Stoke City	29	1995	16.4	0.18	0.00	0.00	1.40	0.91	0.37	3.90	0.67	0.24			0.00	Matches
47	Daniel Ballard	nir NIR	DF	Sunderland	24	1999	12.5	0.24	0.00	0.00	1.04	1.36	0.08	0.00	0.72	0.64			0.08	Matches
48	Patrick Bamford	eng ENG	FW,MF	Leeds United	30	1993	2.8	0.00	0.00	0.00	2.14	1.79	2.86	1.07	0.71	0.71			0.00	Matches
49	Raees Bangura-Williams		MF	Millwall			6.8	0.29	0.00	0.00	1.03	0.29	0.29	0.29	0.29	2.06			0.00	Matches
50	Tamer Bani Odeh	jo JOR	FW	West Brom	20	2003	0.6	1.67	0.00	0.00	8.33	1.67	0.00	3.33	3.33	5.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
51	Barry Bannan	sct SCO	MF	Sheffield Weds	34	1989	38.5	0.18	0.00	0.00	0.47	0.52	0.00	3.92	0.52	1.04			0.00	Matches
52	Jamal Baptiste	eng ENG	DF	Sheffield United	20	2003	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
53	Shandon Baptiste	gd GRN	MF	Luton Town	26	1998	8.0	0.25	0.00	0.00	1.25	0.88	0.13	4.00	1.50	1.25			0.00	Matches
54	Tom Barkhuizen	eng ENG	MF,FW	Derby County	31	1993	4.5	0.44	0.00	0.00	1.11	1.33	0.00	3.11	0.89	1.11			0.00	Matches
55	Daniel Barlaser	tr TUR	MF	Middlesbrough	27	1997	12.8	0.16	0.00	0.00	1.25	1.17	0.16	4.84	0.70	1.02			0.00	Matches
56	Ashley Barnes	eng ENG	FW	Norwich City	34	1989	1.9	0.53	0.00	0.00	4.21	2.11	0.53	0.00	0.53	0.00			0.00	Matches
57	Ashley Barnes	eng ENG	FW	Burnley	34	1989	1.5	0.67	0.00	0.00	2.00	4.67	2.00	0.67	1.33	0.00			0.00	Matches
58	Louie Barry	eng ENG	MF	Hull City	21	2003	1.8	0.00	0.00	0.00	1.67	0.56	0.56	6.67	0.56	0.56			0.00	Matches
59	Kyle Bartley	eng ENG	DF	West Brom	33	1991	29.0	0.17	0.03	0.00	0.90	0.48	0.10	0.03	0.72	0.48			0.00	Matches
60	Norman Bassette	be BEL	FW	Coventry City	19	2004	10.1	0.50	0.00	0.00	2.18	1.29	1.49	0.99	0.00	0.40			0.00	Matches
61	Danny Batth	eng ENG	DF	Blackburn	33	1990	33.4	0.15	0.00	0.00	0.93	0.66	0.03	0.00	0.96	0.66			0.00	Matches
62	Patrick Bauer	de GER	DF	Preston	31	1992	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
63	Vakoun Bayo	ci CIV	FW	Watford	27	1997	24.9	0.20	0.04	0.00	1.77	0.76	0.80	0.12	0.20	0.52			0.00	Matches
64	James Beadle	eng ENG	GK	Sheffield Weds	20	2004	38.0	0.05	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00			0.00	Matches
65	Owen Beck	wls WAL	DF,MF	Blackburn	21	2002	20.8	0.14	0.05	0.00	1.63	0.63	0.19	3.46	0.87	1.88			0.00	Matches
66	Chris Bedia	ci CIV	FW	Hull City	28	1996	10.2	0.00	0.00	0.00	1.86	0.59	0.39	0.00	0.00	0.49			0.00	Matches
67	Amari'i Bell	jm JAM	DF,MF	Luton Town	30	1994	30.1	0.03	0.00	0.00	0.60	1.30	0.03	0.50	0.73	1.00			0.00	Matches
68	Sam Bell	eng ENG	FW,MF	Bristol City	22	2002	4.9	0.00	0.00	0.00	1.22	1.22	1.02	3.06	0.41	1.43			0.00	Matches
69	Jobe Bellingham	eng ENG	MF	Sunderland	18	2005	39.0	0.26	0.03	0.00	1.05	1.51	0.05	0.26	0.85	1.18			0.00	Matches
70	Bachir Belloumi	dz ALG	FW,MF	Hull City	22	2002	9.1	0.11	0.00	0.00	0.88	0.99	1.21	6.37	0.99	0.99			0.00	Matches
71	Anis Ben Slimane	tn TUN	MF	Norwich City	23	2001	23.2	0.26	0.00	0.00	1.64	0.91	0.04	0.65	0.69	1.08			0.00	Matches
72	Anis Ben Slimane	tn TUN	MF	Sheffield United	23	2001	0.5	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
73	Joe Bennett	eng ENG	DF	Oxford United	34	1990	8.3	0.12	0.00	0.00	0.36	0.96	0.00	0.24	0.96	0.96			0.00	Matches
74	Daniel Bennie	au AUS	FW	QPR	18	2006	2.4	0.42	0.00	0.00	2.08	0.42	0.00	2.08	0.42	0.00			0.00	Matches
75	Jóhann Berg Guðmundsson	is ISL	FW,MF	Burnley	33	1990	0.2	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
76	Di'Shon Bernard	jm JAM	DF	Sheffield Weds	23	2000	24.8	0.36	0.08	0.04	1.05	0.52	0.00	0.08	1.13	0.77			0.00	Matches
77	Kian Best	eng ENG	DF	Preston	18	2005	0.0	0	0	0	0	2	0	2	0	1			0	Matches
78	Florian Bianchini	fr FRA	FW	Swansea City	23	2001	12.3	0.16	0.00	0.00	1.79	0.98	0.98	1.95	0.16	0.98			0.00	Matches
79	Jake Bidwell	eng ENG	DF,MF	Coventry City	31	1993	22.9	0.22	0.00	0.00	0.92	0.61	0.00	3.71	0.83	0.57			0.00	Matches
80	Luis Binks	eng ENG	DF	Coventry City	22	2001	20.6	0.34	0.00	0.00	0.58	0.34	0.00	0.39	1.02	0.53			0.00	Matches
81	Max Bird	eng ENG	MF	Bristol City	23	2000	38.7	0.03	0.00	0.00	0.34	0.54	0.05	3.26	0.78	1.45			0.00	Matches
82	Colby Bishop	eng ENG	FW	Portsmouth	27	1996	29.2	0.10	0.00	0.00	1.30	1.20	0.45	0.31	0.14	0.58			0.00	Matches
83	Billy Blacker	eng ENG	FW	Sheffield United	18	2006	0.0	0	0	0	0	0	0	0	0	0			0	Matches
84	Corey Blackett-Taylor	eng ENG	MF,FW	Derby County	26	1997	4.5	0.22	0.00	0.00	0.44	1.33	0.22	4.44	0.67	0.22			0.00	Matches
85	Harvey Blair	eng ENG	MF	Portsmouth	20	2003	3.3	0.91	0.00	0.00	3.03	1.82	0.61	1.82	0.91	0.91			0.00	Matches
86	Malachi Boateng	eng ENG	MF	Plymouth Argyle	22	2002	2.2	0.00	0.00	0.00	1.82	0.45	0.00	0.00	1.36	1.36			0.00	Matches
87	Eric Bocat	fr FRA	DF	Stoke City	25	1999	22.7	0.04	0.00	0.00	0.53	0.84	0.04	2.64	1.41	0.97			0.00	Matches
88	Jayden Bogle	eng ENG	DF	Leeds United	24	2000	42.5	0.28	0.00	0.00	1.22	1.36	0.14	1.98	0.92	1.69			0.00	Matches
89	Jonathan Bond	eng ENG	GK	Watford	31	1993	8.9	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00			0.00	Matches
90	Neto Borges	br BRA	DF	Middlesbrough	27	1996	32.1	0.12	0.00	0.00	0.93	0.97	0.12	1.50	1.37	1.15			0.00	Matches
91	Raphael Borges Rodrigues	au AUS	MF	Coventry City	20	2003	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
92	Josh Bowler	eng ENG	MF,FW	Preston	25	1999	5.1	0.00	0.00	0.00	0.20	2.75	0.00	2.55	0.59	0.98			0.00	Matches
93	Josh Bowler	eng ENG	MF	Luton Town	25	1999	1.7	0.00	0.00	0.00	1.18	1.18	0.00	3.53	0.59	1.18			0.00	Matches
94	Sonny Bradley	eng ENG	DF	Derby County	32	1991	3.4	0.29	0.00	0.00	0.59	0.59	0.00	0.29	1.18	0.59			0.00	Matches
95	Tom Bradshaw	wls WAL	FW	Oxford United	32	1992	4.0	0.25	0.00	0.00	1.50	0.50	0.25	0.00	0.25	0.00			0.00	Matches
96	Tom Bradshaw	wls WAL	FW	Millwall	32	1992	5.0	0.00	0.00	0.00	2.20	1.00	0.40	0.20	0.00	0.40			0.00	Matches
97	Robbie Brady	ie IRL	MF	Preston	32	1992	18.2	0.44	0.00	0.00	1.65	0.71	0.16	7.25	1.10	1.65			0.00	Matches
98	Cohen Bramall	eng ENG	DF	Portsmouth	28	1996	5.1	0.39	0.00	0.00	0.78	0.98	0.20	3.92	0.59	0.98			0.00	Matches
99	Cameron Brannagan	eng ENG	MF	Oxford United	28	1996	32.2	0.31	0.00	0.00	1.02	1.02	0.00	1.96	0.93	1.18			0.00	Matches
100	Ben Brereton	cl CHI	MF	Sheffield United	25	1999	10.9	0.37	0.00	0.00	1.47	0.64	0.37	1.01	0.64	0.28			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
101	Rhian Brewster	eng ENG	MF,FW	Sheffield United	24	2000	17.3	0.12	0.00	0.00	0.92	1.45	0.29	1.62	0.29	0.52			0.00	Matches
102	Callum Brittain	eng ENG	DF	Blackburn	26	1998	29.5	0.17	0.00	0.00	0.81	0.54	0.00	4.17	0.71	1.12			0.00	Matches
103	Andre Brooks	jm JAM	MF	Sheffield United	20	2003	10.6	0.28	0.00	0.00	1.89	0.94	0.09	1.60	0.47	1.79			0.00	Matches
104	Ciaron Brown	nir NIR	DF	Oxford United	26	1998	40.1	0.15	0.00	0.00	0.50	0.82	0.00	0.32	1.35	0.52			0.00	Matches
105	Dajaune Brown	jm JAM	FW	Derby County	18	2005	4.3	0.00	0.00	0.00	1.63	0.70	0.00	0.23	0.47	0.93			0.00	Matches
106	Jacob Brown	sct SCO	MF,FW	Luton Town	26	1998	13.5	0.30	0.00	0.00	1.41	2.67	0.22	0.89	0.37	0.59			0.00	Matches
107	Alan Browne	ie IRL	MF,DF	Sunderland	29	1995	13.5	0.07	0.00	0.00	1.26	2.00	0.07	1.85	0.74	0.81			0.00	Matches
108	Josh Brownhill	eng ENG	MF	Burnley	28	1995	38.6	0.13	0.00	0.00	1.32	0.62	0.10	1.48	0.83	1.09			0.00	Matches
109	Joe Bryan	eng ENG	DF	Millwall	30	1993	36.4	0.22	0.00	0.00	1.15	1.07	0.00	4.40	1.95	1.73			0.05	Matches
110	Solomon Brynn	eng ENG	GK	Middlesbrough	23	2000	5.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35			0.00	Matches
111	John Buckley	eng ENG	MF	Blackburn	24	1999	9.5	0.53	0.00	0.00	2.11	1.58	0.11	2.21	1.58	1.68			0.00	Matches
112	Mustapha Bundu	sl SLE	FW,MF	Plymouth Argyle	27	1997	25.6	0.16	0.00	0.00	1.68	1.13	0.59	1.41	0.55	0.66			0.00	Matches
113	Wouter Burger	nl NED	MF	Stoke City	23	2001	33.4	0.30	0.00	0.00	2.16	0.57	0.00	0.54	1.68	1.65			0.00	Matches
114	Delano Burgzorg	sr SUR	MF	Middlesbrough	25	1998	24.3	0.08	0.00	0.00	0.86	1.85	0.49	0.41	0.12	0.82			0.00	Matches
115	Reece Burke	eng ENG	DF,MF	Luton Town	27	1996	9.5	0.42	0.00	0.00	0.74	0.53	0.00	1.37	1.47	1.26			0.00	Matches
116	Finley Burns	eng ENG	DF,MF	Hull City	21	2003	3.5	0.29	0.00	0.00	1.71	0.29	0.00	0.00	2.57	0.86			0.00	Matches
117	Harrison Burrows	eng ENG	DF	Sheffield United	22	2002	38.4	0.05	0.00	0.00	0.52	1.33	0.23	5.52	0.78	1.46			0.03	Matches
118	Mason Burstow	eng ENG	FW,MF	Hull City	20	2003	10.6	0.09	0.00	0.00	1.89	0.94	0.75	1.70	0.28	0.85			0.00	Matches
119	Sam Byram	eng ENG	DF	Leeds United	30	1993	15.7	0.25	0.00	0.00	1.21	0.83	0.32	1.15	1.40	1.27			0.06	Matches
120	Ben Cabango	wls WAL	DF	Swansea City	24	2000	44.8	0.20	0.00	0.00	0.71	0.45	0.00	0.09	0.92	1.34			0.02	Matches
121	Tyrese Campbell	eng ENG	FW	Sheffield United	24	1999	17.6	0.11	0.00	0.00	1.02	1.02	0.51	0.91	0.00	0.23			0.00	Matches
122	Tom Cannon	ie IRL	FW	Stoke City	21	2002	20.6	0.15	0.00	0.00	1.31	1.07	0.58	0.44	0.05	0.49			0.00	Matches
123	Tom Cannon	ie IRL	FW	Sheffield United	21	2002	7.6	0.00	0.00	0.00	0.66	0.39	0.53	0.39	0.00	0.00			0.00	Matches
124	Todd Cantwell	eng ENG	MF	Blackburn	26	1998	27.5	0.22	0.00	0.00	1.35	2.98	0.25	5.02	0.76	1.45			0.00	Matches
125	Theo Carroll	eng ENG	MF	Preston	17	2007	0.0	0	0	0	0	0	0	1	0	1			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
126	Hayden Carter	eng ENG	DF	Blackburn	24	1999	15.1	0.33	0.00	0.00	1.52	0.26	0.07	0.93	1.32	0.99			0.00	Matches
127	Eiran Cashin	ie IRL	DF	Derby County	22	2001	19.8	0.25	0.00	0.00	0.96	0.66	0.05	0.35	2.12	1.72			0.00	Matches
128	Žan Celar	si SVN	FW	QPR	25	1999	10.5	0.10	0.00	0.00	0.86	0.57	1.14	0.29	0.00	0.10			0.00	Matches
129	Ilias Chair	ma MAR	MF,FW	QPR	26	1997	18.9	0.11	0.00	0.00	0.42	0.48	0.16	6.19	0.32	0.58			0.00	Matches
130	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	24	1999	36.5	0.16	0.00	0.00	0.88	1.40	0.08	4.63	0.30	0.93			0.00	Matches
131	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	29	1994	4.9	0.61	0.00	0.00	2.24	1.43	0.00	0.61	2.45	0.61			0.00	Matches
132	Calum Chambers	eng ENG	DF,MF	Cardiff City	29	1995	39.0	0.21	0.03	0.00	1.33	0.33	0.08	0.51	1.38	1.18			0.03	Matches
133	Samuel Chambers	eng ENG	MF	Leeds United	16	2007	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
134	Pierce Charles	nir NIR	GK	Sheffield Weds	19	2005	8.0	0.13	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00			0.00	Matches
135	Shea Charles	nir NIR	MF	Sheffield Weds	20	2003	40.3	0.25	0.00	0.00	1.41	1.99	0.02	3.92	1.36	1.44			0.00	Matches
136	Tawanda Chirewa	zw ZIM	MF	Derby County	20	2003	1.7	0.59	0.00	0.00	3.53	0.00	0.00	0.00	0.59	3.53			0.00	Matches
137	Tahith Chong	cw CUW	MF,FW	Luton Town	24	1999	22.5	0.22	0.00	0.00	1.29	2.18	0.13	2.62	0.40	0.62			0.00	Matches
138	Hamza Choudhury	bd BAN	MF,DF	Sheffield United	26	1997	12.3	0.16	0.00	0.00	0.98	0.81	0.00	0.49	2.20	1.71			0.00	Matches
139	Benjamin Chrisene	eng ENG	DF	Norwich City	20	2004	12.8	0.16	0.00	0.00	1.25	1.41	0.16	1.56	1.02	1.88			0.00	Matches
140	Cyrus Christie	ie IRL	DF	Swansea City	31	1992	3.1	0.32	0.00	0.00	1.29	0.65	0.00	0.65	0.97	0.32			0.00	Matches
141	Dennis Cirkin	lv LVA	DF	Sunderland	22	2002	30.4	0.20	0.00	0.00	1.48	1.68	0.03	1.74	1.38	1.61			0.00	Matches
142	Ibrahim Cissoko	nl NED	MF	Sheffield Weds	21	2003	0.6	1.67	0.00	0.00	1.67	1.67	1.67	3.33	1.67	0.00			0.00	Matches
143	Ibrahim Cissoko	nl NED	MF	Plymouth Argyle	21	2003	7.3	0.27	0.14	0.00	1.10	3.15	0.14	3.01	0.55	0.55			0.00	Matches
144	Jordan Clark	eng ENG	MF	Luton Town	30	1993	35.9	0.28	0.00	0.00	1.17	1.09	0.06	4.35	0.72	0.95			0.00	Matches
145	Harry Clarke	eng ENG	DF	Sheffield United	23	2001	5.2	0.58	0.00	0.00	1.73	0.19	0.00	1.54	1.15	1.54			0.00	Matches
146	Jack Clarke	eng ENG	MF	Sunderland	23	2000	2.0	0.00	0.00	0.00	1.00	3.50	1.00	3.50	0.00	0.50			0.00	Matches
147	Matthew Clarke	eng ENG	DF	Middlesbrough	27	1996	12.4	0.00	0.00	0.00	0.48	0.65	0.00	0.32	1.45	1.45			0.00	Matches
148	Matthew Clarke	eng ENG	DF	Derby County	27	1996	15.2	0.13	0.00	0.00	1.12	0.53	0.13	0.13	1.45	1.18			0.00	Matches
149	Jake Clarke-Salter	eng ENG	DF	QPR	26	1997	8.4	0.36	0.00	0.00	0.83	0.48	0.00	0.24	0.95	0.83			0.00	Matches
150	Josh Coburn	eng ENG	FW	Middlesbrough	21	2002	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
151	Josh Coburn	eng ENG	FW	Millwall	21	2002	13.5	0.00	0.00	0.00	2.22	1.33	0.81	0.59	0.15	0.52			0.00	Matches
152	Jack Colback	eng ENG	MF	QPR	34	1989	16.1	0.50	0.06	0.06	1.49	1.37	0.00	0.43	0.81	0.87			0.00	Matches
153	Devante Cole	eng ENG	FW	West Brom	29	1995	1.8	0.00	0.00	0.00	0.00	2.22	1.67	0.56	0.56	0.56			0.00	Matches
154	Bradley Collins	eng ENG	GK	Coventry City	27	1997	14.6	0.14	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00			0.00	Matches
155	James Collins	ie IRL	FW	Derby County	33	1990	2.5	0.40	0.00	0.00	4.80	1.20	0.40	0.40	0.40	0.40			0.00	Matches
156	Jamilu Collins	ng NGA	DF	Cardiff City	29	1994	1.8	0.56	0.00	0.00	1.11	1.11	0.56	2.22	2.22	1.67			0.00	Matches
157	Rubin Colwill	wls WAL	MF,FW	Cardiff City	22	2002	28.0	0.11	0.00	0.00	1.29	0.89	0.25	2.75	0.39	1.32			0.00	Matches
158	Aaron Connolly	ie IRL	MF,FW	Sunderland	24	2000	2.7	0.00	0.00	0.00	0.74	4.07	0.37	0.00	0.00	0.37			0.00	Matches
159	Aaron Connolly	ie IRL	MF,FW	Millwall	24	2000	7.3	0.41	0.00	0.00	0.96	3.84	0.00	0.82	0.14	0.41			0.00	Matches
160	Tommy Conway	sct SCO	FW,MF	Middlesbrough	21	2002	26.2	0.04	0.00	0.00	0.61	1.03	0.84	0.53	0.08	0.34			0.00	Matches
161	Steve Cook	eng ENG	DF	QPR	33	1991	29.1	0.14	0.00	0.00	0.41	0.62	0.00	0.62	0.72	0.55			0.00	Matches
162	Jake Cooper	eng ENG	DF	Millwall	29	1995	35.5	0.11	0.00	0.00	1.04	0.48	0.20	0.08	0.65	0.68			0.06	Matches
163	Michael Cooper	eng ENG	GK	Sheffield United	24	1999	43.0	0.07	0.00	0.00	0.02	0.12	0.00	0.00	0.00	0.00			0.00	Matches
164	Oliver Cooper	wls WAL	MF	Swansea City	24	1999	11.6	0.00	0.00	0.00	1.64	3.53	0.17	1.47	0.52	0.95			0.00	Matches
165	José Córdoba	pa PAN	DF	Norwich City	23	2001	23.4	0.17	0.04	0.04	1.11	0.56	0.00	0.13	0.77	0.60			0.00	Matches
166	David Cornell	wls WAL	GK	Preston	33	1991	9.0	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00			0.00	Matches
167	Harry Cornick	eng ENG	FW,MF	Bristol City	29	1995	0.4	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00			0.00	Matches
168	Lewie Coyle	eng ENG	DF	Hull City	28	1995	41.3	0.15	0.00	0.00	0.97	1.77	0.05	4.00	0.63	1.55			0.00	Matches
