Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
92	Josh Bowler	eng ENG	MF,FW	Preston	25	1999	5.1	0.00	2.16	0.98	45.5	2.17	0.99	0.00	0.00	0.00	0.00	Matches
93	Josh Bowler	eng ENG	MF	Luton Town	25	1999	1.7	0.00	1.76	0.00	0.0	1.80	0.00	0.00		0.00	0.00	Matches
94	Sonny Bradley	eng ENG	DF	Derby County	32	1991	3.4	0.00	0.29	0.29	100.0	0.30	0.30	0.00	0.00	0.00	0.00	Matches
95	Tom Bradshaw	wls WAL	FW	Oxford United	32	1992	4.0	0.00	1.75	0.50	28.6	1.75	0.50	0.00	0.00	0.00	0.00	Matches
96	Tom Bradshaw	wls WAL	FW	Millwall	32	1992	5.0	0.20	2.80	0.60	21.4	2.80	0.60	0.00	0.00	0.20	0.20	Matches
97	Robbie Brady	ie IRL	MF	Preston	32	1992	18.2	0.00	1.15	0.22	19.0	1.15	0.22	0.00	0.00	0.00	0.00	Matches
98	Cohen Bramall	eng ENG	DF	Portsmouth	28	1996	5.1	0.00	0.78	0.00	0.0	0.78	0.00	0.00		0.00	0.00	Matches
99	Cameron Brannagan	eng ENG	MF	Oxford United	28	1996	32.2	0.09	1.49	0.50	33.3	1.49	0.50	0.06	0.19	0.00	0.00	Matches
100	Ben Brereton	cl CHI	MF	Sheffield United	25	1999	10.9	0.37	1.93	0.64	33.3	1.92	0.64	0.19	0.57	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
101	Rhian Brewster	eng ENG	MF,FW	Sheffield United	24	2000	17.3	0.23	2.08	0.40	19.4	2.08	0.40	0.11	0.57	0.00	0.00	Matches
102	Callum Brittain	eng ENG	DF	Blackburn	26	1998	29.5	0.07	0.61	0.10	16.7	0.61	0.10	0.11	0.67	0.00	0.00	Matches
103	Andre Brooks	jm JAM	MF	Sheffield United	20	2003	10.6	0.28	1.98	0.85	42.9	1.99	0.85	0.14	0.33	0.00	0.00	Matches
104	Ciaron Brown	nir NIR	DF	Oxford United	26	1998	40.1	0.10	0.57	0.17	30.4	0.57	0.17	0.17	0.57	0.00	0.00	Matches
105	Dajaune Brown	jm JAM	FW	Derby County	18	2005	4.3	0.23	1.63	0.47	28.6	1.63	0.47	0.14	0.50	0.00	0.00	Matches
106	Jacob Brown	sct SCO	MF,FW	Luton Town	26	1998	13.5	0.30	2.52	0.67	26.5	2.51	0.67	0.12	0.44	0.00	0.00	Matches
107	Alan Browne	ie IRL	MF,DF	Sunderland	29	1995	13.5	0.07	0.74	0.22	30.0	0.74	0.22	0.10	0.33	0.00	0.00	Matches
108	Josh Brownhill	eng ENG	MF	Burnley	28	1995	38.6	0.47	1.71	0.78	45.5	1.71	0.78	0.23	0.50	0.08	0.08	Matches
109	Joe Bryan	eng ENG	DF	Millwall	30	1993	36.4	0.03	0.66	0.16	25.0	0.66	0.16	0.04	0.17	0.00	0.00	Matches
110	Solomon Brynn	eng ENG	GK	Middlesbrough	23	2000	5.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
111	John Buckley	eng ENG	MF	Blackburn	24	1999	9.5	0.00	0.95	0.21	22.2	0.95	0.21	0.00	0.00	0.00	0.00	Matches
112	Mustapha Bundu	sl SLE	FW,MF	Plymouth Argyle	27	1997	25.6	0.39	1.37	0.70	51.4	1.37	0.70	0.29	0.56	0.00	0.00	Matches
113	Wouter Burger	nl NED	MF	Stoke City	23	2001	33.4	0.03	0.72	0.15	20.8	0.72	0.15	0.04	0.20	0.00	0.00	Matches
114	Delano Burgzorg	sr SUR	MF	Middlesbrough	25	1998	24.3	0.21	2.80	0.86	30.9	2.80	0.86	0.06	0.19	0.04	0.04	Matches
115	Reece Burke	eng ENG	DF,MF	Luton Town	27	1996	9.5	0.00	0.74	0.21	28.6	0.74	0.21	0.00	0.00	0.00	0.00	Matches
116	Finley Burns	eng ENG	DF,MF	Hull City	21	2003	3.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
117	Harrison Burrows	eng ENG	DF	Sheffield United	22	2002	38.4	0.13	1.33	0.42	31.4	1.33	0.42	0.06	0.19	0.05	0.05	Matches
118	Mason Burstow	eng ENG	FW,MF	Hull City	20	2003	10.6	0.19	2.74	1.23	44.8	2.74	1.23	0.07	0.15	0.00	0.00	Matches
119	Sam Byram	eng ENG	DF	Leeds United	30	1993	15.7	0.06	0.96	0.25	26.7	0.96	0.26	0.07	0.25	0.00	0.00	Matches
120	Ben Cabango	wls WAL	DF	Swansea City	24	2000	44.8	0.04	0.51	0.11	21.7	0.51	0.11	0.09	0.40	0.00	0.00	Matches
121	Tyrese Campbell	eng ENG	FW	Sheffield United	24	1999	17.6	0.57	2.73	1.42	52.1	2.73	1.42	0.21	0.40	0.00	0.00	Matches
122	Tom Cannon	ie IRL	FW	Stoke City	21	2002	20.6	0.44	2.72	1.50	55.4	2.71	1.50	0.11	0.19	0.15	0.19	Matches
123	Tom Cannon	ie IRL	FW	Sheffield United	21	2002	7.6	0.13	2.76	0.66	23.8	2.77	0.66	0.05	0.20	0.00	0.00	Matches
124	Todd Cantwell	eng ENG	MF	Blackburn	26	1998	27.5	0.11	1.20	0.36	30.3	1.20	0.36	0.03	0.10	0.07	0.07	Matches
125	Theo Carroll	eng ENG	MF	Preston	17	2007	0.0	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
126	Hayden Carter	eng ENG	DF	Blackburn	24	1999	15.1	0.00	0.60	0.07	11.1	0.59	0.07	0.00	0.00	0.00	0.00	Matches
127	Eiran Cashin	ie IRL	DF	Derby County	22	2001	19.8	0.05	0.81	0.35	43.8	0.81	0.35	0.06	0.14	0.00	0.00	Matches
128	Žan Celar	si SVN	FW	QPR	25	1999	10.5	0.19	2.57	0.76	29.6	2.57	0.76	0.07	0.25	0.00	0.10	Matches
129	Ilias Chair	ma MAR	MF,FW	QPR	26	1997	18.9	0.11	2.28	0.90	39.5	2.28	0.90	0.05	0.12	0.00	0.00	Matches
130	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	24	1999	36.5	0.05	1.75	0.66	37.5	1.76	0.66	0.03	0.08	0.00	0.00	Matches
131	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	29	1994	4.9	0.00	1.22	0.20	16.7	1.22	0.20	0.00	0.00	0.00	0.00	Matches
132	Calum Chambers	eng ENG	DF,MF	Cardiff City	29	1995	39.0	0.05	0.77	0.23	30.0	0.77	0.23	0.07	0.22	0.00	0.00	Matches
133	Samuel Chambers	eng ENG	MF	Leeds United	16	2007	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
134	Pierce Charles	nir NIR	GK	Sheffield Weds	19	2005	8.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
135	Shea Charles	nir NIR	MF	Sheffield Weds	20	2003	40.3	0.02	0.72	0.15	20.7	0.72	0.15	0.03	0.17	0.00	0.00	Matches
136	Tawanda Chirewa	zw ZIM	MF	Derby County	20	2003	1.7	0.00	1.18	1.18	100.0	1.19	1.19	0.00	0.00	0.00	0.00	Matches
137	Tahith Chong	cw CUW	MF,FW	Luton Town	24	1999	22.5	0.09	1.24	0.36	28.6	1.24	0.36	0.07	0.25	0.00	0.00	Matches
138	Hamza Choudhury	bd BAN	MF,DF	Sheffield United	26	1997	12.3	0.00	0.41	0.08	20.0	0.41	0.08	0.00	0.00	0.00	0.00	Matches
139	Benjamin Chrisene	eng ENG	DF	Norwich City	20	2004	12.8	0.08	0.23	0.08	33.3	0.23	0.08	0.33	1.00	0.00	0.00	Matches
140	Cyrus Christie	ie IRL	DF	Swansea City	31	1992	3.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
141	Dennis Cirkin	lv LVA	DF	Sunderland	22	2002	30.4	0.10	1.28	0.23	17.9	1.28	0.23	0.08	0.43	0.00	0.00	Matches
142	Ibrahim Cissoko	nl NED	MF	Sheffield Weds	21	2003	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
143	Ibrahim Cissoko	nl NED	MF	Plymouth Argyle	21	2003	7.3	0.41	2.60	1.10	42.1	2.59	1.09	0.16	0.38	0.00	0.00	Matches
144	Jordan Clark	eng ENG	MF	Luton Town	30	1993	35.9	0.17	1.11	0.50	45.0	1.11	0.50	0.15	0.33	0.00	0.00	Matches
145	Harry Clarke	eng ENG	DF	Sheffield United	23	2001	5.2	0.00	0.38	0.19	50.0	0.38	0.19	0.00	0.00	0.00	0.00	Matches
146	Jack Clarke	eng ENG	MF	Sunderland	23	2000	2.0	0.50	1.00	0.50	50.0	1.01	0.50	0.50	1.00	0.00	0.00	Matches
147	Matthew Clarke	eng ENG	DF	Middlesbrough	27	1996	12.4	0.16	0.56	0.24	42.9	0.57	0.24	0.29	0.67	0.00	0.00	Matches
148	Matthew Clarke	eng ENG	DF	Derby County	27	1996	15.2	0.07	0.72	0.13	18.2	0.72	0.13	0.09	0.50	0.00	0.00	Matches
149	Jake Clarke-Salter	eng ENG	DF	QPR	26	1997	8.4	0.00	0.36	0.12	33.3	0.36	0.12	0.00	0.00	0.00	0.00	Matches
150	Josh Coburn	eng ENG	FW	Middlesbrough	21	2002	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
151	Josh Coburn	eng ENG	FW	Millwall	21	2002	13.5	0.37	2.07	0.89	42.9	2.07	0.89	0.18	0.42	0.00	0.07	Matches
152	Jack Colback	eng ENG	MF	QPR	34	1989	16.1	0.06	0.50	0.19	37.5	0.50	0.19	0.13	0.33	0.00	0.00	Matches
153	Devante Cole	eng ENG	FW	West Brom	29	1995	1.8	0.00	1.67	1.11	66.7	1.66	1.10	0.00	0.00	0.00	0.00	Matches
154	Bradley Collins	eng ENG	GK	Coventry City	27	1997	14.6	0.00	0.07	0.00	0.0	0.07	0.00	0.00		0.00	0.00	Matches
155	James Collins	ie IRL	FW	Derby County	33	1990	2.5	0.00	1.20	0.00	0.0	1.22	0.00	0.00		0.00	0.00	Matches
156	Jamilu Collins	ng NGA	DF	Cardiff City	29	1994	1.8	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
157	Rubin Colwill	wls WAL	MF,FW	Cardiff City	22	2002	28.0	0.04	1.93	0.71	37.0	1.93	0.71	0.02	0.05	0.00	0.00	Matches
158	Aaron Connolly	ie IRL	MF,FW	Sunderland	24	2000	2.7	0.37	1.48	1.11	75.0	1.46	1.10	0.25	0.33	0.00	0.00	Matches
159	Aaron Connolly	ie IRL	MF,FW	Millwall	24	2000	7.3	0.14	1.92	0.82	42.9	1.91	0.82	0.07	0.17	0.00	0.14	Matches
160	Tommy Conway	sct SCO	FW,MF	Middlesbrough	21	2002	26.2	0.50	2.29	1.15	50.0	2.29	1.15	0.18	0.37	0.08	0.15	Matches
161	Steve Cook	eng ENG	DF	QPR	33	1991	29.1	0.07	0.65	0.27	42.1	0.65	0.28	0.11	0.25	0.00	0.00	Matches
162	Jake Cooper	eng ENG	DF	Millwall	29	1995	35.5	0.08	1.21	0.34	27.9	1.21	0.34	0.07	0.25	0.00	0.00	Matches
163	Michael Cooper	eng ENG	GK	Sheffield United	24	1999	43.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
164	Oliver Cooper	wls WAL	MF	Swansea City	24	1999	11.6	0.09	0.60	0.17	28.6	0.60	0.17	0.14	0.50	0.00	0.00	Matches
165	José Córdoba	pa PAN	DF	Norwich City	23	2001	23.4	0.04	0.47	0.17	36.4	0.47	0.17	0.09	0.25	0.00	0.00	Matches
166	David Cornell	wls WAL	GK	Preston	33	1991	9.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
167	Harry Cornick	eng ENG	FW,MF	Bristol City	29	1995	0.4	2.50	2.50	2.50	100.0	2.37	2.37	1.00	1.00	0.00	0.00	Matches
168	Lewie Coyle	eng ENG	DF	Hull City	28	1995	41.3	0.02	0.75	0.15	19.4	0.75	0.15	0.03	0.17	0.00	0.00	Matches
169	Amario Cozier-Duberry	eng ENG	MF	Blackburn	19	2005	8.0	0.13	2.00	0.63	31.3	1.99	0.62	0.06	0.20	0.00	0.00	Matches
170	Tristan Crama	fr FRA	DF	Millwall	22	2001	18.2	0.00	0.55	0.05	10.0	0.55	0.06	0.00	0.00	0.00	0.00	Matches
171	Charlie Crew	wls WAL	MF	Leeds United	18	2006	0.1	0.00	10.0	10.0	100.0	18.00	18.00	0.00	0.00	0.00	0.00	Matches
172	Ante Crnac	hr CRO	FW,MF	Norwich City	20	2003	27.7	0.25	1.19	0.58	48.5	1.19	0.58	0.21	0.44	0.00	0.00	Matches
