Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
49	Jake Beesley	eng ENG	FW	Blackpool	24	1996	3.8	0.00	0.00	0.00	1.05	1.32	0.26	0.00	0.79	0.26			0.00	Matches
50	Mark Beevers	eng ENG	DF	Peterborough	31	1989	12.8	0.23	0.00	0.00	0.94	0.94	0.08	0.08	0.70	0.55			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
51	Jérémie Bela	ao ANG	MF,DF	Birmingham City	28	1993	25.6	0.12	0.00	0.00	1.02	0.74	0.00	7.30	1.37	0.82			0.00	Matches
52	Amari'i Bell	jm JAM	MF,DF	Luton Town	27	1994	39.8	0.08	0.00	0.00	0.48	1.43	0.03	1.33	1.31	0.88			0.00	Matches
53	Sam Bell	eng ENG	DF,MF	Bristol City	19	2002	2.7	0.37	0.00	0.00	0.74	0.74	0.37	4.07	0.37	1.11			0.00	Matches
54	Jobe Bellingham	eng ENG	MF	Birmingham City	15	2005	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50			0.00	Matches
55	Ayman Benarous	eng ENG	MF	Bristol City	18	2003	6.7	0.15	0.00	0.00	1.79	2.24	0.00	1.34	2.39	1.34			0.00	Matches
56	Steven Benda	de GER	GK	Peterborough	22	1998	9.0	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00			0.00	Matches
57	Steven Benda	de GER	GK	Swansea City	22	1998	5.0	0.20	0.00	0.00	0.40	0.20	0.00	0.00	0.00	0.20			0.00	Matches
58	Mason Bennett	eng ENG	FW,MF	Millwall	25	1996	15.4	0.32	0.00	0.00	1.56	1.95	0.58	2.14	0.58	0.52			0.00	Matches
59	Ryan Bennett	eng ENG	DF	Swansea City	31	1990	16.0	0.38	0.06	0.00	0.94	0.06	0.00	0.31	1.06	0.69			0.00	Matches
60	Josh Benson	eng ENG	MF	Barnsley	21	1999	15.1	0.33	0.00	0.00	1.52	0.99	0.00	4.83	0.86	1.13			0.00	Matches
61	Daniel Bentley	eng ENG	GK	Bristol City	28	1993	37.3	0.08	0.00	0.00	0.03	0.13	0.00	0.00	0.00	0.00			0.03	Matches
62	Sander Berge	no NOR	MF	Sheffield United	23	1998	23.1	0.09	0.00	0.00	0.87	1.04	0.09	2.03	0.35	0.91			0.00	Matches
63	Di'Shon Bernard	jm JAM	DF	Hull City	20	2000	23.8	0.34	0.00	0.00	1.22	0.76	0.08	0.25	1.43	1.18			0.00	Matches
64	Luke Berry	eng ENG	MF	Luton Town	29	1992	7.9	0.25	0.00	0.00	1.27	0.89	0.00	0.51	0.25	0.63			0.00	Matches
65	Bartosz Białkowski	pl POL	GK	Millwall	34	1987	46.0	0.02	0.00	0.00	0.00	0.22	0.00	0.00	0.02	0.02			0.00	Matches
66	Jake Bidwell	eng ENG	MF,DF	Coventry City	28	1993	12.6	0.32	0.00	0.00	0.95	0.48	0.00	2.70	1.43	0.32			0.00	Matches
67	Jake Bidwell	eng ENG	MF	Swansea City	28	1993	15.1	0.13	0.00	0.00	0.79	0.66	0.73	3.31	0.40	0.53			0.00	Matches
68	Krystian Bielik	pl POL	MF	Derby County	23	1998	11.1	0.09	0.00	0.00	1.26	1.26	0.00	0.09	1.26	0.81			0.00	Matches
69	Philip Billing	dk DEN	MF	Bournemouth	25	1996	36.7	0.35	0.00	0.00	1.34	0.68	0.14	1.23	0.93	1.28			0.00	Matches
70	Max Bird	eng ENG	MF	Derby County	20	2000	40.2	0.05	0.02	0.00	0.50	0.37	0.00	2.61	1.02	1.04			0.00	Matches
71	Jamal Blackman	eng ENG	GK	Huddersfield	27	1993	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
72	Jayden Bogle	eng ENG	MF,DF	Sheffield United	21	2000	16.3	0.31	0.00	0.00	1.60	0.80	0.18	3.07	1.29	1.23			0.00	Matches
73	Marc Bola	eng ENG	MF,DF	Middlesbrough	23	1997	19.6	0.20	0.00	0.00	0.92	0.36	0.00	3.27	1.53	0.92			0.00	Matches
74	Gaëtan Bong	cm CMR	DF,MF	Nottingham	33	1988	4.9	0.00	0.00	0.00	0.41	0.00	0.00	2.24	0.61	1.43			0.00	Matches
75	Jack Bonham	ie IRL	GK	Stoke City	27	1993	15.0	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
76	Sam Bowen	wls WAL	MF	Cardiff City	20	2001	2.7	0.00	0.00	0.00	1.48	0.37	0.00	0.37	0.37	0.37			0.00	Matches
77	Josh Bowler	eng ENG	MF	Blackpool	22	1999	31.4	0.19	0.00	0.00	0.86	1.91	0.19	2.99	0.51	0.86			0.00	Matches
78	Caolan Boyd-Munce	nir NIR	MF	Middlesbrough	21	2000	0.2	0.00	0.00	0.00	5.00	0.00	0.00	15.0	0.00	0.00			0.00	Matches
79	Sonny Bradley	eng ENG	DF	Luton Town	29	1991	19.7	0.20	0.05	0.05	0.91	0.96	0.15	0.00	1.37	0.91			0.00	Matches
80	Tom Bradshaw	wls WAL	FW,MF	Millwall	29	1992	15.0	0.13	0.00	0.00	1.07	1.27	0.20	0.80	0.33	0.27			0.00	Matches
81	Robbie Brady	ie IRL	MF,DF	Bournemouth	29	1992	2.2	0.00	0.00	0.00	1.82	0.91	0.45	9.09	1.36	2.27			0.00	Matches
82	James Bree	eng ENG	MF,DF	Luton Town	23	1997	41.4	0.12	0.00	0.00	0.82	0.53	0.14	6.57	0.89	1.14			0.00	Matches
83	David Bremang	eng ENG	FW	Barnsley	21	2000	0.4	0.00	0.00	0.00	5.00	0.00	0.00	0.00	2.50	2.50			0.00	Matches
84	Ben Brereton	cl CHI	FW,MF	Blackburn	22	1999	34.1	0.23	0.00	0.00	1.11	1.35	1.35	0.47	0.26	0.44			0.00	Matches
85	Rhian Brewster	eng ENG	FW,MF	Sheffield United	21	2000	8.9	0.22	0.00	0.00	1.69	1.35	0.56	0.79	0.34	0.67			0.00	Matches
86	Ethan Bristow	kn SKN	MF,DF	Reading	19	2001	5.5	0.36	0.00	0.00	1.64	0.55	0.00	3.09	0.73	1.27			0.00	Matches
87	Callum Brittain	eng ENG	MF,DF	Barnsley	23	1998	34.1	0.23	0.00	0.00	1.11	0.65	0.06	3.67	1.17	1.29			0.00	Matches
88	David Brooks	wls WAL	FW,MF	Bournemouth	24	1997	5.6	0.54	0.18	0.18	1.61	0.71	0.00	0.89	0.71	0.36			0.00	Matches
89	Ciaron Brown	nir NIR	DF,MF	Cardiff City	23	1998	4.7	0.00	0.00	0.00	0.21	1.28	0.00	2.34	2.77	0.64			0.00	Matches
90	Jacob Brown	sct SCO	FW	Stoke City	23	1998	36.1	0.22	0.00	0.00	1.33	1.80	0.72	1.11	0.47	0.78			0.00	Matches
91	James Brown	ie IRL	DF	Blackburn	23	1998	1.0	0.00	0.00	0.00	1.00	0.00	0.00	0.00	3.00	4.00			0.00	Matches
92	Reece Brown	eng ENG	MF	Peterborough	25	1996	5.0	0.40	0.00	0.00	1.20	0.60	0.00	0.80	1.80	0.40			0.00	Matches
93	Alan Browne	ie IRL	MF	Preston	26	1995	35.7	0.17	0.03	0.03	1.60	2.07	0.03	1.15	1.09	1.23			0.00	Matches
94	Joe Bryan	eng ENG	DF	Fulham	27	1993	11.6	0.26	0.00	0.00	1.64	1.72	0.00	3.10	1.64	1.81			0.00	Matches
95	Kean Bryan	eng ENG	DF	West Brom	24	1996	0.5	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
96	Lee Buchanan	eng ENG	DF	Derby County	20	2001	24.7	0.16	0.00	0.00	0.77	1.17	0.20	1.54	0.97	1.21			0.04	Matches
97	John Buckley	eng ENG	MF,FW	Blackburn	21	1999	34.8	0.37	0.00	0.00	1.32	2.01	0.09	1.98	1.21	1.49			0.00	Matches
98	Tyler Burey	eng ENG	FW,MF	Millwall	19	2001	6.9	0.29	0.00	0.00	1.16	1.30	0.29	1.59	0.00	0.29			0.00	Matches
99	Oliver Burke	sct SCO	FW,MF	Millwall	24	1997	9.0	0.00	0.00	0.00	0.67	0.56	0.33	1.56	0.44	0.67			0.00	Matches
100	Oliver Burke	sct SCO	MF,FW	Sheffield United	24	1997	1.9	0.00	0.00	0.00	0.00	1.05	0.00	1.58	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
101	Reece Burke	eng ENG	DF	Luton Town	24	1996	23.5	0.21	0.04	0.00	0.94	0.68	0.00	1.06	1.32	0.89			0.00	Matches
102	Finley Burns	eng ENG	DF	Swansea City	18	2003	2.3	0.00	0.00	0.00	0.43	1.74	0.00	0.00	1.30	0.87			0.00	Matches
103	Harrison Burrows	eng ENG	MF,DF	Peterborough	19	2002	29.0	0.14	0.00	0.00	1.07	1.24	0.17	4.45	1.24	1.38			0.00	Matches
104	Josef Bursik	eng ENG	GK	Stoke City	21	2000	19.0	0.05	0.00	0.00	0.05	0.05	0.00	0.00	0.00	0.05			0.00	Matches
105	Dan Butler	eng ENG	DF,MF	Peterborough	26	1994	18.5	0.32	0.00	0.00	1.14	0.43	0.05	4.00	1.19	1.24			0.00	Matches
106	Daniel Butterworth	eng ENG	FW	Blackburn	21	1999	2.9	0.34	0.00	0.00	1.72	1.38	1.38	0.69	0.00	0.34			0.00	Matches
107	David Button	eng ENG	GK	West Brom	32	1989	10.0	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00			0.00	Matches
108	Nathan Byrne	eng ENG	DF	Derby County	29	1992	40.7	0.32	0.02	0.02	0.91	1.47	0.10	3.42	0.86	0.96			0.00	Matches
109	Ben Cabango	wls WAL	DF	Swansea City	21	2000	34.1	0.21	0.00	0.00	1.00	1.09	0.03	0.18	1.38	0.91			0.03	Matches
110	Rafael Cabral	br BRA	GK	Reading	31	1990	6.0	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
111	Cafú	pt POR	MF	Nottingham	28	1993	4.0	0.25	0.00	0.00	0.75	2.25	0.00	0.00	0.25	0.50			0.00	Matches
112	Gary Cahill	eng ENG	DF	Bournemouth	35	1985	21.5	0.19	0.05	0.05	0.56	0.60	0.00	0.00	1.02	0.47			0.00	Matches
113	Tom Cairney	sct SCO	MF	Fulham	30	1991	17.2	0.12	0.00	0.00	0.70	0.76	0.00	2.27	0.23	0.64			0.00	Matches
114	Mamadi Camará	gw GNB	FW,MF	Reading	17	2003	1.7	0.00	0.00	0.00	0.59	1.76	0.00	0.00	2.94	2.35			0.00	Matches
115	Allan Campbell	sct SCO	MF	Luton Town	23	1998	28.7	0.28	0.00	0.00	1.53	0.63	0.07	0.59	0.70	1.15			0.00	Matches
116	Fraizer Campbell	eng ENG	FW	Huddersfield	33	1987	6.8	0.44	0.00	0.00	2.79	2.06	0.29	0.00	1.03	1.03			0.00	Matches
117	Tyrese Campbell	eng ENG	FW,MF	Stoke City	21	1999	11.7	0.17	0.00	0.00	1.03	0.77	0.43	2.82	0.34	0.09			0.00	Matches
118	Andy Cannon	eng ENG	MF	Hull City	25	1996	4.9	0.20	0.00	0.00	2.45	1.63	0.00	1.63	1.63	0.20			0.00	Matches
119	Todd Cantwell	eng ENG	MF	Bournemouth	23	1998	7.1	0.28	0.00	0.00	0.99	1.41	0.00	5.35	0.56	0.42			0.00	Matches
120	Sonny Carey	eng ENG	MF,FW	Blackpool	20	2001	5.5	0.36	0.00	0.00	0.55	1.45	0.00	2.73	0.73	0.55			0.00	Matches
121	Juan Carlos Familia	do DOM	MF	Birmingham City	21	2000	0.9	1.11	0.00	0.00	2.22	0.00	0.00	1.11	1.11	1.11			0.00	Matches
122	Andy Carroll	eng ENG	FW	Reading	32	1989	6.6	0.00	0.00	0.00	1.97	0.45	0.45	0.45	0.15	0.45			0.00	Matches
123	Andy Carroll	eng ENG	FW	West Brom	32	1989	11.5	0.00	0.00	0.00	1.83	2.00	0.70	0.43	0.26	0.09			0.00	Matches
124	Hayden Carter	eng ENG	DF	Blackburn	21	1999	6.5	0.46	0.15	0.15	0.77	0.15	0.00	0.77	0.62	1.69			0.00	Matches
125	Harvey Cartwright	eng ENG	GK	Hull City	19	2002	1.3	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
126	Fabio Carvalho	pt POR	MF	Fulham	18	2002	31.5	0.16	0.00	0.00	1.08	2.03	0.06	0.63	0.54	0.67			0.00	Matches
127	João Carvalho	pt POR	MF	Nottingham	24	1997	2.7	0.37	0.00	0.00	1.48	1.48	0.00	1.85	0.74	0.37			0.00	Matches
128	Oliver Casey	eng ENG	DF	Blackpool	20	2000	3.9	0.00	0.00	0.00	0.26	0.26	0.00	0.26	2.05	0.51			0.00	Matches
129	Eiran Cashin	ie IRL	DF	Derby County	19	2001	14.1	0.14	0.00	0.00	0.85	0.43	0.07	0.07	1.77	1.06			0.00	Matches
130	Quevin Castro	pt POR	FW	West Brom	19	2001	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50			0.00	Matches
131	Ivan Cavaleiro	pt POR	MF	Fulham	27	1993	6.7	0.15	0.00	0.00	0.90	1.49	0.30	4.18	1.04	1.19			0.00	Matches
132	Ilias Chair	ma MAR	MF,FW	QPR	23	1997	35.0	0.14	0.00	0.00	0.46	0.86	0.17	5.51	0.34	0.20			0.00	Matches
133	Nathaniel Chalobah	eng ENG	MF	Fulham	26	1994	10.5	0.10	0.00	0.00	1.62	1.52	0.00	0.29	1.71	0.57			0.00	Matches
134	Harry Chapman	eng ENG	FW,MF	Blackburn	23	1997	0.5	0.00	0.00	0.00	4.00	4.00	0.00	6.00	0.00	0.00			0.00	Matches
135	James Chester	wls WAL	DF	Stoke City	32	1989	15.9	0.06	0.00	0.00	1.01	0.31	0.06	0.00	1.64	1.13			0.00	Matches
136	Tahith Chong	cw CUW	FW,MF	Birmingham City	21	1999	17.3	0.12	0.00	0.00	1.10	2.54	0.23	3.41	0.23	0.46			0.00	Matches
137	Cyrus Christie	ie IRL	MF,DF	Swansea City	28	1992	22.3	0.36	0.00	0.00	0.81	0.72	0.63	1.61	1.17	1.39			0.04	Matches
138	Ryan Christie	sct SCO	FW,MF	Bournemouth	26	1995	33.3	0.18	0.00	0.00	1.20	1.50	0.18	3.57	1.20	1.08			0.00	Matches
139	Isaac Christie-Davies	wls WAL	MF	Barnsley	23	1997	0.9	0.00	0.00	0.00	1.11	1.11	0.00	2.22	3.33	1.11			0.00	Matches
140	Jordan Clark	eng ENG	MF,FW	Luton Town	27	1993	18.7	0.11	0.00	0.00	1.02	0.96	0.21	2.35	1.23	1.02			0.00	Matches
141	Jahmari Clarke	jm JAM	FW	Reading	17	2003	1.9	0.53	0.00	0.00	3.16	0.53	1.05	0.00	0.00	0.53			0.00	Matches
142	Matthew Clarke	eng ENG	DF	West Brom	24	1996	30.5	0.16	0.00	0.00	0.85	0.89	0.00	0.30	1.97	1.08			0.00	Matches
143	Jonson Clarke-Harris	jm JAM	FW	Peterborough	27	1994	33.3	0.06	0.00	0.00	2.07	2.10	0.42	0.18	0.15	0.24			0.00	Matches
144	Jake Clarke-Salter	eng ENG	DF	Coventry City	23	1997	25.5	0.24	0.00	0.00	1.25	0.63	0.00	0.55	1.45	1.76			0.00	Matches
145	Leighton Clarkson	eng ENG	MF	Blackburn	19	2001	3.6	0.28	0.00	0.00	0.56	0.56	0.00	5.83	0.28	1.11			0.00	Matches
146	Sam Clucas	eng ENG	MF	Stoke City	30	1990	16.4	0.37	0.00	0.00	0.91	0.49	0.18	3.41	1.04	1.34			0.00	Matches
147	Josh Coburn	eng ENG	FW	Middlesbrough	18	2002	5.3	0.38	0.00	0.00	1.89	1.51	0.57	0.57	0.19	0.19			0.00	Matches
148	Jack Colback	eng ENG	MF,DF	Nottingham	31	1989	34.5	0.35	0.03	0.03	1.48	1.86	0.03	1.30	1.19	1.48			0.00	Matches
149	Devante Cole	eng ENG	FW,MF	Barnsley	26	1995	9.8	0.00	0.00	0.00	1.94	1.22	0.41	1.63	0.31	1.33			0.00	Matches
150	Maxime Colin	fr FRA	DF,MF	Birmingham City	29	1991	30.8	0.06	0.00	0.00	1.01	0.45	0.03	1.88	1.17	1.72			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
151	Bradley Collins	eng ENG	GK	Barnsley	24	1997	39.3	0.10	0.00	0.00	0.05	0.18	0.00	0.00	0.03	0.03			0.00	Matches
152	James Collins	ie IRL	FW,MF	Cardiff City	30	1990	14.3	0.35	0.00	0.00	2.66	1.82	0.84	0.84	0.28	0.70			0.00	Matches
153	Levi Colwill	eng ENG	DF	Huddersfield	18	2003	26.9	0.19	0.00	0.00	0.71	0.52	0.00	0.33	1.64	1.34			0.00	Matches
154	Rubin Colwill	wls WAL	MF,FW	Cardiff City	19	2002	18.5	0.05	0.00	0.00	0.92	0.59	0.16	2.05	0.27	0.76			0.00	Matches
155	Cameron Congreve	wls WAL	MF	Swansea City	17	2004	1.4	0.00	0.00	0.00	0.00	1.43	0.00	2.14	0.00	1.43			0.00	Matches
156	Aaron Connolly	ie IRL	FW	Middlesbrough	21	2000	13.1	0.15	0.00	0.00	1.30	2.52	0.53	0.00	0.23	0.00			0.00	Matches
157	Callum Connolly	eng ENG	DF,MF	Blackpool	23	1997	24.6	0.41	0.04	0.00	1.63	0.85	0.00	1.79	1.10	1.10			0.00	Matches
158	Tommy Conway	sct SCO	FW,MF	Bristol City	18	2002	0.3	0.00	0.00	0.00	0.00	0.00	3.33	0.00	0.00	0.00			0.00	Matches
159	Lewis Cook	eng ENG	MF	Bournemouth	24	1997	24.1	0.21	0.00	0.00	0.91	1.24	0.00	0.71	1.37	0.91			0.00	Matches
160	Steve Cook	eng ENG	DF,MF	Bournemouth	30	1991	2.7	0.37	0.00	0.00	0.74	0.74	0.00	0.00	2.59	0.37			0.00	Matches
161	Steve Cook	eng ENG	DF	Nottingham	30	1991	12.9	0.00	0.00	0.00	0.70	0.47	0.00	0.16	1.47	0.39			0.00	Matches
162	Brandon Cooper	wls WAL	DF	Swansea City	21	2000	3.9	0.00	0.00	0.00	1.03	2.56	0.00	0.00	0.26	0.00			0.00	Matches
163	Jake Cooper	eng ENG	DF	Millwall	26	1995	40.9	0.24	0.00	0.00	1.54	0.49	0.05	0.12	1.34	0.64			0.05	Matches
164	Murphy Cooper	eng ENG	GK	QPR	19	2001	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
165	Kai Corbett	eng ENG	FW	Peterborough	18	2002	0.6	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00			0.00	Matches
166	David Cornell	wls WAL	GK	Peterborough	30	1991	30.0	0.07	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.03			0.00	Matches
167	Harry Cornick	eng ENG	FW	Luton Town	26	1995	26.2	0.15	0.00	0.00	1.03	0.65	0.84	2.60	0.46	0.57			0.00	Matches
168	Hayden Coulson	eng ENG	DF,MF	Peterborough	23	1998	4.0	0.75	0.25	0.25	2.00	1.50	0.00	7.50	0.75	1.00			0.00	Matches
