Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
299	George Friend	eng ENG	DF	Birmingham City	33	1987	14	1,021	73	24.7	11.3	0.97	89	0.88	0.27	13	1.15	1.29	1.24	1.50	-0.27	-0.26	+0.37	Matches
300	Dominik Frieser	at AUT	FW,MF	Barnsley	27	1993	14	921	66	22.2	10.2	1.18	71	0.39	0.20	33	0.49	0.57	0.69	1.57	-0.88	-0.88	-0.01	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
301	Dael Fry	eng ENG	DF	Middlesbrough	23	1997	33	2,814	85	68.0	31.3	1.02	88	0.96	0.03	1	0.00	1.55	1.37	1.09	0.29	+0.29	+0.29	Matches
302	Jeando Fuchs	cm CMR	MF	Peterborough	23	1997	18	1,368	76	33.0	15.2	1.12	79	0.66	0.07	20	0.13	0.94	0.66	1.64	-0.99	-0.99	-0.05	Matches
303	Jay Fulton	sct SCO	MF	Swansea City	27	1994	18	737	41	17.8	8.2	0.98	71	0.37	1.22	17	1.95	1.56	0.98	2.56	-1.59	-1.59	-1.67	Matches
304	Darnell Furlong	eng ENG	MF,DF	West Brom	25	1995	41	3,317	81	80.1	36.9	1.03	86	0.84	0.08	21	0.05	1.44	1.19	0.87	0.33	+0.33	+0.87	Matches
305	Jordan Gabriel	eng ENG	DF	Nottingham	22	1998	4	359	90	8.7	4.0	1.00	90	0.75	0.00		0.00	0.25	1.00	1.75	-0.75	-0.75	-1.61	Matches
306	Jordan Gabriel	eng ENG	DF	Blackpool	22	1998	21	1,636	78	39.5	18.2	1.04	85	0.82	0.11	15	0.22	1.52	1.32	1.10	0.22	+0.22	+0.51	Matches
307	Sam Gallagher	eng ENG	FW,MF	Blackburn	25	1995	37	2,528	68	61.1	28.1	1.00	80	0.50	0.32	33	0.00	1.41	1.35	1.00	0.36	+0.36	+0.41	Matches
308	Luke Garbutt	eng ENG	DF	Blackpool	28	1993	17	1,369	81	33.1	15.2	0.92	88	0.86	0.20	46	0.26	1.24	0.86	1.58	-0.72	-0.72	-0.95	Matches
309	Gary Gardner	eng ENG	MF	Birmingham City	29	1992	35	2,765	79	66.8	30.7	1.01	86	0.85	0.13	22	0.03	1.14	1.24	1.50	-0.26	-0.26	+0.85	Matches
310	Taylor Gardner-Hickman	eng ENG	MF	West Brom	19	2001	19	1,356	71	32.8	15.1	0.93	86	0.66	0.33	31	1.06	1.37	1.06	0.93	0.13	+0.13	-0.03	Matches
311	James Garner	eng ENG	MF	Nottingham	20	2001	41	3,304	81	79.8	36.7	0.98	89	0.90	0.14	22	0.03	1.93	1.63	0.76	0.87	+0.87	+0.76	Matches
312	Jake Garrett	eng ENG	MF	Blackburn	18	2003	0					0		0	0		4							Matches
313	Paulo Gazzaniga	ar ARG	GK	Fulham	29	1992	13	1,170	90	28.3	13.0	1.00	90	1.00	0.00		2.54	1.62	1.77	1.31	0.46	+0.46	-1.27	Matches
314	Morgan Gibbs-White	eng ENG	MF,FW	Sheffield United	21	2000	35	2,865	82	69.2	31.8	1.04	85	0.69	0.06	29	0.00	1.70	1.51	0.88	0.63	+0.63	+0.77	Matches
315	Joseph Gibson	eng ENG	MF	Middlesbrough	19	2001	0					0		0	0		1							Matches
316	Ryan Giles	eng ENG	MF,FW	Cardiff City	21	2000	21	1,764	84	42.6	19.6	0.97	89	0.92	0.10	37	0.00	0.95	1.22	1.89	-0.66	-0.66	-0.47	Matches
317	Ryan Giles	eng ENG	MF,FW	Blackburn	21	2000	11	702	64	17.0	7.8	1.03	83	0.77	0.38	14	0.26	0.91	0.51	1.15	-0.64	-0.64	-1.01	Matches
318	Ryan Glover	eng ENG	DF,FW	Bournemouth	20	2000	0					0		0	0		2							Matches
319	Matthew Godden	eng ENG	FW	Coventry City	30	1991	24	1,572	66	38.0	17.5	0.97	84	0.57	0.40	20	0.17	1.38	1.66	1.26	0.40	+0.40	+0.61	Matches
320	Claudio Gomes	fr FRA	MF	Barnsley	21	2000	31	2,528	82	61.1	28.1	1.00	86	0.82	0.11	40	0.14	0.77	0.78	1.49	-0.71	-0.71	+0.40	Matches
321	Nicksoen Gomis	fr FRA	DF	Sheffield United	19	2002	0					0		0	0		1							Matches
322	Charlie Goode	eng ENG	DF	Sheffield United	25	1995	2	87	44	2.1	1.0	1.00	65	0.00	1.00	22	4.00	3.00	1.00	0.00	1.00	+1.03	+0.66	Matches
323	Kyron Gordon	eng ENG	DF	Sheffield United	19	2002	5	345	69	8.3	3.8	1.05	85	0.79	0.26	5	1.58	1.40	0.79	1.32	-0.53	-0.52	-1.00	Matches
324	Nico Gordon	ms MSR	DF	Birmingham City	19	2002	11	975	89	23.6	10.8	1.02	89	0.93	0.00		0.00	0.91	0.93	1.76	-0.83	-0.83	-0.38	Matches
325	Lewis Grabban	eng ENG	FW,MF	Nottingham	33	1988	32	2,048	64	49.5	22.8	1.01	81	0.53	0.39	20	0.04	1.69	1.45	1.05	0.39	+0.40	-0.64	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
326	Jordan Graham	eng ENG	MF,DF	Birmingham City	26	1995	24	1,592	66	38.5	17.7	1.02	85	0.79	0.34	12	0.45	1.08	1.24	1.41	-0.17	-0.17	+0.61	Matches
327	Jorge Grant	eng ENG	MF,FW	Peterborough	26	1994	26	1,737	67	42.0	19.3	1.09	77	0.41	0.26	25	0.88	0.77	0.93	1.66	-0.73	-0.73	+0.40	Matches
328	Karlan Grant	eng ENG	FW,MF	West Brom	23	1997	44	3,385	77	81.8	37.6	1.09	81	0.59	0.08	25	0.00	1.45	1.25	0.93	0.32	+0.32	+0.92	Matches
329	Andre Gray	jm JAM	FW	QPR	30	1991	28	1,226	44	29.6	13.6	0.96	70	0.22	1.10	21	0.44	1.11	1.18	1.62	-0.44	-0.44	-0.66	Matches
330	Jacob Greaves	eng ENG	DF	Hull City	20	2000	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.11	0.89	1.17	-0.28	-0.28		Matches
331	Matt Grimes	eng ENG	MF	Swansea City	26	1995	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.33	1.26	1.48	-0.22	-0.22		Matches
332	Daniel Grimshaw	eng ENG	GK	Blackpool	23	1998	26	2,269	87	54.8	25.2	1.03	87	0.99	0.00		0.48	1.42	1.27	1.07	0.20	+0.20	+0.63	Matches
333	Adlène Guedioura	dz ALG	MF	Sheffield United	35	1985	1	26	26	0.6	0.3	0.00		0.00	3.33	26	3.33	3.00	0.00	3.33	-3.33	-3.46	-3.88	Matches
334	Viktor Gyökeres	se SWE	FW	Coventry City	23	1998	45	3,594	80	86.8	39.9	1.03	85	0.78	0.10	26	0.03	1.40	1.33	1.33	0.00	0.00	-0.16	Matches
335	Alen Halilović	hr CRO	MF	Reading	25	1996	11	690	63	16.7	7.7	1.17	74	0.39	0.26	11	0.26	1.36	1.69	1.17	0.52	+0.52	+1.49	Matches
336	George Hall	eng ENG	FW	Birmingham City	17	2004	2	116	58	2.8	1.3	0.77	84	0.00	0.77	32	3.08	0.00	1.54	1.54	0.00	0.00	+0.56	Matches
337	Grant Hall	eng ENG	DF	Middlesbrough	29	1991	8	720	90	17.4	8.0	1.00	90	1.00	0.00		0.88	1.13	1.25	1.38	-0.13	-0.12	-0.39	Matches
338	Aapo Halme	fi FIN	DF	Barnsley	23	1998	5	204	41	4.9	2.3	0.87	90	0.87	1.30	8	5.22	0.60	0.43	1.30	-0.87	-0.88	-0.01	Matches
339	Harry Halwax	ie IRL	GK	QPR	19	2002	0					0		0	0		1							Matches
340	Ben Hamer	eng ENG	GK	Swansea City	33	1987	21	1,890	90	45.7	21.0	1.00	90	1.00	0.00		1.05	1.33	1.14	1.24	-0.10	-0.10	+0.22	Matches
341	Gustavo Hamer	nl NED	MF	Coventry City	24	1997	39	3,102	80	74.9	34.5	1.07	82	0.64	0.06	28	0.00	1.41	1.25	1.30	-0.06	-0.06	-0.32	Matches
342	CJ Hamilton	ie IRL	MF	Blackpool	26	1995	24	1,471	61	35.5	16.3	1.04	80	0.49	0.43	16	0.31	1.17	1.17	1.41	-0.25	-0.24	-0.24	Matches
343	Ethan Hamilton	sct SCO	MF	Peterborough	22	1998	2	59	30	1.4	0.7	0.00		0.00	2.86	30	0.00	0.50	0.00	5.71	-5.71	-6.10	-5.22	Matches
344	Oliver Hammond	wls WAL	MF	Nottingham	18	2002	0					0		0	0		1							Matches
345	Nicholas Hansen	dk DEN	GK	Swansea City	20	2001	0					0		0	0		1							Matches
346	Riley Harbottle	eng ENG	DF	Nottingham	20	2000	0					0		0	0		2							Matches
347	Mark Harris	wls WAL	FW,MF	Cardiff City	22	1998	34	1,543	45	37.3	17.1	0.99	69	0.23	0.99	22	0.41	1.00	1.35	1.40	-0.06	-0.06	+0.53	Matches
348	Josh Harrop	eng ENG	MF	Preston	25	1995	0					0		0	0		1							Matches
349	Taylor Harwood-Bellis	eng ENG	DF	Stoke City	19	2002	22	1,959	89	47.3	21.8	1.01	89	0.96	0.00		0.00	1.23	1.33	1.24	0.09	+0.09	-0.03	Matches
350	Jan Paul van Hecke	nl NED	DF	Blackburn	21	2000	31	2,646	85	63.9	29.4	1.02	86	0.95	0.03	52	0.00	1.39	1.02	0.95	0.07	+0.07	-0.35	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
351	Michael Hector	jm JAM	DF	Fulham	29	1992	4	360	90	8.7	4.0	1.00	90	1.00	0.00		7.25	2.25	3.00	1.25	1.75	+1.75	+0.42	Matches
352	Ryan Hedges	wls WAL	MF	Blackburn	26	1995	11	401	36	9.7	4.5	0.89	75	0.44	1.56	15	1.11	1.09	1.78	1.56	0.22	+0.22	+0.03	Matches
353	Michał Helik	pl POL	DF	Barnsley	25	1995	38	3,391	89	81.9	37.7	1.01	89	0.98	0.00		0.00	0.74	0.74	1.41	-0.66	-0.66	+1.14	Matches
354	Jordan Helliwell	eng ENG	MF	Barnsley	19	2001	2	106	53	2.6	1.2	0.83	90	0.83	0.83	16	0.00	0.00	0.00	3.33	-3.33	-3.40	-2.59	Matches
355	Jeff Hendrick	ie IRL	MF	QPR	29	1992	10	655	66	15.8	7.3	0.96	80	0.55	0.41	31	0.55	0.80	0.68	1.23	-0.55	-0.55	-0.68	Matches
356	Onel Hernández	cu CUB	MF,FW	Middlesbrough	28	1993	17	787	46	19.0	8.7	1.03	73	0.23	0.92	17	0.00	1.76	1.15	1.15	0.00	0.00	-0.24	Matches
357	Onel Hernández	cu CUB	MF,FW	Birmingham City	28	1993	22	1,866	85	45.1	20.7	1.01	88	0.72	0.05	28	0.00	0.91	1.26	1.84	-0.58	-0.58	-0.06	Matches
358	Scott High	sct SCO	MF	Huddersfield	20	2001	23	1,513	66	36.5	16.8	0.83	84	0.65	0.54	37	0.48	1.78	1.07	1.19	-0.12	-0.12	-0.77	Matches
359	James Hill	eng ENG	DF	Bournemouth	19	2002	1	2	2	0.0	0.0	0		0	1	2	4	3.00	0	0	0	0.00	-0.76	Matches
360	Josh Hinds	eng ENG	FW	Hull City	18	2003	1	9	9	0.2	0.1	0.00		0.00	10.0	9	20.0	1.00	0.00	0.00	0.00	0.00	+0.28	Matches
361	Scott Hogan	ie IRL	FW	Birmingham City	29	1992	36	2,287	64	55.2	25.4	1.10	77	0.35	0.31	17	0.24	1.08	1.14	1.46	-0.31	-0.31	+0.51	Matches
362	Jonathan Hogg	eng ENG	MF,DF	Huddersfield	32	1988	31	2,531	82	61.1	28.1	1.10	82	0.85	0.00		0.07	1.71	1.39	0.96	0.43	+0.43	+0.15	Matches
363	Junior Hoilett	ca CAN	MF,FW	Reading	31	1990	27	1,726	64	41.7	19.2	1.04	79	0.36	0.36	21	0.10	1.00	1.25	1.98	-0.73	-0.73	-0.02	Matches
364	James Holden	eng ENG	GK	Reading	19	2001	0					0		0	0		2							Matches
365	Duane Holmes	us USA	FW,MF	Huddersfield	26	1994	37	2,263	61	54.7	25.1	1.04	77	0.24	0.44	23	0.16	1.70	1.20	0.80	0.40	+0.40	+0.06	Matches
366	Tom Holmes	eng ENG	DF	Reading	21	2000	32	2,437	76	58.9	27.1	1.00	87	0.85	0.18	18	0.18	1.06	1.22	1.92	-0.70	-0.70	+0.04	Matches
367	Louie Holzman	eng ENG	DF	Reading	17	2003	0					0		0	0		2							Matches
368	William Hondermarck	cg CGO	MF,DF	Barnsley	20	2000	9	325	36	7.9	3.6	0.83	68	0.00	1.67	20	4.17	0.33	0.83	2.50	-1.67	-1.66	-0.86	Matches
369	George Honeyman	eng ENG	MF	Hull City	26	1994	35	2,989	85	72.2	33.2	1.02	87	0.72	0.03	45	0.00	1.20	0.93	1.17	-0.24	-0.24	+0.15	Matches
370	Jameson Horlick		GK	Luton Town			0					0		0	0		1							Matches
371	Ethan Horvath	us USA	GK	Nottingham	26	1995	6	540	90	13.0	6.0	1.00	90	1.00	0.00		6.67	2.00	1.67	0.67	1.00	+1.00	+0.32	Matches
372	Conor Hourihane	ie IRL	MF	Sheffield United	30	1991	29	1,441	50	34.8	16.0	0.94	81	0.50	0.88	16	0.75	1.87	1.75	1.00	0.75	+0.75	+0.55	Matches
373	Ryan Howley	wls WAL	MF	Coventry City	17	2003	1	6	6	0.1	0.1	0.00		0.00	10.0	6	120.0	0.00	0.00	0.00	0.00	0.00	-0.02	Matches
374	Jonny Howson	eng ENG	MF	Middlesbrough	33	1988	45	3,938	88	95.1	43.8	1.00	89	0.91	0.02	33	0.00	1.49	1.26	1.12	0.14	+0.14	-1.20	Matches
375	Tom Huddlestone	eng ENG	MF	Hull City	34	1986	11	384	35	9.3	4.3	0.93	66	0.47	1.63	17	3.72	0.91	0.47	0.93	-0.47	-0.47	-0.21	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
376	Mathew Hudson	eng ENG	GK	Preston	23	1998	0					0		0	0		7							Matches
377	Andrew Hughes	wls WAL	DF	Preston	29	1992	40	3,503	88	84.6	38.9	1.03	88	0.93	0.00		0.00	1.43	1.03	1.21	-0.18	-0.18	-0.60	Matches
378	Jordan Hugill	eng ENG	FW	West Brom	29	1992	20	1,010	51	24.4	11.2	0.63	80	0.36	1.16	35	0.09	1.55	1.43	0.63	0.80	+0.80	+0.86	Matches
379	Jordan Hugill	eng ENG	FW	Cardiff City	29	1992	18	1,407	78	34.0	15.6	1.09	80	0.32	0.06	54	0.13	1.67	1.15	0.77	0.38	+0.38	+1.17	Matches
380	Paul Huntington	eng ENG	DF	Preston	33	1987	1	11	11	0.3	0.1	0.00		0.00	10.0	11	40.0	3.00	0.00	0.00	0.00	0.00	+0.09	Matches
381	James Husband	eng ENG	DF	Blackpool	27	1994	31	2,518	81	60.8	28.0	1.00	88	0.96	0.11	19	0.14	1.32	1.11	1.18	-0.07	-0.07	+0.04	Matches
382	Isaac Hutchinson	eng ENG	MF	Derby County	21	2000	1	1	1	0.0	0.0	0		0	1	1	2	1.00	0	0	0	0.00	+0.17	Matches
383	Shaun Hutchinson	eng ENG	DF	Millwall	30	1990	29	2,493	86	60.2	27.7	1.01	88	0.94	0.04	28	0.07	1.66	1.12	0.97	0.14	+0.14	-0.07	Matches
384	Dominic Hyam	sct SCO	DF	Coventry City	25	1995	43	3,757	87	90.7	41.7	0.98	90	0.98	0.05	34	0.02	1.42	1.25	1.20	0.05	+0.05	+0.28	Matches
385	Danny Hylton	eng ENG	MF,FW	Luton Town	32	1989	17	592	35	14.3	6.6	0.76	83	0.45	1.82	15	1.36	1.79	1.06	1.82	-0.76	-0.76	-1.09	Matches
386	Zeno Ibsen Rossi	eng ENG	DF	Bournemouth	20	2000	4	274	69	6.6	3.0	1.00	90	1.00	0.33	4	1.00	2.00	2.00	1.33	0.67	+0.66	-0.11	Matches
387	Duncan Idehen	eng ENG	MF	Bristol City	19	2002	2	36	18	0.9	0.4	0.00		0.00	5.00	18	7.50	1.50	2.50	0.00	2.50	+2.50	+2.85	Matches
388	Uche Ikpeazu	ug UGA	FW	Cardiff City	26	1995	13	248	19	6.0	2.8	0.36	45	0.00	4.29	17	0.71	1.54	1.43	2.50	-1.07	-1.09	-0.74	Matches
389	Uche Ikpeazu	ug UGA	FW	Middlesbrough	26	1995	20	650	33	15.7	7.2	1.11	67	0.00	1.67	10	0.28	1.70	0.97	0.97	0.00	0.00	-0.23	Matches
390	Tom Ince	eng ENG	MF	Reading	29	1992	15	1,333	89	32.2	14.8	1.01	89	0.61	0.00		0.00	1.07	1.22	1.82	-0.61	-0.61	+0.16	Matches
391	Tom Ince	eng ENG	MF	Stoke City	29	1992	11	449	41	10.8	5.0	0.80	90	0.80	1.40	13	2.60	0.64	1.00	1.20	-0.20	-0.20	-0.35	Matches
392	Ethan Ingram	eng ENG	DF,MF	West Brom	18	2003	0					0		0	0		3							Matches
393	Matt Ingram	eng ENG	GK	Luton Town	27	1993	2	180	90	4.3	2.0	1.00	90	1.00	0.00		0.00	1.00	0.50	3.50	-3.00	-3.00	-3.32	Matches
394	Matt Ingram	eng ENG	GK	Hull City	27	1993	29	2,586	89	62.5	28.7	1.01	89	0.98	0.00		0.49	0.83	0.70	1.18	-0.49	-0.49	-0.55	Matches
395	Harvey Isted	eng ENG	GK	Luton Town	24	1997	2	136	68	3.3	1.5	0.67	90	0.67	0.67	46	10.7	2.00	1.33	0.67	0.67	+0.66	+0.50	Matches
396	Daniel Iversen	dk DEN	GK	Preston	24	1997	46	4,128	90	99.7	45.9	0.98	90	0.98	0.02	78	0.00	1.39	1.11	1.22	-0.11	-0.11	-7.61	Matches
397	Ben Jackson	eng ENG	DF,MF	Huddersfield	20	2001	0					0		0	0		1							Matches
398	Phil Jagielka	eng ENG	DF	Stoke City	38	1982	20	1,775	89	42.9	19.7	1.02	89	0.96	0.00		0.00	1.35	1.32	1.12	0.20	+0.20	+0.16	Matches
399	Phil Jagielka	eng ENG	DF	Derby County	38	1982	20	1,800	90	43.5	20.0	1.00	90	1.00	0.00		0.00	1.20	0.95	1.05	-0.10	-0.10	+0.13	Matches
400	Karl Jakob Hein	ee EST	GK	Reading	19	2002	5	450	90	10.9	5.0	1.00	90	1.00	0.00		0.20	1.40	1.60	1.60	0.00	0.00	+0.80	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
401	Jordan James	wls WAL	MF	Birmingham City	17	2004	20	1,183	59	28.6	13.1	0.99	83	0.61	0.53	14	0.61	0.95	0.92	2.44	-1.53	-1.52	-1.37	Matches
402	Matty James	eng ENG	MF	Bristol City	30	1991	33	2,783	84	67.2	30.9	1.00	88	0.94	0.06	26	0.00	1.24	1.36	1.46	-0.10	-0.10	+0.70	Matches
403	Reece James	eng ENG	DF,MF	Blackpool	27	1993	17	1,258	74	30.4	14.0	1.07	81	0.79	0.14	19	0.64	1.12	0.93	1.00	-0.07	-0.07	+0.02	Matches
404	Saikou Janneh	eng ENG	FW	Bristol City	20	2001	1	17	17	0.4	0.2	0.00		0.00	5.00	17	0.00	0.00	0.00	0.00	0.00	0.00	+0.33	Matches
405	William Jarvis	eng ENG	MF	Hull City	18	2002	1	18	18	0.4	0.2	0.00		0.00	5.00	18	5.00	0.00	0.00	0.00	0.00	0.00	+0.28	Matches
406	Zach Jeacock	eng ENG	GK	Birmingham City	20	2001	2	180	90	4.3	2.0	1.00	90	1.00	0.00		1.00	0.00	1.50	5.00	-3.50	-3.50	-3.09	Matches
407	Daniel Jebbison	ca CAN	FW	Sheffield United	17	2003	8	202	25	4.9	2.2	0.45	77	0.00	3.18	18	4.09	1.44	1.36	1.36	0.00	0.00	-0.41	Matches
408	Cameron Jerome	eng ENG	FW	Luton Town	34	1986	31	1,352	44	32.7	15.0	0.93	73	0.20	1.13	20	0.47	1.55	1.13	1.47	-0.33	-0.33	-0.75	Matches
409	Daniel Jinadu	ng NGA	GK	Barnsley	19	2002	0					0		0	0		5							Matches
410	Lucas João	ao ANG	FW	Reading	27	1993	24	1,886	79	45.6	21.0	1.00	87	0.76	0.14	18	0.00	0.92	1.24	1.95	-0.71	-0.72	0.00	Matches
411	Stefan Johansen	no NOR	MF	QPR	30	1991	35	2,751	79	66.4	30.6	1.01	85	0.72	0.13	26	0.07	1.46	1.41	1.41	0.00	0.00	-0.06	Matches
412	Tyreece John-Jules	eng ENG	FW,MF	Blackpool	20	2001	11	597	54	14.4	6.6	1.21	71	0.00	0.45	9	0.45	1.09	0.91	1.67	-0.76	-0.75	-0.78	Matches
413	Bradley Johnson	eng ENG	MF	Blackburn	34	1987	18	914	51	22.1	10.2	0.78	81	0.59	0.98	26	1.47	1.78	0.88	1.47	-0.59	-0.59	-1.01	Matches
414	Brennan Johnson	wls WAL	FW,MF	Nottingham	20	2001	46	3,898	85	94.2	43.3	1.02	88	0.76	0.05	23	0.00	1.76	1.64	0.88	0.76	+0.76	+0.76	Matches
415	Daniel Johnson	jm JAM	MF	Preston	28	1992	41	3,179	78	76.8	35.3	0.99	88	0.79	0.17	16	0.06	1.34	1.10	1.27	-0.17	-0.17	-0.36	Matches
416	Sam Johnstone	eng ENG	GK	West Brom	28	1993	36	3,239	90	78.2	36.0	1.00	90	0.97	0.00		0.03	1.47	1.11	0.92	0.19	+0.19	+0.19	Matches
417	Alfie Jones	ca CAN	DF	Hull City	23	1997	23	1,820	79	44.0	20.2	1.04	84	0.94	0.10	27	0.10	1.13	1.04	1.34	-0.30	-0.30	-0.03	Matches
418	Callum Jones	wls WAL	MF	Hull City	20	2001	2	2	1	0.0	0.0	0		0	2	1	1	3.00	0	0	0	0.00	+0.28	Matches
419	Isaiah Jones	gy GUY	MF	Middlesbrough	22	1999	42	3,268	78	78.9	36.3	0.99	87	0.66	0.17	21	0.06	1.60	1.46	1.10	0.36	+0.36	+0.77	Matches
420	Jodi Jones	mt MLT	FW,MF	Coventry City	23	1997	9	102	11	2.5	1.1	0.00		0.00	8.18	11	18.2	1.00	4.55	0.91	3.64	+3.53	+3.60	Matches
421	Ricky-Jade Jones	eng ENG	FW,MF	Peterborough	20	2001	18	662	37	16.0	7.4	0.81	61	0.00	1.62	25	0.41	0.78	1.08	2.03	-0.95	-0.95	+0.01	Matches
422	Kyle Joseph	sct SCO	FW,MF	Swansea City	19	2001	10	113	11	2.7	1.3	0.00		0.00	7.69	11	12.3	1.50	1.54	3.85	-2.31	-2.39	-2.23	Matches
423	Kamil Jóźwiak	pl POL	MF,FW	Derby County	23	1998	17	963	57	23.3	10.7	1.21	69	0.28	0.37	18	0.84	1.35	0.84	1.12	-0.28	-0.28	-0.14	Matches
424	Mads Juel Andersen	dk DEN	DF	Barnsley	23	1997	28	2,520	90	60.9	28.0	1.00	90	1.00	0.00		0.04	0.79	0.82	1.50	-0.68	-0.68	+0.49	Matches
425	Lukas Jutkiewicz	eng ENG	FW	Birmingham City	32	1989	36	1,706	47	41.2	19.0	0.89	81	0.47	1.00	18	0.42	1.00	0.95	1.63	-0.68	-0.69	-0.24	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
426	Osman Kakay	sl SLE	MF	QPR	23	1997	13	514	40	12.4	5.7	0.70	76	0.35	1.58	23	2.28	1.54	0.88	2.11	-1.23	-1.23	-1.42	Matches
427	Tomáš Kalas	cz CZE	DF	Bristol City	28	1993	35	3,072	88	74.2	34.1	1.00	90	1.00	0.03	12	0.03	1.11	1.29	1.82	-0.53	-0.53	-0.78	Matches
428	Aboubakar Kamara	mr MTN	FW	Fulham	26	1995	1	2	2	0.0	0.0	0		0	1	2	0	1.00	0	0	0	0.00	-1.37	Matches
429	Thomas Kaminski	be BEL	GK	Blackburn	28	1992	44	3,925	89	94.8	43.6	1.01	89	0.99	0.00		0.00	1.43	1.28	1.15	0.14	+0.14	-1.12	Matches
430	Todd Kane	eng ENG	MF	Coventry City	27	1993	29	2,123	73	51.3	23.6	0.97	85	0.64	0.25	30	0.34	1.34	1.14	1.44	-0.30	-0.30	-0.65	Matches
431	Idris Kanu	sl SLE	MF	Peterborough	21	1999	5	115	23	2.8	1.3	0.77	58	0.00	3.08	14	4.62	0.60	1.54	3.85	-2.31	-2.35	-1.43	Matches
432	Colin Kazim-Richards	tr TUR	FW	Derby County	34	1986	23	908	39	21.9	10.1	0.50	71	0.20	1.78	31	0.10	0.87	1.49	1.19	0.30	+0.30	+0.60	Matches
433	Neeskens Kebano	cd COD	MF	Fulham	29	1992	40	2,717	68	65.6	30.2	1.03	81	0.50	0.30	22	0.10	2.00	2.55	0.83	1.72	+1.72	+1.03	Matches
434	Liam Kelly	sct SCO	MF	Coventry City	31	1990	16	825	52	19.9	9.2	0.87	85	0.65	0.87	18	0.43	1.25	1.41	1.20	0.22	+0.22	+0.25	Matches
435	Lloyd Kelly	eng ENG	DF	Bournemouth	22	1998	41	3,625	88	87.6	40.3	0.99	90	0.99	0.02	25	0.00	2.00	1.66	0.74	0.92	+0.92	+1.27	Matches
436	Omari Kellyman	eng ENG	FW,MF	Derby County	15	2005	0					0		0	0		1							Matches
437	Charlie Kelman	us USA	FW	QPR	19	2001	1	6	6	0.1	0.1	0.00		0.00	10.0	6	10.0	3.00	0.00	0.00	0.00	0.00	-0.02	Matches
438	Frankie Kent	eng ENG	DF	Peterborough	25	1995	34	2,881	85	69.6	32.0	1.03	86	0.91	0.03	29	0.31	0.68	0.88	1.91	-1.03	-1.03	-0.24	Matches
439	Richard Keogh	ie IRL	DF	Blackpool	34	1986	29	2,216	76	53.5	24.6	1.06	82	0.85	0.12	27	0.12	1.34	1.22	1.10	0.12	+0.12	+0.45	Matches
440	Reda Khadra	de GER	FW,MF	Blackburn	20	2001	27	1,458	54	35.2	16.2	1.11	70	0.31	0.56	23	0.19	1.70	1.11	0.80	0.31	+0.31	+0.17	Matches
441	Brandon Khela	eng ENG	MF	Birmingham City	16	2005	0					0		0	0		1							Matches
442	Maikel Kieftenbeld	nl NED	MF	Millwall	31	1990	27	1,815	67	43.8	20.2	0.94	85	0.69	0.40	24	0.54	1.30	0.99	1.14	-0.15	-0.15	-0.57	Matches
443	Gavin Kilkenny	ie IRL	MF	Bournemouth	21	2000	14	1,096	78	26.5	12.2	1.07	82	0.66	0.08	30	0.66	2.00	1.89	0.74	1.15	+1.15	+0.53	Matches
444	Andy King	wls WAL	MF	Bristol City	32	1988	14	750	54	18.1	8.3	1.20	71	0.60	0.48	9	0.48	1.29	1.33	2.05	-0.72	-0.72	-0.48	Matches
445	Eli King	wls WAL	MF	Cardiff City	18	2002	4	174	44	4.2	1.9	1.58	54	0.00	0.53	12	4.21	1.75	0.53	0.53	0.00	0.00	+0.41	Matches
446	Peter Kioso	cd COD	DF,MF	Luton Town	22	1998	16	753	47	18.2	8.4	0.95	77	0.71	0.95	17	0.71	2.00	1.43	1.43	0.00	0.00	-0.21	Matches
