Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
124	Hayden Carter	eng ENG	DF	Blackburn	21	1999	9	5	584	6.5	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.15	0.00	0.00	0.00	0.00	0.00	Matches
125	Harvey Cartwright	eng ENG	GK	Hull City	19	2002	2	1	114	1.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
126	Fabio Carvalho	pt POR	MF	Fulham	18	2002	36	33	2,831	31.5	0.35	0.22	0.57	0.35	0.00	0.00	0.16	0.00	0.35	0.22	0.57	0.35	0.57	Matches
127	João Carvalho	pt POR	MF	Nottingham	24	1997	7	2	241	2.7	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Matches
128	Oliver Casey	eng ENG	DF	Blackpool	20	2000	6	3	350	3.9	0.26	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.26	0.00	0.26	0.26	0.26	Matches
129	Eiran Cashin	ie IRL	DF	Derby County	19	2001	18	14	1,273	14.1	0.07	0.00	0.07	0.07	0.00	0.00	0.14	0.00	0.07	0.00	0.07	0.07	0.07	Matches
130	Quevin Castro	pt POR	FW	West Brom	19	2001	2	0	37	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
131	Ivan Cavaleiro	pt POR	MF	Fulham	27	1993	18	5	600	6.7	0.30	0.00	0.30	0.30	0.00	0.00	0.15	0.00	0.30	0.00	0.30	0.30	0.30	Matches
132	Ilias Chair	ma MAR	MF,FW	QPR	23	1997	39	37	3,148	35.0	0.26	0.14	0.40	0.26	0.00	0.00	0.14	0.00	0.26	0.14	0.40	0.26	0.40	Matches
133	Nathaniel Chalobah	eng ENG	MF	Fulham	26	1994	20	11	944	10.5	0.00	0.10	0.10	0.00	0.00	0.00	0.10	0.00	0.00	0.10	0.10	0.00	0.10	Matches
134	Harry Chapman	eng ENG	FW,MF	Blackburn	23	1997	3	0	47	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
135	James Chester	wls WAL	DF	Stoke City	32	1989	17	16	1,432	15.9	0.00	0.13	0.13	0.00	0.00	0.00	0.06	0.00	0.00	0.13	0.13	0.00	0.13	Matches
136	Tahith Chong	cw CUW	FW,MF	Birmingham City	21	1999	20	18	1,555	17.3	0.06	0.12	0.17	0.06	0.00	0.00	0.12	0.00	0.06	0.12	0.17	0.06	0.17	Matches
137	Cyrus Christie	ie IRL	MF,DF	Swansea City	28	1992	23	23	2,004	22.3	0.13	0.18	0.31	0.13	0.00	0.00	0.36	0.00	0.13	0.18	0.31	0.13	0.31	Matches
138	Ryan Christie	sct SCO	FW,MF	Bournemouth	26	1995	38	36	2,997	33.3	0.09	0.24	0.33	0.09	0.00	0.00	0.18	0.00	0.09	0.24	0.33	0.09	0.33	Matches
139	Isaac Christie-Davies	wls WAL	MF	Barnsley	23	1997	2	1	84	0.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
140	Jordan Clark	eng ENG	MF,FW	Luton Town	27	1993	25	19	1,687	18.7	0.11	0.16	0.27	0.11	0.00	0.00	0.11	0.00	0.11	0.16	0.27	0.11	0.27	Matches
141	Jahmari Clarke	jm JAM	FW	Reading	17	2003	12	0	174	1.9	1.05	0.00	1.05	1.05	0.00	0.00	0.53	0.00	1.03	0.00	1.03	1.03	1.03	Matches
142	Matthew Clarke	eng ENG	DF	West Brom	24	1996	33	33	2,743	30.5	0.03	0.00	0.03	0.03	0.00	0.00	0.16	0.00	0.03	0.00	0.03	0.03	0.03	Matches
143	Jonson Clarke-Harris	jm JAM	FW	Peterborough	27	1994	41	32	2,996	33.3	0.36	0.09	0.45	0.21	0.15	0.15	0.06	0.00	0.36	0.09	0.45	0.21	0.30	Matches
144	Jake Clarke-Salter	eng ENG	DF	Coventry City	23	1997	29	27	2,291	25.5	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
145	Leighton Clarkson	eng ENG	MF	Blackburn	19	2001	7	4	328	3.6	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	Matches
146	Sam Clucas	eng ENG	MF	Stoke City	30	1990	25	16	1,477	16.4	0.12	0.18	0.30	0.12	0.00	0.00	0.37	0.00	0.12	0.18	0.30	0.12	0.30	Matches
147	Josh Coburn	eng ENG	FW	Middlesbrough	18	2002	18	3	481	5.3	0.75	0.00	0.75	0.75	0.00	0.00	0.38	0.00	0.75	0.00	0.75	0.75	0.75	Matches
148	Jack Colback	eng ENG	MF,DF	Nottingham	31	1989	38	36	3,109	34.5	0.09	0.03	0.12	0.09	0.00	0.00	0.35	0.03	0.09	0.03	0.12	0.09	0.12	Matches
149	Devante Cole	eng ENG	FW,MF	Barnsley	26	1995	24	8	879	9.8	0.10	0.10	0.20	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.20	0.10	0.20	Matches
150	Maxime Colin	fr FRA	DF,MF	Birmingham City	29	1991	33	31	2,770	30.8	0.03	0.06	0.10	0.03	0.00	0.00	0.06	0.00	0.03	0.06	0.10	0.03	0.10	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Bradley Collins	eng ENG	GK	Barnsley	24	1997	40	40	3,533	39.3	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
152	James Collins	ie IRL	FW,MF	Cardiff City	30	1990	26	13	1,284	14.3	0.21	0.00	0.21	0.21	0.00	0.00	0.35	0.00	0.21	0.00	0.21	0.21	0.21	Matches
153	Levi Colwill	eng ENG	DF	Huddersfield	18	2003	29	26	2,423	26.9	0.07	0.04	0.11	0.07	0.00	0.00	0.19	0.00	0.07	0.04	0.11	0.07	0.11	Matches
154	Rubin Colwill	wls WAL	MF,FW	Cardiff City	19	2002	34	15	1,668	18.5	0.27	0.05	0.32	0.27	0.00	0.00	0.05	0.00	0.27	0.05	0.32	0.27	0.32	Matches
155	Cameron Congreve	wls WAL	MF	Swansea City	17	2004	5	2	123	1.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
156	Aaron Connolly	ie IRL	FW	Middlesbrough	21	2000	19	13	1,183	13.1	0.15	0.00	0.15	0.15	0.00	0.00	0.15	0.00	0.15	0.00	0.15	0.15	0.15	Matches
157	Callum Connolly	eng ENG	DF,MF	Blackpool	23	1997	31	25	2,217	24.6	0.08	0.04	0.12	0.08	0.00	0.00	0.41	0.04	0.08	0.04	0.12	0.08	0.12	Matches
158	Tommy Conway	sct SCO	FW,MF	Bristol City	18	2002	4	0	29	0.3	0.00	3.33	3.33	0.00	0.00	0.00	0.00	0.00	0.00	3.10	3.10	0.00	3.10	Matches
159	Lewis Cook	eng ENG	MF	Bournemouth	24	1997	28	25	2,173	24.1	0.04	0.08	0.12	0.04	0.00	0.00	0.21	0.00	0.04	0.08	0.12	0.04	0.12	Matches
160	Steve Cook	eng ENG	DF,MF	Bournemouth	30	1991	3	3	245	2.7	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Matches
161	Steve Cook	eng ENG	DF	Nottingham	30	1991	14	13	1,158	12.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
162	Brandon Cooper	wls WAL	DF	Swansea City	21	2000	4	3	350	3.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
163	Jake Cooper	eng ENG	DF	Millwall	26	1995	42	41	3,678	40.9	0.10	0.00	0.10	0.10	0.00	0.00	0.24	0.00	0.10	0.00	0.10	0.10	0.10	Matches
164	Murphy Cooper	eng ENG	GK	QPR	19	2001	2	2	180	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
165	Kai Corbett	eng ENG	FW	Peterborough	18	2002	1	1	58	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
166	David Cornell	wls WAL	GK	Peterborough	30	1991	30	30	2,700	30.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
167	Harry Cornick	eng ENG	FW	Luton Town	26	1995	38	30	2,359	26.2	0.46	0.15	0.61	0.46	0.00	0.00	0.15	0.00	0.46	0.15	0.61	0.46	0.61	Matches
168	Hayden Coulson	eng ENG	DF,MF	Peterborough	23	1998	6	5	364	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	0.00	0.00	0.00	Matches
169	Conor Coventry	ie IRL	MF	Peterborough	21	2000	12	4	434	4.8	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	Matches
170	Lewie Coyle	eng ENG	DF,MF	Hull City	25	1995	23	21	1,755	19.5	0.05	0.05	0.10	0.05	0.00	0.00	0.10	0.05	0.05	0.05	0.10	0.05	0.10	Matches
171	Matt Crooks	eng ENG	MF	Middlesbrough	27	1994	40	40	3,484	38.7	0.26	0.05	0.31	0.26	0.00	0.00	0.39	0.03	0.26	0.05	0.31	0.26	0.31	Matches
172	Liam Cullen	wls WAL	MF,FW	Swansea City	22	1999	12	4	433	4.8	0.00	0.21	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.21	0.00	0.21	Matches
173	Robbie Cundy	eng ENG	DF	Bristol City	24	1997	14	10	896	10.0	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
174	Greg Cunningham	ie IRL	MF,DF	Preston	30	1991	21	17	1,357	15.1	0.00	0.07	0.07	0.00	0.00	0.00	0.26	0.00	0.00	0.07	0.07	0.00	0.07	Matches
175	Bartosz Cybulski	pl POL	FW	Derby County	18	2002	4	1	72	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Fankaty Dabo	eng ENG	MF,DF	Coventry City	25	1995	29	26	2,295	25.5	0.00	0.04	0.04	0.00	0.00	0.00	0.16	0.08	0.00	0.04	0.04	0.00	0.04	Matches
177	Bradley Dack	eng ENG	FW,MF	Blackburn	27	1993	9	0	289	3.2	0.31	0.31	0.63	0.31	0.00	0.31	0.00	0.00	0.31	0.31	0.62	0.31	0.62	Matches
178	Julien Dacosta	fr FRA	MF	Coventry City	25	1996	4	2	107	1.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
179	Owen Dale	eng ENG	MF	Blackpool	22	1998	15	7	704	7.8	0.26	0.13	0.38	0.26	0.00	0.00	0.00	0.00	0.26	0.13	0.38	0.26	0.38	Matches
180	Jake Daniels	eng ENG	MF	Blackpool	16	2005	1	0	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
181	Luke Daniels	eng ENG	GK	Middlesbrough	33	1988	12	12	1,080	12.0	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
182	Scott Dann	eng ENG	DF	Reading	34	1987	18	14	1,221	13.6	0.15	0.07	0.22	0.15	0.00	0.00	0.00	0.00	0.15	0.07	0.22	0.15	0.22	Matches
183	Jay Dasilva	wls WAL	MF,DF	Bristol City	23	1998	36	28	2,648	29.4	0.03	0.14	0.17	0.03	0.00	0.00	0.10	0.00	0.03	0.14	0.17	0.03	0.17	Matches
184	Jacob Davenport	eng ENG	MF	Blackburn	22	1998	9	2	257	2.9	0.00	0.34	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.35	0.00	0.35	Matches
185	Adam Davies	wls WAL	GK	Stoke City	29	1992	12	12	1,080	12.0	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
186	Ben Davies	eng ENG	DF	Sheffield United	25	1995	22	21	1,887	21.0	0.05	0.00	0.05	0.05	0.00	0.00	0.14	0.00	0.05	0.00	0.05	0.05	0.05	Matches
187	Curtis Davies	sl SLE	DF	Derby County	36	1985	46	46	4,140	46.0	0.09	0.00	0.09	0.09	0.00	0.00	0.20	0.00	0.09	0.00	0.09	0.09	0.09	Matches
188	Isaak Davies	wls WAL	FW,MF	Cardiff City	19	2001	28	10	1,200	13.3	0.15	0.23	0.38	0.15	0.00	0.00	0.08	0.00	0.15	0.23	0.37	0.15	0.37	Matches
189	Keinan Davis	eng ENG	FW	Nottingham	23	1998	15	14	1,061	11.8	0.42	0.17	0.59	0.42	0.00	0.00	0.42	0.00	0.42	0.17	0.59	0.42	0.59	Matches
190	Leif Davis	eng ENG	DF,FW	Bournemouth	21	1999	12	7	574	6.4	0.00	0.16	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.16	0.00	0.16	Matches
191	Bobby De Cordova-Reid	jm JAM	MF	Fulham	28	1993	41	26	2,524	28.0	0.29	0.29	0.57	0.29	0.00	0.00	0.14	0.00	0.29	0.29	0.57	0.29	0.57	Matches
192	Harlee Dean	eng ENG	DF	Birmingham City	30	1991	15	14	1,260	14.0	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
193	Troy Deeney	eng ENG	FW	Birmingham City	33	1988	21	15	1,304	14.5	0.28	0.21	0.48	0.21	0.07	0.07	0.00	0.00	0.28	0.21	0.48	0.21	0.41	Matches
194	Tom Dele-Bashiru	ng NGA	MF	Reading	21	1999	38	27	2,442	27.1	0.15	0.07	0.22	0.15	0.00	0.00	0.07	0.00	0.15	0.07	0.22	0.15	0.22	Matches
195	Siriki Dembélé	ci CIV	FW,MF	Peterborough	24	1996	24	22	1,908	21.2	0.24	0.05	0.28	0.24	0.00	0.00	0.05	0.00	0.24	0.05	0.28	0.24	0.28	Matches
196	Siriki Dembélé	ci CIV	FW,MF	Bournemouth	24	1996	13	4	527	5.9	0.34	0.17	0.51	0.34	0.00	0.00	0.00	0.00	0.34	0.17	0.51	0.34	0.51	Matches
197	Sepp van den Berg	nl NED	DF,MF	Preston	19	2001	45	43	3,971	44.1	0.02	0.02	0.05	0.02	0.00	0.00	0.16	0.00	0.02	0.02	0.05	0.02	0.05	Matches
198	Oliver Denham	wls WAL	DF	Cardiff City	19	2002	5	5	405	4.5	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	Matches
199	Yan Dhanda	eng ENG	MF	Swansea City	22	1998	3	1	74	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
200	Bambo Diaby	sn SEN	DF	Preston	23	1997	7	4	440	4.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Grady Diangana	cd COD	MF,FW	West Brom	23	1998	41	22	1,915	21.3	0.09	0.05	0.14	0.09	0.00	0.00	0.09	0.00	0.09	0.05	0.14	0.09	0.14	Matches
202	Robert Dickie	eng ENG	DF	QPR	25	1996	38	38	3,420	38.0	0.08	0.03	0.11	0.08	0.00	0.00	0.32	0.00	0.08	0.03	0.11	0.08	0.11	Matches
203	Seny Dieng	sn SEN	GK	QPR	26	1994	28	28	2,475	27.5	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
204	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	24	1996	34	34	2,961	32.9	0.00	0.09	0.09	0.00	0.00	0.00	0.06	0.00	0.00	0.09	0.09	0.00	0.09	Matches
205	Daryl Dike	us USA	FW	West Brom	21	2000	2	1	84	0.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
206	Greg Docherty	sct SCO	MF	Hull City	24	1996	40	31	2,845	31.6	0.00	0.03	0.03	0.00	0.00	0.00	0.19	0.00	0.00	0.03	0.03	0.00	0.03	Matches
207	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	19	2001	34	20	1,785	19.8	0.20	0.15	0.35	0.20	0.00	0.00	0.25	0.00	0.20	0.15	0.35	0.20	0.35	Matches
208	Kenneth Dougall	au AUS	MF	Blackpool	28	1993	40	37	3,350	37.2	0.03	0.13	0.16	0.03	0.00	0.00	0.11	0.00	0.03	0.13	0.16	0.03	0.16	Matches
209	Alfie Doughty	eng ENG	DF,MF	Cardiff City	21	1999	9	7	473	5.3	0.19	0.00	0.19	0.19	0.00	0.00	0.19	0.00	0.19	0.00	0.19	0.19	0.19	Matches
210	Alfie Doughty	eng ENG	DF,MF	Stoke City	21	1999	11	0	159	1.8	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
211	Flynn Downes	eng ENG	MF,DF	Swansea City	22	1999	37	34	2,871	31.9	0.03	0.06	0.09	0.03	0.00	0.00	0.38	0.03	0.03	0.06	0.09	0.03	0.09	Matches
212	Tommy Doyle	eng ENG	MF	Cardiff City	19	2001	19	17	1,452	16.1	0.12	0.19	0.31	0.12	0.00	0.00	0.25	0.00	0.12	0.19	0.31	0.12	0.31	Matches
213	Andre Dozzell	eng ENG	MF	QPR	22	1999	27	18	1,528	17.0	0.00	0.06	0.06	0.00	0.00	0.00	0.47	0.06	0.00	0.06	0.06	0.00	0.06	Matches
214	Cody Drameh	eng ENG	DF,MF	Cardiff City	19	2001	22	22	1,922	21.4	0.00	0.14	0.14	0.00	0.00	0.00	0.14	0.00	0.00	0.14	0.14	0.00	0.14	Matches
215	Danny Drinkwater	eng ENG	MF	Reading	31	1990	33	31	2,816	31.3	0.03	0.03	0.06	0.03	0.00	0.00	0.26	0.00	0.03	0.03	0.06	0.03	0.06	Matches
216	Demeaco Duhaney	eng ENG	MF	Stoke City	22	1998	3	3	207	2.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
217	Jimmy Dunne	ie IRL	DF	QPR	23	1997	38	34	3,190	35.4	0.08	0.03	0.11	0.08	0.00	0.00	0.14	0.00	0.08	0.03	0.11	0.08	0.11	Matches
218	Lyndon Dykes	sct SCO	FW	QPR	25	1995	33	27	2,410	26.8	0.30	0.11	0.41	0.30	0.00	0.00	0.04	0.00	0.30	0.11	0.41	0.30	0.41	Matches
219	Josh Earl	eng ENG	MF	Preston	22	1998	29	24	2,152	23.9	0.04	0.04	0.08	0.04	0.00	0.00	0.13	0.00	0.04	0.04	0.08	0.04	0.08	Matches
220	Tom Eaves	eng ENG	FW	Hull City	29	1992	31	12	1,258	14.0	0.36	0.21	0.57	0.36	0.00	0.00	0.36	0.07	0.36	0.21	0.57	0.36	0.57	Matches
221	Malcolm Ebiowei	eng ENG	MF	Derby County	17	2003	16	11	952	10.6	0.09	0.19	0.28	0.09	0.00	0.00	0.19	0.00	0.09	0.19	0.28	0.09	0.28	Matches
222	Festy Ebosele	ie IRL	MF,DF	Derby County	18	2002	35	18	1,829	20.3	0.10	0.05	0.15	0.10	0.00	0.00	0.20	0.00	0.10	0.05	0.15	0.10	0.15	Matches
223	Josh Eccles	eng ENG	MF	Coventry City	21	2000	5	3	235	2.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
224	Tayo Edun	eng ENG	MF,DF	Blackburn	23	1998	20	13	1,122	12.5	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.08	0.00	0.00	0.00	0.00	0.00	Matches
225	Ronnie Edwards	eng ENG	DF	Peterborough	18	2003	34	31	2,826	31.4	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	John Egan	ie IRL	DF	Sheffield United	28	1992	46	46	4,140	46.0	0.04	0.04	0.09	0.04	0.00	0.00	0.11	0.00	0.04	0.04	0.09	0.04	0.09	Matches
227	Carel Eiting	nl NED	MF	Huddersfield	23	1998	5	1	225	2.5	0.00	0.40	0.40	0.00	0.00	0.00	0.40	0.00	0.00	0.40	0.40	0.00	0.40	Matches
228	Ovie Ejaria	eng ENG	MF	Reading	23	1997	26	21	1,942	21.6	0.09	0.00	0.09	0.09	0.00	0.00	0.05	0.00	0.09	0.00	0.09	0.09	0.09	Matches
229	Marvin Ekpiteta	eng ENG	DF	Blackpool	25	1995	40	39	3,536	39.3	0.13	0.03	0.15	0.13	0.00	0.00	0.05	0.00	0.13	0.03	0.15	0.13	0.15	Matches
230	Callum Elder	au AUS	DF,MF	Hull City	26	1995	28	21	1,959	21.8	0.00	0.05	0.05	0.00	0.00	0.00	0.09	0.00	0.00	0.05	0.05	0.00	0.05	Matches
231	Josh Emmanuel	eng ENG	DF,MF	Hull City	23	1997	6	3	385	4.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
232	Neil Etheridge	ph PHI	GK	Birmingham City	31	1990	21	21	1,869	20.8	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
233	Ched Evans	wls WAL	FW	Preston	32	1988	23	14	1,335	14.8	0.14	0.14	0.27	0.14	0.00	0.00	0.41	0.00	0.13	0.13	0.27	0.13	0.27	Matches
234	George Evans	eng ENG	MF	Millwall	26	1994	23	12	1,154	12.8	0.08	0.08	0.16	0.08	0.00	0.00	0.23	0.00	0.08	0.08	0.16	0.08	0.16	Matches
235	Kieron Evans	wls WAL	MF	Cardiff City	19	2001	5	2	146	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
236	Tom Fellows	eng ENG	MF	West Brom	18	2003	4	1	99	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
237	Emmanuel Fernandez	ng NGA	DF	Peterborough	19	2001	1	1	60	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
238	Sam Field	eng ENG	MF	QPR	23	1998	29	26	2,343	26.0	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	Matches
239	Tobias Figueiredo	pt POR	DF	Nottingham	27	1994	26	22	1,896	21.1	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	Matches
240	Andy Fisher	eng ENG	GK	Swansea City	23	1998	20	20	1,800	20.0	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	Matches
241	John Fleck	sct SCO	MF	Sheffield United	29	1991	35	31	2,654	29.5	0.03	0.07	0.10	0.03	0.00	0.00	0.34	0.00	0.03	0.07	0.10	0.03	0.10	Matches
242	Brandon Fleming	eng ENG	MF,DF	Hull City	21	1999	16	15	1,319	14.7	0.00	0.20	0.20	0.00	0.00	0.00	0.20	0.00	0.00	0.20	0.20	0.00	0.20	Matches
243	Steven Fletcher	sct SCO	FW	Stoke City	34	1987	35	16	1,502	16.7	0.18	0.00	0.18	0.18	0.00	0.00	0.18	0.00	0.18	0.00	0.18	0.18	0.18	Matches
244	Aden Flint	eng ENG	DF	Cardiff City	32	1989	38	35	3,270	36.3	0.17	0.06	0.22	0.17	0.00	0.00	0.22	0.03	0.17	0.06	0.22	0.17	0.22	Matches
245	Wes Foderingham	eng ENG	GK	Sheffield United	30	1991	32	32	2,880	32.0	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	Matches
246	Tyrese Fornah	sl SLE	MF	Nottingham	21	1999	1	0	6	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
247	William Forrester	eng ENG	DF	Stoke City	20	2001	3	3	207	2.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
248	Marcus Forss	fi FIN	FW	Hull City	22	1999	11	5	490	5.4	0.19	0.19	0.37	0.19	0.00	0.00	0.19	0.00	0.18	0.18	0.37	0.18	0.37	Matches
249	Craig Forsyth	sct SCO	DF	Derby County	32	1989	26	23	1,934	21.5	0.14	0.05	0.19	0.14	0.00	0.00	0.14	0.00	0.14	0.05	0.19	0.14	0.19	Matches
250	Morgan Fox	wls WAL	DF,MF	Stoke City	27	1993	10	9	699	7.8	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.13	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Tyrese Francois	au AUS	MF	Fulham	21	2000	2	1	87	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
252	Luke Freeman	eng ENG	FW,MF	Millwall	29	1992	1	0	14	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
253	Luke Freeman	eng ENG	MF	Sheffield United	29	1992	4	1	143	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
254	George Friend	eng ENG	DF	Birmingham City	33	1987	14	11	1,021	11.3	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	Matches
255	Dominik Frieser	at AUT	FW,MF	Barnsley	27	1993	14	12	921	10.2	0.20	0.00	0.20	0.20	0.00	0.00	0.10	0.00	0.20	0.00	0.20	0.20	0.20	Matches
256	Dael Fry	eng ENG	DF	Middlesbrough	23	1997	33	32	2,814	31.3	0.03	0.06	0.10	0.03	0.00	0.00	0.10	0.00	0.03	0.06	0.10	0.03	0.10	Matches
257	Jeando Fuchs	cm CMR	MF	Peterborough	23	1997	18	17	1,368	15.2	0.00	0.07	0.07	0.00	0.00	0.00	0.13	0.00	0.00	0.07	0.07	0.00	0.07	Matches
258	Jay Fulton	sct SCO	MF	Swansea City	27	1994	18	8	737	8.2	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	Matches
