Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
155	Hamza Choudhury	bd BAN	DF,MF	Leicester City	25	1997	34	1,472	43	35.6	16.4	0.91	84	0.61	1.16	11	0.73	2.21	1.71	0.98	0.73	+0.73	-0.48	Matches
156	Benjamin Chrisene	eng ENG	MF,DF	Blackburn	19	2004	16	820	51	19.8	9.1	0.77	82	0.55	0.99	27	0.44	1.13	1.54	1.21	0.33	+0.33	+0.79	Matches
157	Cyrus Christie	ie IRL	DF	Hull City	30	1992	27	1,292	48	31.2	14.4	0.83	82	0.42	1.04	21	0.63	1.44	1.53	1.67	-0.14	-0.14	-0.46	Matches
158	Dennis Cirkin	lv LVA	DF	Sunderland	21	2002	8	505	63	12.2	5.6	0.89	90	0.71	0.54	19	0.00	1.38	1.79	0.89	0.89	+0.89	+1.06	Matches
159	Ciaran Clark	ie IRL	DF	Stoke City	33	1989	3	270	90	6.5	3.0	1.00	90	1.00	0.00		3.67	0.00	1.00	2.33	-1.33	-1.33	-1.17	Matches
160	Harry Clarke	eng ENG	DF	Ipswich Town	22	2001	35	2,361	67	57.0	26.2	0.95	84	0.73	0.38	25	0.27	1.94	1.91	1.37	0.53	+0.53	-0.53	Matches
161	Jack Clarke	eng ENG	MF,FW	Sunderland	22	2000	40	3,496	87	84.4	38.8	1.01	89	0.80	0.03	36	0.00	1.30	1.19	1.06	0.13	+0.13	+1.11	Matches
162	Matthew Clarke	eng ENG	DF	Middlesbrough	26	1996	24	1,816	76	43.9	20.2	0.94	90	0.94	0.25	21	0.50	1.71	1.63	1.19	0.45	+0.45	+0.45	Matches
163	Jake Clarke-Salter	eng ENG	DF	QPR	25	1997	33	2,667	81	64.4	29.6	0.98	86	0.71	0.14	42	0.24	1.33	1.08	1.22	-0.14	-0.13	+0.29	Matches
164	Reyes Cleary	eng ENG	FW,MF	West Brom	19	2004	0					0		0	0		1							Matches
165	Sam Clucas	eng ENG	MF	Rotherham	32	1990	32	1,880	59	45.4	20.9	1.10	75	0.38	0.43	17	0.00	0.53	0.67	1.87	-1.20	-1.20	-0.12	Matches
166	Conor Coady	eng ENG	DF	Leicester City	30	1993	12	700	58	16.9	7.8	1.03	86	0.90	0.51	3	3.72	2.67	1.92	0.64	1.28	+1.29	+0.29	Matches
167	Josh Coburn	eng ENG	FW	Middlesbrough	20	2002	21	996	47	24.1	11.1	0.99	77	0.36	0.90	14	0.54	1.48	1.53	1.44	0.09	+0.09	-0.14	Matches
168	Jack Colback	eng ENG	MF	QPR	33	1989	29	1,993	69	48.1	22.1	1.09	77	0.50	0.23	27	0.00	1.38	1.04	1.31	-0.27	-0.27	-0.06	Matches
169	Bradley Collins	eng ENG	GK	Coventry City	26	1997	28	2,520	90	60.9	28.0	1.00	90	1.00	0.00		0.64	1.64	1.75	1.18	0.57	+0.57	+0.85	Matches
170	James Collins	eng ENG	FW	Watford	18	2004	0					0		0	0		1							Matches
171	Jamilu Collins	ng NGA	DF	Cardiff City	28	1994	36	2,984	83	72.1	33.2	0.99	89	0.87	0.09	15	0.12	1.44	1.14	1.42	-0.27	-0.27	+0.35	Matches
172	Joel Colwill	wls WAL	MF	Cardiff City	18	2004	2	40	20	1.0	0.4	0.00		0.00	5.00	20	22.5	0.00	2.50	2.50	0.00	0.00	+0.37	Matches
173	Rubin Colwill	wls WAL	MF,FW	Cardiff City	21	2002	36	1,595	44	38.5	17.7	0.79	74	0.17	1.24	25	0.28	1.25	1.24	1.47	-0.23	-0.23	+0.23	Matches
174	Cameron Congreve	wls WAL	MF	Swansea City	19	2004	0					0		0	0		14							Matches
175	Aaron Connolly	ie IRL	FW	Hull City	23	2000	28	1,215	43	29.3	13.5	0.96	70	0.30	1.11	20	0.74	1.25	1.33	1.19	0.15	+0.15	-0.04	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
176	Shea Connor	eng ENG	GK	Middlesbrough	17	2005	0					0		0	0		3							Matches
177	Raheem Conte	eng ENG	MF	Cardiff City	20	2002	3	92	31	2.2	1.0	0.00		0.00	3.00	31	2.00	1.00	3.00	3.00	0.00	0.00	+0.38	Matches
178	Tommy Conway	sct SCO	FW	Bristol City	20	2002	39	2,286	59	55.2	25.4	1.06	73	0.16	0.47	27	0.00	1.31	1.02	1.26	-0.24	-0.24	-0.62	Matches
179	Steve Cook	eng ENG	DF	QPR	32	1991	36	3,068	85	74.1	34.1	1.03	87	0.91	0.03	8	0.06	1.47	1.14	1.06	0.09	+0.09	+1.26	Matches
180	Brandon Cooper	wls WAL	DF	Swansea City	23	2000	0					0		0	0		2							Matches
181	Jake Cooper	eng ENG	DF	Millwall	28	1995	44	3,960	90	95.7	44.0	1.00	90	1.00	0.00		0.02	1.34	1.00	1.16	-0.16	-0.16	+1.34	Matches
182	Liam Cooper	sct SCO	DF	Leeds United	31	1991	15	706	47	17.1	7.8	1.03	81	0.64	0.90	9	3.21	2.13	1.54	1.41	0.13	+0.13	-0.84	Matches
183	Michael Cooper	eng ENG	GK	Plymouth Argyle	23	1999	19	1,710	90	41.3	19.0	1.00	90	1.00	0.00		0.16	1.16	1.00	1.26	-0.26	-0.26	-0.04	Matches
184	Oliver Cooper	wls WAL	MF	Swansea City	23	1999	34	1,225	36	29.6	13.6	0.88	71	0.07	1.62	17	0.66	1.12	1.25	1.69	-0.44	-0.44	-0.44	Matches
185	David Cornell	wls WAL	GK	Preston	32	1991	2	180	90	4.3	2.0	1.00	90	1.00	0.00		22.0	0.00	1.00	2.00	-1.00	-1.00	-0.80	Matches
186	Harry Cornick	eng ENG	MF,FW	Bristol City	28	1995	39	1,102	28	26.6	12.2	0.57	61	0.08	2.62	21	0.57	1.28	1.15	0.98	0.16	+0.16	+0.16	Matches
187	Sam Cosgrove	eng ENG	FW	Birmingham City	26	1996	0					0		0	0		4							Matches
188	Hayden Coulson	eng ENG	DF	Middlesbrough	25	1998	2	148	74	3.6	1.6	1.25	74	0.00	0.00		6.25	0.00	0.00	1.25	-1.25	-1.22	-1.46	Matches
189	Lewie Coyle	eng ENG	DF	Hull City	27	1995	40	3,100	78	74.9	34.4	1.02	85	0.78	0.15	24	0.06	1.45	1.40	1.25	0.15	+0.15	-0.11	Matches
190	Rocco Coyle	eng ENG	MF	Hull City	16	2006	0					0		0	0		1							Matches
191	Aidan Coyne	au AUS	DF	Watford	19	2004	0					0		0	0		1							Matches
192	Charlie Cresswell	eng ENG	DF	Leeds United	20	2002	5	137	27	3.3	1.5	0.67	90	0.67	2.67	12	14.0	2.00	0.67	1.33	-0.67	-0.66	-1.53	Matches
193	Charlie Crew	wls WAL	MF	Leeds United	17	2006	0					0		0	0		3							Matches
194	Ben Crompton	eng ENG	DF	Sunderland	19	2003	0					0		0	0		1							Matches
195	Matt Crooks	eng ENG	MF	Middlesbrough	29	1994	25	1,530	61	37.0	17.0	1.06	79	0.29	0.41	16	0.00	1.48	1.59	1.59	0.00	0.00	-0.31	Matches
196	Liam Cullen	wls WAL	FW,MF	Swansea City	24	1999	45	2,372	53	57.3	26.4	1.14	70	0.23	0.57	17	0.00	1.24	1.33	1.25	0.08	+0.08	+0.48	Matches
197	Luke Cundle	eng ENG	MF	Stoke City	21	2002	16	984	62	23.8	10.9	1.01	79	0.37	0.46	24	0.37	1.19	1.19	1.28	-0.09	-0.09	+0.19	Matches
198	Luke Cundle	eng ENG	MF	Plymouth Argyle	21	2002	24	1,230	51	29.7	13.7	0.95	76	0.22	0.80	22	0.07	1.08	1.75	1.53	0.22	+0.22	+0.65	Matches
199	Greg Cunningham	ie IRL	DF	Preston	32	1991	12	732	61	17.7	8.1	0.86	82	0.74	0.62	32	3.21	1.50	1.36	1.48	-0.12	-0.12	+0.14	Matches
200	Bradley Dack	eng ENG	FW,MF	Sunderland	29	1993	16	588	37	14.2	6.5	0.92	62	0.00	1.54	22	1.23	1.19	1.38	0.62	0.77	+0.77	+0.94	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
201	Patson Daka	zm ZAM	FW	Leicester City	24	1998	20	1,086	54	26.2	12.1	1.24	71	0.08	0.41	5	1.24	2.05	2.31	0.91	1.40	+1.41	+0.50	Matches
202	Luke Daley	eng ENG	DF	Huddersfield	19	2003	0					0		0	0		4							Matches
203	Harry Darling	eng ENG	DF	Swansea City	23	1999	38	2,963	78	71.6	32.9	0.94	87	0.82	0.21	37	0.12	1.32	1.46	1.22	0.24	+0.24	+1.31	Matches
204	Karl Darlow	wls WAL	GK	Leeds United	32	1990	2	126	63	3.0	1.4	0.71	90	0.71	0.71	36	25.0	0.00	0.71	2.14	-1.43	-1.43	-2.33	Matches
205	Jay Dasilva	wls WAL	MF,DF	Coventry City	25	1998	37	2,300	62	55.6	25.6	0.98	83	0.70	0.47	18	0.35	1.11	1.29	1.33	-0.04	-0.04	-0.63	Matches
206	Aidan Dausch	eng ENG	FW	Coventry City	17	2006	2	6	3	0.1	0.1	0.00		0.00	20.0	3	20.0	0.50	0.00	0.00	0.00	0.00	-0.24	Matches
207	Leif Davis	eng ENG	DF	Ipswich Town	23	1999	43	3,781	88	91.3	42.0	1.02	88	0.86	0.00		0.00	2.12	2.12	1.33	0.79	+0.79	+0.28	Matches
208	Cameron Dawson	eng ENG	GK	Sheffield Weds	28	1995	18	1,620	90	39.1	18.0	1.00	90	1.00	0.00		1.28	1.11	0.94	1.56	-0.61	-0.61	-0.15	Matches
209	Liam Delap	eng ENG	FW,MF	Hull City	20	2003	31	2,206	71	53.3	24.5	1.06	79	0.37	0.20	30	0.00	1.52	1.47	1.39	0.08	+0.08	-0.20	Matches
210	Tom Dele-Bashiru	ng NGA	MF,DF	Watford	23	1999	35	2,257	64	54.5	25.1	1.12	75	0.56	0.28	24	0.20	1.20	1.24	1.35	-0.12	-0.12	-0.26	Matches
211	Juan Delgado	cl CHI	MF,DF	Sheffield Weds	30	1993	10	680	68	16.4	7.6	1.18	74	0.26	0.13	18	0.00	0.20	0.53	1.32	-0.79	-0.79	-0.33	Matches
212	Siriki Dembélé	ci CIV	MF,FW	Birmingham City	26	1996	33	1,977	60	47.8	22.0	1.05	77	0.36	0.45	22	0.27	1.12	1.05	1.68	-0.64	-0.64	-0.60	Matches
213	Rav van den Berg	nl NED	DF	Middlesbrough	19	2004	34	2,891	85	69.8	32.1	1.03	87	0.87	0.03	10	0.19	1.50	1.74	1.53	0.22	+0.22	+0.07	Matches
214	Dani van den Heuvel	nl NED	GK	Leeds United	20	2003	0					0		0	0		3							Matches
215	Emmanuel Dennis	ng NGA	FW,MF	Watford	25	1997	17	859	51	20.7	9.5	1.16	68	0.21	0.63	18	0.00	0.94	1.16	0.95	0.21	+0.21	+0.26	Matches
216	Alfie Devine	eng ENG	MF,FW	Plymouth Argyle	18	2004	15	850	57	20.5	9.4	0.96	80	0.21	0.64	21	0.32	0.93	0.96	1.49	-0.53	-0.53	-0.37	Matches
217	Kiernan Dewsbury-Hall	eng ENG	MF	Leicester City	24	1998	44	3,636	83	87.8	40.4	1.01	87	0.74	0.07	27	0.02	2.14	1.91	0.84	1.06	+1.06	+0.17	Matches
218	Bambo Diaby	sn SEN	DF	Sheffield Weds	25	1997	34	2,266	67	54.7	25.2	1.03	82	0.67	0.32	17	0.16	1.21	0.63	1.71	-1.07	-1.07	-1.22	Matches
219	Lamine Diaby	fr FRA	MF	Sheffield Weds	26	1996	8	258	32	6.2	2.9	0.69	63	0.00	2.07	22	2.07	1.63	1.03	1.72	-0.69	-0.70	-0.19	Matches
220	Grady Diangana	cd COD	MF	West Brom	25	1998	36	2,350	65	56.8	26.1	1.11	77	0.34	0.27	17	0.04	1.53	1.57	0.92	0.65	+0.65	+0.35	Matches
221	Brahima Diarra	ml MLI	MF	Huddersfield	20	2003	21	658	31	15.9	7.3	0.68	71	0.00	2.19	19	2.33	1.05	1.23	2.47	-1.23	-1.23	-0.71	Matches
222	Tyler Dibling	eng ENG	MF	Southampton	17	2006	1	3	3	0.1	0.0	0		0	1	3	15	3.00	0	0	0	0.00	-0.52	Matches
223	Robert Dickie	eng ENG	DF	Bristol City	27	1996	41	3,503	85	84.6	38.9	1.00	90	0.98	0.05	4	0.03	1.29	1.03	1.18	-0.15	-0.15	-1.28	Matches
224	Famara Diedhiou	sn SEN	FW	Cardiff City	30	1992	16	576	36	13.9	6.4	0.78	69	0.16	1.72	21	0.16	1.19	1.25	2.34	-1.09	-1.09	-0.84	Matches
225	Seny Dieng	sn SEN	GK	Middlesbrough	28	1994	35	3,149	90	76.1	35.0	1.00	90	0.97	0.00		0.11	1.57	1.66	1.34	0.31	+0.31	+0.50	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
226	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	26	1996	20	744	37	18.0	8.3	0.96	76	0.36	1.45	12	1.45	1.80	1.57	1.57	0.00	0.00	-0.24	Matches
227	Daryl Dike	us USA	FW	West Brom	23	2000	4	52	13	1.3	0.6	0.00		0.00	6.67	13	0.00	1.75	1.67	1.67	0.00	0.00	-0.51	Matches
228	Jaden Dixon	eng ENG	DF	Stoke City	16	2007	0					0		0	0		1							Matches
229	Junior Dixon	eng ENG	FW	Birmingham City	18	2004	0					0		0	0		1							Matches
230	Elijah Dixon-Bonner	eng ENG	MF	QPR	22	2001	24	902	38	21.8	10.0	0.90	70	0.20	1.50	18	1.70	1.13	0.90	1.30	-0.40	-0.40	-0.20	Matches
231	Moussa Djenepo	ml MLI	FW,MF	Southampton	25	1998	0					0		0	0		3							Matches
232	Greg Docherty	sct SCO	MF	Hull City	26	1996	15	321	21	7.8	3.6	0.28	90	0.28	3.89	17	4.72	2.27	1.39	1.11	0.28	+0.28	+0.12	Matches
233	Tyrhys Dolan	eng ENG	MF,FW	Blackburn	21	2001	36	2,322	65	56.1	25.8	1.12	72	0.27	0.27	32	0.00	1.33	1.24	1.24	0.00	0.00	+0.69	Matches
234	Janoi Donacien	lc LCA	DF	Ipswich Town	29	1993	3	215	72	5.2	2.4	1.25	72	0.42	0.00		0.83	3.00	1.67	0.42	1.25	+1.26	+0.52	Matches
235	Romelle Donovan	eng ENG	MF	Birmingham City	16	2006	7	127	18	3.1	1.4	0.71	63	0.00	4.29	11	2.14	1.00	1.43	0.00	1.43	+1.42	+1.80	Matches
236	Hamish Douglas	eng ENG	MF	Rotherham	18	2005	0					0		0	0		4							Matches
237	Flynn Downes	eng ENG	MF	Southampton	24	1999	33	2,550	77	61.6	28.3	1.10	79	0.67	0.07	47	0.00	2.19	1.98	1.20	0.78	+0.78	+0.66	Matches
238	Callum Doyle	eng ENG	DF	Leicester City	19	2003	17	1,206	71	29.1	13.4	1.04	82	0.82	0.22	18	0.97	2.47	1.94	0.82	1.12	+1.12	+0.11	Matches
239	Kami Doyle	eng ENG	MF	Southampton	17	2005	0					0		0	0		2							Matches
240	Andre Dozzell	eng ENG	MF	QPR	24	1999	25	1,963	79	47.4	21.8	1.01	86	0.60	0.14	26	0.00	0.68	0.69	1.33	-0.64	-0.64	-0.77	Matches
241	Andre Dozzell	eng ENG	MF	Birmingham City	24	1999	10	634	63	15.3	7.0	1.14	72	0.43	0.29	29	0.57	1.30	1.00	1.43	-0.43	-0.43	-0.12	Matches
242	Cody Drameh	eng ENG	DF	Birmingham City	21	2001	28	2,255	81	54.5	25.1	0.92	90	0.84	0.20	39	0.16	0.89	1.04	1.39	-0.36	-0.36	-0.07	Matches
243	Cody Drameh	eng ENG	DF,MF	Leeds United	21	2001	1	22	22	0.5	0.2	0.00		0.00	5.00	22	10.0	3.00	0.00	5.00	-5.00	-4.09	-4.94	Matches
244	Aaron Drewe	eng ENG	DF	QPR	22	2001	2	88	44	2.1	1.0	0.00		0.00	2.00	44	16.0	0.50	1.00	1.00	0.00	0.00	+0.24	Matches
245	Shane Duffy	ie IRL	DF	Norwich City	31	1992	36	3,009	84	72.7	33.4	0.99	89	0.93	0.09	29	0.00	1.42	1.50	1.47	0.03	+0.03	-1.08	Matches
246	Stephen Duke-McKenna	gy GUY	MF	QPR	22	2000	5	147	29	3.6	1.6	0.63	78	0.00	2.50	17	9.38	0.60	0.00	2.50	-2.50	-2.45	-2.29	Matches
247	Jimmy Dunne	ie IRL	DF	QPR	25	1997	29	2,344	81	56.6	26.0	1.04	85	0.88	0.08	19	0.27	1.17	0.92	1.15	-0.23	-0.23	+0.02	Matches
248	Leo Duru	eng ENG	DF	Blackburn	18	2005	0					0		0	0		4							Matches
249	Lyndon Dykes	sct SCO	FW,MF	QPR	27	1995	41	2,739	67	66.2	30.4	1.02	81	0.56	0.33	22	0.03	1.22	0.95	1.28	-0.33	-0.33	-0.26	Matches
250	Albert Eames	eng ENG	DF	Watford	17	2005	1	1	1	0.0	0.0	0		0	1	1	1	0.00	0	0	0	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
251	Saxon Earley	eng ENG	DF	Plymouth Argyle	20	2002	1	90	90	2.2	1.0	1.00	90	1.00	0.00		1.00	1.00	0.00	0.00	0.00	0.00	+0.24	Matches
252	Tom Eaves	eng ENG	FW	Rotherham	31	1992	33	1,063	32	25.7	11.8	0.68	81	0.25	2.12	17	0.93	0.55	1.19	2.12	-0.93	-0.93	+0.27	Matches
253	Josh Eccles	eng ENG	MF	Coventry City	23	2000	44	3,277	74	79.2	36.4	1.04	81	0.63	0.16	31	0.05	1.36	1.40	1.24	0.16	+0.16	-0.36	Matches
254	Neo Eccleston	eng ENG	DF	Huddersfield	19	2003	0					0		0	0		1							Matches
255	Rarmani Edmonds-Green	eng ENG	MF	Huddersfield	24	1999	14	606	43	14.6	6.7	0.60	84	0.30	1.49	27	1.94	1.07	0.90	1.94	-1.04	-1.04	-0.48	Matches
256	James Edmondson	eng ENG	MF	Blackburn	17	2005	0					0		0	0		1							Matches
257	George Edmundson	eng ENG	DF	Ipswich Town	25	1997	10	888	89	21.4	9.9	1.01	89	0.91	0.00		0.81	1.90	1.62	1.01	0.61	+0.61	-0.19	Matches
258	Samuel Edozie	eng ENG	FW,MF	Southampton	20	2003	32	1,364	43	32.9	15.2	1.05	61	0.00	1.05	24	0.79	1.56	1.64	1.91	-0.26	-0.26	-1.17	Matches
259	Joe Edwards	eng ENG	DF,MF	Plymouth Argyle	32	1990	35	2,170	62	52.4	24.1	0.95	83	0.62	0.50	23	0.41	1.14	1.29	1.45	-0.17	-0.17	+0.15	Matches
260	Tom Edwards	eng ENG	DF,MF	Huddersfield	24	1999	13	671	52	16.2	7.5	0.93	78	0.53	0.80	21	2.67	0.69	0.80	2.40	-1.60	-1.61	-1.17	Matches
261	Pierre Ekwah Elimby	fr FRA	MF	Sunderland	21	2002	40	3,014	75	72.8	33.5	1.10	80	0.63	0.09	19	0.03	1.18	1.04	1.25	-0.21	-0.21	-0.61	Matches
262	Aidomo Emakhu	ie IRL	MF,FW	Millwall	19	2003	21	663	32	16.0	7.4	0.81	63	0.00	2.03	19	1.62	1.10	0.95	1.76	-0.81	-0.81	-0.71	Matches
263	Elliot Embleton	eng ENG	MF	Sunderland	24	1999	0					0		0	0		1							Matches
264	Lukas Engel	dk DEN	DF,MF	Middlesbrough	24	1998	35	2,472	71	59.7	27.5	1.02	84	0.65	0.25	15	0.15	1.46	1.38	1.24	0.15	+0.15	-0.12	Matches
265	Niall Ennis	eng ENG	FW	Stoke City	24	1999	14	670	48	16.2	7.4	0.95	72	0.27	0.95	24	0.27	1.36	1.22	1.76	-0.54	-0.54	-0.36	Matches
266	Niall Ennis	eng ENG	FW	Blackburn	24	1999	11	344	31	8.3	3.8	0.79	55	0.00	2.11	22	1.58	1.27	1.32	1.32	0.00	0.00	+0.33	Matches
267	Romain Esse	eng ENG	MF,FW	Millwall	18	2005	25	744	30	18.0	8.3	0.72	62	0.00	2.29	20	2.41	1.12	1.08	1.93	-0.84	-0.85	-0.77	Matches
268	Oscar Estupiñan	co COL	FW,MF	Hull City	26	1996	4	76	19	1.8	0.8	0.00		0.00	5.00	19	0.00	1.75	3.75	3.75	0.00	0.00	-0.18	Matches
269	Kion Etete	eng ENG	FW	Cardiff City	21	2001	28	1,093	39	26.4	12.1	0.99	66	0.08	1.32	19	0.17	1.32	1.24	1.49	-0.25	-0.25	+0.17	Matches
270	Neil Etheridge	ph PHI	GK	Birmingham City	33	1990	2	180	90	4.3	2.0	1.00	90	1.00	0.00		22.0	0.00	0.00	1.50	-1.50	-1.50	-1.23	Matches
271	Ched Evans	wls WAL	FW	Preston	34	1988	18	745	41	18.0	8.3	0.72	78	0.36	1.45	23	0.36	0.83	0.96	1.69	-0.72	-0.72	-0.59	Matches
272	Corry Evans	nir NIR	DF,MF	Sunderland	33	1990	3	68	23	1.6	0.8	0.00		0.00	3.75	23	0.00	0.00	0.00	0.00	0.00	0.00	+0.04	Matches
273	George Evans	eng ENG	DF,MF	Millwall	28	1994	2	15	8	0.4	0.2	0.00		0.00	10.0	8	10.0	1.50	5.00	0.00	5.00	+6.00	+6.24	Matches
274	Kieron Evans	wls WAL	MF	Cardiff City	21	2001	0					0		0	0		3							Matches
275	Lee Evans	wls WAL	MF	Ipswich Town	29	1994	2	65	33	1.6	0.7	1.43	64	0.00	1.43	1	10.0	2.00	0.00	1.43	-1.43	-1.38	-2.18	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
276	Milan van Ewijk	nl NED	DF,MF	Coventry City	22	2000	42	3,098	74	74.8	34.4	0.99	84	0.76	0.23	29	0.03	1.33	1.42	1.31	0.12	+0.12	-0.49	Matches
277	Wout Faes	be BEL	DF	Leicester City	25	1998	43	3,825	89	92.4	42.5	1.01	89	0.99	0.00		0.07	2.05	1.91	0.89	1.01	+1.01	-0.42	Matches
278	Conor Falls	nir NIR	MF	Huddersfield	19	2004	0					0		0	0		3							Matches
279	Akin Famewo	eng ENG	DF	Sheffield Weds	24	1998	35	2,630	75	63.5	29.2	1.03	85	0.79	0.17	13	0.10	0.97	0.82	1.47	-0.65	-0.65	-0.35	Matches
280	Christian Fassnacht	ch SUI	MF	Norwich City	29	1993	40	1,822	46	44.0	20.2	0.94	70	0.10	1.04	23	0.20	1.57	1.68	1.58	0.10	+0.10	-0.41	Matches
281	Abdul Fatawu Issahaku	gh GHA	FW,MF	Leicester City	19	2004	40	2,814	70	68.0	31.3	1.05	79	0.42	0.22	28	0.00	2.03	2.01	0.86	1.15	+1.15	+0.34	Matches
282	Tom Fellows	eng ENG	MF	West Brom	20	2003	33	1,498	45	36.2	16.6	0.84	75	0.24	1.14	24	0.66	1.54	1.75	0.90	0.84	+0.84	+0.53	Matches
283	Shane Ferguson	nir NIR	MF	Rotherham	32	1991	9	181	20	4.4	2.0	1.00	50	0.00	3.50	12	1.50	0.67	1.00	2.50	-1.50	-1.49	-0.38	Matches
284	Sam Field	eng ENG	MF	QPR	25	1998	43	3,467	81	83.7	38.5	1.01	87	0.86	0.10	22	0.00	1.21	0.96	1.19	-0.23	-0.23	+0.03	Matches
285	Frank Fielding	eng ENG	GK	Stoke City	35	1988	0					0		0	0		6							Matches
286	Sonny Finch	eng ENG	FW	Middlesbrough	17	2005	1	9	9	0.2	0.1	0.00		0.00	10.0	9	30.0	3.00	0.00	0.00	0.00	0.00	-0.20	Matches
287	Rory Finneran	ie IRL	MF	Blackburn	15	2008	0					0		0	0		1							Matches
288	Junior Firpo	do DOM	DF	Leeds United	26	1996	26	1,786	69	43.1	19.8	0.96	85	0.56	0.35	24	0.10	2.03	1.67	0.91	0.76	+0.76	-0.12	Matches
289	Andy Fisher	eng ENG	GK	Swansea City	25	1998	0					0		0	0		46							Matches
290	Kellen Fisher	eng ENG	DF	Norwich City	19	2004	9	258	29	6.2	2.9	1.03	54	0.00	2.07	16	11.0	1.44	1.38	2.07	-0.69	-0.70	-1.09	Matches
291	John Fleck	sct SCO	MF	Blackburn	31	1991	1	16	16	0.4	0.2	5.00	16	0.00	0.00		15.0	1.00	5.00	0.00	5.00	+5.63	+5.95	Matches
292	Brandon Fleming	eng ENG	DF,MF	Hull City	23	1999	0					0		0	0		3							Matches
293	Zian Flemming	nl NED	FW,MF	Millwall	24	1998	46	3,690	80	89.1	41.0	1.05	84	0.51	0.07	21	0.00	1.28	0.95	1.12	-0.17	-0.17	+0.43	Matches
294	Ashley Fletcher	eng ENG	FW	Sheffield Weds	27	1995	23	610	27	14.7	6.8	0.59	57	0.00	2.79	20	0.74	0.65	1.32	2.21	-0.88	-0.89	-0.43	Matches
295	Nathaniel Ford	eng ENG	GK	Rotherham	19	2004	0					0		0	0		1							Matches
296	Shaqai Forde	eng ENG	FW,MF	Watford	19	2004	0					0		0	0		1							Matches
297	Adam Forshaw	eng ENG	MF	Norwich City	31	1991	6	186	31	4.5	2.1	0.95	51	0.00	1.90	21	3.81	0.50	1.90	2.86	-0.95	-0.97	-1.35	Matches
298	Adam Forshaw	eng ENG	MF	Plymouth Argyle	31	1991	13	648	50	15.7	7.2	1.11	67	0.28	0.69	23	0.14	1.31	1.11	1.25	-0.14	-0.14	+0.12	Matches
299	Marcus Forss	fi FIN	MF,FW	Middlesbrough	24	1999	21	1,117	53	27.0	12.4	0.97	77	0.40	0.73	21	0.00	1.48	1.37	1.45	-0.08	-0.08	-0.38	Matches
300	Morgan Fox	wls WAL	DF	QPR	29	1993	20	1,150	58	27.8	12.8	1.02	82	0.78	0.55	11	0.78	1.30	1.09	1.41	-0.31	-0.31	-0.10	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
301	Ryan Fraser	sct SCO	FW,MF	Southampton	29	1994	39	1,633	42	39.4	18.1	0.72	69	0.11	1.44	28	0.11	1.79	1.88	1.55	0.33	+0.33	-0.32	Matches
302	Michael Frey	ch SUI	FW	QPR	29	1994	9	372	41	9.0	4.1	0.98	72	0.24	1.22	17	0.49	1.89	1.22	0.73	0.49	+0.48	+0.79	Matches
303	Dael Fry	eng ENG	DF	Middlesbrough	25	1997	28	2,520	90	60.9	28.0	1.00	90	1.00	0.00		0.00	1.36	1.36	1.46	-0.11	-0.11	-0.77	Matches
304	Mads Frøkjær-Jensen	dk DEN	MF	Preston	24	1999	41	2,564	63	61.9	28.5	1.02	79	0.28	0.42	22	0.18	1.51	1.33	1.23	0.11	+0.11	+0.90	Matches
305	Leo Fuhr Hjelde	no NOR	DF	Leeds United	19	2003	1	45	45	1.1	0.5	2.00	45	0.00	0.00		6.00	1.00	0.00	4.00	-4.00	-4.00	-4.88	Matches
306	Leo Fuhr Hjelde	no NOR	DF	Sunderland	19	2003	11	859	78	20.7	9.5	1.05	84	0.74	0.11	20	0.42	0.82	0.84	1.37	-0.53	-0.52	-0.61	Matches
