Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
136	Joel Colwill	wls WAL	MF	Cardiff City	18	2004	2	0	40	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
137	Rubin Colwill	wls WAL	MF,FW	Cardiff City	21	2002	36	14	1,595	17.7	0.06	0.11	0.17	0.06	0.00	0.00	0.23	0.00	0.06	0.11	0.17	0.06	0.17	Matches
138	Aaron Connolly	ie IRL	FW	Hull City	23	2000	28	13	1,215	13.5	0.59	0.00	0.59	0.59	0.00	0.00	0.30	0.00	0.59	0.00	0.59	0.59	0.59	Matches
139	Raheem Conte	eng ENG	MF	Cardiff City	20	2002	3	0	92	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
140	Tommy Conway	sct SCO	FW	Bristol City	20	2002	39	27	2,286	25.4	0.39	0.04	0.43	0.20	0.20	0.20	0.08	0.00	0.39	0.04	0.43	0.20	0.24	Matches
141	Steve Cook	eng ENG	DF	QPR	32	1991	36	35	3,068	34.1	0.06	0.00	0.06	0.06	0.00	0.00	0.09	0.00	0.06	0.00	0.06	0.06	0.06	Matches
142	Jake Cooper	eng ENG	DF	Millwall	28	1995	44	44	3,960	44.0	0.05	0.00	0.05	0.05	0.00	0.00	0.23	0.00	0.05	0.00	0.05	0.05	0.05	Matches
143	Liam Cooper	sct SCO	DF	Leeds United	31	1991	15	8	706	7.8	0.13	0.00	0.13	0.13	0.00	0.00	0.00	0.00	0.13	0.00	0.13	0.13	0.13	Matches
144	Michael Cooper	eng ENG	GK	Plymouth Argyle	23	1999	19	19	1,710	19.0	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	Matches
145	Oliver Cooper	wls WAL	MF	Swansea City	23	1999	34	12	1,225	13.6	0.07	0.15	0.22	0.07	0.00	0.00	0.51	0.07	0.07	0.15	0.22	0.07	0.22	Matches
146	David Cornell	wls WAL	GK	Preston	32	1991	2	2	180	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	Matches
147	Harry Cornick	eng ENG	MF,FW	Bristol City	28	1995	39	7	1,102	12.2	0.16	0.08	0.25	0.16	0.00	0.00	0.08	0.00	0.16	0.08	0.25	0.16	0.25	Matches
148	Hayden Coulson	eng ENG	DF	Middlesbrough	25	1998	2	2	148	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
149	Lewie Coyle	eng ENG	DF	Hull City	27	1995	40	35	3,100	34.4	0.03	0.03	0.06	0.03	0.00	0.00	0.09	0.00	0.03	0.03	0.06	0.03	0.06	Matches
150	Charlie Cresswell	eng ENG	DF	Leeds United	20	2002	5	1	137	1.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Matt Crooks	eng ENG	MF	Middlesbrough	29	1994	25	18	1,530	17.0	0.18	0.35	0.53	0.18	0.00	0.00	0.29	0.00	0.18	0.35	0.53	0.18	0.53	Matches
152	Liam Cullen	wls WAL	FW,MF	Swansea City	24	1999	45	30	2,372	26.4	0.27	0.19	0.45	0.27	0.00	0.04	0.38	0.04	0.27	0.19	0.46	0.27	0.46	Matches
153	Luke Cundle	eng ENG	MF	Stoke City	21	2002	16	11	984	10.9	0.18	0.18	0.37	0.18	0.00	0.00	0.18	0.00	0.18	0.18	0.37	0.18	0.37	Matches
154	Luke Cundle	eng ENG	MF	Plymouth Argyle	21	2002	24	13	1,230	13.7	0.22	0.36	0.58	0.22	0.00	0.00	0.22	0.00	0.22	0.37	0.59	0.22	0.59	Matches
155	Greg Cunningham	ie IRL	DF	Preston	32	1991	12	7	732	8.1	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	Matches
156	Bradley Dack	eng ENG	FW,MF	Sunderland	29	1993	16	6	588	6.5	0.15	0.15	0.31	0.15	0.00	0.00	0.00	0.00	0.15	0.15	0.31	0.15	0.31	Matches
157	Patson Daka	zm ZAM	FW	Leicester City	24	1998	20	15	1,086	12.1	0.58	0.41	0.99	0.33	0.25	0.25	0.08	0.00	0.58	0.41	0.99	0.33	0.75	Matches
158	Harry Darling	eng ENG	DF	Swansea City	23	1999	38	31	2,963	32.9	0.09	0.06	0.15	0.09	0.00	0.00	0.27	0.00	0.09	0.06	0.15	0.09	0.15	Matches
159	Karl Darlow	wls WAL	GK	Leeds United	32	1990	2	1	126	1.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
160	Jay Dasilva	wls WAL	MF,DF	Coventry City	25	1998	37	25	2,300	25.6	0.00	0.12	0.12	0.00	0.00	0.00	0.16	0.00	0.00	0.12	0.12	0.00	0.12	Matches
161	Aidan Dausch	eng ENG	FW	Coventry City	17	2006	2	0	6	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
162	Leif Davis	eng ENG	DF	Ipswich Town	23	1999	43	43	3,781	42.0	0.05	0.43	0.48	0.05	0.00	0.00	0.12	0.00	0.05	0.43	0.48	0.05	0.48	Matches
163	Cameron Dawson	eng ENG	GK	Sheffield Weds	28	1995	18	18	1,620	18.0	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	Matches
164	Liam Delap	eng ENG	FW,MF	Hull City	20	2003	31	26	2,206	24.5	0.33	0.08	0.41	0.33	0.00	0.00	0.20	0.00	0.33	0.08	0.41	0.33	0.41	Matches
165	Tom Dele-Bashiru	ng NGA	MF,DF	Watford	23	1999	35	28	2,257	25.1	0.08	0.08	0.16	0.04	0.04	0.04	0.08	0.00	0.08	0.08	0.16	0.04	0.12	Matches
166	Juan Delgado	cl CHI	MF,DF	Sheffield Weds	30	1993	10	9	680	7.6	0.13	0.00	0.13	0.13	0.00	0.00	0.53	0.00	0.13	0.00	0.13	0.13	0.13	Matches
167	Siriki Dembélé	ci CIV	MF,FW	Birmingham City	26	1996	33	23	1,977	22.0	0.27	0.05	0.32	0.27	0.00	0.00	0.18	0.00	0.27	0.05	0.32	0.27	0.32	Matches
168	Rav van den Berg	nl NED	DF	Middlesbrough	19	2004	34	33	2,891	32.1	0.03	0.00	0.03	0.03	0.00	0.00	0.06	0.00	0.03	0.00	0.03	0.03	0.03	Matches
169	Emmanuel Dennis	ng NGA	FW,MF	Watford	25	1997	17	11	859	9.5	0.42	0.00	0.42	0.42	0.00	0.00	0.11	0.00	0.42	0.00	0.42	0.42	0.42	Matches
170	Alfie Devine	eng ENG	MF,FW	Plymouth Argyle	18	2004	15	9	850	9.4	0.00	0.21	0.21	0.00	0.00	0.00	0.43	0.11	0.00	0.21	0.21	0.00	0.21	Matches
171	Kiernan Dewsbury-Hall	eng ENG	MF	Leicester City	24	1998	44	41	3,636	40.4	0.30	0.35	0.64	0.27	0.02	0.02	0.15	0.00	0.30	0.35	0.64	0.27	0.62	Matches
172	Bambo Diaby	sn SEN	DF	Sheffield Weds	25	1997	34	26	2,266	25.2	0.00	0.04	0.04	0.00	0.00	0.00	0.08	0.04	0.00	0.04	0.04	0.00	0.04	Matches
173	Lamine Diaby	fr FRA	MF	Sheffield Weds	26	1996	8	2	258	2.9	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Matches
174	Grady Diangana	cd COD	MF	West Brom	25	1998	36	29	2,350	26.1	0.27	0.31	0.57	0.27	0.00	0.00	0.08	0.00	0.27	0.31	0.57	0.27	0.57	Matches
175	Brahima Diarra	ml MLI	MF	Huddersfield	20	2003	21	5	658	7.3	0.00	0.27	0.27	0.00	0.00	0.00	0.27	0.00	0.00	0.27	0.27	0.00	0.27	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Tyler Dibling	eng ENG	MF	Southampton	17	2006	1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
177	Robert Dickie	eng ENG	DF	Bristol City	27	1996	41	39	3,503	38.9	0.13	0.03	0.15	0.13	0.00	0.00	0.18	0.03	0.13	0.03	0.15	0.13	0.15	Matches
178	Famara Diedhiou	sn SEN	FW	Cardiff City	30	1992	16	5	576	6.4	0.31	0.00	0.31	0.31	0.00	0.00	0.00	0.00	0.31	0.00	0.31	0.31	0.31	Matches
179	Seny Dieng	sn SEN	GK	Middlesbrough	28	1994	35	35	3,149	35.0	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
180	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	26	1996	20	8	744	8.3	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.12	0.00	0.00	0.00	0.00	0.00	Matches
181	Daryl Dike	us USA	FW	West Brom	23	2000	4	0	52	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
182	Elijah Dixon-Bonner	eng ENG	MF	QPR	22	2001	24	9	902	10.0	0.00	0.10	0.10	0.00	0.00	0.00	0.20	0.00	0.00	0.10	0.10	0.00	0.10	Matches
183	Greg Docherty	sct SCO	MF	Hull City	26	1996	15	1	321	3.6	0.00	0.28	0.28	0.00	0.00	0.00	0.56	0.00	0.00	0.28	0.28	0.00	0.28	Matches
184	Tyrhys Dolan	eng ENG	MF,FW	Blackburn	21	2001	36	29	2,322	25.8	0.19	0.16	0.35	0.19	0.00	0.00	0.31	0.00	0.19	0.16	0.35	0.19	0.35	Matches
185	Janoi Donacien	lc LCA	DF	Ipswich Town	29	1993	3	3	215	2.4	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	Matches
186	Romelle Donovan	eng ENG	MF	Birmingham City	16	2006	7	1	127	1.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
187	Flynn Downes	eng ENG	MF	Southampton	24	1999	33	31	2,550	28.3	0.07	0.07	0.14	0.07	0.00	0.00	0.32	0.00	0.07	0.07	0.14	0.07	0.14	Matches
188	Callum Doyle	eng ENG	DF	Leicester City	19	2003	17	14	1,206	13.4	0.00	0.07	0.07	0.00	0.00	0.00	0.07	0.00	0.00	0.07	0.07	0.00	0.07	Matches
189	Andre Dozzell	eng ENG	MF	QPR	24	1999	25	22	1,963	21.8	0.09	0.05	0.14	0.09	0.00	0.00	0.23	0.05	0.09	0.05	0.14	0.09	0.14	Matches
190	Andre Dozzell	eng ENG	MF	Birmingham City	24	1999	10	8	634	7.0	0.14	0.00	0.14	0.14	0.00	0.00	0.14	0.00	0.14	0.00	0.14	0.14	0.14	Matches
191	Cody Drameh	eng ENG	DF	Birmingham City	21	2001	28	23	2,255	25.1	0.00	0.12	0.12	0.00	0.00	0.00	0.08	0.00	0.00	0.12	0.12	0.00	0.12	Matches
192	Cody Drameh	eng ENG	DF,MF	Leeds United	21	2001	1	0	22	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
193	Aaron Drewe	eng ENG	DF	QPR	22	2001	2	0	88	1.0	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
194	Shane Duffy	ie IRL	DF	Norwich City	31	1992	36	33	3,009	33.4	0.03	0.00	0.03	0.03	0.00	0.00	0.27	0.00	0.03	0.00	0.03	0.03	0.03	Matches
195	Stephen Duke-McKenna	gy GUY	MF	QPR	22	2000	5	1	147	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	Matches
196	Jimmy Dunne	ie IRL	DF	QPR	25	1997	29	27	2,344	26.0	0.04	0.04	0.08	0.04	0.00	0.00	0.19	0.04	0.04	0.04	0.08	0.04	0.08	Matches
197	Lyndon Dykes	sct SCO	FW,MF	QPR	27	1995	41	31	2,739	30.4	0.20	0.03	0.23	0.16	0.03	0.03	0.26	0.00	0.20	0.03	0.23	0.16	0.20	Matches
198	Albert Eames	eng ENG	DF	Watford	17	2005	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
199	Saxon Earley	eng ENG	DF	Plymouth Argyle	20	2002	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
200	Tom Eaves	eng ENG	FW	Rotherham	31	1992	33	8	1,063	11.8	0.51	0.00	0.51	0.42	0.08	0.08	0.25	0.00	0.51	0.00	0.51	0.42	0.42	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Josh Eccles	eng ENG	MF	Coventry City	23	2000	44	38	3,277	36.4	0.03	0.14	0.16	0.03	0.00	0.00	0.33	0.00	0.03	0.14	0.16	0.03	0.16	Matches
202	Rarmani Edmonds-Green	eng ENG	MF	Huddersfield	24	1999	14	4	606	6.7	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	Matches
203	George Edmundson	eng ENG	DF	Ipswich Town	25	1997	10	10	888	9.9	0.00	0.20	0.20	0.00	0.00	0.00	0.20	0.00	0.00	0.20	0.20	0.00	0.20	Matches
204	Samuel Edozie	eng ENG	FW,MF	Southampton	20	2003	32	16	1,364	15.2	0.39	0.20	0.59	0.39	0.00	0.00	0.13	0.00	0.40	0.20	0.59	0.40	0.59	Matches
205	Joe Edwards	eng ENG	DF,MF	Plymouth Argyle	32	1990	35	23	2,170	24.1	0.12	0.00	0.12	0.12	0.00	0.00	0.17	0.00	0.12	0.00	0.12	0.12	0.12	Matches
206	Tom Edwards	eng ENG	DF,MF	Huddersfield	24	1999	13	7	671	7.5	0.00	0.13	0.13	0.00	0.00	0.00	0.13	0.00	0.00	0.13	0.13	0.00	0.13	Matches
207	Pierre Ekwah Elimby	fr FRA	MF	Sunderland	21	2002	40	37	3,014	33.5	0.15	0.06	0.21	0.15	0.00	0.00	0.12	0.00	0.15	0.06	0.21	0.15	0.21	Matches
208	Aidomo Emakhu	ie IRL	MF,FW	Millwall	19	2003	21	6	663	7.4	0.14	0.14	0.27	0.14	0.00	0.00	0.27	0.00	0.14	0.14	0.27	0.14	0.27	Matches
209	Lukas Engel	dk DEN	DF,MF	Middlesbrough	24	1998	35	28	2,472	27.5	0.07	0.15	0.22	0.07	0.00	0.00	0.15	0.00	0.07	0.15	0.22	0.07	0.22	Matches
210	Niall Ennis	eng ENG	FW	Stoke City	24	1999	14	7	670	7.4	0.14	0.00	0.14	0.14	0.00	0.00	0.14	0.00	0.13	0.00	0.13	0.13	0.13	Matches
211	Niall Ennis	eng ENG	FW	Blackburn	24	1999	11	3	344	3.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
212	Romain Esse	eng ENG	MF,FW	Millwall	18	2005	25	6	744	8.3	0.24	0.00	0.24	0.24	0.00	0.00	0.12	0.00	0.24	0.00	0.24	0.24	0.24	Matches
213	Oscar Estupiñan	co COL	FW,MF	Hull City	26	1996	4	0	76	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
214	Kion Etete	eng ENG	FW	Cardiff City	21	2001	28	12	1,093	12.1	0.25	0.00	0.25	0.25	0.00	0.00	0.17	0.00	0.25	0.00	0.25	0.25	0.25	Matches
215	Neil Etheridge	ph PHI	GK	Birmingham City	33	1990	2	2	180	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
216	Ched Evans	wls WAL	FW	Preston	34	1988	18	6	745	8.3	0.00	0.12	0.12	0.00	0.00	0.00	0.24	0.00	0.00	0.12	0.12	0.00	0.12	Matches
217	Corry Evans	nir NIR	DF,MF	Sunderland	33	1990	3	0	68	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
218	George Evans	eng ENG	DF,MF	Millwall	28	1994	2	0	15	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
219	Lee Evans	wls WAL	MF	Ipswich Town	29	1994	2	1	65	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
220	Milan van Ewijk	nl NED	DF,MF	Coventry City	22	2000	42	34	3,098	34.4	0.06	0.15	0.20	0.06	0.00	0.00	0.12	0.00	0.06	0.15	0.20	0.06	0.20	Matches
221	Wout Faes	be BEL	DF	Leicester City	25	1998	43	43	3,825	42.5	0.05	0.00	0.05	0.05	0.00	0.00	0.12	0.00	0.05	0.00	0.05	0.05	0.05	Matches
222	Akin Famewo	eng ENG	DF	Sheffield Weds	24	1998	35	30	2,630	29.2	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	Matches
223	Christian Fassnacht	ch SUI	MF	Norwich City	29	1993	40	19	1,822	20.2	0.30	0.10	0.40	0.30	0.00	0.00	0.20	0.00	0.30	0.10	0.40	0.30	0.40	Matches
224	Abdul Fatawu Issahaku	gh GHA	FW,MF	Leicester City	19	2004	40	33	2,814	31.3	0.19	0.42	0.61	0.19	0.00	0.00	0.19	0.03	0.19	0.42	0.61	0.19	0.61	Matches
225	Tom Fellows	eng ENG	MF	West Brom	20	2003	33	14	1,498	16.6	0.24	0.18	0.42	0.24	0.00	0.00	0.06	0.00	0.24	0.18	0.42	0.24	0.42	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	Shane Ferguson	nir NIR	MF	Rotherham	32	1991	9	2	181	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
227	Sam Field	eng ENG	MF	QPR	25	1998	43	39	3,467	38.5	0.10	0.05	0.16	0.10	0.00	0.00	0.26	0.00	0.10	0.05	0.16	0.10	0.16	Matches
228	Sonny Finch	eng ENG	FW	Middlesbrough	17	2005	1	0	9	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
229	Junior Firpo	do DOM	DF	Leeds United	26	1996	26	19	1,786	19.8	0.00	0.35	0.35	0.00	0.00	0.00	0.30	0.00	0.00	0.35	0.35	0.00	0.35	Matches
230	Kellen Fisher	eng ENG	DF	Norwich City	19	2004	9	3	258	2.9	0.00	0.34	0.34	0.00	0.00	0.00	0.34	0.00	0.00	0.35	0.35	0.00	0.35	Matches
231	John Fleck	sct SCO	MF	Blackburn	31	1991	1	1	16	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
232	Zian Flemming	nl NED	FW,MF	Millwall	24	1998	46	43	3,690	41.0	0.17	0.12	0.29	0.15	0.02	0.05	0.17	0.00	0.17	0.12	0.29	0.15	0.27	Matches
233	Ashley Fletcher	eng ENG	FW	Sheffield Weds	27	1995	23	4	610	6.8	0.00	0.15	0.15	0.00	0.00	0.00	0.29	0.15	0.00	0.15	0.15	0.00	0.15	Matches
234	Adam Forshaw	eng ENG	MF	Norwich City	31	1991	6	2	186	2.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
235	Adam Forshaw	eng ENG	MF	Plymouth Argyle	31	1991	13	8	648	7.2	0.00	0.28	0.28	0.00	0.00	0.00	0.42	0.00	0.00	0.28	0.28	0.00	0.28	Matches
236	Marcus Forss	fi FIN	MF,FW	Middlesbrough	24	1999	21	12	1,117	12.4	0.56	0.16	0.73	0.48	0.08	0.08	0.16	0.00	0.56	0.16	0.73	0.48	0.64	Matches
237	Morgan Fox	wls WAL	DF	QPR	29	1993	20	13	1,150	12.8	0.08	0.00	0.08	0.08	0.00	0.00	0.08	0.00	0.08	0.00	0.08	0.08	0.08	Matches
238	Ryan Fraser	sct SCO	FW,MF	Southampton	29	1994	39	13	1,633	18.1	0.33	0.11	0.44	0.33	0.00	0.00	0.28	0.00	0.33	0.11	0.44	0.33	0.44	Matches
239	Michael Frey	ch SUI	FW	QPR	29	1994	9	4	372	4.1	0.24	0.00	0.24	0.24	0.00	0.24	0.00	0.00	0.24	0.00	0.24	0.24	0.24	Matches
240	Dael Fry	eng ENG	DF	Middlesbrough	25	1997	28	28	2,520	28.0	0.00	0.04	0.04	0.00	0.00	0.00	0.04	0.00	0.00	0.04	0.04	0.00	0.04	Matches
241	Mads Frøkjær-Jensen	dk DEN	MF	Preston	24	1999	41	29	2,564	28.5	0.11	0.28	0.39	0.11	0.00	0.00	0.14	0.00	0.11	0.28	0.39	0.11	0.39	Matches
242	Leo Fuhr Hjelde	no NOR	DF	Leeds United	19	2003	1	1	45	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
243	Leo Fuhr Hjelde	no NOR	DF	Sunderland	19	2003	11	10	859	9.5	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
244	Jay Fulton	sct SCO	MF	Swansea City	29	1994	43	31	2,758	30.6	0.03	0.00	0.03	0.03	0.00	0.00	0.20	0.00	0.03	0.00	0.03	0.03	0.03	Matches
245	Darnell Furlong	eng ENG	DF,MF	West Brom	27	1995	46	44	3,934	43.7	0.11	0.07	0.18	0.11	0.00	0.00	0.23	0.00	0.11	0.07	0.18	0.11	0.18	Matches
246	Sam Gallagher	eng ENG	FW,MF	Blackburn	27	1995	24	20	1,715	19.1	0.16	0.16	0.31	0.16	0.00	0.00	0.05	0.00	0.16	0.16	0.31	0.16	0.31	Matches
247	Brendan Galloway	zw ZIM	DF	Plymouth Argyle	27	1996	26	17	1,578	17.5	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
248	Gary Gardner	eng ENG	MF	Birmingham City	31	1992	16	1	207	2.3	0.43	0.00	0.43	0.43	0.00	0.00	0.43	0.00	0.43	0.00	0.43	0.43	0.43	Matches
249	Taylor Gardner-Hickman	eng ENG	DF,MF	West Brom	21	2001	2	0	11	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
250	Taylor Gardner-Hickman	eng ENG	MF,DF	Bristol City	21	2001	36	22	2,207	24.5	0.04	0.16	0.20	0.04	0.00	0.00	0.29	0.00	0.04	0.16	0.20	0.04	0.20	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Jake Garrett	eng ENG	MF	Blackburn	20	2003	21	6	782	8.7	0.11	0.11	0.23	0.11	0.00	0.00	0.46	0.00	0.12	0.12	0.23	0.12	0.23	Matches
252	Djeidi Gassama	mr MTN	MF,FW	Sheffield Weds	19	2003	35	14	1,475	16.4	0.18	0.18	0.37	0.18	0.00	0.00	0.18	0.00	0.18	0.18	0.37	0.18	0.37	Matches
253	Dwight Gayle	eng ENG	FW,MF	Stoke City	32	1990	10	4	318	3.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
254	Joe Gelhardt	eng ENG	MF,FW	Leeds United	21	2002	10	2	197	2.2	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	Matches
255	Dimitris Giannoulis	gr GRE	DF	Norwich City	27	1995	33	29	2,514	27.9	0.00	0.14	0.14	0.00	0.00	0.00	0.22	0.00	0.00	0.14	0.14	0.00	0.14	Matches
256	Liam Gibbs	eng ENG	MF,FW	Norwich City	20	2002	22	4	555	6.2	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	Matches
257	Ben Gibson	eng ENG	DF	Norwich City	30	1993	35	33	2,871	31.9	0.00	0.03	0.03	0.00	0.00	0.00	0.19	0.00	0.00	0.03	0.03	0.00	0.03	Matches
258	Lewis Gibson	eng ENG	DF	Plymouth Argyle	23	2000	41	39	3,573	39.7	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	Matches
259	Alexander Gilbert	ie IRL	MF	Middlesbrough	21	2001	12	2	233	2.6	0.38	1.15	1.54	0.38	0.00	0.00	0.00	0.00	0.39	1.16	1.55	0.39	1.55	Matches
260	Luey Giles	wls WAL	DF	Cardiff City	16	2006	2	0	28	0.3	0.00	3.33	3.33	0.00	0.00	0.00	0.00	0.00	0.00	3.21	3.21	0.00	3.21	Matches
261	Ryan Giles	eng ENG	DF	Hull City	23	2000	17	11	1,080	12.0	0.00	0.08	0.08	0.00	0.00	0.00	0.17	0.00	0.00	0.08	0.08	0.00	0.08	Matches
262	Macaulay Gillesphey	eng ENG	DF	Plymouth Argyle	27	1995	4	3	215	2.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
263	Zak Gilsenan	ie IRL	MF	Blackburn	20	2003	2	0	3	0.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
264	Josh Ginnelly	eng ENG	MF	Swansea City	26	1997	6	2	193	2.1	0.48	0.00	0.48	0.48	0.00	0.00	0.48	0.00	0.47	0.00	0.47	0.47	0.47	Matches
265	Tom Glover	au AUS	GK	Middlesbrough	25	1997	12	11	991	11.0	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	Matches
266	Wilfried Gnonto	it ITA	MF	Leeds United	19	2003	36	19	1,653	18.4	0.43	0.11	0.54	0.43	0.00	0.00	0.22	0.00	0.44	0.11	0.54	0.44	0.54	Matches
267	Matthew Godden	eng ENG	FW	Coventry City	32	1991	35	23	2,046	22.7	0.26	0.00	0.26	0.26	0.00	0.09	0.09	0.00	0.26	0.00	0.26	0.26	0.26	Matches
268	Lynden Gooch	us USA	DF,MF	Stoke City	27	1995	29	19	1,710	19.0	0.11	0.00	0.11	0.11	0.00	0.00	0.16	0.00	0.11	0.00	0.11	0.11	0.11	Matches
269	Lynden Gooch	us USA	DF,FW	Sunderland	27	1995	2	0	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
270	Dimitris Goutas	gr GRE	DF	Cardiff City	29	1994	46	46	4,126	45.8	0.09	0.00	0.09	0.09	0.00	0.00	0.17	0.00	0.09	0.00	0.09	0.09	0.09	Matches
