Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
62	Jan Bednarek	pl POL	DF	Southampton	27	1996	39.4	0.30	0.00	0.00	0.81	0.56	0.00	0.00	1.50	0.56			0.00	Matches
63	Asmir Begović	ba BIH	GK	QPR	36	1987	45.0	0.09	0.02	0.00	0.02	0.11	0.00	0.00	0.02	0.04			0.00	Matches
64	Sam Bell	eng ENG	MF,FW	Bristol City	21	2002	20.1	0.00	0.00	0.00	0.80	0.70	0.20	2.54	0.75	0.65			0.00	Matches
65	Jobe Bellingham	eng ENG	MF,FW	Sunderland	17	2005	40.3	0.15	0.00	0.00	1.04	1.91	0.27	0.25	0.69	0.87			0.00	Matches
66	Jewison Bennette	cr CRC	MF	Sunderland	19	2004	0.1	0.00	0.00	0.00	0.00	0.00	10.0	10.0	0.00	0.00			0.00	Matches
67	Di'Shon Bernard	jm JAM	DF	Sheffield Weds	22	2000	30.3	0.30	0.03	0.03	1.06	0.63	0.10	0.07	1.19	1.19			0.00	Matches
68	Kian Best	eng ENG	MF,DF	Preston	17	2005	7.7	0.26	0.00	0.00	2.47	0.78	0.00	6.23	0.65	1.17			0.00	Matches
69	Bartosz Białkowski	pl POL	GK	Millwall	36	1987	14.0	0.07	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00			0.00	Matches
70	Jake Bidwell	eng ENG	DF	Coventry City	30	1993	22.8	0.26	0.00	0.00	0.96	0.44	0.22	4.91	1.27	0.96			0.00	Matches
71	Krystian Bielik	pl POL	MF,DF	Birmingham City	25	1998	33.1	0.36	0.03	0.00	1.87	0.85	0.03	0.03	1.63	0.97			0.03	Matches
72	Luis Binks	eng ENG	DF	Coventry City	21	2001	14.8	0.27	0.00	0.00	1.35	0.61	0.00	0.41	1.35	1.15			0.00	Matches
73	Nathan Bishop	eng ENG	GK	Sunderland	23	1999	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
74	Tyler Blackett	eng ENG	DF	Rotherham	29	1994	10.0	0.10	0.00	0.00	1.20	0.40	0.10	0.40	1.00	1.10			0.00	Matches
75	Thomas Bloxham	ie IRL	FW	Blackburn	18	2005	0.1	0.00	0.00	0.00	0.00	0.00	0.00	20.0	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
76	Tolaji Bola	eng ENG	DF	Rotherham	24	1999	0.3	0.00	0.00	0.00	3.33	3.33	0.00	3.33	3.33	3.33			0.00	Matches
77	Yannick Bolasie	cd COD	MF,FW	Swansea City	34	1989	3.4	0.29	0.00	0.00	1.18	1.18	0.59	5.00	1.18	0.88			0.00	Matches
78	Jack Bonham	ie IRL	GK	Stoke City	29	1993	14.0	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.07	0.00			0.00	Matches
79	Josh Bowler	eng ENG	MF	Cardiff City	24	1999	26.4	0.19	0.00	0.00	0.57	2.12	0.04	1.36	0.61	0.95			0.00	Matches
80	Tom Bradshaw	wls WAL	FW	Millwall	31	1992	22.3	0.04	0.00	0.00	0.90	0.85	0.40	0.72	0.04	0.22			0.00	Matches
81	Robbie Brady	ie IRL	MF	Preston	31	1992	17.4	0.34	0.06	0.06	1.09	0.92	0.17	6.90	1.03	1.90			0.00	Matches
82	Cohen Bramall	eng ENG	DF,MF	Rotherham	27	1996	32.7	0.12	0.00	0.00	0.64	0.28	0.15	2.51	0.92	0.80			0.00	Matches
83	James Bree	eng ENG	DF	Southampton	25	1997	12.0	0.00	0.08	0.00	0.92	0.67	0.08	5.08	0.50	1.08			0.00	Matches
84	Callum Brittain	eng ENG	MF,DF	Blackburn	25	1998	40.3	0.10	0.02	0.00	0.74	0.47	0.12	3.52	0.99	1.36			0.00	Matches
85	Nathan Broadhead	wls WAL	MF	Ipswich Town	25	1998	25.5	0.12	0.00	0.00	0.94	0.98	0.12	0.98	0.31	0.90			0.00	Matches
86	David Brooks	wls WAL	FW	Southampton	26	1997	9.9	0.20	0.00	0.00	0.81	1.92	0.30	2.73	0.20	0.71			0.00	Matches
87	Jacob Brown	sct SCO	MF	Stoke City	25	1998	1.0	1.00	0.00	0.00	2.00	2.00	0.00	1.00	0.00	2.00			0.00	Matches
88	Alan Browne	ie IRL	MF	Preston	28	1995	35.2	0.20	0.00	0.00	1.34	1.65	0.03	3.01	1.48	1.51			0.00	Matches
89	Joe Bryan	eng ENG	MF,DF	Millwall	29	1993	16.1	0.31	0.00	0.00	1.74	1.18	0.00	5.16	1.68	2.17			0.00	Matches
90	Gerard Buabo		FW	Ipswich Town			0.0	0	0	0	0	1	0	0	0	0			0	Matches
91	Lee Buchanan	eng ENG	DF	Birmingham City	22	2001	30.3	0.26	0.03	0.03	0.83	1.12	0.07	1.35	1.52	1.72			0.00	Matches
92	John Buckley	eng ENG	MF,FW	Sheffield Weds	23	1999	5.2	0.00	0.00	0.00	0.96	2.69	0.00	2.88	1.54	1.54			0.00	Matches
93	John Buckley	eng ENG	MF	Blackburn	23	1999	5.6	0.36	0.00	0.00	2.32	1.61	0.00	2.32	1.25	1.61			0.00	Matches
94	Mustapha Bundu	sl SLE	MF,FW	Plymouth Argyle	26	1997	10.7	0.00	0.00	0.00	1.12	1.40	0.47	1.68	0.28	0.65			0.00	Matches
95	Wouter Burger	nl NED	MF	Stoke City	22	2001	29.2	0.34	0.00	0.00	1.82	0.99	0.03	1.13	1.27	2.40			0.00	Matches
96	Cameron Burgess	au AUS	DF	Ipswich Town	27	1995	38.0	0.08	0.00	0.00	0.26	0.26	0.08	0.03	1.18	0.50			0.03	Matches
97	Delano Burgzorg	sr SUR	FW,MF	Huddersfield	24	1998	24.5	0.16	0.00	0.00	0.65	1.43	0.86	0.33	0.29	0.29			0.00	Matches
98	Oliver Burke	sct SCO	MF,FW	Birmingham City	26	1997	11.2	0.00	0.00	0.00	1.16	0.18	0.45	1.61	0.80	0.71			0.00	Matches
99	Wes Burns	wls WAL	MF	Ipswich Town	28	1994	26.5	0.26	0.00	0.00	1.09	1.32	0.49	5.25	0.60	0.64			0.00	Matches
100	Mason Burstow	eng ENG	FW	Sunderland	19	2003	9.9	0.30	0.00	0.00	1.11	0.71	0.40	0.20	0.00	0.30			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
101	Matt Butcher	eng ENG	MF	Plymouth Argyle	26	1997	3.8	0.26	0.00	0.00	0.79	0.53	0.00	0.26	0.79	0.26			0.26	Matches
102	George Byers	sct SCO	MF	Sheffield Weds	27	1996	15.3	0.07	0.07	0.00	1.50	0.65	0.07	1.31	1.76	0.85			0.00	Matches
103	Sam Byram	eng ENG	DF	Leeds United	29	1993	21.5	0.14	0.00	0.00	1.40	0.84	0.28	1.35	1.72	2.05			0.00	Matches
104	Ben Cabango	wls WAL	DF	Swansea City	23	2000	32.1	0.25	0.00	0.00	0.75	0.59	0.00	0.09	1.31	1.09			0.03	Matches
105	Bailey-Tye Cadamarteri	jm JAM	FW	Sheffield Weds	18	2005	12.2	0.00	0.00	0.00	1.97	0.66	0.16	0.33	0.08	0.57			0.00	Matches
106	Cafú	pt POR	MF	Rotherham	30	1993	20.0	0.35	0.05	0.05	0.50	1.35	0.05	4.45	0.70	0.50			0.00	Matches
107	Allan Campbell	sct SCO	MF	Millwall	25	1998	8.0	0.13	0.00	0.00	1.88	1.00	0.00	0.63	1.13	1.38			0.00	Matches
108	Tyrese Campbell	eng ENG	FW,MF	Stoke City	23	1999	13.3	0.23	0.00	0.00	1.05	0.83	0.90	1.50	0.00	0.83			0.00	Matches
109	Reggie Cannon	us USA	DF	QPR	25	1998	15.9	0.06	0.00	0.00	0.82	1.19	0.00	1.32	1.45	1.70			0.00	Matches
110	Tom Cannon	ie IRL	FW	Leicester City	20	2002	4.8	0.21	0.00	0.00	1.25	0.63	0.83	0.00	0.21	0.00			0.00	Matches
111	Hayden Carter	eng ENG	DF	Blackburn	23	1999	28.4	0.39	0.00	0.00	1.23	0.28	0.00	0.25	1.27	1.16			0.00	Matches
112	Fabio Carvalho	pt POR	FW,MF	Hull City	20	2002	19.1	0.21	0.00	0.00	1.31	2.36	0.42	2.30	0.68	0.84			0.00	Matches
113	Cesare Casadei	it ITA	MF	Leicester City	20	2003	9.8	0.10	0.00	0.00	1.53	1.84	0.00	0.61	0.61	1.12			0.00	Matches
114	Ilias Chair	ma MAR	MF,FW	QPR	25	1997	41.5	0.17	0.00	0.00	0.75	0.99	0.24	6.27	0.43	0.67			0.00	Matches
115	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	23	1999	17.8	0.39	0.00	0.00	1.63	1.29	0.00	4.49	0.62	1.24			0.00	Matches
116	Nathaniel Chalobah	eng ENG	MF	West Brom	28	1994	10.0	0.40	0.00	0.00	1.90	1.60	0.10	0.80	1.00	1.40			0.00	Matches
117	Conor Chaplin	eng ENG	MF	Ipswich Town	26	1997	37.1	0.19	0.00	0.00	0.84	1.27	0.19	0.57	0.67	0.62			0.00	Matches
118	Jacob Chapman	au AUS	GK	Huddersfield	22	2000	1.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
119	Shea Charles	nir NIR	MF,DF	Southampton	19	2003	16.0	0.44	0.06	0.06	1.94	1.06	0.00	0.56	1.31	1.19			0.00	Matches
120	Chiquinho	pt POR	MF	Stoke City	23	2000	0.7	0.00	0.00	0.00	2.86	1.43	1.43	4.29	0.00	2.86			0.00	Matches
121	Hamza Choudhury	bd BAN	DF,MF	Leicester City	25	1997	16.4	0.24	0.00	0.00	1.34	0.91	0.06	0.30	1.77	2.01			0.00	Matches
122	Benjamin Chrisene	eng ENG	MF,DF	Blackburn	19	2004	9.1	0.00	0.00	0.00	1.10	1.10	0.11	1.10	0.88	2.20			0.00	Matches
123	Cyrus Christie	ie IRL	DF	Hull City	30	1992	14.4	0.28	0.00	0.00	1.04	0.76	0.07	1.88	0.97	0.56			0.00	Matches
124	Dennis Cirkin	lv LVA	DF	Sunderland	21	2002	5.6	0.54	0.00	0.00	1.43	2.14	0.00	1.07	0.71	1.61			0.00	Matches
125	Ciaran Clark	ie IRL	DF	Stoke City	33	1989	3.0	0.33	0.00	0.00	1.00	0.67	0.67	0.00	2.33	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
126	Harry Clarke	eng ENG	DF	Ipswich Town	22	2001	26.2	0.27	0.00	0.00	1.07	0.42	0.04	1.95	1.03	1.03			0.04	Matches
127	Jack Clarke	eng ENG	MF,FW	Sunderland	22	2000	38.8	0.15	0.00	0.00	1.49	2.45	0.34	3.38	0.46	1.16			0.00	Matches
128	Matthew Clarke	eng ENG	DF	Middlesbrough	26	1996	20.2	0.10	0.00	0.00	0.64	0.94	0.00	0.20	1.63	1.19			0.00	Matches
129	Jake Clarke-Salter	eng ENG	DF	QPR	25	1997	29.6	0.14	0.00	0.00	1.11	0.24	0.03	0.07	0.91	1.42			0.00	Matches
130	Sam Clucas	eng ENG	MF	Rotherham	32	1990	20.9	0.24	0.00	0.00	0.67	0.96	0.10	4.83	1.10	1.24			0.00	Matches
131	Conor Coady	eng ENG	DF	Leicester City	30	1993	7.8	0.13	0.00	0.00	0.77	0.38	0.00	0.26	0.90	0.38			0.00	Matches
132	Josh Coburn	eng ENG	FW	Middlesbrough	20	2002	11.1	0.18	0.00	0.00	1.62	1.62	1.35	0.00	0.09	0.18			0.00	Matches
133	Jack Colback	eng ENG	MF	QPR	33	1989	22.1	0.59	0.05	0.00	1.86	1.72	0.05	0.23	1.63	1.04			0.00	Matches
134	Bradley Collins	eng ENG	GK	Coventry City	26	1997	28.0	0.11	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00			0.00	Matches
135	Jamilu Collins	ng NGA	DF	Cardiff City	28	1994	33.2	0.27	0.00	0.00	0.87	0.96	0.00	1.17	1.96	2.20			0.00	Matches
136	Joel Colwill	wls WAL	MF	Cardiff City	18	2004	0.4	0.00	0.00	0.00	0.00	0.00	0.00	2.50	2.50	2.50			0.00	Matches
137	Rubin Colwill	wls WAL	MF,FW	Cardiff City	21	2002	17.7	0.23	0.00	0.00	1.47	1.75	0.06	2.71	0.68	0.90			0.00	Matches
138	Aaron Connolly	ie IRL	FW	Hull City	23	2000	13.5	0.30	0.00	0.00	1.33	2.30	0.89	0.37	0.22	0.22			0.00	Matches
139	Raheem Conte	eng ENG	MF	Cardiff City	20	2002	1.0	0.00	0.00	0.00	1.00	1.00	0.00	3.00	1.00	1.00			0.00	Matches
140	Tommy Conway	sct SCO	FW	Bristol City	20	2002	25.4	0.08	0.00	0.00	1.06	0.91	0.71	0.51	0.12	0.43			0.00	Matches
141	Steve Cook	eng ENG	DF	QPR	32	1991	34.1	0.09	0.00	0.00	0.41	0.50	0.03	0.12	1.06	0.59			0.00	Matches
142	Jake Cooper	eng ENG	DF	Millwall	28	1995	44.0	0.23	0.00	0.00	1.30	0.30	0.30	0.09	1.34	0.36			0.00	Matches
143	Liam Cooper	sct SCO	DF	Leeds United	31	1991	7.8	0.00	0.00	0.00	0.64	0.77	0.00	0.00	1.92	0.90			0.00	Matches
144	Michael Cooper	eng ENG	GK	Plymouth Argyle	23	1999	19.0	0.16	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00			0.00	Matches
145	Oliver Cooper	wls WAL	MF	Swansea City	23	1999	13.6	0.51	0.07	0.07	1.84	4.26	0.15	1.25	0.88	2.06			0.00	Matches
146	David Cornell	wls WAL	GK	Preston	32	1991	2.0	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
147	Harry Cornick	eng ENG	MF,FW	Bristol City	28	1995	12.2	0.08	0.00	0.00	1.15	0.49	0.74	2.21	0.16	1.15			0.00	Matches
148	Hayden Coulson	eng ENG	DF	Middlesbrough	25	1998	1.6	0.00	0.00	0.00	0.00	0.63	0.00	1.88	2.50	0.63			0.00	Matches
149	Lewie Coyle	eng ENG	DF	Hull City	27	1995	34.4	0.09	0.00	0.00	0.87	1.34	0.06	2.91	0.93	0.70			0.00	Matches
150	Charlie Cresswell	eng ENG	DF	Leeds United	20	2002	1.5	0.00	0.00	0.00	2.00	1.33	0.00	0.00	2.00	2.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
151	Matt Crooks	eng ENG	MF	Middlesbrough	29	1994	17.0	0.29	0.00	0.00	1.71	0.59	0.35	0.53	0.65	0.88			0.00	Matches
152	Liam Cullen	wls WAL	FW,MF	Swansea City	24	1999	26.4	0.38	0.04	0.04	1.25	1.10	0.27	0.91	0.38	0.72			0.00	Matches
153	Luke Cundle	eng ENG	MF	Stoke City	21	2002	10.9	0.18	0.00	0.00	1.19	0.83	0.00	0.09	0.64	1.19			0.00	Matches
154	Luke Cundle	eng ENG	MF	Plymouth Argyle	21	2002	13.7	0.22	0.00	0.00	0.88	0.66	0.07	0.36	0.51	1.31			0.00	Matches
155	Greg Cunningham	ie IRL	DF	Preston	32	1991	8.1	0.49	0.00	0.00	1.11	1.23	0.12	0.62	1.11	0.99			0.00	Matches
156	Bradley Dack	eng ENG	FW,MF	Sunderland	29	1993	6.5	0.00	0.00	0.00	1.23	0.31	0.31	2.92	0.15	1.08			0.00	Matches
157	Patson Daka	zm ZAM	FW	Leicester City	24	1998	12.1	0.08	0.00	0.00	1.16	1.49	0.33	0.00	0.17	0.58			0.00	Matches
158	Harry Darling	eng ENG	DF	Swansea City	23	1999	32.9	0.27	0.00	0.00	1.19	1.88	0.15	0.33	0.97	0.64			0.00	Matches
159	Karl Darlow	wls WAL	GK	Leeds United	32	1990	1.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
160	Jay Dasilva	wls WAL	MF,DF	Coventry City	25	1998	25.6	0.16	0.00	0.00	0.66	0.39	0.08	3.83	0.51	1.13			0.00	Matches
161	Aidan Dausch	eng ENG	FW	Coventry City	17	2006	0.1	0.00	0.00	0.00	10.0	0.00	0.00	0.00	0.00	0.00			0.00	Matches
162	Leif Davis	eng ENG	DF	Ipswich Town	23	1999	42.0	0.12	0.00	0.00	1.02	0.95	0.26	8.12	1.12	1.43			0.05	Matches
163	Cameron Dawson	eng ENG	GK	Sheffield Weds	28	1995	18.0	0.17	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.06			0.00	Matches
164	Liam Delap	eng ENG	FW,MF	Hull City	20	2003	24.5	0.20	0.00	0.00	1.06	1.76	0.33	0.86	0.20	0.41			0.00	Matches
165	Tom Dele-Bashiru	ng NGA	MF,DF	Watford	23	1999	25.1	0.08	0.00	0.00	0.72	1.31	0.04	0.64	1.12	1.04			0.00	Matches
166	Juan Delgado	cl CHI	MF,DF	Sheffield Weds	30	1993	7.6	0.53	0.00	0.00	1.58	1.18	0.53	3.42	1.05	1.45			0.00	Matches
167	Siriki Dembélé	ci CIV	MF,FW	Birmingham City	26	1996	22.0	0.18	0.00	0.00	1.41	2.27	0.36	1.64	1.09	0.86			0.00	Matches
168	Rav van den Berg	nl NED	DF	Middlesbrough	19	2004	32.1	0.06	0.00	0.00	0.72	0.34	0.03	0.25	1.28	0.93			0.00	Matches
