Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
346	Kayden Jackson	eng ENG	FW,MF	Ipswich Town	29	1994	10.7	0.28	1.59	0.37	23.5	1.59	0.37	0.18	0.75	0.00	0.00	Matches
347	Matty Jacob	eng ENG	DF	Hull City	22	2001	8.9	0.00	0.34	0.22	66.7	0.34	0.22	0.00	0.00	0.00	0.00	Matches
348	Daniel James	wls WAL	MF	Leeds United	25	1997	27.6	0.47	3.01	1.20	39.8	3.00	1.19	0.16	0.39	0.00	0.00	Matches
349	Jordan James	wls WAL	MF	Birmingham City	19	2004	25.6	0.31	1.64	0.59	35.7	1.64	0.59	0.19	0.53	0.00	0.00	Matches
350	Joseph James		DF	Bristol City			0.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
351	Matty James	eng ENG	MF	Bristol City	32	1991	32.1	0.09	0.72	0.19	26.1	0.72	0.19	0.13	0.50	0.00	0.00	Matches
352	Reece James	eng ENG	MF	Sheffield Weds	29	1993	3.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
353	Viktor Johansson	se SWE	GK	Rotherham	24	1998	44.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
354	Daniel Johnson	jm JAM	MF	Stoke City	30	1992	18.1	0.11	0.88	0.44	50.0	0.88	0.44	0.06	0.13	0.06	0.11	Matches
355	Marvin Johnson	eng ENG	DF,MF	Sheffield Weds	32	1990	26.2	0.15	1.41	0.38	27.0	1.41	0.38	0.11	0.40	0.00	0.00	Matches
356	Michael Johnston	ie IRL	MF	West Brom	24	1999	12.9	0.54	1.78	1.01	56.5	1.79	1.01	0.30	0.54	0.00	0.00	Matches
357	Nikola Jojić	rs SRB	MF	Stoke City	19	2003	0.0	0	0	0		0.00	0.00			0	0	Matches
358	Alfie Jones	ca CAN	DF	Hull City	25	1997	45.0	0.02	0.22	0.11	50.0	0.22	0.11	0.10	0.20	0.00	0.00	Matches
359	Isaiah Jones	gy GUY	MF	Middlesbrough	24	1999	28.7	0.28	1.74	0.94	54.0	1.74	0.94	0.16	0.30	0.00	0.00	Matches
360	Patrick Jones	wls WAL	MF	Huddersfield	20	2003	1.8	0.00	3.89	1.67	42.9	3.84	1.65	0.00	0.00	0.00	0.00	Matches
361	Mateo Joseph	es ESP	FW	Leeds United	19	2003	2.6	0.38	2.69	1.15	42.9	2.69	1.15	0.14	0.33	0.00	0.00	Matches
362	Bae Jun-ho	kr KOR	MF,FW	Stoke City	19	2003	26.6	0.08	1.05	0.41	39.3	1.05	0.41	0.07	0.18	0.00	0.00	Matches
363	James Justin	eng ENG	DF	Leicester City	25	1998	29.1	0.07	0.62	0.14	22.2	0.62	0.14	0.11	0.50	0.00	0.00	Matches
364	Lukas Jutkiewicz	eng ENG	FW,MF	Birmingham City	34	1989	6.3	0.48	3.33	1.59	47.6	3.32	1.58	0.10	0.20	0.16	0.16	Matches
365	Osman Kakay	sl SLE	DF	QPR	25	1997	17.5	0.00	0.40	0.06	14.3	0.40	0.06	0.00	0.00	0.00	0.00	Matches
366	Glen Kamara	fi FIN	MF	Leeds United	27	1995	30.0	0.00	0.17	0.07	40.0	0.17	0.07	0.00	0.00	0.00	0.00	Matches
367	David Kasumu	eng ENG	MF	Huddersfield	23	1999	26.1	0.04	1.03	0.11	11.1	1.03	0.11	0.04	0.33	0.00	0.00	Matches
368	Calum Kavanagh	ie IRL	FW,MF	Middlesbrough	19	2003	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
369	Edo Kayembe	cd COD	MF	Watford	25	1998	27.2	0.18	1.80	0.55	30.6	1.80	0.55	0.10	0.33	0.00	0.00	Matches
370	Joshua Kayode	ng NGA	FW	Rotherham	30	1992	0.5	0.00	2.00	0.00	0.0	1.87	0.00	0.00		0.00	0.00	Matches
371	Will Keane	ie IRL	FW,MF	Preston	30	1993	29.0	0.45	1.41	0.66	46.3	1.41	0.65	0.27	0.58	0.07	0.07	Matches
372	Georgie Kelly	ie IRL	MF	Rotherham	26	1996	3.5	0.29	2.57	0.57	22.2	2.55	0.57	0.11	0.50	0.00	0.00	Matches
373	Liam Kelly	sct SCO	MF	Coventry City	33	1990	9.9	0.00	0.81	0.20	25.0	0.81	0.20	0.00	0.00	0.00	0.00	Matches
374	Charlie Kelman	us USA	MF	QPR	21	2001	2.7	0.00	1.85	1.11	60.0	1.84	1.11	0.00	0.00	0.00	0.00	Matches
375	Kaine Kesler-Hayden	eng ENG	DF,MF	Plymouth Argyle	20	2002	19.0	0.00	1.05	0.37	35.0	1.05	0.37	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
376	Josh Key	eng ENG	DF,MF	Swansea City	23	1999	24.4	0.08	0.57	0.08	14.3	0.57	0.08	0.14	1.00	0.00	0.00	Matches
377	Brandon Khela	eng ENG	MF	Birmingham City	18	2005	0.0	0	0	0		0.00	0.00			0	0	Matches
378	Andy King	wls WAL	MF,DF	Bristol City	34	1988	4.6	0.00	1.52	0.00	0.0	1.53	0.00	0.00		0.00	0.00	Matches
379	Peter Kioso	cd COD	DF,MF	Rotherham	24	1998	10.6	0.00	0.66	0.38	57.1	0.66	0.38	0.00	0.00	0.00	0.00	Matches
380	Cédric Kipré	ci CIV	DF	West Brom	26	1996	42.5	0.05	0.42	0.09	22.2	0.42	0.09	0.11	0.50	0.00	0.00	Matches
381	Liam Kitching	eng ENG	DF	Coventry City	23	1999	24.8	0.04	0.40	0.16	40.0	0.40	0.16	0.10	0.25	0.00	0.00	Matches
382	Kristoffer Klaesson	no NOR	GK	Leeds United	22	2000	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
383	Jason Knight	ie IRL	MF,FW	Bristol City	22	2001	42.6	0.09	1.85	0.63	34.2	1.85	0.63	0.05	0.15	0.00	0.00	Matches
384	Jamie Knight-Lebel	ca CAN	DF	Bristol City	18	2004	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
385	Rayan Kolli	dz ALG	FW	QPR	18	2005	1.9	0.00	2.63	1.05	40.0	2.63	1.05	0.00	0.00	0.00	0.00	Matches
386	Ismaël Koné	ca CAN	MF	Watford	21	2002	28.4	0.14	1.62	0.53	32.6	1.62	0.53	0.09	0.27	0.00	0.00	Matches
387	Josh Koroma	sl SLE	FW,MF	Huddersfield	24	1998	26.9	0.22	3.38	1.19	35.2	3.38	1.19	0.07	0.19	0.00	0.00	Matches
388	Mykola Kukharevych	ua UKR	FW	Swansea City	22	2001	1.6	0.63	2.50	0.63	25.0	2.55	0.64	0.25	1.00	0.00	0.00	Matches
389	Freddie Ladapo	eng ENG	FW	Ipswich Town	30	1993	3.9	0.51	4.36	2.05	47.1	4.37	2.06	0.12	0.25	0.00	0.00	Matches
390	Ethan Laird	eng ENG	DF	Birmingham City	22	2001	22.2	0.00	0.59	0.05	7.7	0.59	0.05	0.00	0.00	0.00	0.00	Matches
391	Ziyad Larkeche	fr FRA	DF,FW	QPR	20	2002	4.2	0.00	0.24	0.00	0.0	0.24	0.00	0.00		0.00	0.00	Matches
392	Joël Latibeaudière	jm JAM	DF,MF	Coventry City	23	2000	30.3	0.07	0.26	0.07	25.0	0.26	0.07	0.25	1.00	0.00	0.00	Matches
393	Emmanuel Latte Lath	ci CIV	FW	Middlesbrough	24	1999	23.2	0.69	3.15	1.81	57.5	3.14	1.81	0.22	0.38	0.00	0.00	Matches
394	Josh Laurent	eng ENG	MF	Stoke City	28	1995	29.9	0.03	1.51	0.27	17.8	1.50	0.27	0.02	0.13	0.00	0.00	Matches
395	Ryan Ledson	eng ENG	MF	Preston	25	1997	17.2	0.00	0.29	0.06	20.0	0.29	0.06	0.00	0.00	0.00	0.00	Matches
396	Tom Lees	eng ENG	DF	Huddersfield	32	1990	28.0	0.00	0.54	0.07	13.3	0.54	0.07	0.00	0.00	0.00	0.00	Matches
397	Greg Leigh	jm JAM	DF,MF	Ipswich Town	28	1994	0.0	0	0	0		0.00	0.00			0	0	Matches
398	Dexter Lembikisa	jm JAM	DF	Rotherham	19	2003	22.3	0.04	0.27	0.09	33.3	0.27	0.09	0.17	0.50	0.00	0.00	Matches
399	Darragh Lenihan	ie IRL	DF	Middlesbrough	29	1994	8.0	0.13	0.88	0.38	42.9	0.87	0.37	0.14	0.33	0.00	0.00	Matches
400	Charlie Lennon	eng ENG	MF	Middlesbrough	17	2006	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
401	Harry Leonard	eng ENG	FW	Blackburn	19	2003	9.3	0.32	2.47	1.08	43.5	2.47	1.08	0.13	0.30	0.00	0.00	Matches
402	Ryan Leonard	eng ENG	DF	Millwall	31	1992	30.1	0.00	0.73	0.23	31.8	0.73	0.23	0.00	0.00	0.00	0.00	Matches
403	Mehdi Léris	dz ALG	MF,FW	Stoke City	25	1998	17.6	0.11	1.36	0.28	20.8	1.36	0.28	0.08	0.40	0.00	0.00	Matches
404	Jamal Lewis	nir NIR	DF,MF	Watford	25	1998	30.8	0.00	0.65	0.19	30.0	0.65	0.19	0.00	0.00	0.00	0.00	Matches
405	Jamie Lindsay	sct SCO	MF	Rotherham	27	1995	12.0	0.08	0.58	0.17	28.6	0.58	0.17	0.14	0.50	0.00	0.00	Matches
406	Liam Lindsay	sct SCO	DF	Preston	27	1995	45.7	0.07	0.46	0.22	47.6	0.46	0.22	0.14	0.30	0.00	0.00	Matches
407	Jake Livermore	eng ENG	MF	Watford	33	1989	23.0	0.13	0.39	0.17	44.4	0.39	0.17	0.33	0.75	0.00	0.00	Matches
408	Jason Lokilo	be BEL	MF	Hull City	24	1998	7.9	0.00	1.39	0.25	18.2	1.39	0.25	0.00	0.00	0.00	0.00	Matches
409	George Long	eng ENG	GK	Norwich City	29	1993	6.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
410	Kevin Long	ie IRL	DF	Birmingham City	32	1990	16.1	0.00	0.43	0.06	14.3	0.43	0.06	0.00	0.00	0.00	0.00	Matches
411	Emmanuel Longelo	eng ENG	DF,MF	Birmingham City	22	2000	11.3	0.00	0.62	0.27	42.9	0.62	0.27	0.00	0.00	0.00	0.00	Matches
412	Ryan Longman	eng ENG	MF	Millwall	22	2000	19.2	0.16	1.72	0.57	33.3	1.72	0.57	0.09	0.27	0.00	0.00	Matches
413	Imran Louza	ma MAR	MF	Watford	24	1999	10.2	0.10	1.96	0.29	15.0	1.96	0.29	0.05	0.33	0.00	0.00	Matches
414	Jamal Lowe	jm JAM	MF,FW	Swansea City	29	1994	25.0	0.36	2.08	0.96	46.2	2.08	0.96	0.13	0.29	0.08	0.12	Matches
415	Nathan Lowe	eng ENG	FW	Stoke City	17	2005	4.3	0.23	1.63	0.93	57.1	1.61	0.92	0.14	0.25	0.00	0.00	Matches
416	Massimo Luongo	au AUS	MF	Ipswich Town	30	1992	35.1	0.09	1.05	0.34	32.4	1.05	0.34	0.08	0.25	0.00	0.00	Matches
417	Yann M'Vila	fr FRA	MF	West Brom	33	1990	3.1	0.00	0.65	0.32	50.0	0.64	0.32	0.00	0.00	0.00	0.00	Matches
418	Josh Maja	ng NGA	FW	West Brom	24	1998	2.2	0.45	1.82	0.91	50.0	1.82	0.91	0.25	0.50	0.00	0.00	Matches
419	Million Manhoef	nl NED	MF,FW	Stoke City	21	2002	9.1	0.44	4.07	1.10	27.0	4.08	1.10	0.11	0.40	0.00	0.00	Matches
420	Ryan Manning	ie IRL	DF,MF	Southampton	27	1996	30.5	0.00	0.89	0.16	18.5	0.89	0.16	0.00	0.00	0.00	0.00	Matches
421	Sekou Mara	fr FRA	FW	Southampton	21	2002	6.3	0.48	3.49	1.59	45.5	3.51	1.60	0.14	0.30	0.00	0.00	Matches
422	Wanya Marcal-Madivadua	pt POR	FW	Leicester City	20	2002	1.6	0.63	1.88	0.63	33.3	1.90	0.63	0.33	1.00	0.00	0.00	Matches
423	Dilan Markanday	eng ENG	MF	Blackburn	21	2001	8.5	0.12	1.76	0.59	33.3	1.77	0.59	0.07	0.20	0.00	0.00	Matches
424	Callum Marshall	nir NIR	FW	West Brom	18	2004	0.6	0.00	3.33	0.00	0.0	3.21	0.00	0.00		0.00	0.00	Matches
425	Matheus Martins	br BRA	FW,MF	Watford	20	2003	19.6	0.26	3.06	0.77	25.0	3.06	0.77	0.08	0.33	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
426	Zavier Massiah	eng ENG	FW	Watford	16	2007	0.0	0	0	0		0.00	0.00			0	0	Matches
427	Alex Matos	eng ENG	MF	Huddersfield	18	2004	14.2	0.07	0.70	0.14	20.0	0.70	0.14	0.10	0.50	0.00	0.00	Matches
428	Ajay Matthews	eng ENG	FW	Middlesbrough	17	2006	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
429	Stephy Mavididi	eng ENG	FW,MF	Leicester City	25	1998	39.9	0.30	2.26	0.95	42.2	2.26	0.95	0.11	0.26	0.05	0.05	Matches
430	Noah Mawene	eng ENG	MF	Preston	18	2005	1.9	0.00	0.53	0.00	0.0	0.54	0.00	0.00		0.00	0.00	Matches
431	Theo Mawene	eng ENG	MF	Preston	16	2007	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
432	Chris Maxwell	wls WAL	GK	Huddersfield	33	1990	7.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
433	Eliezer Mayenda	es ESP	FW	Sunderland	18	2005	2.1	0.00	2.86	0.48	16.7	2.81	0.47	0.00	0.00	0.00	0.00	Matches
434	Adam Mayor	eng ENG	MF	Millwall	18	2005	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
435	Kasey McAteer	ie IRL	FW,MF	Leicester City	21	2001	12.9	0.47	2.48	1.09	43.8	2.49	1.09	0.19	0.43	0.00	0.00	Matches
436	Law McCabe	eng ENG	MF	Middlesbrough	17	2006	1.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
437	Sam McCallum	eng ENG	DF	Norwich City	22	2000	16.4	0.06	0.55	0.12	22.2	0.55	0.12	0.11	0.50	0.00	0.00	Matches
438	Alistair McCann	nir NIR	MF	Preston	23	1999	23.0	0.00	0.57	0.13	23.1	0.57	0.13	0.00	0.00	0.00	0.00	Matches
439	Jamie McCart	sct SCO	DF	Rotherham	26	1997	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
440	Alex McCarthy	eng ENG	GK	Southampton	33	1989	5.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
441	Ross McCrorie	sct SCO	MF,DF	Bristol City	25	1998	13.1	0.00	1.07	0.00	0.0	1.07	0.00	0.00		0.00	0.00	Matches
442	Kyle McFadzean	sct SCO	DF	Blackburn	36	1987	10.0	0.00	0.40	0.20	50.0	0.40	0.20	0.00	0.00	0.00	0.00	Matches
443	Kyle McFadzean	sct SCO	DF	Coventry City	36	1987	14.3	0.07	0.77	0.14	18.2	0.77	0.14	0.09	0.50	0.00	0.00	Matches
444	Riley McGree	au AUS	MF	Middlesbrough	24	1998	14.0	0.29	2.43	0.93	38.2	2.43	0.93	0.12	0.31	0.00	0.00	Matches
445	Ciaran McGuckin	nir NIR	FW	Rotherham	19	2003	0.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
446	Mark McGuinness	ie IRL	DF	Cardiff City	22	2001	28.8	0.07	0.59	0.17	29.4	0.59	0.17	0.12	0.40	0.00	0.00	Matches
447	Kenny McLean	sct SCO	MF,DF	Norwich City	31	1992	45.4	0.02	0.62	0.07	10.7	0.62	0.07	0.04	0.33	0.00	0.00	Matches
448	Sean McLoughlin	ie IRL	DF	Hull City	26	1996	13.0	0.00	0.38	0.23	60.0	0.38	0.23	0.00	0.00	0.00	0.00	Matches
449	Paddy McNair	nir NIR	DF	Middlesbrough	28	1995	19.5	0.00	0.51	0.15	30.0	0.51	0.15	0.00	0.00	0.00	0.00	Matches
450	Luke McNally	ie IRL	DF	Stoke City	23	1999	35.5	0.06	0.62	0.14	22.7	0.62	0.14	0.09	0.40	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
451	Dan McNamara	ie IRL	DF,MF	Millwall	24	1998	23.0	0.00	0.35	0.00	0.0	0.35	0.00	0.00		0.00	0.00	Matches
452	Dire Mebude	sct SCO	MF	Bristol City	19	2004	0.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
453	Anis Mehmeti	al ALB	MF	Bristol City	22	2001	20.7	0.19	2.37	0.77	32.7	2.36	0.77	0.08	0.25	0.00	0.00	Matches
454	Yakou Méïte	ci CIV	FW,MF	Cardiff City	27	1996	23.9	0.08	2.09	0.71	34.0	2.09	0.71	0.04	0.12	0.00	0.00	Matches
455	Illan Meslier	fr FRA	GK	Leeds United	23	2000	43.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
456	Liam Millar	ca CAN	MF	Preston	23	1999	28.3	0.18	2.16	0.71	32.8	2.16	0.71	0.08	0.25	0.00	0.00	Matches
457	Mickel Miller	eng ENG	MF,DF	Plymouth Argyle	27	1995	19.5	0.05	0.77	0.21	26.7	0.77	0.21	0.07	0.25	0.00	0.00	Matches
458	Billy Mitchell	eng ENG	MF	Millwall	23	2000	24.6	0.00	0.45	0.12	27.3	0.45	0.12	0.00	0.00	0.00	0.00	Matches
459	Koji Miyoshi	jp JPN	MF	Birmingham City	26	1997	27.7	0.22	2.31	0.83	35.9	2.31	0.83	0.09	0.26	0.00	0.00	Matches
460	Ryan Mmaee	ma MAR	FW	Stoke City	25	1997	16.7	0.18	3.29	1.14	34.5	3.29	1.14	0.05	0.16	0.00	0.06	Matches
461	Jayson Molumby	ie IRL	MF	West Brom	23	1999	12.3	0.00	1.87	0.00	0.0	1.87	0.00	0.00		0.00	0.00	Matches
462	Kieffer Moore	wls WAL	FW	Ipswich Town	30	1992	12.7	0.55	3.39	1.50	44.2	3.39	1.50	0.16	0.37	0.00	0.00	Matches
463	Wesley Moraes	br BRA	FW	Stoke City	26	1996	7.4	0.00	1.76	0.41	23.1	1.75	0.40	0.00	0.00	0.00	0.00	Matches
464	Andrew Moran	ie IRL	MF	Blackburn	19	2003	20.6	0.10	1.36	0.44	32.1	1.36	0.44	0.07	0.22	0.00	0.00	Matches
465	James Morris	eng ENG	DF	Watford	21	2001	8.6	0.00	0.35	0.00	0.0	0.35	0.00	0.00		0.00	0.00	Matches
466	Elijah Morrison	eng ENG	MF	Bristol City	17	2006	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
467	Sean Morrison	eng ENG	DF	Rotherham	32	1991	21.6	0.05	0.56	0.14	25.0	0.56	0.14	0.08	0.33	0.00	0.00	Matches
468	Sam Morsy	eg EGY	MF	Ipswich Town	31	1991	41.7	0.05	0.82	0.34	41.2	0.82	0.34	0.06	0.14	0.00	0.00	Matches
469	Tyler Morton	eng ENG	MF	Hull City	20	2002	33.0	0.09	0.85	0.24	28.6	0.85	0.24	0.11	0.38	0.00	0.00	Matches
470	Alex Mowatt	eng ENG	MF	West Brom	28	1995	36.1	0.06	0.94	0.17	17.6	0.94	0.17	0.03	0.17	0.03	0.03	Matches
471	Bali Mumba	eng ENG	MF,FW	Plymouth Argyle	21	2001	32.8	0.09	0.95	0.43	45.2	0.94	0.43	0.10	0.21	0.00	0.00	Matches
472	Romaine Mundle	eng ENG	MF	Sunderland	20	2003	5.4	0.19	2.04	0.93	45.5	2.04	0.93	0.09	0.20	0.00	0.00	Matches
473	Anthony Musaba	nl NED	MF,FW	Sheffield Weds	22	2000	29.1	0.24	1.65	0.62	37.5	1.65	0.62	0.15	0.39	0.00	0.00	Matches
474	Kal Naismith	sct SCO	DF	Bristol City	31	1992	9.9	0.10	1.11	0.20	18.2	1.11	0.20	0.09	0.50	0.00	0.00	Matches
475	Yuta Nakayama	jp JPN	DF,MF	Huddersfield	26	1997	18.8	0.00	0.21	0.05	25.0	0.21	0.05	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
476	Kyle Naughton	eng ENG	DF	Swansea City	34	1988	8.5	0.00	0.24	0.00	0.0	0.24	0.00	0.00		0.00	0.00	Matches
477	Wilfred Ndidi	ng NGA	MF	Leicester City	26	1996	23.6	0.17	1.78	0.64	35.7	1.78	0.63	0.10	0.27	0.00	0.00	Matches
478	Dan Neil	eng ENG	MF	Sunderland	21	2001	41.0	0.10	1.34	0.29	21.8	1.34	0.29	0.07	0.33	0.00	0.00	Matches
479	Benjamin Nelson	eng ENG	MF,DF	Leicester City	19	2004	2.3	0.43	0.43	0.43	100.0	0.43	0.43	1.00	1.00	0.00	0.00	Matches
480	Perry Ng	eng ENG	DF	Cardiff City	27	1996	37.8	0.16	0.77	0.37	48.3	0.77	0.37	0.21	0.43	0.00	0.00	Matches
481	Jeremy Ngakia		DF	Watford	22	2000	10.2	0.00	0.88	0.10	11.1	0.88	0.10	0.00	0.00	0.00	0.00	Matches
482	Lee Nicholls	eng ENG	GK	Huddersfield	30	1992	36.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
483	Kevin Nisbet	sct SCO	FW	Millwall	26	1997	15.5	0.32	2.45	0.84	34.2	2.46	0.84	0.13	0.38	0.00	0.00	Matches
484	Sam Nombe	eng ENG	FW,MF	Rotherham	24	1998	25.2	0.12	1.43	0.52	36.1	1.43	0.52	0.08	0.23	0.00	0.00	Matches
485	Casper de Norre	be BEL	MF	Millwall	26	1997	22.4	0.04	0.58	0.18	30.8	0.58	0.18	0.08	0.25	0.00	0.00	Matches
486	Brooke Norton-Cuffy	eng ENG	MF,DF	Millwall	19	2004	25.3	0.08	0.71	0.40	55.6	0.71	0.40	0.11	0.20	0.00	0.00	Matches
487	Marcelino Núñez	cl CHI	MF	Norwich City	23	2000	25.1	0.08	2.39	0.48	20.0	2.39	0.48	0.03	0.17	0.00	0.00	Matches
488	Lewis O'Brien	eng ENG	MF,DF	Middlesbrough	24	1998	17.5	0.00	0.74	0.17	23.1	0.74	0.17	0.00	0.00	0.00	0.00	Matches
489	Callum O'Dowda	ie IRL	MF,DF	Cardiff City	28	1995	6.1	0.16	1.31	0.66	50.0	1.31	0.65	0.13	0.25	0.00	0.00	Matches
490	Callum O'Hare	eng ENG	MF	Coventry City	25	1998	19.6	0.31	1.94	0.92	47.4	1.94	0.92	0.16	0.33	0.00	0.00	Matches
491	Max O'Leary	ie IRL	GK	Bristol City	26	1996	46.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
492	Luke O'Nien	eng ENG	DF	Sunderland	28	1994	43.0	0.05	0.47	0.16	35.0	0.47	0.16	0.10	0.29	0.00	0.00	Matches
493	Connor O'Riordan	ie IRL	DF	Blackburn	19	2003	0.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
494	Marcel Oakley	eng ENG	DF	Birmingham City	20	2002	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
495	Michael Obafemi	ie IRL	FW	Millwall	23	2000	10.2	0.20	1.67	0.88	52.9	1.66	0.88	0.12	0.22	0.00	0.00	Matches
496	Hakeem Odoffin	eng ENG	DF,MF	Rotherham	25	1998	34.5	0.12	0.84	0.23	27.6	0.84	0.23	0.14	0.50	0.00	0.00	Matches
497	Noah Ohio	nl NED	FW	Hull City	20	2003	2.7	1.11	2.59	1.48	57.1	2.57	1.47	0.43	0.75	0.00	0.00	Matches
498	Andrew Omobamidele	ie IRL	DF	Norwich City	21	2002	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
499	Abdülkadir Ömür	tr TUR	MF	Hull City	24	1999	11.0	0.00	1.36	0.55	40.0	1.36	0.54	0.00	0.00	0.00	0.00	Matches
500	Fred Onyedinma	eng ENG	FW,MF	Rotherham	26	1996	13.8	0.14	1.52	0.51	33.3	1.52	0.51	0.10	0.29	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
501	Milutin Osmajić	me MNE	FW	Preston	24	1999	19.4	0.41	1.29	0.72	56.0	1.29	0.72	0.32	0.57	0.00	0.00	Matches
502	Kenneth Paal	sr SUR	DF,MF	QPR	26	1997	42.2	0.09	0.43	0.14	33.3	0.43	0.14	0.22	0.67	0.00	0.00	Matches
503	Alex Palmer	eng ENG	GK	West Brom	26	1996	46.0	0.00	0.02	0.02	100.0	0.02	0.02	0.00	0.00	0.00	0.00	Matches
504	Kasey Palmer	jm JAM	MF	Coventry City	26	1996	19.9	0.10	2.36	0.75	31.9	2.36	0.75	0.04	0.13	0.00	0.00	Matches
505	Liam Palmer	sct SCO	DF,MF	Sheffield Weds	31	1991	26.6	0.08	0.53	0.11	21.4	0.53	0.11	0.14	0.67	0.00	0.00	Matches
506	Jonathan Panzo	eng ENG	DF	Cardiff City	22	2000	0.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
507	Samuel Parker	wls WAL	MF	Swansea City	17	2006	1.5	0.00	2.00	0.00	0.0	1.96	0.00	0.00		0.00	0.00	Matches
508	Callum Paterson	sct SCO	MF,FW	Sheffield Weds	28	1994	17.9	0.00	1.28	0.34	26.1	1.28	0.33	0.00	0.00	0.00	0.00	Matches
509	Jamie Paterson	eng ENG	MF	Swansea City	31	1991	35.8	0.20	1.90	0.50	26.5	1.90	0.50	0.10	0.39	0.00	0.00	Matches
510	Charlie Patino	eng ENG	MF	Swansea City	19	2003	14.0	0.21	1.21	0.36	29.4	1.22	0.36	0.18	0.60	0.00	0.00	Matches
511	Anthony Patterson	eng ENG	GK	Sunderland	23	2000	45.0	0.00	0.02	0.02	100.0	0.02	0.02	0.00	0.00	0.00	0.00	Matches
512	Aynsley Pears	eng ENG	GK	Blackburn	25	1998	25.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
513	Ben Pearson	eng ENG	MF	Stoke City	28	1995	20.5	0.00	0.44	0.00	0.0	0.44	0.00	0.00		0.00	0.00	Matches
514	Matty Pearson	eng ENG	DF	Huddersfield	29	1993	36.0	0.08	0.67	0.17	25.0	0.67	0.17	0.13	0.50	0.00	0.00	Matches
515	Kristian Pedersen	dk DEN	DF	Sheffield Weds	28	1994	1.5	0.00	0.67	0.00	0.0	0.65	0.00	0.00		0.00	0.00	Matches
516	Kristian Pedersen	dk DEN	DF	Swansea City	28	1994	3.2	0.00	0.31	0.00	0.0	0.31	0.00	0.00		0.00	0.00	Matches
517	Lee Peltier	eng ENG	DF	Rotherham	36	1986	20.3	0.10	0.25	0.10	40.0	0.25	0.10	0.40	1.00	0.00	0.00	Matches
518	Timothee Pembele	fr FRA	MF	Sunderland	20	2002	3.2	0.00	0.94	0.63	66.7	0.93	0.62	0.00	0.00	0.00	0.00	Matches
