Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
12	Benik Afobe	cd COD	FW	Millwall	29	1993	19	927	49	22.4	10.3	0.78	90	0.68	1.07	19	0.10	1.58	1.26	1.26	0.00	0.00	-0.20	Matches
13	Anel Ahmedhodžić	ba BIH	DF	Sheffield United	23	1999	34	2,860	84	69.1	31.8	1.01	88	0.91	0.06	18	0.03	2.21	1.76	0.66	1.10	+1.10	+1.17	Matches
14	Semi Ajayi	ng NGA	DF	West Brom	28	1993	22	1,462	66	35.3	16.2	1.05	84	0.93	0.31	7	0.56	1.59	1.42	1.42	0.00	0.00	-0.20	Matches
15	Chuba Akpom	eng ENG	MF,FW	Middlesbrough	26	1995	38	3,108	82	75.1	34.5	1.01	86	0.64	0.09	38	0.03	1.70	2.06	1.13	0.93	+0.93	+1.28	Matches
16	Marc Albrighton	eng ENG	MF	West Brom	32	1989	17	673	40	16.3	7.5	1.07	66	0.13	1.20	17	0.00	1.47	0.67	1.33	-0.67	-0.67	-0.95	Matches
17	Ajibola Alese	eng ENG	DF	Sunderland	21	2001	20	1,407	70	34.0	15.6	1.09	81	0.64	0.19	12	0.38	1.29	1.03	0.83	0.19	+0.19	-0.14	Matches
18	Jamie Allen	eng ENG	MF,FW	Coventry City	27	1995	37	2,817	76	68.0	31.3	1.09	82	0.67	0.10	11	0.03	1.48	1.05	1.05	0.00	0.00	-0.82	Matches
19	Joe Allen	wls WAL	MF	Swansea City	32	1990	25	1,235	49	29.8	13.7	1.24	65	0.15	0.58	17	0.07	1.40	1.75	1.61	0.15	+0.15	+0.08	Matches
20	Ryan Allsop	eng ENG	GK	Cardiff City	30	1992	43	3,845	89	92.9	42.7	1.01	89	0.96	0.00		0.00	1.07	0.89	1.24	-0.35	-0.35	+0.26	Matches
21	Jak Alnwick	eng ENG	GK	Cardiff City	29	1993	4	293	73	7.1	3.3	0.91	90	0.61	0.30	24	11.2	1.00	0.91	1.21	-0.30	-0.31	+0.07	Matches
22	Jordan Amissah	gh GHA	GK	Sheffield United	20	2001	1	13	13	0.3	0.1	0.00		0.00	10.0	13	130.0	1.00	0.00	0.00	0.00	0.00	-0.74	Matches
23	Ben Amos	eng ENG	GK	Wigan Athletic	32	1990	29	2,572	89	62.1	28.6	1.01	89	0.98	0.00		0.21	0.90	0.70	1.22	-0.52	-0.52	+0.16	Matches
24	Luke Amos	eng ENG	MF	QPR	25	1997	21	893	43	21.6	9.9	0.81	73	0.10	1.31	24	0.40	1.52	0.91	1.11	-0.20	-0.20	+0.49	Matches
25	Joe Anderson	eng ENG	DF	Sunderland	21	2001	4	43	11	1.0	0.5	0.00		0.00	8.00	11	14.0	2.00	0.00	0.00	0.00	0.00	-0.29	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
26	Keshi Anderson	eng ENG	MF	Blackpool	27	1995	9	433	48	10.5	4.8	1.04	66	0.42	0.83	25	0.00	0.67	1.25	1.88	-0.63	-0.62	-0.11	Matches
27	Jökull Andrésson	is ISL	GK	Reading	20	2001	0					0		0	0		1							Matches
28	Jamie Andrews	eng ENG	MF	West Brom	19	2002	0					0		0	0		3							Matches
29	Ryan Andrews	eng ENG	DF	Watford	17	2004	6	483	81	11.7	5.4	1.11	81	0.37	0.00		0.00	1.33	1.67	1.11	0.56	+0.56	+0.56	Matches
30	Faustino Anjorin	eng ENG	MF,FW	Huddersfield	20	2001	8	439	55	10.6	4.9	1.22	62	0.00	0.41	34	0.00	0.88	1.22	1.63	-0.41	-0.41	-0.09	Matches
31	Alex Aoraha	iq IRQ	MF	QPR	19	2003	0					0		0	0		2							Matches
32	Rob Apter	sct SCO	MF	Blackpool	19	2003	1	21	21	0.5	0.2	0.00		0.00	5.00	21	15.0	3.00	0.00	0.00	0.00	0.00	+0.52	Matches
33	Henrique Araújo	pt POR	FW	Watford	20	2002	8	342	43	8.3	3.8	0.79	53	0.00	1.32	36	1.84	1.00	1.32	1.32	0.00	0.00	-0.07	Matches
34	Oliver Arblaster	eng ENG	MF	Sheffield United	18	2004	4	74	19	1.8	0.8	1.25	45	0.00	3.75	10	8.75	2.25	0.00	1.25	-1.25	-1.22	-1.99	Matches
35	Cameron Archer	eng ENG	FW	Middlesbrough	21	2001	20	1,368	68	33.0	15.2	1.12	77	0.26	0.20	20	0.00	1.68	2.37	1.12	1.25	+1.25	+0.96	Matches
36	Jordan Archer	sct SCO	GK	QPR	29	1993	0					0		0	0		41							Matches
37	Sinclair Armstrong	ie IRL	MF,FW	QPR	19	2003	22	545	25	13.2	6.1	0.49	57	0.00	3.11	20	0.33	0.95	1.31	1.97	-0.66	-0.66	-0.08	Matches
38	Zachary Ashworth	wls WAL	DF,MF	West Brom	19	2002	0					0		0	0		1							Matches
39	Yaser Asprilla	co COL	MF	Watford	18	2003	37	1,507	41	36.4	16.7	0.84	70	0.18	1.38	23	0.12	1.32	1.08	1.20	-0.12	-0.12	-0.29	Matches
40	Britt Assombalonga	cd COD	FW	Watford	29	1992	11	185	17	4.5	2.1	0.48	11	0.00	4.76	17	0.48	1.00	1.43	1.43	0.00	0.00	-0.07	Matches
41	Robert Atkinson	eng ENG	DF	Bristol City	24	1998	26	2,141	82	51.7	23.8	1.05	84	0.80	0.04	39	0.08	1.35	1.47	1.30	0.17	+0.17	+0.39	Matches
42	Daniel Ayala	es ESP	DF	Blackburn	31	1990	25	1,984	79	47.9	22.0	1.05	85	0.86	0.09	16	0.09	1.60	0.95	1.18	-0.23	-0.23	-0.35	Matches
43	Loick Ayina	cg CGO	DF	Huddersfield	19	2003	0					0		0	0		6							Matches
44	Femi Azeez	ng NGA	MF,FW	Reading	21	2001	20	659	33	15.9	7.3	0.68	73	0.14	2.05	20	0.27	0.65	1.37	1.51	-0.14	-0.14	+0.41	Matches
45	Miguel Azeez	eng ENG	MF	Wigan Athletic	19	2002	2	104	52	2.5	1.2	0.83	58	0.00	0.83	46	0.00	0.50	0.83	2.50	-1.67	-1.73	-1.17	Matches
46	Abdoullah Ba	fr FRA	MF,FW	Sunderland	19	2003	27	798	30	19.3	8.9	0.90	65	0.00	2.13	15	0.90	1.34	1.46	0.90	0.56	+0.56	+0.35	Matches
47	Daniel Bachmann	at AUT	GK	Watford	28	1994	45	4,049	90	97.8	45.0	1.00	90	0.98	0.00		0.00	1.38	1.18	1.13	0.04	+0.04	-0.94	Matches
48	Juninho Bacuna	cw CUW	MF	Birmingham City	24	1997	43	2,894	67	69.9	32.2	1.02	79	0.43	0.31	28	0.03	1.14	1.02	1.18	-0.16	-0.16	+0.28	Matches
49	Leandro Bacuna	cw CUW	MF	Watford	30	1991	14	796	57	19.2	8.8	1.14	71	0.34	0.45	22	0.57	1.57	1.36	1.48	-0.11	-0.11	-0.22	Matches
50	Luke Badley-Morgan	jm JAM	DF	Stoke City	18	2003	0					0		0	0		1							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
51	Joel Bagan	ie IRL	DF	Cardiff City	22	2000	1	7	7	0.2	0.1	10.0	7	0.00	0.00		30.0	0.00	0.00	0.00	0.00	0.00	+0.37	Matches
52	Lewis Baker	eng ENG	MF	Stoke City	27	1995	44	2,764	63	66.8	30.7	0.98	87	0.78	0.46	11	0.07	1.18	1.07	1.30	-0.23	-0.23	-0.75	Matches
53	Matthew Baker	wls WAL	DF	Stoke City	19	2003	0					0		0	0		2							Matches
54	George Baldock	gr GRE	MF	Sheffield United	29	1993	36	2,876	80	69.5	32.0	1.03	85	0.72	0.09	25	0.06	2.08	1.50	0.72	0.78	+0.78	+0.14	Matches
55	Daniel Ballard	nir NIR	DF	Sunderland	22	1999	19	1,615	85	39.0	17.9	1.01	85	0.95	0.06	77	0.00	1.47	1.51	1.34	0.17	+0.17	-0.19	Matches
56	Leon Balogun	ng NGA	DF	QPR	34	1988	16	1,237	77	29.9	13.7	1.09	82	0.95	0.07	9	0.07	1.13	0.95	1.09	-0.15	-0.15	+0.63	Matches
57	Daniel Barlaser	tr TUR	MF	Middlesbrough	25	1997	11	411	37	9.9	4.6	0.65	89	0.43	1.74	18	1.30	1.67	1.30	0.65	0.65	+0.66	+0.05	Matches
58	Daniel Barlaser	tr TUR	MF	Rotherham	25	1997	28	2,425	87	58.6	26.9	1.04	87	0.82	0.00		0.00	1.11	1.23	1.49	-0.26	-0.26	-0.05	Matches
59	Ashley Barnes	eng ENG	FW,MF	Burnley	32	1989	39	1,904	49	46.0	21.2	1.04	76	0.47	0.80	14	0.28	2.28	1.70	0.66	1.04	+1.04	-0.17	Matches
60	Sam Barnes	eng ENG	DF	Blackburn	21	2001	0					0		0	0		1							Matches
61	Kyle Bartley	eng ENG	DF	West Brom	31	1991	13	663	51	16.0	7.4	0.95	84	0.54	0.81	12	0.81	1.15	0.95	1.22	-0.27	-0.27	-0.48	Matches
62	Chris Basham	eng ENG	DF	Sheffield United	34	1988	29	1,736	60	41.9	19.3	0.93	87	0.67	0.57	15	0.62	1.90	1.40	0.93	0.47	+0.47	-0.47	Matches
63	Alex Bass	eng ENG	GK	Sunderland	24	1998	0					0		0	0		46							Matches
64	Samuel Bastien	cd COD	MF,FW	Burnley	25	1996	18	551	31	13.3	6.1	1.15	64	0.00	1.80	9	2.13	2.11	1.31	1.80	-0.49	-0.49	-1.87	Matches
65	Danny Batth	eng ENG	DF	Sunderland	31	1990	40	3,466	87	83.7	38.5	1.01	87	0.88	0.03	69	0.00	1.38	1.38	1.25	0.13	+0.13	-0.94	Matches
66	Patrick Bauer	de GER	DF	Preston	29	1992	6	347	58	8.4	3.9	1.03	86	0.77	0.51	1	4.62	1.17	0.26	2.31	-2.05	-2.07	-1.93	Matches
67	Nathan Baxter	eng ENG	GK	Hull City	23	1998	12	1,080	90	26.1	12.0	1.00	90	1.00	0.00		0.67	1.08	1.17	1.75	-0.58	-0.58	-0.50	Matches
68	Vakoun Bayo	ci CIV	FW	Watford	25	1997	24	935	39	22.6	10.4	0.87	75	0.29	1.44	18	0.29	1.54	0.87	1.15	-0.29	-0.29	-0.46	Matches
69	Jake Beesley	eng ENG	MF	Blackpool	25	1996	5	195	39	4.7	2.2	0.91	74	0.00	1.36	16	0.00	0.80	1.36	1.36	0.00	0.00	+0.55	Matches
70	Amari'i Bell	jm JAM	MF,DF	Luton Town	28	1994	44	3,865	88	93.4	42.9	1.00	89	0.96	0.02	19	0.00	1.70	1.24	0.82	0.42	+0.42	+0.42	Matches
71	Sam Bell	eng ENG	MF,FW	Bristol City	20	2002	24	1,151	48	27.8	12.8	1.09	72	0.16	0.78	14	0.31	1.46	0.94	1.02	-0.08	-0.08	-0.08	Matches
72	Jobe Bellingham	eng ENG	MF	Birmingham City	16	2005	22	612	28	14.8	6.8	0.74	79	0.29	2.50	13	1.76	1.14	0.59	2.06	-1.47	-1.47	-1.45	Matches
73	Steven Benda	de GER	GK	Swansea City	23	1998	21	1,860	89	44.9	20.7	1.01	89	0.97	0.00		0.34	1.57	1.59	1.30	0.29	+0.29	+0.37	Matches
74	Lewys Benjamin	wls WAL	GK	Cardiff City	15	2006	0					0		0	0		2							Matches
75	Joe Bennett	eng ENG	DF	Wigan Athletic	32	1990	15	743	50	17.9	8.3	1.08	66	0.12	0.72	26	1.08	1.13	0.84	1.33	-0.48	-0.48	+0.12	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
76	Mason Bennett	eng ENG	MF,FW	Millwall	26	1996	21	564	27	13.6	6.3	1.11	56	0.00	2.22	12	0.16	1.52	0.95	1.11	-0.16	-0.16	-0.36	Matches
77	Jewison Bennette	cr CRC	MF	Sunderland	18	2004	15	250	17	6.0	2.8	0.00		0.00	5.36	17	3.57	1.07	1.79	1.07	0.71	+0.72	+0.47	Matches
78	Daniel Bentley	eng ENG	GK	Bristol City	29	1993	13	1,170	90	28.3	13.0	1.00	90	1.00	0.00		1.15	1.15	1.54	1.62	-0.08	-0.08	-0.08	Matches
79	Jóhann Berg Guðmundsson	is ISL	MF	Burnley	31	1990	37	1,962	53	47.4	21.8	1.06	69	0.05	0.64	26	0.09	2.30	1.93	0.73	1.19	+1.19	+0.12	Matches
80	Sander Berge	no NOR	MF	Sheffield United	24	1998	37	3,103	84	75.0	34.5	0.99	88	0.78	0.09	32	0.00	2.08	1.62	0.78	0.84	+0.84	+0.41	Matches
81	Luke Berry	eng ENG	MF	Luton Town	30	1992	21	675	32	16.3	7.5	0.53	78	0.27	2.27	21	2.27	1.61	1.47	0.40	1.07	+1.07	+0.81	Matches
82	Jordan Beyer	de GER	DF	Burnley	22	2000	30	2,531	84	61.1	28.1	1.03	86	0.93	0.04	29	0.04	2.33	2.03	0.71	1.32	+1.32	+0.48	Matches
83	Bartosz Białkowski	pl POL	GK	Millwall	35	1987	10	900	90	21.7	10.0	1.00	90	1.00	0.00		3.60	1.30	1.20	1.30	-0.10	-0.10	-0.32	Matches
84	Jake Bidwell	eng ENG	MF	Coventry City	29	1993	45	3,487	77	84.2	38.7	1.03	85	0.78	0.13	17	0.03	1.54	1.11	0.98	0.13	+0.13	-0.84	Matches
85	Krystian Bielik	pl POL	MF	Birmingham City	24	1998	35	2,909	83	70.3	32.3	1.08	83	0.65	0.00		0.00	1.31	0.99	1.30	-0.31	-0.31	-0.24	Matches
86	Nicholas Bilokapic	au AUS	GK	Huddersfield	19	2002	6	480	80	11.6	5.3	0.94	90	0.94	0.19	30	5.85	0.67	0.57	2.45	-1.89	-1.87	-1.75	Matches
87	Bryant Bilongo	eng ENG	DF,MF	Middlesbrough	20	2001	0					0		0	0		3							Matches
88	Tyler Blackett	eng ENG	DF	Rotherham	28	1994	6	317	53	7.7	3.5	0.86	64	0.00	0.86	42	0.00	0.67	0.86	1.14	-0.29	-0.28	-0.05	Matches
89	Adrian Blake	eng ENG	FW,MF	Watford	17	2005	1	6	6	0.1	0.1	0.00		0.00	10.0	6	20.0	3.00	0.00	0.00	0.00	0.00	-0.07	Matches
90	Jayden Bogle	eng ENG	MF	Sheffield United	22	2000	20	1,386	69	33.5	15.4	1.04	84	0.65	0.26	12	0.32	1.80	1.43	1.04	0.39	+0.39	-0.53	Matches
91	Marc Bola	eng ENG	DF,MF	Middlesbrough	24	1997	25	1,021	41	24.7	11.3	0.80	86	0.71	1.42	16	1.33	1.64	1.24	1.24	0.00	0.00	-0.81	Matches
92	Tolaji Bola	eng ENG	DF	Rotherham	23	1999	2	38	19	0.9	0.4	0.00		0.00	5.00	19	5.00	2.00	5.00	0.00	5.00	+4.74	+5.02	Matches
93	Jack Bonham	ie IRL	GK	Stoke City	28	1993	23	2,025	88	48.9	22.5	0.98	90	0.98	0.04	45	0.89	1.22	1.38	1.16	0.22	+0.22	+0.39	Matches
94	Macauley Bonne	zw ZIM	DF,FW	QPR	26	1995	8	67	8	1.6	0.7	0.00		0.00	11.4	8	2.86	1.75	1.43	0.00	1.43	+1.34	+1.96	Matches
95	Dean Bouzanis	au AUS	GK	Reading	31	1990	5	419	84	10.1	4.7	0.85	90	0.85	0.21	59	7.45	1.20	0.64	1.91	-1.28	-1.29	-0.90	Matches
96	Josh Bowler	eng ENG	MF,FW	Blackpool	23	1999	25	1,744	70	42.1	19.4	0.98	83	0.52	0.31	27	0.10	0.80	0.93	1.49	-0.57	-0.57	-0.08	Matches
97	Coniah Boyce-Clarke	jm JAM	GK	Reading	19	2003	1	90	90	2.2	1.0	1.00	90	1.00	0.00		8.00	0.00	0.00	2.00	-2.00	-2.00	-1.56	Matches
98	Caolan Boyd-Munce	nir NIR	MF	Middlesbrough	22	2000	1	1	1	0.0	0.0	0		0	1	1	2	0.00	0	0	0	0.00	-0.61	Matches
99	Will Boyle	eng ENG	DF	Huddersfield	26	1995	16	808	51	19.5	9.0	0.89	84	0.67	0.89	17	0.44	1.13	0.78	1.22	-0.44	-0.45	-0.15	Matches
100	Sonny Bradley	eng ENG	DF	Luton Town	30	1991	19	1,222	64	29.5	13.6	1.03	83	0.88	0.37	13	0.37	1.47	0.88	0.96	-0.07	-0.07	-0.66	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
101	Tom Bradshaw	wls WAL	FW	Millwall	30	1992	41	3,052	74	73.7	33.9	1.12	80	0.27	0.09	9	0.06	1.56	1.36	1.00	0.35	+0.35	+0.77	Matches
102	Robbie Brady	ie IRL	MF	Preston	30	1992	34	2,099	62	50.7	23.3	1.03	80	0.43	0.43	18	0.13	1.53	1.12	1.12	0.00	0.00	+0.62	Matches
103	Cohen Bramall	eng ENG	MF,DF	Rotherham	26	1996	39	2,577	66	62.2	28.6	0.94	85	0.66	0.42	24	0.17	1.00	0.70	1.12	-0.42	-0.42	-0.48	Matches
104	James Bree	eng ENG	MF,DF	Luton Town	24	1997	27	2,430	90	58.7	27.0	1.00	90	1.00	0.00		0.00	1.56	1.30	1.07	0.22	+0.22	-0.41	Matches
105	Ben Brereton	cl CHI	MF,FW	Blackburn	23	1999	43	3,457	80	83.5	38.4	1.02	86	0.68	0.10	28	0.03	1.47	1.15	1.12	0.03	+0.03	+0.42	Matches
106	Rhian Brewster	eng ENG	FW	Sheffield United	22	2000	16	570	36	13.8	6.3	0.79	67	0.00	1.75	21	0.16	1.81	1.90	1.11	0.79	+0.79	+0.06	Matches
107	Liam Bridcutt	sct SCO	MF	Blackpool	33	1989	4	182	46	4.4	2.0	1.00	52	0.00	1.00	40	1.00	1.75	3.00	1.50	1.50	+1.48	+2.10	Matches
108	Callum Brittain	eng ENG	DF,MF	Blackburn	24	1998	27	1,425	53	34.4	15.8	0.95	80	0.76	0.76	18	0.38	1.22	1.39	1.08	0.32	+0.32	+0.55	Matches
109	Nathan Broadhead	wls WAL	FW,MF	Wigan Athletic	24	1998	22	1,069	49	25.8	11.9	0.92	73	0.00	0.92	24	0.08	0.86	1.34	2.02	-0.67	-0.67	-0.12	Matches
110	Andre Brooks	jm JAM	MF	Sheffield United	18	2003	1	1	1	0.0	0.0	0		0	1	1	9	3.00	0	0	0	0.00	-0.74	Matches
111	Jacob Brown	sct SCO	MF,FW	Stoke City	24	1998	38	2,768	73	66.9	30.8	0.97	85	0.78	0.26	26	0.00	1.16	1.43	1.10	0.32	+0.33	+0.92	Matches
112	Alan Browne	ie IRL	MF	Preston	27	1995	36	2,631	73	63.6	29.2	1.06	82	0.55	0.17	18	0.03	1.39	0.92	1.16	-0.24	-0.24	+0.18	Matches
113	Josh Brownhill	eng ENG	MF	Burnley	26	1995	41	3,574	87	86.3	39.7	1.03	87	0.88	0.00		0.00	2.27	1.91	0.65	1.26	+1.26	+0.94	Matches
114	John Buckley	eng ENG	MF	Blackburn	22	1999	21	1,465	70	35.4	16.3	1.04	79	0.61	0.25	30	0.43	1.29	1.17	1.23	-0.06	-0.06	-0.03	Matches
115	Tyler Burey	eng ENG	MF,FW	Millwall	20	2001	24	922	38	22.3	10.2	0.78	70	0.10	1.57	23	0.20	1.50	1.37	0.69	0.69	+0.68	+0.68	Matches
116	Oliver Burke	sct SCO	MF	Millwall	25	1997	17	767	45	18.5	8.5	0.94	77	0.12	1.06	17	0.00	1.29	1.06	1.53	-0.47	-0.47	-0.76	Matches
117	Reece Burke	eng ENG	DF	Luton Town	25	1996	20	1,305	65	31.5	14.5	1.03	78	0.69	0.34	26	0.28	1.91	1.24	0.55	0.69	+0.69	+0.44	Matches
118	Jack Burroughs	sct SCO	MF	Coventry City	21	2001	12	439	37	10.6	4.9	1.02	70	0.20	1.43	13	3.27	1.08	1.02	0.82	0.20	+0.21	-0.06	Matches
119	Josef Bursik	eng ENG	GK	Stoke City	22	2000	16	1,440	90	34.8	16.0	1.00	90	1.00	0.00		0.63	1.13	1.06	1.38	-0.31	-0.31	-0.51	Matches
120	David Button	eng ENG	GK	West Brom	33	1989	13	1,170	90	28.3	13.0	1.00	90	1.00	0.00		1.92	1.00	1.38	1.46	-0.08	-0.08	-0.29	Matches
121	Jili Buyabu	eng ENG	MF	Sheffield United	20	2001	1	17	17	0.4	0.2	0.00		0.00	5.00	17	5.00	3.00	0.00	5.00	-5.00	-5.29	-6.06	Matches
122	Sam Byram	eng ENG	DF	Norwich City	28	1993	15	1,080	72	26.1	12.0	0.92	83	0.58	0.33	42	0.17	1.47	1.33	1.00	0.33	+0.33	+0.36	Matches
123	Ben Cabango	wls WAL	DF	Swansea City	22	2000	43	3,744	87	90.4	41.6	1.01	89	0.94	0.02	16	0.05	1.49	1.49	1.42	0.07	+0.07	-0.16	Matches
124	Etienne Camara	fr FRA	MF	Huddersfield	19	2003	20	1,247	62	30.1	13.9	0.94	88	0.79	0.50	14	0.58	1.05	0.86	1.37	-0.50	-0.51	-0.26	Matches
125	Mamadi Camará	gw GNB	MF	Reading	18	2003	5	107	21	2.6	1.2	0.83	45	0.00	3.33	16	1.67	0.40	0.00	1.67	-1.67	-1.68	-1.24	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
126	Allan Campbell	sct SCO	MF	Luton Town	24	1998	42	3,253	77	78.6	36.1	1.05	83	0.55	0.11	28	0.11	1.79	1.16	0.89	0.28	+0.28	-0.54	Matches
127	Tate Campbell	eng ENG	MF	Birmingham City	20	2002	1	3	3	0.1	0.0	0		0	1	3	0	0.00	0	1	-1	-30.00	-29.78	Matches
128	Tyrese Campbell	eng ENG	FW,MF	Stoke City	22	1999	41	2,656	65	64.2	29.5	1.02	80	0.51	0.37	23	0.03	1.07	1.29	1.12	0.17	+0.17	+0.41	Matches
129	Andy Cannon	eng ENG	MF	Hull City	26	1996	5	192	38	4.6	2.1	0.48	74	0.00	1.90	30	0.95	1.60	0.95	2.86	-1.90	-1.87	-1.74	Matches
130	Tom Cannon	ie IRL	FW	Preston	19	2002	20	1,674	84	40.4	18.6	1.02	87	0.75	0.05	22	0.00	1.30	1.13	1.72	-0.59	-0.59	-0.48	Matches
131	Todd Cantwell	eng ENG	FW,MF	Norwich City	24	1998	18	861	48	20.8	9.6	0.94	77	0.31	0.94	19	0.10	1.56	1.46	1.15	0.31	+0.31	+0.31	Matches
132	Sonny Carey	eng ENG	MF,FW	Blackpool	21	2001	37	2,448	66	59.1	27.2	0.96	83	0.66	0.40	26	0.18	1.03	0.74	1.36	-0.63	-0.62	-0.25	Matches
133	Álvaro Carreras	es ESP	MF	Preston	19	2003	39	2,654	68	64.1	29.5	0.92	88	0.64	0.41	24	0.10	1.23	0.95	1.29	-0.34	-0.34	-0.10	Matches
134	Andy Carroll	eng ENG	FW	Reading	33	1989	30	1,940	65	46.9	21.6	1.06	81	0.60	0.32	13	0.05	1.10	1.06	1.16	-0.09	-0.09	+0.73	Matches
135	Hayden Carter	eng ENG	DF	Blackburn	22	1999	30	2,251	75	54.4	25.0	0.96	89	0.92	0.24	21	0.16	1.60	1.20	1.12	0.08	+0.08	+0.27	Matches
136	Cesare Casadei	it ITA	MF	Reading	19	2003	15	1,108	74	26.8	12.3	1.06	83	0.65	0.16	16	0.24	0.67	0.89	1.46	-0.57	-0.57	-0.12	Matches
137	Charlie Casper	eng ENG	GK	Burnley	17	2005	0					0		0	0		2							Matches
138	Craig Cathcart	nir NIR	DF	Watford	33	1989	28	2,268	81	54.8	25.2	1.03	86	0.83	0.08	15	0.16	1.39	1.07	0.91	0.16	+0.16	+0.21	Matches
139	Steven Caulker	sl SLE	DF	Wigan Athletic	30	1991	9	497	55	12.0	5.5	0.91	72	0.36	0.73	34	1.82	0.67	0.18	1.27	-1.09	-1.09	-0.57	Matches
140	Bersant Celina	xk KVX	MF,FW	Stoke City	25	1996	6	265	44	6.4	2.9	1.03	78	0.34	1.03	11	1.03	0.67	0.00	1.72	-1.72	-1.70	-1.84	Matches
141	Ilias Chair	ma MAR	MF,FW	QPR	24	1997	40	3,271	82	79.0	36.3	1.05	84	0.58	0.06	32	0.00	1.10	1.10	1.40	-0.30	-0.30	+1.35	Matches
142	Nathaniel Chalobah	eng ENG	MF	West Brom	27	1994	13	610	47	14.7	6.8	1.03	66	0.29	0.88	25	0.00	1.62	0.88	1.03	-0.15	-0.15	-0.33	Matches
143	Alfie Chang	eng ENG	MF	Birmingham City	19	2002	13	693	53	16.7	7.7	0.91	86	0.52	0.78	15	1.69	0.92	0.91	0.91	0.00	0.00	+0.29	Matches
144	Jacob Chapman	au AUS	GK	Huddersfield	21	2000	0					0		0	0		7							Matches
145	Ismaila Cheick Coulibaly	ml MLI	MF	Sheffield United	21	2000	1	1	1	0.0	0.0	0		0	1	1	5	3.00	0	0	0	0.00	-0.74	Matches
146	Youssef Chentouf	eng ENG	FW	Wigan Athletic	18	2004	1	3	3	0.1	0.0	0		0	1	3	0	1.00	0	0	0	0.00	+0.59	Matches
147	Tahith Chong	cw CUW	MF,FW	Birmingham City	22	1999	38	2,838	75	68.6	31.5	1.11	79	0.35	0.10	27	0.00	1.26	1.11	1.21	-0.10	-0.10	+0.46	Matches
