Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
273	Dwight Gayle	eng ENG	FW	Stoke City	31	1990	35	31	2,385	26.5	0.11	0.19	0.30	0.11	0.00	0.00	0.11	0.00	0.11	0.19	0.30	0.11	0.30	Matches
274	Joe Gelhardt	eng ENG	FW	Sunderland	20	2002	18	16	1,198	13.3	0.23	0.23	0.45	0.23	0.00	0.00	0.08	0.00	0.23	0.23	0.45	0.23	0.45	Matches
275	Dimitris Giannoulis	gr GRE	DF	Norwich City	26	1995	26	20	1,661	18.5	0.00	0.05	0.05	0.00	0.00	0.00	0.22	0.00	0.00	0.05	0.05	0.00	0.05	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
276	Liam Gibbs	eng ENG	MF	Norwich City	19	2002	34	18	1,693	18.8	0.05	0.00	0.05	0.05	0.00	0.00	0.32	0.00	0.05	0.00	0.05	0.05	0.05	Matches
277	Ben Gibson	eng ENG	DF	Norwich City	29	1993	23	20	1,769	19.7	0.00	0.05	0.05	0.00	0.00	0.00	0.25	0.00	0.00	0.05	0.05	0.00	0.05	Matches
278	Ryan Giles	eng ENG	DF,MF	Middlesbrough	22	2000	45	43	3,836	42.6	0.00	0.26	0.26	0.00	0.00	0.00	0.02	0.00	0.00	0.26	0.26	0.00	0.26	Matches
279	Matthew Godden	eng ENG	FW	Coventry City	31	1991	30	22	1,979	22.0	0.36	0.18	0.55	0.27	0.09	0.09	0.00	0.00	0.36	0.18	0.55	0.27	0.45	Matches
280	Lynden Gooch	us USA	DF,MF	Sunderland	26	1995	30	27	2,366	26.3	0.04	0.11	0.15	0.04	0.00	0.00	0.27	0.00	0.04	0.11	0.15	0.04	0.15	Matches
281	Charlie Goode	eng ENG	DF	Blackpool	26	1995	2	2	117	1.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
282	Kyron Gordon	eng ENG	DF	Sheffield United	20	2002	1	1	74	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
283	Dan Gosling	eng ENG	DF,MF	Watford	32	1990	17	9	884	9.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
284	Jordan Graham	eng ENG	MF,DF	Birmingham City	27	1995	25	12	1,220	13.6	0.00	0.15	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.15	0.00	0.15	Matches
285	Karlan Grant	eng ENG	FW,MF	West Brom	24	1997	31	18	1,719	19.1	0.16	0.00	0.16	0.10	0.05	0.10	0.05	0.00	0.16	0.00	0.16	0.10	0.10	Matches
286	Jacob Greaves	eng ENG	DF	Hull City	21	2000	44	40	3,568	39.6	0.10	0.05	0.15	0.10	0.00	0.00	0.18	0.00	0.10	0.05	0.15	0.10	0.15	Matches
287	Jack Grieves	eng ENG	FW	Watford	17	2004	2	0	6	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
288	Joshua Griffiths	eng ENG	GK	West Brom	20	2001	10	10	900	10.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
289	Matt Grimes	eng ENG	MF	Swansea City	27	1995	44	44	3,958	44.0	0.02	0.16	0.18	0.02	0.00	0.00	0.18	0.00	0.02	0.16	0.18	0.02	0.18	Matches
290	Daniel Grimshaw	eng ENG	GK	Blackpool	24	1998	18	18	1,620	18.0	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
291	Nesta Guinness-Walker	eng ENG	MF,DF	Reading	22	1999	28	18	1,648	18.3	0.00	0.05	0.05	0.00	0.00	0.00	0.11	0.00	0.00	0.05	0.05	0.00	0.05	Matches
292	Angus Gunn	sct SCO	GK	Norwich City	26	1996	30	30	2,700	30.0	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	Matches
293	Viktor Gyökeres	se SWE	FW	Coventry City	24	1998	46	44	4,023	44.7	0.47	0.22	0.69	0.40	0.07	0.09	0.16	0.00	0.47	0.22	0.69	0.40	0.63	Matches
294	Hayden Hackney	eng ENG	MF	Middlesbrough	20	2002	34	32	2,737	30.4	0.10	0.13	0.23	0.10	0.00	0.00	0.30	0.00	0.10	0.13	0.23	0.10	0.23	Matches
295	George Hall	eng ENG	MF,FW	Birmingham City	18	2004	30	13	1,268	14.1	0.14	0.07	0.21	0.14	0.00	0.00	0.00	0.00	0.14	0.07	0.21	0.14	0.21	Matches
296	Grant Hall	eng ENG	DF	Rotherham	30	1991	20	18	1,457	16.2	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	Matches
297	Niko Hämäläinen	fi FIN	DF	QPR	25	1997	2	1	92	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
298	Ben Hamer	eng ENG	GK	Watford	34	1987	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
299	Gustavo Hamer	nl NED	MF	Coventry City	25	1997	41	39	3,471	38.6	0.23	0.28	0.52	0.23	0.00	0.00	0.21	0.05	0.23	0.29	0.52	0.23	0.52	Matches
300	CJ Hamilton	ie IRL	MF,FW	Blackpool	27	1995	39	18	1,794	19.9	0.05	0.20	0.25	0.05	0.00	0.00	0.00	0.00	0.05	0.20	0.25	0.05	0.25	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
301	Grant Hanley	sct SCO	DF	Norwich City	30	1991	39	39	3,448	38.3	0.03	0.03	0.05	0.03	0.00	0.00	0.23	0.03	0.03	0.03	0.05	0.03	0.05	Matches
302	Wes Harding	jm JAM	DF,MF	Rotherham	25	1996	43	33	3,161	35.1	0.03	0.09	0.11	0.03	0.00	0.00	0.26	0.00	0.03	0.09	0.11	0.03	0.11	Matches
303	Kian Harratt	eng ENG	FW	Huddersfield	20	2002	4	0	19	0.2	5.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	4.74	0.00	4.74	4.74	4.74	Matches
304	Mark Harris	wls WAL	FW,MF	Cardiff City	23	1998	35	14	1,611	17.9	0.17	0.00	0.17	0.17	0.00	0.00	0.34	0.00	0.17	0.00	0.17	0.17	0.17	Matches
305	Taylor Harwood-Bellis	eng ENG	DF	Burnley	20	2002	32	31	2,766	30.7	0.03	0.07	0.10	0.03	0.00	0.00	0.20	0.00	0.03	0.07	0.10	0.03	0.10	Matches
306	Kortney Hause	eng ENG	DF	Watford	27	1995	3	2	191	2.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
307	Isaac Hayden	jm JAM	MF	Norwich City	27	1995	14	9	813	9.0	0.00	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00	0.00	0.00	Matches
308	Jaheim Headley	eng ENG	MF,DF	Huddersfield	20	2001	11	9	679	7.5	0.13	0.13	0.27	0.13	0.00	0.00	0.27	0.00	0.13	0.13	0.27	0.13	0.27	Matches
309	Ryan Hedges	wls WAL	MF,FW	Blackburn	27	1995	43	27	2,493	27.7	0.14	0.14	0.29	0.14	0.00	0.00	0.11	0.00	0.14	0.14	0.29	0.14	0.29	Matches
310	Michał Helik	pl POL	DF	Huddersfield	26	1995	36	36	3,228	35.9	0.06	0.06	0.11	0.06	0.00	0.00	0.06	0.00	0.06	0.06	0.11	0.06	0.11	Matches
311	Robbie Hemfrey	sct SCO	GK	Rotherham	20	2002	1	0	45	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
312	Jeff Hendrick	ie IRL	MF	Reading	30	1992	45	45	4,022	44.7	0.09	0.02	0.11	0.09	0.00	0.00	0.07	0.00	0.09	0.02	0.11	0.09	0.11	Matches
313	Onel Hernández	cu CUB	MF,FW	Norwich City	29	1993	39	19	1,864	20.7	0.10	0.24	0.34	0.10	0.00	0.00	0.24	0.00	0.10	0.24	0.34	0.10	0.34	Matches
314	Scott High	sct SCO	MF	Rotherham	21	2001	13	1	361	4.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
315	Scott High	sct SCO	MF	Huddersfield	21	2001	9	6	511	5.7	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	Matches
316	George Hirst	sct SCO	FW	Blackburn	23	1999	9	2	276	3.1	0.00	0.00	0.00	0.00	0.00	0.32	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Matches
317	Wesley Hoedt	nl NED	DF	Watford	28	1994	15	14	1,238	13.8	0.07	0.00	0.07	0.07	0.00	0.00	0.36	0.00	0.07	0.00	0.07	0.07	0.07	Matches
318	Ki-Jana Hoever	nl NED	DF,MF	Stoke City	20	2002	15	11	1,041	11.6	0.34	0.09	0.43	0.34	0.00	0.00	0.00	0.00	0.35	0.09	0.43	0.35	0.43	Matches
319	Scott Hogan	ie IRL	FW	Birmingham City	30	1992	37	30	2,717	30.2	0.33	0.03	0.36	0.30	0.03	0.07	0.07	0.00	0.33	0.03	0.36	0.30	0.33	Matches
320	Jonathan Hogg	eng ENG	MF	Huddersfield	33	1988	30	28	2,384	26.5	0.00	0.04	0.04	0.00	0.00	0.00	0.34	0.00	0.00	0.04	0.04	0.00	0.04	Matches
321	Junior Hoilett	ca CAN	MF,DF	Reading	32	1990	34	30	2,551	28.3	0.04	0.00	0.04	0.04	0.00	0.00	0.14	0.00	0.04	0.00	0.04	0.04	0.04	Matches
322	Bradley Holmes	eng ENG	MF	Blackpool	19	2002	3	0	34	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
323	Duane Holmes	us USA	MF,FW	Huddersfield	27	1994	27	20	1,629	18.1	0.11	0.11	0.22	0.11	0.00	0.00	0.28	0.00	0.11	0.11	0.22	0.11	0.22	Matches
324	Tom Holmes	eng ENG	DF	Reading	22	2000	40	39	3,413	37.9	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	Matches
325	Joel Holvey		MF	Rotherham			1	0	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
326	George Honeyman	eng ENG	MF	Millwall	27	1994	38	26	2,141	23.8	0.04	0.13	0.17	0.04	0.00	0.00	0.17	0.00	0.04	0.13	0.17	0.04	0.17	Matches
327	Matthew Hoppe	us USA	FW	Middlesbrough	21	2001	6	0	69	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
328	Ethan Horvath	us USA	GK	Luton Town	27	1995	44	44	3,960	44.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
329	Ryan Howley	wls WAL	MF	Coventry City	18	2003	4	2	178	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	Matches
330	Jonny Howson	eng ENG	MF	Middlesbrough	34	1988	44	43	3,704	41.2	0.00	0.07	0.07	0.00	0.00	0.00	0.22	0.00	0.00	0.07	0.07	0.00	0.07	Matches
331	Niall Huggins	wls WAL	DF	Sunderland	21	2000	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
332	Andrew Hughes	wls WAL	DF	Preston	30	1992	30	26	2,318	25.8	0.08	0.08	0.16	0.08	0.00	0.00	0.23	0.00	0.08	0.08	0.16	0.08	0.16	Matches
333	Charlie Hughes	eng ENG	DF	Wigan Athletic	18	2003	20	19	1,513	16.8	0.06	0.00	0.06	0.06	0.00	0.00	0.12	0.00	0.06	0.00	0.06	0.06	0.06	Matches
334	Jordan Hugill	eng ENG	FW	Norwich City	30	1992	7	0	68	0.8	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
335	Jordan Hugill	eng ENG	FW	Rotherham	30	1992	18	18	1,415	15.7	0.32	0.00	0.32	0.19	0.13	0.13	0.25	0.00	0.32	0.00	0.32	0.19	0.19	Matches
336	Trai Hume	nir NIR	DF	Sunderland	20	2002	28	23	2,177	24.2	0.04	0.08	0.12	0.04	0.00	0.00	0.21	0.00	0.04	0.08	0.12	0.04	0.12	Matches
337	Cameron Humphreys	eng ENG	DF	Rotherham	23	1998	38	35	3,114	34.6	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	Matches
338	Stephen Humphrys	eng ENG	FW,MF	Wigan Athletic	24	1997	2	0	34	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
339	Joseph Hungbo	eng ENG	FW,MF	Huddersfield	22	2000	14	8	665	7.4	0.41	0.14	0.54	0.41	0.00	0.00	0.00	0.00	0.41	0.14	0.54	0.41	0.54	Matches
340	Joseph Hungbo	eng ENG	MF	Watford	22	2000	7	0	95	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
341	James Husband	eng ENG	DF	Blackpool	28	1994	29	24	2,147	23.9	0.00	0.04	0.04	0.00	0.00	0.00	0.13	0.00	0.00	0.04	0.04	0.00	0.04	Matches
342	Sam Hutchinson	eng ENG	DF,MF	Reading	32	1989	11	11	786	8.7	0.00	0.11	0.11	0.00	0.00	0.00	0.34	0.00	0.00	0.11	0.11	0.00	0.11	Matches
343	Shaun Hutchinson	eng ENG	DF	Millwall	31	1990	28	22	1,957	21.7	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
344	Dominic Hyam	sct SCO	DF	Blackburn	26	1995	37	36	3,253	36.1	0.03	0.06	0.08	0.03	0.00	0.00	0.11	0.00	0.03	0.06	0.08	0.03	0.08	Matches
345	Dominic Hyam	sct SCO	DF	Coventry City	26	1995	2	2	180	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
346	Adam Idah	ie IRL	FW,MF	Norwich City	21	2001	25	11	1,163	12.9	0.16	0.08	0.23	0.16	0.00	0.00	0.23	0.00	0.15	0.08	0.23	0.15	0.23	Matches
347	Tom Ince	eng ENG	MF,FW	Reading	30	1992	38	36	3,263	36.3	0.25	0.11	0.36	0.22	0.03	0.03	0.17	0.00	0.25	0.11	0.36	0.22	0.33	Matches
348	Matt Ingram	eng ENG	GK	Hull City	28	1993	22	22	1,980	22.0	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	Matches
349	Tim Iroegbunam	eng ENG	MF	QPR	19	2003	32	28	2,273	25.3	0.08	0.00	0.08	0.08	0.00	0.00	0.28	0.00	0.08	0.00	0.08	0.08	0.08	Matches
350	Harvey Isted	eng ENG	GK	Luton Town	25	1997	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
351	Ben Jackson	eng ENG	MF,FW	Huddersfield	21	2001	19	12	1,226	13.6	0.07	0.07	0.15	0.07	0.00	0.00	0.15	0.00	0.07	0.07	0.15	0.07	0.15	Matches
352	Phil Jagielka	eng ENG	DF	Stoke City	39	1982	27	26	2,378	26.4	0.08	0.04	0.11	0.08	0.00	0.00	0.00	0.00	0.08	0.04	0.11	0.08	0.11	Matches
353	Jordan James	wls WAL	MF	Birmingham City	18	2004	33	9	1,048	11.6	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
354	Matty James	eng ENG	MF	Bristol City	31	1991	34	33	2,961	32.9	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	Matches
355	William Jarvis	eng ENG	MF	Hull City	19	2002	2	0	33	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
356	Daniel Jebbison	ca CAN	FW	Sheffield United	18	2003	16	5	492	5.5	0.18	0.18	0.36	0.18	0.00	0.00	0.18	0.00	0.18	0.18	0.37	0.18	0.37	Matches
357	Cameron Jerome	eng ENG	FW	Luton Town	35	1986	21	0	349	3.9	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.26	0.00	0.26	Matches
358	Lucas João	ao ANG	FW	Reading	28	1993	34	19	1,877	20.9	0.33	0.10	0.43	0.24	0.10	0.10	0.00	0.00	0.34	0.10	0.43	0.24	0.34	Matches
359	João Pedro	br BRA	MF,FW	Watford	20	2001	35	31	2,787	31.0	0.35	0.13	0.48	0.32	0.03	0.03	0.23	0.00	0.36	0.13	0.48	0.32	0.45	Matches
360	Stefan Johansen	no NOR	MF	QPR	31	1991	29	21	1,710	19.0	0.11	0.32	0.42	0.11	0.00	0.00	0.32	0.00	0.11	0.32	0.42	0.11	0.42	Matches
361	Viktor Johansson	se SWE	GK	Rotherham	23	1998	43	43	3,870	43.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
362	Daniel Johnson	jm JAM	MF,FW	Preston	29	1992	34	26	2,132	23.7	0.04	0.13	0.17	0.00	0.04	0.04	0.25	0.00	0.04	0.13	0.17	0.00	0.13	Matches
363	Joseph Johnson	eng ENG	DF	Luton Town	16	2006	2	0	39	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
364	Alfie Jones	ca CAN	DF,MF	Hull City	24	1997	40	40	3,519	39.1	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
365	Callum Jones	wls WAL	MF	Hull City	21	2001	1	0	7	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
366	Isaiah Jones	gy GUY	MF	Middlesbrough	23	1999	34	24	2,368	26.3	0.11	0.19	0.30	0.11	0.00	0.00	0.30	0.00	0.11	0.19	0.30	0.11	0.30	Matches
367	Jamie Jones	eng ENG	GK	Wigan Athletic	33	1989	17	16	1,478	16.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
368	Patrick Jones	wls WAL	FW	Huddersfield	19	2003	6	0	168	1.9	0.53	0.00	0.53	0.53	0.00	0.00	0.53	0.00	0.54	0.00	0.54	0.54	0.54	Matches
369	Lukas Jutkiewicz	eng ENG	FW	Birmingham City	33	1989	43	18	1,858	20.6	0.24	0.10	0.34	0.24	0.00	0.00	0.19	0.00	0.24	0.10	0.34	0.24	0.34	Matches
370	Sory Kaba	gn GUI	FW	Cardiff City	27	1995	17	12	1,144	12.7	0.63	0.08	0.71	0.55	0.08	0.24	0.00	0.00	0.63	0.08	0.71	0.55	0.63	Matches
371	Christian Kabasele	be BEL	DF	Watford	31	1991	25	21	1,860	20.7	0.05	0.00	0.05	0.05	0.00	0.00	0.10	0.00	0.05	0.00	0.05	0.05	0.05	Matches
372	Dylan Kadji	eng ENG	MF	Bristol City	18	2003	2	0	27	0.3	0.00	0.00	0.00	0.00	0.00	0.00	3.33	0.00	0.00	0.00	0.00	0.00	0.00	Matches
373	Osman Kakay	sl SLE	DF,MF	QPR	24	1997	21	11	1,243	13.8	0.00	0.07	0.07	0.00	0.00	0.00	0.14	0.00	0.00	0.07	0.07	0.00	0.07	Matches
374	Tomáš Kalas	cz CZE	DF	Bristol City	29	1993	8	2	318	3.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
375	Samuel Kalu	ng NGA	MF,FW	Watford	24	1997	9	2	231	2.6	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
376	Abu Kamara	eng ENG	FW,MF	Norwich City	19	2003	3	0	39	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
377	Hassane Kamara	ci CIV	DF,MF	Watford	28	1994	32	30	2,614	29.0	0.00	0.07	0.07	0.00	0.00	0.00	0.28	0.07	0.00	0.07	0.07	0.00	0.07	Matches
378	Florian Kamberi	ch SUI	FW,MF	Huddersfield	27	1995	1	0	15	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
379	Thomas Kaminski	be BEL	GK	Blackburn	29	1992	28	28	2,520	28.0	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
380	Todd Kane	eng ENG	MF	Coventry City	28	1993	9	2	239	2.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
381	David Kasumu	eng ENG	MF	Huddersfield	22	1999	33	26	2,215	24.6	0.00	0.04	0.04	0.00	0.00	0.00	0.41	0.04	0.00	0.04	0.04	0.00	0.04	Matches
382	Edo Kayembe	cd COD	MF	Watford	24	1998	21	19	1,771	19.7	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	Matches
383	Will Keane	ie IRL	MF,FW	Wigan Athletic	29	1993	43	38	3,272	36.4	0.33	0.05	0.38	0.27	0.05	0.05	0.08	0.00	0.33	0.06	0.39	0.28	0.33	Matches
384	Georgie Kelly	ie IRL	FW	Rotherham	25	1996	29	3	702	7.8	0.51	0.00	0.51	0.51	0.00	0.00	0.13	0.00	0.51	0.00	0.51	0.51	0.51	Matches
385	Liam Kelly	sct SCO	MF	Coventry City	32	1990	10	3	376	4.2	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
386	Martin Kelly	eng ENG	DF	Wigan Athletic	32	1990	1	1	74	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
387	Martin Kelly	eng ENG	DF	West Brom	32	1990	5	4	365	4.1	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
388	Jason Kerr	sct SCO	DF	Wigan Athletic	25	1997	16	13	1,200	13.3	0.00	0.08	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.00	0.07	Matches
389	Kaine Kesler-Hayden	eng ENG	MF	Huddersfield	19	2002	14	9	885	9.8	0.10	0.10	0.20	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.20	0.10	0.20	Matches
390	Reda Khadra	de GER	MF,FW	Birmingham City	21	2001	14	12	890	9.9	0.30	0.20	0.51	0.30	0.00	0.00	0.00	0.00	0.30	0.20	0.51	0.30	0.51	Matches
391	Reda Khadra	de GER	FW,MF	Sheffield United	21	2001	15	4	388	4.3	0.23	0.00	0.23	0.23	0.00	0.00	0.00	0.00	0.23	0.00	0.23	0.23	0.23	Matches
392	Gavin Kilkenny	ie IRL	MF	Stoke City	22	2000	3	1	95	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	Matches
393	Andy King	wls WAL	MF,DF	Bristol City	33	1988	26	15	1,380	15.3	0.00	0.07	0.07	0.00	0.00	0.00	0.13	0.00	0.00	0.07	0.07	0.00	0.07	Matches
394	Eli King	wls WAL	MF	Cardiff City	19	2002	1	0	4	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
395	Peter Kioso	cd COD	MF,DF	Rotherham	23	1998	10	5	352	3.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
396	Cédric Kipré	ci CIV	DF	Cardiff City	25	1996	42	41	3,707	41.2	0.07	0.00	0.07	0.07	0.00	0.00	0.24	0.00	0.07	0.00	0.07	0.07	0.07	Matches
397	Timm Klose	ch SUI	DF	Bristol City	34	1988	10	5	485	5.4	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Matches
398	Anthony Knockaert	fr FRA	FW	Huddersfield	30	1991	5	2	234	2.6	0.00	0.38	0.38	0.00	0.00	0.00	0.38	0.00	0.00	0.38	0.38	0.00	0.38	Matches
399	Ismaël Koné	ca CAN	MF	Watford	20	2002	16	13	1,013	11.3	0.00	0.09	0.09	0.00	0.00	0.00	0.09	0.00	0.00	0.09	0.09	0.00	0.09	Matches
400	Josh Koroma	sl SLE	MF,FW	Huddersfield	23	1998	19	13	1,203	13.4	0.30	0.07	0.37	0.30	0.00	0.00	0.22	0.00	0.30	0.07	0.37	0.30	0.37	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
401	Tim Krul	nl NED	GK	Norwich City	34	1988	16	16	1,440	16.0	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
402	Ethan Laird	eng ENG	DF	QPR	21	2001	32	30	2,526	28.1	0.04	0.07	0.11	0.04	0.00	0.00	0.14	0.00	0.04	0.07	0.11	0.04	0.11	Matches
403	Callum Lang	eng ENG	MF,FW	Wigan Athletic	23	1998	35	29	2,569	28.5	0.04	0.14	0.18	0.04	0.00	0.00	0.18	0.00	0.04	0.14	0.18	0.04	0.18	Matches
404	Alex Lankshear	eng ENG	DF	Blackpool	19	2002	1	0	9	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
405	Henri Lansbury	eng ENG	MF	Luton Town	31	1990	10	6	456	5.1	0.20	0.00	0.20	0.20	0.00	0.00	0.59	0.00	0.20	0.00	0.20	0.20	0.20	Matches
406	Joël Latibeaudière	jm JAM	DF,MF	Swansea City	22	2000	34	30	2,604	28.9	0.07	0.10	0.17	0.07	0.00	0.00	0.35	0.00	0.07	0.10	0.17	0.07	0.17	Matches
407	Josh Laurent	eng ENG	MF	Stoke City	27	1995	32	29	2,623	29.1	0.14	0.10	0.24	0.14	0.00	0.00	0.21	0.00	0.14	0.10	0.24	0.14	0.24	Matches
