Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
166	Michael Craig	sct SCO	DF,MF	Reading	19	2003	0.2	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
167	Charlie Cresswell	eng ENG	DF	Millwall	19	2002	25.1	0.16	0.00	0.00	1.00	0.56	0.08	0.40	1.47	1.24			0.00	Matches
168	Matt Crooks	eng ENG	MF,FW	Middlesbrough	28	1994	20.1	0.35	0.00	0.00	1.59	0.80	0.70	0.80	0.60	1.39			0.00	Matches
169	Josh Cullen	ie IRL	MF	Burnley	26	1996	42.7	0.19	0.00	0.00	1.01	1.43	0.02	0.80	1.12	0.94			0.00	Matches
170	Liam Cullen	wls WAL	MF,FW	Swansea City	23	1999	13.5	0.00	0.00	0.00	1.26	0.81	0.52	0.89	0.37	0.74			0.00	Matches
171	Luke Cundle	eng ENG	MF	Swansea City	20	2002	19.8	0.10	0.00	0.00	0.81	0.81	0.05	0.96	0.35	0.51			0.00	Matches
172	Greg Cunningham	ie IRL	DF	Preston	31	1991	19.8	0.15	0.00	0.00	0.66	1.41	0.05	0.86	1.21	1.01			0.05	Matches
173	Fankaty Dabo	eng ENG	MF	Coventry City	26	1995	18.5	0.32	0.00	0.00	0.76	0.92	0.00	3.19	1.46	1.19			0.00	Matches
174	Bradley Dack	eng ENG	MF,FW	Blackburn	28	1993	13.5	0.07	0.00	0.00	0.67	0.44	0.22	1.04	0.22	0.30			0.00	Matches
175	Leon Dajaku	de GER	MF,FW	Sunderland	21	2001	2.2	0.00	0.00	0.00	1.82	0.45	0.45	0.91	0.00	0.45			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
176	Ameen Al-Dakhil	be BEL	DF	Burnley	20	2002	7.5	0.13	0.00	0.00	0.40	0.53	0.00	0.00	1.47	0.40			0.00	Matches
177	Vontae Daley Campbell	eng ENG	DF	Cardiff City	21	2001	0.7	0.00	0.00	0.00	1.43	0.00	0.00	2.86	0.00	1.43			0.00	Matches
178	Scott Dann	eng ENG	DF	Reading	35	1987	7.3	0.27	0.00	0.00	0.68	0.27	0.14	0.00	0.82	0.41			0.00	Matches
179	Tendayi Darikwa	zw ZIM	MF,DF	Wigan Athletic	30	1991	30.8	0.23	0.00	0.00	0.42	0.62	0.00	2.11	1.04	1.23			0.00	Matches
180	Harry Darling	eng ENG	DF	Swansea City	22	1999	25.5	0.43	0.00	0.00	0.94	1.45	0.12	0.00	0.39	0.43			0.00	Matches
181	Karl Darlow	wls WAL	GK	Hull City	31	1990	12.0	0.17	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00			0.00	Matches
182	Jay Dasilva	wls WAL	MF,DF	Bristol City	24	1998	29.0	0.03	0.00	0.00	0.45	0.34	0.10	4.45	0.79	1.00			0.00	Matches
183	Adam Davies	wls WAL	GK	Sheffield United	30	1992	6.8	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00			0.00	Matches
184	Isaak Davies	wls WAL	FW	Cardiff City	20	2001	3.1	0.00	0.00	0.00	0.32	0.97	0.00	3.23	0.65	0.97			0.00	Matches
185	Keinan Davis	eng ENG	FW	Watford	24	1998	26.6	0.23	0.00	0.00	2.03	1.02	0.86	0.19	0.08	0.49			0.00	Matches
186	Harlee Dean	eng ENG	DF	Birmingham City	31	1991	13.5	0.22	0.00	0.00	0.67	0.44	0.00	0.00	1.26	0.67			0.00	Matches
187	Troy Deeney	eng ENG	FW	Birmingham City	34	1988	23.2	0.22	0.00	0.00	0.99	0.95	0.43	0.47	0.22	0.95			0.00	Matches
188	Liam Delap	eng ENG	FW	Stoke City	19	2003	14.0	0.43	0.00	0.00	3.21	2.21	0.14	0.57	0.07	0.29			0.00	Matches
189	Liam Delap	eng ENG	FW	Preston	19	2003	6.9	0.29	0.00	0.00	2.17	1.16	0.58	0.43	0.14	0.29			0.00	Matches
190	Tom Dele-Bashiru	ng NGA	MF	Watford	22	1999	3.9	0.00	0.00	0.00	0.77	1.79	0.00	0.77	0.51	0.26			0.00	Matches
191	Emmanuel Dennis	ng NGA	MF	Watford	24	1997	1.9	0.00	0.00	0.00	1.58	2.11	0.00	1.05	0.53	1.05			0.00	Matches
192	Halil Dervişoğlu	tr TUR	FW	Burnley	22	1999	0.8	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	1.25			0.00	Matches
193	Bambo Diaby	sn SEN	DF	Preston	24	1997	10.6	0.38	0.09	0.09	1.04	0.85	0.09	0.47	2.26	0.47			0.00	Matches
194	Amad Diallo	ci CIV	MF,FW	Sunderland	20	2002	28.7	0.10	0.00	0.00	0.45	1.81	0.31	0.98	0.80	0.63			0.00	Matches
195	Jack Diamond	eng ENG	FW,MF	Sunderland	22	2000	0.1	0.00	0.00	0.00	0.00	0.00	0.00	10.0	0.00	0.00			0.00	Matches
196	Grady Diangana	cd COD	MF,FW	West Brom	24	1998	21.5	0.14	0.00	0.00	1.07	2.51	0.51	2.56	0.47	1.12			0.00	Matches
197	Brahima Diarra	ml MLI	MF,FW	Huddersfield	19	2003	9.0	0.22	0.00	0.00	1.11	2.22	0.22	0.78	0.56	1.00			0.00	Matches
198	Robert Dickie	eng ENG	DF	QPR	26	1996	33.7	0.21	0.00	0.00	1.31	0.74	0.03	0.33	1.75	1.07			0.03	Matches
199	Seny Dieng	sn SEN	GK	QPR	27	1994	46.0	0.04	0.00	0.00	0.02	0.20	0.00	0.00	0.00	0.00			0.00	Matches
200	Anfernee Dijksteel	sr SUR	DF,MF	Middlesbrough	25	1996	10.4	0.19	0.10	0.00	0.87	1.44	0.00	1.44	0.77	1.35			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
201	Daryl Dike	us USA	FW	West Brom	22	2000	13.4	0.15	0.00	0.00	1.72	1.57	0.52	0.30	0.07	0.15			0.00	Matches
202	Elijah Dixon-Bonner	eng ENG	MF	QPR	21	2001	0.1	0.00	0.00	0.00	0.00	20.0	0.00	0.00	0.00	0.00			0.00	Matches
203	Greg Docherty	sct SCO	MF	Hull City	25	1996	21.7	0.05	0.00	0.00	0.83	0.74	0.09	1.15	0.60	1.38			0.00	Matches
204	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	20	2001	21.9	0.18	0.00	0.00	1.42	1.87	0.23	1.19	0.41	1.37			0.00	Matches
205	Kenneth Dougall	au AUS	MF	Blackpool	29	1993	28.6	0.31	0.00	0.00	1.43	1.43	0.10	3.57	0.94	1.50			0.00	Matches
206	Alfie Doughty	eng ENG	MF	Luton Town	22	1999	24.1	0.41	0.00	0.00	1.58	0.21	0.17	9.54	0.75	1.37			0.00	Matches
207	Kieran Dowell	eng ENG	MF,FW	Norwich City	24	1997	12.3	0.33	0.00	0.00	1.22	0.89	0.00	1.79	0.57	0.81			0.00	Matches
208	Callum Doyle	eng ENG	DF	Coventry City	18	2003	37.8	0.19	0.00	0.00	0.79	0.34	0.03	0.24	1.35	1.19			0.00	Matches
209	Tommy Doyle	eng ENG	MF	Sheffield United	20	2001	20.6	0.19	0.00	0.00	0.78	0.83	0.00	5.19	0.73	1.07			0.00	Matches
210	Andre Dozzell	eng ENG	MF	QPR	23	1999	20.4	0.20	0.00	0.00	1.47	0.34	0.00	1.32	0.83	1.23			0.00	Matches
211	Cody Drameh	eng ENG	MF	Luton Town	20	2001	14.4	0.28	0.00	0.00	0.42	0.56	0.14	5.90	1.04	2.36			0.00	Matches
212	Aaron Drewe	eng ENG	DF,MF	QPR	21	2001	5.1	0.00	0.00	0.00	0.39	0.00	0.00	2.94	1.57	0.98			0.00	Matches
213	Jimmy Dunne	ie IRL	DF	QPR	24	1997	37.6	0.19	0.00	0.00	0.53	0.72	0.08	0.16	1.20	0.69			0.03	Matches
214	Lyndon Dykes	sct SCO	FW	QPR	26	1995	32.8	0.12	0.00	0.00	1.49	0.67	0.24	0.30	0.18	0.52			0.00	Matches
215	Tom Eaves	eng ENG	FW	Rotherham	30	1992	6.4	0.47	0.00	0.00	3.59	0.63	0.78	0.31	0.47	1.25			0.00	Matches
216	Malcolm Ebiowei	eng ENG	MF	Hull City	18	2003	5.8	0.34	0.00	0.00	1.21	1.90	0.34	5.17	0.69	1.38			0.00	Matches
217	Josh Eccles	eng ENG	MF	Coventry City	22	2000	26.9	0.30	0.00	0.00	1.08	1.45	0.04	1.64	1.41	2.19			0.00	Matches
218	Rarmani Edmonds-Green	eng ENG	DF	Wigan Athletic	23	1999	2.7	0.00	0.00	0.00	0.37	1.48	0.00	0.74	1.11	1.85			0.00	Matches
219	Rarmani Edmonds-Green	eng ENG	MF,DF	Huddersfield	23	1999	9.3	0.00	0.00	0.00	0.32	0.32	0.00	0.54	0.22	1.29			0.00	Matches
220	Tayo Edun	eng ENG	MF	Blackburn	24	1998	2.2	0.00	0.00	0.00	1.36	1.36	0.00	2.73	1.36	2.73			0.00	Matches
221	Gwion Edwards	wls WAL	FW,MF	Wigan Athletic	29	1993	0.3	0.00	0.00	0.00	6.67	6.67	0.00	6.67	0.00	16.7			0.00	Matches
222	John Egan	ie IRL	DF	Sheffield United	29	1992	43.9	0.25	0.02	0.02	0.82	0.27	0.07	0.05	1.66	0.64			0.00	Matches
223	CJ Egan-Riley	eng ENG	DF	Burnley	19	2003	0.2	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00			0.00	Matches
224	Kelvin Ehibhatiomhan	eng ENG	FW	Reading	19	2003	2.2	0.45	0.00	0.00	1.36	1.36	0.45	0.45	0.45	0.91			0.00	Matches
225	Ovie Ejaria	eng ENG	MF,FW	Reading	24	1997	4.7	0.21	0.00	0.00	0.64	1.28	0.00	1.70	2.77	1.28			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
226	Hjalmar Ekdal	se SWE	DF	Burnley	23	1998	8.5	0.12	0.00	0.00	0.94	1.06	0.00	0.00	0.47	1.18			0.00	Matches
227	Marvin Ekpiteta	eng ENG	DF	Blackpool	26	1995	22.9	0.22	0.09	0.04	0.96	0.74	0.04	0.00	1.75	0.66			0.04	Matches
228	Pierre Ekwah Elimby	fr FRA	MF	Sunderland	20	2002	5.0	0.20	0.00	0.00	1.20	1.40	0.00	0.20	1.80	1.20			0.00	Matches
229	Callum Elder	au AUS	DF,MF	Hull City	27	1995	21.1	0.19	0.00	0.00	1.23	0.62	0.09	4.12	1.28	0.85			0.05	Matches
230	Aidomo Emakhu	ie IRL	MF	Millwall	18	2003	0.0	0	0	0	0	0	0	0	0	1			0	Matches
231	Elliot Embleton	eng ENG	MF,FW	Sunderland	23	1999	11.8	0.34	0.08	0.00	1.53	0.59	0.08	2.88	0.51	0.42			0.00	Matches
232	Romain Esse	eng ENG	MF	Millwall	17	2005	1.9	0.00	0.00	0.00	2.11	1.58	0.00	6.32	0.00	0.53			0.00	Matches
233	Oscar Estupiñan	co COL	FW	Hull City	25	1996	28.2	0.07	0.04	0.00	1.31	0.82	0.50	0.11	0.18	0.39			0.00	Matches
234	Kion Etete	eng ENG	FW	Cardiff City	20	2001	13.6	0.29	0.00	0.00	1.91	2.13	0.44	0.51	0.29	0.88			0.00	Matches
235	Neil Etheridge	ph PHI	GK	Birmingham City	32	1990	3.6	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00			0.00	Matches
236	Ched Evans	wls WAL	FW	Preston	33	1988	14.4	0.42	0.07	0.00	2.01	2.36	0.42	0.49	0.21	0.49			0.00	Matches
237	Corry Evans	nir NIR	MF	Sunderland	32	1990	20.2	0.35	0.00	0.00	1.29	0.54	0.00	0.20	1.49	1.44			0.00	Matches
238	George Evans	eng ENG	DF,MF	Millwall	27	1994	0.8	0.00	0.00	0.00	1.25	2.50	0.00	3.75	0.00	0.00			0.00	Matches
239	Mo Faal	eng ENG	FW	West Brom	19	2003	0.0	0	0	0	0	0	0	0	0	0			0	Matches
240	Shane Ferguson	nir NIR	MF,FW	Rotherham	31	1991	16.3	0.12	0.00	0.00	0.74	0.43	0.25	5.89	0.74	0.55			0.00	Matches
241	João Ferreira	pt POR	MF,DF	Watford	21	2001	3.0	0.33	0.00	0.00	1.00	1.33	0.00	3.00	1.00	1.67			0.00	Matches
242	Sam Field	eng ENG	MF	QPR	24	1998	44.8	0.25	0.00	0.00	1.18	1.34	0.00	0.45	1.67	1.50			0.00	Matches
243	Tobias Figueiredo	pt POR	DF	Hull City	28	1994	18.3	0.22	0.00	0.00	0.77	0.49	0.00	0.05	1.58	0.77			0.05	Matches
244	Sonny Finch	eng ENG	FW	Middlesbrough	16	2005	0.1	0.00	0.00	0.00	0.00	10.0	0.00	0.00	0.00	0.00			0.00	Matches
245	Lewis Fiorini	sct SCO	MF	Blackpool	20	2002	10.9	0.28	0.00	0.00	1.10	0.92	0.09	4.31	0.83	1.28			0.00	Matches
246	Andy Fisher	eng ENG	GK	Swansea City	24	1998	25.3	0.08	0.00	0.00	0.04	0.32	0.00	0.00	0.00	0.00			0.00	Matches
247	Darnell Fisher	eng ENG	DF	Middlesbrough	28	1994	0.0	0	0	0	0	0	0	0	0	0			0	Matches
248	John Fleck	sct SCO	MF	Sheffield United	30	1991	12.3	0.24	0.00	0.00	0.81	0.65	0.00	3.09	0.49	0.81			0.00	Matches
249	Brandon Fleming	eng ENG	DF	Hull City	22	1999	1.6	0.00	0.00	0.00	1.88	2.50	0.00	3.13	1.88	1.25			0.00	Matches
250	Zian Flemming	nl NED	MF,FW	Millwall	23	1998	39.9	0.05	0.00	0.00	1.63	1.15	0.23	1.50	0.60	0.80			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
251	Ashley Fletcher	eng ENG	FW	Wigan Athletic	26	1995	13.3	0.00	0.00	0.00	1.95	1.58	0.83	0.60	0.45	0.75			0.00	Matches
252	Aden Flint	eng ENG	DF	Stoke City	33	1989	9.0	0.11	0.00	0.00	0.44	0.33	0.00	0.22	1.22	0.44			0.00	Matches
253	Wes Foderingham	eng ENG	GK	Sheffield United	31	1991	39.0	0.05	0.05	0.00	0.05	0.18	0.00	0.00	0.00	0.03			0.00	Matches
254	Tyrese Fornah	sl SLE	MF	Reading	22	1999	21.7	0.14	0.00	0.00	0.74	0.37	0.00	2.35	0.74	1.20			0.00	Matches
255	Marcus Forss	fi FIN	MF,FW	Middlesbrough	23	1999	21.8	0.23	0.00	0.00	1.65	0.87	0.50	1.61	0.18	0.83			0.00	Matches
256	Lyle Foster	za RSA	FW	Burnley	21	2000	4.1	0.00	0.00	0.00	1.95	0.98	0.98	0.24	0.24	0.98			0.00	Matches
257	Tariqe Fosu	gh GHA	MF	Stoke City	26	1995	13.7	0.22	0.00	0.00	1.02	1.90	0.00	3.21	1.24	1.61			0.00	Matches
258	Tariqe Fosu	gh GHA	MF,FW	Rotherham	26	1995	16.3	0.06	0.00	0.00	0.80	0.92	0.31	1.96	0.80	0.86			0.00	Matches
259	Morgan Fox	wls WAL	DF	Stoke City	28	1993	36.4	0.05	0.00	0.00	0.74	0.41	0.03	2.14	1.26	1.51			0.00	Matches
260	Luke Freeman	eng ENG	MF,FW	Luton Town	30	1992	11.0	0.18	0.00	0.00	1.36	1.55	0.09	7.64	0.91	1.27			0.00	Matches
261	George Friend	eng ENG	DF	Birmingham City	34	1987	2.5	0.00	0.00	0.00	0.40	1.20	0.00	2.80	2.40	2.00			0.00	Matches
262	Dael Fry	eng ENG	DF	Middlesbrough	24	1997	25.4	0.08	0.04	0.00	0.63	0.59	0.00	0.12	1.73	0.87			0.00	Matches
263	Leo Fuhr Hjelde	no NOR	DF	Rotherham	18	2003	9.8	0.51	0.00	0.00	1.22	0.51	0.00	1.63	1.53	1.12			0.00	Matches
264	Jay Fulton	sct SCO	MF	Swansea City	28	1994	30.3	0.36	0.00	0.00	1.29	1.02	0.03	1.32	0.89	1.02			0.00	Matches
265	Darnell Furlong	eng ENG	DF	West Brom	26	1995	37.5	0.19	0.00	0.00	1.20	1.09	0.08	1.95	0.85	0.48			0.00	Matches
266	Jordan Gabriel	eng ENG	DF,MF	Blackpool	23	1998	15.1	0.13	0.00	0.00	1.13	1.39	0.00	1.19	1.72	1.06			0.00	Matches
267	Sam Gallagher	eng ENG	FW,MF	Blackburn	26	1995	25.7	0.31	0.00	0.00	1.71	0.78	0.54	0.82	0.31	0.54			0.00	Matches
268	Luke Garbutt	eng ENG	DF,MF	Blackpool	29	1993	6.1	0.16	0.00	0.00	0.98	0.33	0.00	4.26	1.97	1.64			0.00	Matches
269	Gary Gardner	eng ENG	MF	Birmingham City	30	1992	2.8	0.00	0.00	0.00	1.79	1.07	0.00	1.07	0.36	1.79			0.00	Matches
270	Taylor Gardner-Hickman	eng ENG	MF,DF	West Brom	20	2001	13.0	0.31	0.00	0.00	1.77	0.85	0.08	2.31	0.92	2.08			0.00	Matches
271	Jake Garrett	eng ENG	MF	Blackburn	19	2003	4.4	0.23	0.23	0.00	1.36	3.18	0.23	0.23	0.91	1.36			0.00	Matches
272	Mario Gaspar	es ESP	DF,MF	Watford	31	1990	19.7	0.20	0.00	0.00	1.32	0.20	0.05	1.93	1.52	1.47			0.00	Matches
273	Dwight Gayle	eng ENG	FW	Stoke City	31	1990	26.5	0.11	0.00	0.00	1.81	1.43	0.79	0.42	0.38	0.49			0.00	Matches
274	Joe Gelhardt	eng ENG	FW	Sunderland	20	2002	13.3	0.08	0.00	0.00	1.13	2.56	0.38	0.23	0.08	1.13			0.00	Matches
275	Dimitris Giannoulis	gr GRE	DF	Norwich City	26	1995	18.5	0.22	0.00	0.00	1.03	1.84	0.16	2.59	1.30	2.05			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
276	Liam Gibbs	eng ENG	MF	Norwich City	19	2002	18.8	0.32	0.00	0.00	1.01	0.21	0.11	1.76	0.85	0.96			0.00	Matches
277	Ben Gibson	eng ENG	DF	Norwich City	29	1993	19.7	0.25	0.00	0.00	0.86	0.15	0.00	0.05	1.12	0.46			0.05	Matches
278	Ryan Giles	eng ENG	DF,MF	Middlesbrough	22	2000	42.6	0.02	0.00	0.00	0.33	0.33	0.16	10.5	0.80	0.87			0.02	Matches
279	Matthew Godden	eng ENG	FW	Coventry City	31	1991	22.0	0.00	0.00	0.00	0.77	0.77	1.00	0.59	0.14	0.36			0.00	Matches
280	Lynden Gooch	us USA	DF,MF	Sunderland	26	1995	26.3	0.27	0.00	0.00	1.14	0.95	0.04	3.12	0.76	1.25			0.00	Matches
281	Charlie Goode	eng ENG	DF	Blackpool	26	1995	1.3	0.00	0.00	0.00	0.00	2.31	0.00	1.54	0.77	0.77			0.00	Matches
282	Kyron Gordon	eng ENG	DF	Sheffield United	20	2002	0.8	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.50	1.25			0.00	Matches
283	Dan Gosling	eng ENG	DF,MF	Watford	32	1990	9.8	0.00	0.00	0.00	0.71	0.92	0.10	1.73	0.51	1.22			0.00	Matches
284	Jordan Graham	eng ENG	MF,DF	Birmingham City	27	1995	13.6	0.00	0.00	0.00	0.37	2.06	0.00	6.32	0.96	0.59			0.00	Matches
285	Karlan Grant	eng ENG	FW,MF	West Brom	24	1997	19.1	0.05	0.00	0.00	0.58	1.26	0.31	1.10	0.21	0.21			0.00	Matches
286	Jacob Greaves	eng ENG	DF	Hull City	21	2000	39.6	0.18	0.00	0.00	0.86	0.78	0.05	0.91	1.19	1.46			0.00	Matches
287	Jack Grieves	eng ENG	FW	Watford	17	2004	0.1	0.00	0.00	0.00	10.0	0.00	0.00	0.00	0.00	0.00			0.00	Matches
288	Joshua Griffiths	eng ENG	GK	West Brom	20	2001	10.0	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00			0.00	Matches
289	Matt Grimes	eng ENG	MF	Swansea City	27	1995	44.0	0.18	0.00	0.00	0.64	0.75	0.05	1.48	0.48	0.86			0.00	Matches
290	Daniel Grimshaw	eng ENG	GK	Blackpool	24	1998	18.0	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
291	Nesta Guinness-Walker	eng ENG	MF,DF	Reading	22	1999	18.3	0.11	0.00	0.00	0.71	1.75	0.05	3.88	0.93	1.15			0.00	Matches
292	Angus Gunn	sct SCO	GK	Norwich City	26	1996	30.0	0.03	0.00	0.00	0.00	0.17	0.00	0.00	0.07	0.03			0.00	Matches
293	Viktor Gyökeres	se SWE	FW	Coventry City	24	1998	44.7	0.16	0.00	0.00	1.36	1.86	0.45	0.60	0.09	0.29			0.00	Matches
294	Hayden Hackney	eng ENG	MF	Middlesbrough	20	2002	30.4	0.30	0.00	0.00	1.94	1.15	0.00	0.56	0.92	1.22			0.00	Matches
295	George Hall	eng ENG	MF,FW	Birmingham City	18	2004	14.1	0.00	0.00	0.00	1.28	0.92	0.14	0.78	0.57	1.21			0.00	Matches
296	Grant Hall	eng ENG	DF	Rotherham	30	1991	16.2	0.31	0.00	0.00	0.62	0.49	0.00	0.19	1.42	1.05			0.00	Matches
297	Niko Hämäläinen	fi FIN	DF	QPR	25	1997	1.0	0.00	0.00	0.00	1.00	1.00	0.00	6.00	1.00	0.00			0.00	Matches
298	Ben Hamer	eng ENG	GK	Watford	34	1987	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
299	Gustavo Hamer	nl NED	MF	Coventry City	25	1997	38.6	0.21	0.05	0.03	1.79	0.88	0.03	4.46	1.04	1.81			0.00	Matches
300	CJ Hamilton	ie IRL	MF,FW	Blackpool	27	1995	19.9	0.00	0.00	0.00	0.30	0.95	0.35	3.72	0.50	1.11			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
301	Grant Hanley	sct SCO	DF	Norwich City	30	1991	38.3	0.23	0.03	0.03	0.78	1.15	0.21	0.00	1.57	0.84			0.03	Matches
302	Wes Harding	jm JAM	DF,MF	Rotherham	25	1996	35.1	0.26	0.00	0.00	0.91	0.57	0.03	1.57	1.42	1.00			0.03	Matches
303	Kian Harratt	eng ENG	FW	Huddersfield	20	2002	0.2	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00			0.00	Matches
304	Mark Harris	wls WAL	FW,MF	Cardiff City	23	1998	17.9	0.34	0.00	0.00	2.07	0.78	0.34	0.50	0.34	0.61			0.00	Matches
305	Taylor Harwood-Bellis	eng ENG	DF	Burnley	20	2002	30.7	0.20	0.00	0.00	0.49	0.29	0.03	0.13	1.89	0.75			0.00	Matches
306	Kortney Hause	eng ENG	DF	Watford	27	1995	2.1	0.00	0.00	0.00	1.43	0.48	0.00	0.48	0.95	0.48			0.00	Matches
307	Isaac Hayden	jm JAM	MF	Norwich City	27	1995	9.0	0.56	0.00	0.00	1.56	0.89	0.00	0.11	2.00	1.33			0.00	Matches
308	Jaheim Headley	eng ENG	MF,DF	Huddersfield	20	2001	7.5	0.27	0.00	0.00	1.07	1.73	0.13	1.33	1.33	0.80			0.00	Matches
309	Ryan Hedges	wls WAL	MF,FW	Blackburn	27	1995	27.7	0.11	0.00	0.00	1.19	1.62	0.11	3.03	0.90	1.12			0.00	Matches
310	Michał Helik	pl POL	DF	Huddersfield	26	1995	35.9	0.06	0.00	0.00	0.72	0.45	0.14	0.17	1.62	0.89			0.00	Matches
311	Robbie Hemfrey	sct SCO	GK	Rotherham	20	2002	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
312	Jeff Hendrick	ie IRL	MF	Reading	30	1992	44.7	0.07	0.00	0.00	0.45	0.43	0.04	0.38	0.74	0.40			0.00	Matches
313	Onel Hernández	cu CUB	MF,FW	Norwich City	29	1993	20.7	0.24	0.00	0.00	1.50	1.64	0.14	2.37	0.48	1.35			0.00	Matches
314	Scott High	sct SCO	MF	Rotherham	21	2001	4.0	0.00	0.00	0.00	1.25	0.75	0.00	3.00	1.25	1.25			0.00	Matches
315	Scott High	sct SCO	MF	Huddersfield	21	2001	5.7	0.18	0.00	0.00	1.05	0.70	0.00	0.88	0.35	0.88			0.00	Matches
316	George Hirst	sct SCO	FW	Blackburn	23	1999	3.1	0.32	0.00	0.00	2.26	1.29	0.65	1.29	0.00	0.65			0.00	Matches
317	Wesley Hoedt	nl NED	DF	Watford	28	1994	13.8	0.36	0.00	0.00	0.72	0.72	0.00	0.80	2.10	1.45			0.00	Matches
318	Ki-Jana Hoever	nl NED	DF,MF	Stoke City	20	2002	11.6	0.00	0.00	0.00	0.86	0.95	0.00	2.76	1.29	1.38			0.00	Matches
319	Scott Hogan	ie IRL	FW	Birmingham City	30	1992	30.2	0.07	0.00	0.00	0.86	0.40	0.46	0.40	0.13	0.30			0.00	Matches
320	Jonathan Hogg	eng ENG	MF	Huddersfield	33	1988	26.5	0.34	0.00	0.00	1.28	0.94	0.00	0.11	1.17	1.25			0.00	Matches
321	Junior Hoilett	ca CAN	MF,DF	Reading	32	1990	28.3	0.14	0.00	0.00	1.38	0.88	0.07	5.48	1.02	1.63			0.00	Matches
322	Bradley Holmes	eng ENG	MF	Blackpool	19	2002	0.4	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00			0.00	Matches
323	Duane Holmes	us USA	MF,FW	Huddersfield	27	1994	18.1	0.28	0.00	0.00	1.22	0.83	0.17	1.88	0.55	1.38			0.00	Matches
324	Tom Holmes	eng ENG	DF	Reading	22	2000	37.9	0.29	0.00	0.00	0.74	0.24	0.00	0.37	1.64	0.74			0.00	Matches
325	Joel Holvey		MF	Rotherham			0.1	0.00	0.00	0.00	0.00	0.00	0.00	10.0	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
326	George Honeyman	eng ENG	MF	Millwall	27	1994	23.8	0.17	0.00	0.00	1.55	1.60	0.25	4.66	0.76	2.02			0.00	Matches
327	Matthew Hoppe	us USA	FW	Middlesbrough	21	2001	0.8	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	2.50			0.00	Matches
328	Ethan Horvath	us USA	GK	Luton Town	27	1995	44.0	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.02	0.00			0.02	Matches
329	Ryan Howley	wls WAL	MF	Coventry City	18	2003	2.0	0.50	0.00	0.00	2.00	1.50	0.00	0.50	0.50	1.00			0.00	Matches
330	Jonny Howson	eng ENG	MF	Middlesbrough	34	1988	41.2	0.22	0.00	0.00	0.68	0.49	0.00	2.91	1.00	0.92			0.02	Matches
331	Niall Huggins	wls WAL	DF	Sunderland	21	2000	1.0	1.00	0.00	0.00	1.00	1.00	0.00	1.00	2.00	1.00			0.00	Matches
332	Andrew Hughes	wls WAL	DF	Preston	30	1992	25.8	0.23	0.00	0.00	0.97	0.74	0.00	1.40	1.12	1.40			0.00	Matches
333	Charlie Hughes	eng ENG	DF	Wigan Athletic	18	2003	16.8	0.12	0.00	0.00	0.83	0.83	0.06	1.13	1.61	0.60			0.00	Matches
