player_name,position,promoted_season,promotion_type,age_at_promotion,championship_team,epl_team,champ_goals_per90,champ_assists_per90,champ_xg_per90,champ_xa_per90,champ_shots_per90,champ_key_passes_per90,champ_tackles_per90,champ_interceptions_per90,champ_dribbles_per90,champ_pass_completion_pct,champ_aerials_won_per90,champ_progressive_carries_per90,champ_sca_per90,champ_gca_per90,champ_minutes_total,champ_starts,champ_matches,epl_goals_per90,epl_assists_per90,epl_minutes_total,epl_starts,epl_gameweeks_played,epl_avg_fpl_points,epl_total_fpl_points,archetype,tags,cluster_id
Luke Woolfenden,DEF,23-24,unknown,24,Ipswich,Ipswich,0.0004983388704318937,0.0004983388704318937,0.0,0.0,0.0037375415282392024,0.0,0.0,0.02990033222591362,0.0,0.0,0.0,0.0,0.0,0.0,3612,40,41,0.0,0.0,2374,24,76,0.47368421052631576,36,creative_playmaker,['creative_playmaker'],1
Joe Aribo,MID,23-24,unknown,27,Southampton,Southampton,0.012328767123287671,0.0033623910336239102,0.0,0.0,0.06612702366127023,0.0,0.0,0.03138231631382316,0.0,0.0,0.0,0.0,0.0,0.0,1606,16,35,0.13452914798206278,0.0,4014,36,76,1.894736842105263,144,defensive_anchor,['defensive_anchor'],3
Adam Armstrong,FWD,23-24,unknown,26,Southampton,Southampton,0.012016021361815753,0.007449933244325767,0.0,0.0,0.08267022696929238,0.0,0.0,0.004085447263017357,0.0,0.0,0.0,0.0,0.0,0.0,3745,44,46,0.14446227929373998,0.21669341894060995,2492,24,76,1.1842105263157894,90,defensive_anchor,['defensive_anchor'],3
Stuart Armstrong,MID,23-24,unknown,31,Southampton,Southampton,0.005090137857900318,0.006998939554612937,0.0,0.0,0.06776246023329797,0.0,0.0,0.011134676564156945,0.0,0.0,0.0,0.0,0.0,0.0,2829,33,42,0.14446227929373998,0.21669341894060995,2492,24,76,1.1842105263157894,90,defensive_anchor,['defensive_anchor'],3
Jan Bednarek,DEF,23-24,unknown,27,Southampton,Southampton,0.0012683201803833145,0.0,0.0,0.0,0.015473506200676437,0.0,0.0,0.03804960541149943,0.0,0.0,0.0,0.0,0.0,0.0,3548,39,42,0.07111813512445674,0.0,5062,56,76,1.5789473684210527,120,creative_playmaker,['creative_playmaker'],1
James Bree,DEF,23-24,unknown,25,Southampton,Southampton,0.0,0.006666666666666667,0.0,0.0,0.0275,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1080,13,19,0.0,0.08411214953271028,2140,20,76,0.6052631578947368,46,creative_playmaker,['creative_playmaker'],1
Flynn Downes,MID,23-24,unknown,24,Southampton,Southampton,0.002470588235294118,0.002470588235294118,0.0,0.0,0.012352941176470587,0.0,0.0,0.056117647058823536,0.0,0.0,0.0,0.0,0.0,0.0,2550,31,33,0.041879944160074456,0.0,4298,48,76,1.263157894736842,96,creative_playmaker,['creative_playmaker'],1
Ryan Fraser,FWD,23-24,unknown,29,Southampton,Southampton,0.01818738518064911,0.006062461726883037,0.0,0.0,0.13116962645437844,0.0,0.0,0.006062461726883037,0.0,0.0,0.0,0.0,0.0,0.0,1633,13,39,0.0,0.0,606,4,72,0.19444444444444445,14,defensive_anchor,['defensive_anchor'],3
Taylor Harwood-Bellis,DEF,23-24,unknown,21,Southampton,Southampton,0.0012860817376393256,0.002057730780222921,0.0,0.0,0.01774792797942269,0.0,0.0,0.02906544727064875,0.0,0.0,0.0,0.0,0.0,0.0,3499,40,40,0.03186968838526912,0.0,5648,60,76,1.4473684210526316,110,creative_playmaker,['creative_playmaker'],1
Ryan Manning,DEF,23-24,unknown,27,Southampton,Southampton,0.0,0.002295918367346939,0.0,0.0,0.029190962099125365,0.0,0.0,0.024599125364431488,0.0,0.0,0.0,0.0,0.0,0.0,2744,29,37,0.0,0.1234567901234568,2916,30,76,0.8947368421052632,68,creative_playmaker,['creative_playmaker'],1
William Smallbone,MID,23-24,unknown,23,Southampton,Southampton,0.005396402398401066,0.002698201199200533,0.0,0.0,0.05036642238507662,0.0,0.0,0.027881412391738844,0.0,0.0,0.0,0.0,0.0,0.0,3002,35,43,0.1325478645066274,0.0,1358,8,76,0.6842105263157895,52,creative_playmaker,['creative_playmaker'],1
Jack Stephens,DEF,23-24,unknown,29,Southampton,Southampton,0.0,0.0,0.0,0.0,0.03261744966442953,0.0,0.0,0.06885906040268455,0.0,0.0,0.0,0.0,0.0,0.0,1490,17,23,0.06479481641468682,0.0,2778,28,76,0.8157894736842105,62,creative_playmaker,['creative_playmaker'],1
Kamaldeen Sulemana,FWD,23-24,unknown,21,Southampton,Southampton,0.0,0.026526315789473686,0.0,0.0,0.16957894736842105,0.0,0.0,0.044526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,950,10,25,0.06456241032998565,0.1291248206599713,2788,26,76,1.394736842105263,106,set_piece_specialist,['set_piece_specialist'],6
Kyle Walker-Peters,DEF,23-24,unknown,26,Southampton,Southampton,0.0011664074650077762,0.002099533437013997,0.0,0.0,0.020062208398133746,0.0,0.0,0.024027993779160185,0.0,0.0,0.0,0.0,0.0,0.0,3858,43,43,0.0,0.09252912954078135,5836,64,76,1.4210526315789473,108,creative_playmaker,['creative_playmaker'],1
Alex McCarthy,GK,23-24,unknown,33,Southampton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,450,5,5,0.0,0.0,900,10,76,0.3157894736842105,24,creative_playmaker,['creative_playmaker'],1
