Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
151	Harry Chapman	eng ENG	FW,MF	Blackburn	22	1997	5	88	18	2.1	1.0	0.00		0.00	5.00	18	10.0	1.40	2.00	1.00	1.00	+1.02	+0.80	Matches
152	Darius Charles	eng ENG	DF	Wycombe	32	1987	5	416	83	10.0	4.6	1.09	83	0.87	0.00		1.30	0.00	0.65	3.26	-2.61	-2.60	-2.16	Matches
153	James Chester	wls WAL	DF	Stoke City	31	1989	32	2,786	87	67.3	31.0	1.03	87	0.94	0.00		0.16	1.13	0.77	1.03	-0.26	-0.26	-0.66	Matches
154	Cyrus Christie	ie IRL	DF	Nottingham	27	1992	44	3,955	90	95.5	43.9	1.00	90	0.98	0.00		0.00	1.18	0.84	0.93	-0.09	-0.09	+1.85	Matches
155	Isaac Christie-Davies	wls WAL	MF	Barnsley	22	1997	0					0			0		3							Matches
156	Jordan Clark	eng ENG	MF,DF	Luton Town	26	1993	34	2,188	64	52.9	24.3	0.95	86	0.66	0.45	19	0.29	1.41	0.99	1.07	-0.08	-0.08	+0.33	Matches
157	Jack Clarke	eng ENG	MF,FW	Stoke City	19	2000	14	588	42	14.2	6.5	0.92	72	0.15	1.23	20	0.15	1.14	0.92	1.54	-0.62	-0.61	-0.66	Matches
158	Matthew Clarke	eng ENG	DF	Derby County	23	1996	42	3,687	88	89.1	41.0	1.02	88	0.98	0.00		0.02	1.05	0.80	1.12	-0.32	-0.32	+1.47	Matches
159	Trevor Clarke	ie IRL	MF	Rotherham	22	1998	9	195	22	4.7	2.2	0.45	45	0.00	3.64	19	7.73	0.78	0.91	1.82	-0.91	-0.92	-0.60	Matches
160	Jake Clarke-Salter	eng ENG	DF	Birmingham City	22	1997	10	789	79	19.1	8.8	1.02	83	0.57	0.11	45	1.14	0.70	0.68	1.59	-0.91	-0.91	-0.48	Matches
161	Adam Clayton	eng ENG	MF	Birmingham City	31	1989	14	873	62	21.1	9.7	1.03	81	0.72	0.41	17	0.72	1.00	0.62	1.34	-0.72	-0.72	-0.25	Matches
162	Tom Cleverley	eng ENG	MF	Watford	30	1989	34	2,601	77	62.8	28.9	1.11	80	0.48	0.07	26	0.03	1.85	1.38	0.69	0.69	+0.69	-0.07	Matches
163	Sam Clucas	eng ENG	MF	Stoke City	29	1990	24	1,613	67	39.0	17.9	1.01	82	0.73	0.34	22	0.17	1.29	1.06	1.34	-0.28	-0.28	-0.39	Matches
164	Kieran Coates	eng ENG	DF	Stoke City	18	2001	0					0			0		10							Matches
165	Josh Coburn	eng ENG	FW	Middlesbrough	17	2002	4	53	13	1.3	0.6	0.00		0.00	6.67	13	8.33	1.75	3.33	0.00	3.33	+3.40	+3.40	Matches
166	Josh Cogley	eng ENG	DF,MF	Birmingham City	24	1996	5	384	77	9.3	4.3	1.16	77	0.23	0.00		4.88	0.60	0.93	2.09	-1.16	-1.17	-0.72	Matches
167	Jack Colback	eng ENG	MF	Nottingham	30	1989	17	1,101	65	26.6	12.2	1.07	81	0.82	0.33	11	1.23	1.35	0.49	1.31	-0.82	-0.82	-0.88	Matches
168	Maxime Colin	fr FRA	DF,MF	Birmingham City	28	1991	42	3,508	84	84.7	39.0	1.00	89	0.92	0.08	12	0.08	1.24	0.85	1.21	-0.36	-0.36	+1.06	Matches
169	Bradley Collins	eng ENG	GK	Barnsley	23	1997	22	1,980	90	47.8	22.0	1.00	90	1.00	0.00		0.95	1.88	1.45	0.91	0.55	+0.55	+0.71	Matches
170	James Collins	ie IRL	FW	Luton Town	29	1990	42	2,658	63	64.2	29.5	0.98	83	0.47	0.44	19	0.03	1.33	1.05	1.08	-0.03	-0.03	+0.57	Matches
171	Nathan Collins	ie IRL	DF	Stoke City	19	2001	22	1,768	80	42.7	19.6	0.97	88	0.92	0.15	30	0.05	1.41	1.12	1.02	0.10	+0.10	+0.25	Matches
172	Rubin Colwill	wls WAL	MF	Cardiff City	18	2002	6	192	32	4.6	2.1	1.43	57	0.00	1.43	7	3.81	2.17	1.90	0.95	0.95	+0.94	+0.60	Matches
173	Tommy Conway	sct SCO	FW,MF	Bristol City	17	2002	5	269	54	6.5	3.0	1.00	75	0.33	0.67	23	1.67	0.20	1.33	3.00	-1.67	-1.67	-1.28	Matches
174	Lewis Cook	eng ENG	MF	Bournemouth	23	1997	31	2,506	81	60.5	27.8	1.08	83	0.68	0.04	19	0.11	1.68	1.47	0.97	0.50	+0.50	-0.21	Matches
175	Steve Cook	eng ENG	DF	Bournemouth	29	1991	42	3,650	87	88.2	40.6	1.03	87	0.96	0.00		0.00	1.72	1.67	1.01	0.67	+0.67	+0.67	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
176	Brandon Cooper	wls WAL	DF	Swansea City	20	2000	1	1	1	0.0	0.0	0		0	1	1	2	3.00	0	0	0	0.00	-0.37	Matches
177	Jake Cooper	eng ENG	DF	Millwall	25	1995	42	3,712	88	89.7	41.2	1.02	88	1.00	0.00		0.00	1.43	1.04	1.14	-0.10	-0.10	+0.11	Matches
178	Jake Cooper	eng ENG	DF,MF	Rotherham	20	2000	0					0			0		1							Matches
179	Oliver Cooper	wls WAL	MF	Swansea City	20	1999	3	53	18	1.3	0.6	0.00		0.00	5.00	18	36.7	2.00	1.67	1.67	0.00	0.00	-0.37	Matches
180	Harry Cornick	eng ENG	FW,MF	Luton Town	25	1995	40	2,557	64	61.8	28.4	0.99	78	0.21	0.42	32	0.07	1.30	1.02	1.02	0.00	0.00	+0.63	Matches
181	Sam Cosgrove	eng ENG	FW	Birmingham City	23	1996	12	237	20	5.7	2.6	0.77	68	0.38	3.85	10	1.15	1.08	0.77	3.08	-2.31	-2.28	-1.86	Matches
182	Nuno da Costa	cv CPV	MF	Nottingham	29	1991	2	99	50	2.4	1.1	0.91	66	0.00	0.91	33	0.00	0.00	0.00	0.91	-0.91	-0.91	-0.75	Matches
183	Hayden Coulson	eng ENG	MF,FW	Middlesbrough	22	1998	17	632	37	15.3	7.0	0.71	78	0.14	1.71	20	3.43	1.18	0.57	1.43	-0.86	-0.85	-1.06	Matches
184	Lewis Coulton	sct SCO	DF	Preston	17	2003	0					0			0		3							Matches
185	Jordan Cousins	eng ENG	MF	Stoke City	26	1994	19	850	45	20.5	9.4	0.85	87	0.74	1.17	14	1.49	1.37	0.64	0.85	-0.21	-0.21	-0.21	Matches
186	Martin Cranie	eng ENG	DF,MF	Luton Town	33	1986	23	1,736	75	41.9	19.3	1.04	81	0.67	0.16	42	0.88	1.13	0.67	1.50	-0.83	-0.83	-1.02	Matches
187	Cameron Cresswell	eng ENG	FW	Derby County	20	1999	1	9	9	0.2	0.1	0.00		0.00	10.0	9	10.0	0.00	0.00	0.00	0.00	0.00	+0.48	Matches
188	Kane Crichlow	bm BER	MF	Watford	19	2000	0					0			0		9							Matches
189	Romoney Crichlow-Noble	eng ENG	DF	Huddersfield	21	1999	4	246	62	5.9	2.7	0.74	90	0.74	0.74	33	7.78	0.75	0.37	1.85	-1.48	-1.46	-1.07	Matches
190	Matt Crooks	eng ENG	MF,FW	Rotherham	26	1994	40	3,091	77	74.7	34.3	0.99	84	0.79	0.17	37	0.06	0.95	0.87	1.28	-0.41	-0.41	-0.24	Matches
191	Daniel Crowley	eng ENG	MF	Birmingham City	22	1997	3	110	37	2.7	1.2	0.83	57	0.00	1.67	27	3.33	1.33	0.83	1.67	-0.83	-0.82	-0.30	Matches
192	Liam Cullen	wls WAL	FW	Swansea City	21	1999	13	501	39	12.1	5.6	1.07	68	0.18	1.25	14	1.79	1.33	1.07	0.89	0.18	+0.18	-0.22	Matches
193	Greg Cunningham	ie IRL	MF,DF	Preston	29	1991	11	913	83	22.1	10.1	0.99	90	0.99	0.10	13	0.30	1.64	1.39	0.89	0.50	+0.49	+0.83	Matches
194	Greg Cunningham	ie IRL	DF	Cardiff City	29	1991	5	285	57	6.9	3.2	0.94	69	0.31	0.63	39	1.88	1.40	0.31	1.25	-0.94	-0.95	-1.41	Matches
195	Fankaty Dabo	eng ENG	MF,DF	Coventry City	24	1995	28	1,990	71	48.1	22.1	1.13	76	0.54	0.14	28	0.05	1.32	0.81	1.13	-0.32	-0.32	-0.11	Matches
196	Bradley Dack	eng ENG	MF,FW	Blackburn	26	1993	16	807	50	19.5	9.0	0.78	79	0.22	1.00	29	0.00	1.00	0.89	1.11	-0.22	-0.22	-0.57	Matches
197	Julien Dacosta	fr FRA	MF	Coventry City	24	1996	18	925	51	22.3	10.3	0.97	77	0.49	0.78	20	0.78	0.83	0.87	1.26	-0.39	-0.39	-0.17	Matches
198	Sam Dalby	eng ENG	FW,MF	Watford	20	2000	0					0			0		2							Matches
199	Henrik Dalsgaard	dk DEN	DF	Brentford	31	1989	35	3,017	86	72.9	33.5	1.01	88	0.90	0.03	33	0.00	1.79	1.76	1.07	0.69	+0.69	-0.44	Matches
200	Matty Daly	eng ENG	FW	Huddersfield	19	2001	5	72	14	1.7	0.8	1.25	45	0.00	5.00	7	10.0	0.20	1.25	1.25	0.00	0.00	+0.46	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
201	Luke Daniels	eng ENG	GK	Brentford	32	1988	4	360	90	8.7	4.0	1.00	90	1.00	0.00		10.5	1.00	1.50	1.50	0.00	0.00	-0.88	Matches
202	Arnaut Danjuma	nl NED	FW,MF	Bournemouth	23	1997	33	2,489	75	60.1	27.7	1.05	83	0.43	0.14	24	0.04	1.74	1.77	1.05	0.72	+0.72	+0.34	Matches
203	Tendayi Darikwa	zw ZIM	DF,MF	Nottingham	28	1991	0					0			0		3							Matches
204	Jay Dasilva	wls WAL	MF,DF	Bristol City	22	1998	11	811	74	19.6	9.0	1.00	85	0.78	0.22	25	0.33	1.27	1.00	1.56	-0.56	-0.55	-0.10	Matches
205	Josh Dasilva	eng ENG	MF	Brentford	21	1998	30	2,135	71	51.6	23.7	1.10	79	0.46	0.17	19	0.04	1.80	1.73	1.05	0.68	+0.67	-0.27	Matches
206	Jacob Davenport	eng ENG	MF	Blackburn	21	1998	15	613	41	14.8	6.8	0.88	71	0.15	1.32	21	2.21	1.40	1.62	1.03	0.59	+0.59	+0.41	Matches
207	Adam Davies	wls WAL	GK	Stoke City	28	1992	17	1,485	87	35.9	16.5	1.03	87	0.97	0.00		0.48	1.41	0.97	0.91	0.06	+0.06	+0.16	Matches
208	Ben Davies	eng ENG	DF	Preston	24	1995	19	1,689	89	40.8	18.8	1.01	89	0.90	0.00		0.00	1.26	1.12	1.22	-0.11	-0.11	+0.08	Matches
209	Curtis Davies	sl SLE	DF	Derby County	35	1985	13	974	75	23.5	10.8	1.02	88	0.93	0.19	5	0.37	1.00	0.56	0.93	-0.37	-0.37	+0.14	Matches
210	Isaak Davies	wls WAL	FW	Cardiff City	18	2001	0					0			0		4							Matches
211	David Davis	eng ENG	MF	Birmingham City	29	1991	0					0			0		1							Matches
212	Cameron Dawson	eng ENG	GK	Sheffield Weds	25	1995	8	720	90	17.4	8.0	1.00	90	1.00	0.00		1.00	1.00	0.63	1.13	-0.50	-0.50	-0.05	Matches
213	Craig Dawson	eng ENG	DF	Watford	30	1990	0					0			0		2							Matches
214	Michael Dawson	eng ENG	DF	Nottingham	36	1983	0					0			0		9							Matches
215	Joe Day	eng ENG	GK	Cardiff City	29	1990	0					0			0		4							Matches
216	Jón Daði Böðvarsson	is ISL	FW	Millwall	28	1992	38	1,390	37	33.6	15.4	0.84	75	0.06	1.62	17	0.39	1.34	0.97	1.04	-0.06	-0.06	+0.07	Matches
217	Dillon De Silva	lk SRI	FW	QPR	18	2002	0					0			0		3							Matches
218	Harlee Dean	eng ENG	DF	Birmingham City	29	1991	43	3,771	88	91.1	41.9	1.00	90	0.98	0.02	12	0.05	1.21	0.84	1.19	-0.36	-0.36	+1.84	Matches
219	Troy Deeney	eng ENG	FW	Watford	32	1988	19	1,275	67	30.8	14.2	0.99	83	0.70	0.35	22	0.21	1.89	1.20	0.63	0.56	+0.56	-0.22	Matches
220	Fisayo Dele-Bashiru	ng NGA	MF	Sheffield Weds	19	2001	8	288	36	7.0	3.2	0.63	79	0.31	1.88	22	8.13	0.50	0.31	1.88	-1.56	-1.56	-1.19	Matches
221	Tom Dele-Bashiru	ng NGA	MF	Watford	20	1999	2	64	32	1.5	0.7	1.43	36	0.00	1.43	28	0.00	1.50	0.00	0.00	0.00	0.00	-0.73	Matches
222	Sepp van den Berg	nl NED	DF,MF	Preston	18	2001	16	1,354	85	32.7	15.0	1.00	89	0.93	0.07	19	0.20	1.38	1.00	0.93	0.07	+0.07	+0.32	Matches
223	Will Dennis	eng ENG	GK	Bournemouth	20	2000	0					0			0		7							Matches
224	Halil Dervişoğlu	tr TUR	FW	Brentford	20	1999	0					0			0		1							Matches
225	Kiernan Dewsbury-Hall	eng ENG	MF	Luton Town	21	1998	39	3,222	83	77.8	35.8	1.01	86	0.73	0.08	37	0.00	1.28	0.98	1.12	-0.14	-0.14	+0.45	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
226	Yan Dhanda	eng ENG	MF	Swansea City	21	1998	26	1,313	51	31.7	14.6	0.96	74	0.14	0.82	23	1.30	1.30	1.44	0.75	0.68	+0.69	+0.46	Matches
227	Adama Diakhaby	fr FRA	FW	Huddersfield	24	1996	16	606	38	14.6	6.7	1.04	71	0.15	1.34	12	0.75	0.81	0.45	1.64	-1.19	-1.19	-0.86	Matches
228	Abdoulaye Diallo	sn SEN	GK	Nottingham	28	1992	0					0			0		1							Matches
229	Brahima Diarra	ml MLI	MF	Huddersfield	17	2003	1	38	38	0.9	0.4	0.00		0.00	2.50	38	2.50	0.00	0.00	5.00	-5.00	-4.74	-4.32	Matches
230	Robert Dickie	eng ENG	DF	QPR	24	1996	43	3,805	88	91.9	42.3	1.02	88	0.99	0.00		0.00	1.42	1.18	1.11	0.07	+0.07	+0.34	Matches
231	Thomas Dickson-Peters	sct SCO	FW	Norwich City	17	2002	0					0			0		4							Matches
232	Famara Diedhiou	sn SEN	FW	Bristol City	27	1992	40	2,128	53	51.4	23.6	0.97	79	0.47	0.72	18	0.04	1.18	1.14	1.48	-0.34	-0.34	+0.29	Matches
233	Seny Dieng	sn SEN	GK	QPR	25	1994	42	3,747	89	90.5	41.6	1.01	89	0.99	0.00		0.02	1.40	1.18	1.25	-0.07	-0.07	-1.22	Matches
234	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	23	1996	29	2,526	87	61.0	28.1	1.03	87	0.89	0.00		0.00	1.59	1.35	0.96	0.39	+0.39	+0.89	Matches
235	Daryl Dike	us USA	FW	Barnsley	20	2000	19	1,291	68	31.2	14.3	0.91	83	0.63	0.42	36	0.00	2.05	1.61	0.77	0.84	+0.84	+0.96	Matches
236	Connor Dixon	eng ENG	MF	Derby County	19	2000	0					0			0		2							Matches
237	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	18	2001	37	1,265	34	30.6	14.1	0.71	73	0.35	1.91	20	0.64	1.14	1.84	0.78	1.06	+1.07	+1.19	Matches
238	Jeriel Dorsett	ms MSR	DF	Reading	18	2002	0					0			0		9							Matches
239	Barry Douglas	sct SCO	DF	Blackburn	30	1989	30	2,433	81	58.8	27.0	1.07	84	0.93	0.04	7	0.22	1.20	1.07	1.11	-0.04	-0.04	-0.67	Matches
240	Kieran Dowell	eng ENG	MF	Norwich City	22	1997	24	932	39	22.5	10.4	1.15	63	0.00	1.15	15	0.77	2.00	1.83	0.48	1.35	+1.35	+0.65	Matches
241	Stewart Downing	eng ENG	MF	Blackburn	36	1984	18	547	30	13.2	6.1	0.33	68	0.00	2.62	26	2.13	1.00	1.97	0.66	1.31	+1.32	+1.24	Matches
242	Demeaco Duhaney	eng ENG	DF,MF	Huddersfield	21	1998	13	653	50	15.8	7.3	0.96	82	0.55	0.82	13	3.29	1.62	1.23	2.47	-1.23	-1.24	-0.93	Matches
243	Stephen Duke-McKenna	gy GUY	MF	QPR	19	2000	1	5	5	0.1	0.1	0.00		0.00	10.0	5	60.0	3.00	0.00	0.00	0.00	0.00	-0.04	Matches
244	Chey Dunkley	eng ENG	DF	Sheffield Weds	28	1992	12	840	70	20.3	9.3	1.08	82	0.65	0.22	10	0.43	1.17	1.29	1.61	-0.32	-0.32	+0.17	Matches
245	Lyndon Dykes	sct SCO	FW	QPR	24	1995	42	3,061	73	73.9	34.0	1.06	80	0.59	0.18	28	0.03	1.45	1.24	1.35	-0.12	-0.12	-0.62	Matches
246	Josh Earl	eng ENG	DF,MF	Preston	21	1998	5	354	71	8.6	3.9	1.03	84	0.77	0.26	17	2.05	2.40	1.79	0.51	1.28	+1.27	+1.56	Matches
247	Ryan East	eng ENG	DF,MF	Reading	22	1998	0					0			0		9							Matches
248	Jordan Eastham	eng ENG	GK	Blackburn	18	2001	0					0			0		1							Matches
249	Festy Ebosele	ie IRL	DF,MF	Derby County	17	2002	3	27	9	0.7	0.3	0.00		0.00	10.0	9	6.67	0.25	10.0	13.3	-3.33	-3.33	-2.87	Matches
250	Josh Eccles	eng ENG	MF	Coventry City	20	2000	7	349	50	8.4	3.9	0.51	90	0.51	1.28	34	1.54	1.43	3.08	2.31	0.77	+0.77	+1.13	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
251	Rarmani Edmonds-Green	eng ENG	DF	Huddersfield	21	1999	24	1,477	62	35.7	16.4	0.98	80	0.67	0.49	24	0.30	1.17	0.91	1.28	-0.37	-0.37	+0.14	Matches
252	George Edmundson	eng ENG	DF,MF	Derby County	22	1997	10	749	75	18.1	8.3	0.96	81	0.72	0.24	53	0.36	0.80	0.96	2.05	-1.08	-1.08	-0.74	Matches
253	Opi Edwards	eng ENG	DF	Bristol City	21	1999	4	31	8	0.7	0.3	0.00		0.00	13.3	8	26.7	0.75	3.33	3.33	0.00	0.00	+0.48	Matches
254	Owura Edwards	eng ENG	MF	Bristol City	19	2001	3	110	37	2.7	1.2	0.83	71	0.00	1.67	20	1.67	0.00	1.67	4.17	-2.50	-2.45	-2.03	Matches
255	Carel Eiting	nl NED	MF	Huddersfield	22	1998	23	1,559	68	37.7	17.3	0.98	82	0.58	0.35	27	0.12	1.30	1.50	1.39	0.12	+0.12	+0.92	Matches
256	Ovie Ejaria	eng ENG	MF	Reading	22	1997	38	3,145	83	76.0	34.9	1.06	85	0.52	0.03	18	0.00	1.55	1.26	0.97	0.29	+0.29	+0.47	Matches
257	Niclas Eliasson	se SWE	MF	Bristol City	24	1995	0					0			0		3							Matches
258	Rob Elliot	ie IRL	GK	Watford	34	1986	0					0			0		10							Matches
259	Harvey Elliott	eng ENG	FW,MF	Blackburn	17	2003	41	2,753	67	66.5	30.6	1.01	81	0.56	0.33	23	0.00	1.22	1.11	1.27	-0.16	-0.16	-1.20	Matches
260	Tommy Elphick	eng ENG	DF	Huddersfield	32	1987	0					0			0		1							Matches
261	Tomás Esteves	pt POR	DF,MF	Reading	18	2002	29	1,240	43	30.0	13.8	0.87	81	0.51	1.23	16	0.94	1.72	1.52	1.45	0.07	+0.07	-0.14	Matches
262	Neil Etheridge	ph PHI	GK	Birmingham City	30	1990	43	3,870	90	93.5	43.0	1.00	90	1.00	0.00		0.02	1.14	0.79	1.21	-0.42	-0.42	+1.58	Matches
263	Cameron Evans	wls WAL	DF	Swansea City	19	2001	0					0			0		4							Matches
264	Ched Evans	wls WAL	FW	Preston	31	1988	21	1,649	79	39.8	18.3	1.04	85	0.44	0.11	15	0.11	1.24	0.93	1.09	-0.16	-0.16	-0.02	Matches
265	Corry Evans	nir NIR	MF	Blackburn	30	1990	18	810	45	19.6	9.0	1.22	67	0.33	0.78	11	0.89	1.06	1.44	2.00	-0.56	-0.56	-0.99	Matches
266	George Evans	eng ENG	DF,MF	Millwall	25	1994	19	1,690	89	40.8	18.8	1.01	89	0.85	0.00		0.00	1.58	1.33	1.44	-0.11	-0.11	0.00	Matches
267	George Evans	eng ENG	DF,MF	Derby County	25	1994	6	449	75	10.8	5.0	1.00	81	0.60	0.20	45	2.00	1.67	0.60	0.60	0.00	0.00	+0.54	Matches
268	Kieron Evans	wls WAL	MF	Cardiff City	18	2001	0					0			0		4							Matches
269	Kiko Femenía	es ESP	DF,MF	Watford	29	1991	37	3,021	82	73.0	33.6	1.07	83	0.65	0.03	45	0.03	2.14	1.58	0.60	0.98	+0.98	+0.98	Matches
270	Shane Ferguson	nir NIR	MF,FW	Millwall	29	1991	13	245	19	5.9	2.7	0.74	65	0.00	4.07	11	5.93	1.46	0.00	0.74	-0.74	-0.73	-0.67	Matches
271	Sam Field	eng ENG	MF,DF	QPR	22	1998	19	975	51	23.6	10.8	0.74	84	0.28	1.02	28	0.00	1.84	1.85	1.20	0.65	+0.65	+0.79	Matches
272	Frank Fielding	eng ENG	GK	Millwall	32	1988	0					0			0		44							Matches
273	Tobias Figueiredo	pt POR	DF	Nottingham	26	1994	32	2,834	89	68.5	31.5	0.98	90	0.95	0.03	45	0.13	1.09	0.70	0.95	-0.25	-0.25	-0.25	Matches
274	Andy Fisher	eng ENG	GK	Blackburn	22	1998	0					0			0		4							Matches
275	Darnell Fisher	eng ENG	DF,MF	Middlesbrough	26	1994	12	904	75	21.8	10.0	1.10	80	0.60	0.10	25	0.40	1.17	1.20	1.80	-0.60	-0.60	-0.82	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
276	Darnell Fisher	eng ENG	DF	Preston	26	1994	14	1,148	82	27.7	12.8	1.09	82	0.63	0.00		0.16	1.36	1.09	1.17	-0.08	-0.08	+0.10	Matches
277	Ashley Fletcher	eng ENG	FW	Middlesbrough	24	1995	12	501	42	12.1	5.6	0.89	71	0.36	1.25	21	0.71	0.83	0.71	1.25	-0.54	-0.54	-0.66	Matches
278	Steven Fletcher	sct SCO	FW	Stoke City	33	1987	37	2,348	63	56.7	26.1	1.15	72	0.27	0.27	28	0.00	1.22	1.34	1.23	0.11	+0.11	+0.37	Matches
279	Aden Flint	eng ENG	DF	Cardiff City	31	1989	22	1,980	90	47.8	22.0	1.00	90	1.00	0.00		0.00	1.77	1.64	0.95	0.68	+0.68	+0.60	Matches
280	Aden Flint	eng ENG	DF	Sheffield Weds	31	1989	4	286	72	6.9	3.2	1.25	72	0.94	0.00		0.00	0.75	0.63	1.25	-0.63	-0.63	-0.19	Matches
281	Samuel Folarin	ng NGA	FW,MF	Middlesbrough	19	2000	2	26	13	0.6	0.3	0.00		0.00	6.67	13	23.3	0.00	0.00	3.33	-3.33	-3.46	-3.53	Matches
282	William Forrester	eng ENG	DF	Stoke City	19	2001	1	90	90	2.2	1.0	1.00	90	1.00	0.00		10.0	3.00	2.00	0.00	2.00	+2.00	+2.09	Matches
283	Marcus Forss	fi FIN	FW	Brentford	21	1999	39	1,105	28	26.7	12.3	0.73	80	0.24	2.44	13	0.41	1.83	1.46	0.57	0.89	+0.90	+0.12	Matches
284	Craig Forsyth	sct SCO	DF,MF	Derby County	31	1989	20	1,625	81	39.3	18.1	1.05	84	0.77	0.06	29	1.22	0.85	0.88	1.33	-0.44	-0.44	+0.06	Matches
285	Ben Foster	eng ENG	GK	Watford	37	1983	23	2,070	90	50.0	23.0	1.00	90	1.00	0.00		0.39	1.74	1.17	0.74	0.43	+0.43	-0.57	Matches
286	Bradley Foster-Theniger	eng ENG	GK	Derby County	18	2001	0					0			0		4							Matches
287	Tariqe Fosu	gh GHA	FW,MF	Brentford	24	1995	39	1,802	46	43.5	20.0	0.95	75	0.15	1.00	19	0.35	2.02	1.85	0.60	1.25	+1.25	+0.79	Matches
288	Morgan Fox	wls WAL	DF,MF	Stoke City	26	1993	20	1,736	87	41.9	19.3	1.04	87	0.93	0.00		0.00	1.50	0.98	0.98	0.00	0.00	+0.07	Matches
289	Kieron Freeman	wls WAL	DF,MF	Swansea City	28	1992	0					0			0		6							Matches
290	Luke Freeman	eng ENG	MF	Nottingham	28	1992	23	1,273	55	30.7	14.1	1.13	72	0.28	0.50	18	0.50	1.22	0.50	1.21	-0.71	-0.71	-0.77	Matches
291	Nick Freeman	eng ENG	MF	Wycombe	24	1995	7	347	50	8.4	3.9	0.77	85	0.51	1.03	23	2.05	0.29	0.00	2.31	-2.31	-2.33	-1.84	Matches
292	George Friend	eng ENG	DF	Birmingham City	32	1987	26	1,927	74	46.5	21.4	0.98	89	0.93	0.23	12	0.61	1.15	0.51	1.07	-0.56	-0.56	-0.07	Matches
293	Dominik Frieser	at AUT	FW,MF	Barnsley	26	1993	42	2,121	51	51.2	23.6	1.10	65	0.21	0.68	27	0.08	1.72	1.19	1.02	0.17	+0.17	-0.01	Matches
294	Dael Fry	eng ENG	DF	Middlesbrough	22	1997	32	2,666	83	64.4	29.6	1.01	88	0.95	0.07	21	0.03	1.56	1.32	0.84	0.47	+0.47	+1.21	Matches
295	Jay Fulton	sct SCO	MF	Swansea City	26	1994	40	2,720	68	65.7	30.2	1.03	82	0.73	0.30	20	0.20	1.81	1.13	0.86	0.26	+0.26	-0.31	Matches
296	Jordan Gabriel	eng ENG	DF	Nottingham	21	1998	1	90	90	2.2	1.0	1.00	90	1.00	0.00		0.00	0.00	0.00	2.00	-2.00	-2.00	-1.87	Matches
297	Paul Gallagher	sct SCO	MF	Preston	35	1984	13	569	44	13.7	6.3	0.95	66	0.00	1.11	25	2.38	0.92	1.11	1.11	0.00	0.00	+0.18	Matches
298	Sam Gallagher	eng ENG	FW,MF	Blackburn	24	1995	39	2,218	57	53.6	24.6	0.98	76	0.28	0.61	26	0.00	1.28	1.34	1.26	0.08	+0.08	-0.34	Matches
299	Brendan Galloway	zw ZIM	DF	Luton Town	24	1996	0					0			0		6							Matches
300	Ryan Galvin	eng ENG	DF,MF	Sheffield Weds	19	2001	0					0			0		1							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
301	Dominic Gape	eng ENG	MF	Wycombe	25	1994	14	864	62	20.9	9.6	1.25	70	0.42	0.21	12	0.21	0.86	0.42	1.25	-0.83	-0.83	-0.23	Matches
302	Gary Gardner	eng ENG	MF	Birmingham City	28	1992	37	2,245	61	54.2	24.9	1.00	80	0.44	0.48	21	0.28	1.16	0.68	1.29	-0.60	-0.60	-0.17	Matches
303	James Garner	eng ENG	MF	Nottingham	19	2001	20	1,700	85	41.1	18.9	1.01	89	0.95	0.05	3	0.00	1.30	0.79	0.85	-0.05	-0.05	+0.21	Matches
304	James Garner	eng ENG	MF	Watford	19	2001	20	1,134	57	27.4	12.6	0.95	84	0.56	0.63	16	0.40	1.65	1.19	0.87	0.32	+0.32	-0.55	Matches
305	Jordan Garrick	eng ENG	FW,MF	Swansea City	22	1998	3	50	17	1.2	0.6	0.00		0.00	5.00	17	16.7	0.00	0.00	0.00	0.00	0.00	-0.37	Matches
