Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
23	Felipe Araruna	br BRA	DF	Reading	24	1996	2	150	75	3.6	1.7	1.18	75	0.59	0.00		0.59	3.00	1.76	0.00	1.76	+1.80	+1.69	Matches
24	Jordan Archer	sct SCO	GK	Middlesbrough	27	1993	5	450	90	10.9	5.0	1.00	90	1.00	0.00		3.80	1.40	1.40	1.60	-0.20	-0.20	-0.27	Matches
25	Adam Armstrong	eng ENG	FW	Blackburn	23	1997	40	3,459	86	83.6	38.4	1.04	86	0.81	0.00		0.00	1.28	1.46	1.28	0.18	+0.18	-0.35	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
26	Paul Arriola	us USA	FW,MF	Swansea City	25	1995	2	18	9	0.4	0.2	0.00		0.00	10.0	9	20.0	1.50	5.00	5.00	0.00	0.00	-0.37	Matches
27	Harry Arter	ie IRL	MF,FW	Nottingham	30	1989	13	716	55	17.3	8.0	1.00	73	0.38	0.63	26	0.75	0.92	0.50	1.38	-0.88	-0.88	-0.85	Matches
28	Britt Assombalonga	cd COD	FW	Middlesbrough	27	1992	31	1,725	56	41.7	19.2	0.99	79	0.47	0.63	19	0.26	1.19	1.09	1.25	-0.16	-0.16	-0.34	Matches
29	Josh Austerfield	eng ENG	MF	Huddersfield	18	2001	0					0			0		1							Matches
30	Charlie Austin	eng ENG	FW	QPR	31	1989	21	1,414	67	34.2	15.7	1.21	72	0.06	0.13	25	0.00	1.95	1.34	0.96	0.38	+0.38	+0.51	Matches
31	Daniel Ayala	es ESP	DF	Blackburn	29	1990	10	785	79	19.0	8.7	0.92	85	0.69	0.23	54	0.11	1.20	1.26	1.26	0.00	0.00	-0.30	Matches
32	André Ayew	gh GHA	FW	Swansea City	30	1989	43	3,652	85	88.2	40.6	1.01	87	0.91	0.05	36	0.00	1.70	1.26	0.79	0.47	+0.47	+0.84	Matches
33	Femi Azeez	ng NGA	MF	Reading	19	2001	1	1	1	0.0	0.0	0		0	1	1	3	3.00	0	0	0	0.00	-0.17	Matches
34	Fouad Bachirou	km COM	MF	Nottingham	30	1990	1	33	33	0.8	0.4	0.00		0.00	2.50	33	0.00	1.00	0.00	0.00	0.00	0.00	+0.18	Matches
35	Daniel Bachmann	at AUT	GK	Watford	26	1994	23	2,070	90	50.0	23.0	1.00	90	1.00	0.00		1.00	2.22	1.57	0.57	1.00	+1.00	+0.57	Matches
36	Juninho Bacuna	cw CUW	MF,FW	Huddersfield	22	1997	43	3,314	77	80.0	36.8	1.01	83	0.57	0.16	39	0.00	1.12	0.87	1.52	-0.65	-0.65	-0.98	Matches
37	Leandro Bacuna	cw CUW	DF,MF	Cardiff City	28	1991	42	2,920	70	70.5	32.4	0.99	85	0.71	0.31	21	0.03	1.48	1.33	1.23	0.09	+0.09	-0.94	Matches
38	Joel Bagan	ie IRL	DF,MF	Cardiff City	20	2000	7	464	66	11.2	5.2	0.96	79	0.77	0.38	34	4.42	1.43	1.54	1.15	0.38	+0.39	+0.02	Matches
39	Amadou Bakayoko	sl SLE	FW	Coventry City	24	1996	14	316	23	7.6	3.5	0.57	60	0.00	3.43	16	6.86	1.14	0.57	1.71	-1.14	-1.14	-0.95	Matches
40	Nathan Baker	eng ENG	DF	Bristol City	29	1991	3	200	67	4.8	2.2	0.91	90	0.91	0.45	20	0.00	0.00	0.91	3.64	-2.73	-2.70	-2.33	Matches
41	Tyreeq Bakinson	eng ENG	MF	Bristol City	21	1998	34	2,065	61	49.9	22.9	0.87	85	0.74	0.61	26	0.35	1.06	1.22	1.44	-0.22	-0.22	+0.52	Matches
42	Ellery Balcombe	eng ENG	GK	Brentford	20	1999	0					0			0		1							Matches
43	Sam Baldock	eng ENG	FW	Reading	31	1989	20	514	26	12.4	5.7	0.70	83	0.35	2.81	11	3.33	1.30	0.88	1.23	-0.35	-0.35	-0.60	Matches
44	Dominic Ball	eng ENG	MF	QPR	24	1995	39	2,183	56	52.7	24.3	0.99	80	0.66	0.62	17	0.21	1.49	0.99	1.19	-0.21	-0.21	-0.53	Matches
45	Sol Bamba	ci CIV	DF	Cardiff City	35	1985	6	30	5	0.7	0.3	0.00		0.00	20.0	5	50.0	2.67	0.00	0.00	0.00	0.00	-0.37	Matches
46	Beni Baningime	cd COD	MF	Derby County	21	1998	2	94	47	2.3	1.0	1.00	90	1.00	1.00	4	9.00	0.00	0.00	5.00	-5.00	-4.79	-4.41	Matches
47	Barry Bannan	sct SCO	MF	Sheffield Weds	30	1989	46	4,012	87	96.9	44.6	1.03	87	0.87	0.00		0.00	1.02	0.90	1.30	-0.40	-0.40	+1.71	Matches
48	Will Bapaga	eng ENG	MF	Coventry City	17	2002	2	24	12	0.6	0.3	0.00		0.00	6.67	12	60.0	0.00	0.00	0.00	0.00	0.00	+0.26	Matches
49	Shandon Baptiste	gd GRN	MF	Brentford	22	1998	1	10	10	0.2	0.1	0.00		0.00	10.0	10	0.00	3.00	20.0	0.00	20.0	+18.00	+17.24	Matches
50	Yoann Barbet	fr FRA	DF	QPR	27	1993	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.48	1.24	1.20	0.04	+0.04		Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
51	Daniel Barden	wls WAL	GK	Norwich City	19	2001	2	135	68	3.3	1.5	0.67	90	0.67	0.67	45	14.7	2.00	2.00	1.33	0.67	+0.67	-0.19	Matches
52	Tom Barkhuizen	eng ENG	MF,FW	Preston	27	1993	45	2,681	60	64.8	29.8	0.97	79	0.50	0.54	25	0.00	1.29	0.91	1.34	-0.44	-0.44	-0.81	Matches
53	Daniel Barlaser	tr TUR	MF	Rotherham	23	1997	33	2,394	73	57.8	26.6	1.09	79	0.45	0.15	23	0.30	0.97	1.09	1.39	-0.30	-0.30	+0.11	Matches
54	Mason Barrett	eng ENG	DF	Watford	20	1999	0					0			0		2							Matches
55	Joseph Bateman	eng ENG	DF	Derby County	21	1998	0					0			0		1							Matches
56	Danny Batth	eng ENG	DF	Stoke City	29	1990	29	2,344	81	56.6	26.0	1.04	86	0.88	0.08	5	0.58	1.41	1.31	1.12	0.19	+0.19	+0.54	Matches
57	Patrick Bauer	de GER	DF	Preston	27	1992	12	1,034	86	25.0	11.5	1.04	86	0.87	0.00		0.09	1.33	1.39	1.57	-0.17	-0.17	-0.03	Matches
58	Jack Baxter	eng ENG	FW	Preston	19	2000	0					0			0		2							Matches
59	Tom Bayliss	eng ENG	MF	Preston	21	1999	11	257	23	6.2	2.9	0.69	73	0.00	3.10	12	5.86	1.91	1.72	1.38	0.34	+0.35	+0.54	Matches
60	Mads Bech Sørensen	dk DEN	DF	Brentford	21	1999	32	2,679	84	64.7	29.8	0.97	88	0.94	0.10	38	0.37	1.91	1.68	0.91	0.77	+0.77	-0.09	Matches
61	Sam Beckwith	eng ENG	DF,MF	Luton Town	19	2001	0					0			0		1							Matches
62	Asmir Begović	ba BIH	GK	Bournemouth	33	1987	45	4,050	90	97.8	45.0	1.00	90	1.00	0.00		0.00	1.64	1.56	0.98	0.58	+0.58	-0.42	Matches
63	Jérémie Bela	ao ANG	MF	Birmingham City	27	1993	35	2,252	64	54.4	25.0	1.04	79	0.48	0.36	23	0.36	1.00	0.72	1.20	-0.48	-0.48	+0.09	Matches
64	Amari'i Bell	jm JAM	DF	Blackburn	26	1994	19	1,527	80	36.9	17.0	0.88	90	0.82	0.24	46	1.06	1.58	2.06	1.24	0.82	+0.83	+0.93	Matches
65	Sam Bell	eng ENG	FW	Bristol City	18	2002	4	35	9	0.8	0.4	2.50	15	0.00	7.50	7	50.0	0.00	0.00	0.00	0.00	0.00	+0.48	Matches
66	Steven Benda	de GER	GK	Swansea City	21	1998	1	90	90	2.2	1.0	1.00	90	1.00	0.00		22.0	3.00	2.00	1.00	1.00	+1.00	+0.64	Matches
67	Filip Benković	hr CRO	DF	Cardiff City	23	1997	1	71	71	1.7	0.8	0.00		0.00	1.25	71	13.8	0.00	1.25	2.50	-1.25	-1.27	-1.67	Matches
68	Elliott Bennett	eng ENG	MF,DF	Blackburn	31	1988	9	250	28	6.0	2.8	0.71	83	0.36	2.50	12	4.64	1.11	0.36	1.07	-0.71	-0.72	-1.02	Matches
69	Joe Bennett	eng ENG	DF,MF	Cardiff City	30	1990	28	2,382	85	57.5	26.5	1.06	85	0.94	0.00		0.00	1.68	1.66	1.02	0.64	+0.64	+0.64	Matches
70	Mason Bennett	eng ENG	FW,MF	Millwall	24	1996	37	2,298	62	55.5	25.5	1.14	72	0.04	0.31	26	0.16	1.35	1.22	1.10	0.12	+0.12	+0.51	Matches
71	Ryan Bennett	eng ENG	DF	Swansea City	30	1990	28	2,420	86	58.5	26.9	1.04	86	0.93	0.00		0.22	1.61	1.15	0.82	0.33	+0.33	-0.08	Matches
72	Saïd Benrahma	dz ALG	FW,MF	Brentford	24	1995	2	41	21	1.0	0.5	0.00		0.00	4.00	21	0.00	0.50	0.00	2.00	-2.00	-2.20	-3.03	Matches
73	Daniel Bentley	eng ENG	GK	Bristol City	27	1993	43	3,870	90	93.5	43.0	1.00	90	1.00	0.00		0.02	1.14	1.00	1.44	-0.44	-0.44	+0.56	Matches
74	Luke Berry	eng ENG	MF	Luton Town	28	1992	31	1,869	60	45.1	20.8	1.06	76	0.48	0.43	21	0.43	1.10	0.82	1.15	-0.34	-0.34	-0.18	Matches
75	Faysal Bettache	eng ENG	MF	QPR	20	2000	6	74	12	1.8	0.8	0.00		0.00	7.50	12	38.8	1.50	2.50	0.00	2.50	+2.43	+2.43	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
76	Marcus Bettinelli	eng ENG	GK	Middlesbrough	28	1992	41	3,690	90	89.1	41.0	1.00	90	1.00	0.00		0.12	1.39	1.17	1.10	0.07	+0.07	+0.27	Matches
77	Maxime Biamou	fr FRA	FW	Coventry City	29	1990	34	2,014	59	48.6	22.4	0.89	82	0.49	0.63	27	0.27	1.26	1.16	1.21	-0.04	-0.04	+0.42	Matches
78	Bartosz Białkowski	pl POL	GK	Millwall	33	1987	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.35	1.02	1.13	-0.11	-0.11		Matches
79	Mads Bidstrup	dk DEN	MF	Brentford	19	2001	4	115	29	2.8	1.3	0.77	80	0.00	2.31	12	10.0	3.00	3.08	0.77	2.31	+2.35	+1.59	Matches
80	Jake Bidwell	eng ENG	MF,DF	Swansea City	27	1993	39	3,142	81	75.9	34.9	1.03	86	0.89	0.09	17	0.20	1.76	1.20	0.86	0.34	+0.34	-0.11	Matches
81	Krystian Bielik	pl POL	MF	Derby County	22	1998	13	1,091	84	26.4	12.1	1.07	84	0.91	0.00		0.17	1.62	0.91	0.41	0.50	+0.49	+1.32	Matches
82	Philip Billing	dk DEN	MF	Bournemouth	24	1996	34	2,070	61	50.0	23.0	1.00	82	0.52	0.48	17	0.22	1.72	1.65	1.04	0.61	+0.61	+0.04	Matches
83	Tom Billson	eng ENG	GK	Coventry City	19	2000	0					0			0		7							Matches
84	Max Bird	eng ENG	MF	Derby County	19	2000	33	2,071	63	50.0	23.0	0.91	85	0.74	0.52	23	0.52	0.97	0.74	1.65	-0.91	-0.91	-0.87	Matches
85	Tyler Blackett	eng ENG	DF	Nottingham	26	1994	14	844	60	20.4	9.4	0.96	90	0.96	0.53	7	0.74	1.29	0.64	1.28	-0.64	-0.64	-0.59	Matches
86	Jamal Blackman	eng ENG	GK	Rotherham	26	1993	26	2,334	90	56.4	25.9	0.97	90	0.97	0.04	84	0.62	0.77	0.93	1.43	-0.50	-0.50	-0.35	Matches
87	Matt Bloomfield	eng ENG	MF	Wycombe	36	1984	16	690	43	16.7	7.7	1.04	71	0.00	1.04	15	1.30	0.75	0.13	2.08	-1.95	-1.96	-1.57	Matches
88	Billy Bodin	wls WAL	MF	Preston	28	1992	4	93	23	2.2	1.0	1.00	56	0.00	3.00	12	6.00	0.00	0.00	4.00	-4.00	-3.87	-3.80	Matches
89	Marc Bola	eng ENG	DF,MF	Middlesbrough	22	1997	41	3,606	88	87.1	40.1	1.02	88	0.87	0.00		0.12	1.37	1.15	1.20	-0.05	-0.05	-0.72	Matches
90	Yannick Bolasie	cd COD	FW,MF	Middlesbrough	31	1989	15	924	62	22.3	10.3	1.17	72	0.00	0.29	19	0.00	1.20	1.46	1.65	-0.19	-0.19	-0.31	Matches
91	Gaëtan Bong	cm CMR	DF	Nottingham	32	1988	10	785	79	19.0	8.7	1.03	86	0.80	0.11	10	1.26	1.60	1.03	0.69	0.34	+0.34	+0.64	Matches
92	Macauley Bonne	zw ZIM	FW,MF	QPR	24	1995	34	1,098	32	26.5	12.2	0.66	78	0.25	2.13	18	0.66	1.32	0.82	1.39	-0.57	-0.57	-0.84	Matches
93	Julian Börner	de GER	DF	Sheffield Weds	29	1991	26	2,101	81	50.7	23.3	1.07	83	0.82	0.04	16	0.43	0.77	0.94	1.37	-0.43	-0.43	+0.06	Matches
94	Sam Bowen	wls WAL	MF	Cardiff City	19	2001	0					0			0		3							Matches
95	Coniah Boyce-Clarke	jm JAM	GK	Reading	17	2003	0					0			0		1							Matches
96	Caolan Boyd-Munce	nir NIR	MF	Birmingham City	20	2000	1	90	90	2.2	1.0	1.00	90	1.00	0.00		5.00	0.00	1.00	3.00	-2.00	-2.00	-1.51	Matches
97	Sonny Bradley	eng ENG	DF	Luton Town	28	1991	37	3,285	89	79.3	36.5	0.99	90	0.99	0.03	45	0.00	1.27	0.85	1.10	-0.25	-0.25	-0.04	Matches
98	Tom Bradshaw	wls WAL	FW,MF	Millwall	28	1992	29	1,049	36	25.3	11.7	1.03	71	0.09	1.45	11	1.03	1.48	1.54	1.54	0.00	0.00	+0.15	Matches
99	Jarrad Branthwaite	eng ENG	DF	Blackburn	18	2002	10	900	90	21.7	10.0	1.00	90	1.00	0.00		0.70	1.10	1.00	1.20	-0.20	-0.20	-0.56	Matches
100	James Bree	eng ENG	DF,MF	Luton Town	22	1997	24	1,603	67	38.7	17.8	0.90	86	0.67	0.45	29	0.28	1.46	0.73	1.12	-0.39	-0.39	-0.25	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
101	Ciaran Brennan	ie IRL	DF	Sheffield Weds	20	2000	0					0			0		10							Matches
102	Luke Brennan	eng ENG	FW	Blackburn	18	2001	1	10	10	0.2	0.1	0.00		0.00	10.0	10	0.00	0.00	0.00	10.0	-10.00	-9.00	-9.26	Matches
103	Ben Brereton	cl CHI	FW,MF	Blackburn	21	1999	40	2,430	61	58.7	27.0	1.11	75	0.44	0.37	17	0.04	1.33	1.59	1.04	0.56	+0.56	+0.77	Matches
104	Ethan Bristow	kn SKN	DF,MF	Reading	18	2001	0					0			0		5							Matches
105	Callum Brittain	eng ENG	MF	Barnsley	22	1998	40	3,547	89	85.7	39.4	1.02	89	0.94	0.00		0.03	1.83	1.40	1.02	0.38	+0.38	+1.44	Matches
106	Louis Britton	eng ENG	FW	Bristol City	19	2001	1	19	19	0.5	0.2	0.00		0.00	5.00	19	5.00	0.00	5.00	10.0	-5.00	-4.74	-4.28	Matches
107	David Brooks	wls WAL	FW,MF	Bournemouth	23	1997	32	2,146	67	51.8	23.8	1.05	79	0.21	0.29	26	0.04	1.62	1.81	1.05	0.76	+0.75	+0.35	Matches
108	Ciaron Brown	nir NIR	DF,MF	Cardiff City	22	1998	12	1,043	87	25.2	11.6	0.95	90	0.95	0.09	53	0.43	1.25	1.12	1.21	-0.09	-0.09	-0.61	Matches
109	Izzy Brown	eng ENG	MF	Sheffield Weds	23	1997	19	542	29	13.1	6.0	0.67	84	0.50	2.50	14	2.33	0.68	0.83	1.50	-0.67	-0.66	-0.24	Matches
110	Jacob Brown	sct SCO	FW,MF	Stoke City	22	1998	41	2,425	59	58.6	26.9	1.00	78	0.30	0.52	24	0.19	1.41	1.08	1.04	0.04	+0.04	+0.19	Matches
111	Jaden Brown	eng ENG	FW	Huddersfield	21	1999	13	245	19	5.9	2.7	0.37	52	0.00	4.44	16	7.78	1.38	0.00	3.33	-3.33	-3.31	-3.03	Matches
112	James Brown	mt MLT	DF,MF	Millwall	22	1998	0					0			0		4							Matches
113	Jordan Brown	eng ENG	DF,MF	Derby County	19	2001	0					0			0		4							Matches
114	Alan Browne	ie IRL	MF,DF	Preston	25	1995	38	3,241	85	78.3	36.0	1.03	87	0.86	0.03	37	0.00	1.42	1.14	1.14	0.00	0.00	+0.70	Matches
115	Marcus Browne	eng ENG	MF	Middlesbrough	22	1997	5	142	28	3.4	1.6	0.63	70	0.00	2.50	18	5.00	2.00	3.13	0.63	2.50	+2.54	+2.58	Matches
116	Chris Brunt	nir NIR	MF	Bristol City	35	1984	12	512	43	12.4	5.7	0.88	77	0.35	1.23	18	0.70	1.58	1.05	1.58	-0.53	-0.53	-0.06	Matches
117	Solomon Brynn	eng ENG	GK	Middlesbrough	19	2000	0					0			0		2							Matches
118	Lee Buchanan	eng ENG	DF,MF	Derby County	19	2001	35	2,579	74	62.3	28.7	0.98	88	0.80	0.24	18	0.35	1.09	0.73	1.18	-0.45	-0.45	+0.07	Matches
119	John Buckley	eng ENG	MF,FW	Blackburn	20	1999	28	997	36	24.1	11.1	0.63	72	0.09	1.89	23	1.53	1.29	1.35	0.90	0.45	+0.45	+0.28	Matches
120	Emi Buendía	ar ARG	MF	Norwich City	23	1996	39	3,316	85	80.1	36.8	1.06	85	0.41	0.00		0.00	2.26	1.77	0.71	1.06	+1.06	+1.06	Matches
121	Ajani Burchall	bm BER	FW	Bournemouth	15	2004	1	4	4	0.1	0.0	0		0	1	4	1	3.00	0	0	0	0.00	-0.59	Matches
122	Tyler Burey	eng ENG	FW	Millwall	18	2001	13	143	11	3.5	1.6	0.00		0.00	8.13	11	6.88	0.31	0.63	1.25	-0.63	-0.63	-0.54	Matches
123	Andre Burley	kn SKN	DF	Wycombe	20	1999	0					0			0		2							Matches
124	Jack Burroughs	sct SCO	DF,MF	Coventry City	19	2001	2	92	46	2.2	1.0	0.00		0.00	2.00	46	1.00	2.00	6.00	2.00	4.00	+3.91	+4.27	Matches
125	Josef Bursik	eng ENG	GK	Stoke City	20	2000	15	1,350	90	32.6	15.0	1.00	90	1.00	0.00		0.40	1.27	1.07	1.07	0.00	0.00	+0.06	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
126	Jack Butland	eng ENG	GK	Stoke City	27	1993	0					0			0		4							Matches
127	Daniel Butterworth	eng ENG	FW,MF	Blackburn	20	1999	1	27	27	0.7	0.3	0.00		0.00	3.33	27	0.00	0.00	0.00	0.00	0.00	0.00	-0.24	Matches
128	George Byers	sct SCO	MF	Swansea City	24	1996	0					0			0		1							Matches
129	Nathan Byrne	eng ENG	DF,MF	Derby County	28	1992	41	3,463	84	83.6	38.5	1.01	87	0.88	0.05	28	0.05	1.00	0.86	1.14	-0.29	-0.29	+1.18	Matches
130	Ben Cabango	wls WAL	DF	Swansea City	20	2000	30	2,537	85	61.3	28.2	0.99	88	0.96	0.07	31	0.43	1.85	1.35	0.82	0.53	+0.53	+0.42	Matches
131	Rafael Cabral	br BRA	GK	Reading	30	1990	45	4,050	90	97.8	45.0	1.00	90	1.00	0.00		0.00	1.53	1.33	1.16	0.18	+0.18	+0.18	Matches
132	Cafú	pt POR	MF	Nottingham	27	1993	31	2,344	76	56.6	26.0	1.00	86	0.73	0.19	22	0.19	1.19	0.92	0.85	0.08	+0.08	+0.58	Matches
133	Mamadi Camará	gw GNB	FW,MF	Reading	16	2003	1	8	8	0.2	0.1	0.00		0.00	10.0	8	100.0	0.00	0.00	10.0	-10.00	-11.25	-11.45	Matches
134	Geoff Cameron	us USA	MF,DF	QPR	35	1985	34	2,782	82	67.2	30.9	1.00	87	0.91	0.10	24	0.06	1.56	1.17	1.10	0.06	+0.06	+0.06	Matches
135	Lee Camp	nir NIR	GK	Coventry City	35	1984	0					0			0		11							Matches
136	Fraizer Campbell	eng ENG	FW	Huddersfield	32	1987	40	2,975	74	71.9	33.1	1.06	82	0.63	0.15	20	0.06	1.18	1.18	1.30	-0.12	-0.12	+1.19	Matches
137	Tate Campbell	eng ENG	MF	Birmingham City	18	2002	0					0			0		1							Matches
138	Tyrese Campbell	eng ENG	MF,FW	Stoke City	20	1999	16	1,087	68	26.3	12.1	1.07	78	0.41	0.25	23	0.08	1.56	1.82	1.16	0.66	+0.66	+0.96	Matches
139	Sergi Canós	es ESP	FW,MF	Brentford	23	1997	46	2,872	62	69.4	31.9	1.03	77	0.31	0.41	24	0.00	1.90	1.76	1.03	0.72	+0.72	-0.27	Matches
140	Todd Cantwell	eng ENG	MF	Norwich City	22	1998	33	2,611	79	63.1	29.0	1.03	84	0.14	0.10	28	0.03	2.15	1.79	0.72	1.07	+1.07	+0.60	Matches
141	Étienne Capoue	fr FRA	MF	Watford	32	1988	11	701	64	16.9	7.8	0.90	86	0.64	0.51	25	0.13	1.73	1.15	1.28	-0.13	-0.13	-1.02	Matches
142	Tom Carroll	eng ENG	MF	QPR	28	1992	22	1,644	75	39.7	18.3	1.04	83	0.66	0.16	25	0.11	1.05	0.82	1.42	-0.60	-0.60	-1.07	Matches
143	Hayden Carter	eng ENG	DF	Blackburn	20	1999	1	15	15	0.4	0.2	0.00		0.00	5.00	15	45.0	3.00	5.00	5.00	0.00	0.00	-0.24	Matches
144	Cameron Carter-Vickers	us USA	DF	Bournemouth	22	1997	21	1,845	88	44.6	20.5	1.02	88	0.98	0.00		0.15	1.65	1.61	1.07	0.54	+0.54	-0.09	Matches
145	Eiran Cashin	ie IRL	DF	Derby County	18	2001	0					0			0		3							Matches
146	Joel Castro Pereira	pt POR	GK	Huddersfield	24	1996	2	180	90	4.3	2.0	1.00	90	1.00	0.00		16.5	0.00	1.50	5.50	-4.00	-4.00	-3.70	Matches
147	Craig Cathcart	nir NIR	DF	Watford	31	1989	25	1,914	77	46.2	21.3	0.94	89	0.80	0.23	25	0.61	2.04	1.17	0.75	0.42	+0.42	-0.55	Matches
148	Ilias Chair	ma MAR	MF	QPR	22	1997	45	3,497	78	84.5	38.9	1.11	81	0.46	0.05	17	0.03	1.51	1.13	1.08	0.05	+0.05	+0.05	Matches
149	Nathaniel Chalobah	eng ENG	MF	Watford	25	1994	38	2,630	69	63.5	29.2	1.10	79	0.55	0.21	16	0.03	2.08	1.44	0.51	0.92	+0.92	+0.57	Matches
150	Conor Chaplin	eng ENG	FW,MF	Barnsley	23	1997	34	2,113	62	51.0	23.5	1.32	66	0.21	0.13	21	0.43	1.59	1.11	1.23	-0.13	-0.13	-0.62	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
