Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
37	Sam Baldock	eng ENG	FW	Reading	31	1989	5.7	0.18	0.00	0.00	2.11	1.23	0.53	1.40	0.53	0.70			0.00	Matches
38	Dominic Ball	eng ENG	MF	QPR	24	1995	24.3	0.37	0.00	0.00	2.10	1.23	0.08	0.62	1.11	0.91			0.00	Matches
39	Sol Bamba	ci CIV	DF	Cardiff City	35	1985	0.3	0.00	0.00	0.00	3.33	0.00	0.00	0.00	0.00	0.00			0.00	Matches
40	Beni Baningime	cd COD	MF	Derby County	21	1998	1.0	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	2.00			0.00	Matches
41	Barry Bannan	sct SCO	MF	Sheffield Weds	30	1989	44.6	0.20	0.00	0.00	0.67	0.56	0.04	5.99	1.23	0.92			0.00	Matches
42	Will Bapaga	eng ENG	MF	Coventry City	17	2002	0.3	0.00	0.00	0.00	3.33	6.67	0.00	0.00	0.00	3.33			0.00	Matches
43	Shandon Baptiste	gd GRN	MF	Brentford	22	1998	0.1	0.00	0.00	0.00	10.0	10.0	0.00	0.00	0.00	0.00			0.00	Matches
44	Yoann Barbet	fr FRA	DF	QPR	27	1993	46.0	0.15	0.00	0.00	0.85	0.74	0.00	1.13	2.43	0.59			0.04	Matches
45	Daniel Barden	wls WAL	GK	Norwich City	19	2001	1.5	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00			0.00	Matches
46	Tom Barkhuizen	eng ENG	MF,FW	Preston	27	1993	29.8	0.00	0.03	0.00	0.64	0.47	0.37	2.58	0.94	0.67			0.00	Matches
47	Daniel Barlaser	tr TUR	MF	Rotherham	23	1997	26.6	0.11	0.00	0.00	1.09	0.94	0.00	4.77	1.54	1.20			0.00	Matches
48	Danny Batth	eng ENG	DF	Stoke City	29	1990	26.0	0.27	0.00	0.00	1.42	0.46	0.00	0.00	1.62	0.42			0.00	Matches
49	Patrick Bauer	de GER	DF	Preston	27	1992	11.5	0.09	0.00	0.00	1.22	0.87	0.00	0.26	2.26	0.87			0.00	Matches
50	Tom Bayliss	eng ENG	MF	Preston	21	1999	2.9	0.00	0.00	0.00	0.69	1.03	0.00	1.72	0.34	1.03			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
51	Mads Bech Sørensen	dk DEN	DF	Brentford	21	1999	29.8	0.07	0.00	0.00	0.87	0.84	0.00	0.47	1.01	0.84			0.00	Matches
52	Asmir Begović	ba BIH	GK	Bournemouth	33	1987	45.0	0.04	0.00	0.00	0.02	0.13	0.00	0.00	0.02	0.02			0.00	Matches
53	Jérémie Bela	ao ANG	MF	Birmingham City	27	1993	25.0	0.08	0.00	0.00	0.96	1.48	0.44	6.76	0.68	0.52			0.00	Matches
54	Amari'i Bell	jm JAM	DF	Blackburn	26	1994	17.0	0.06	0.00	0.00	1.24	1.18	0.06	2.24	0.88	1.24			0.00	Matches
55	Sam Bell	eng ENG	FW	Bristol City	18	2002	0.4	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00			0.00	Matches
56	Steven Benda	de GER	GK	Swansea City	21	1998	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
57	Filip Benković	hr CRO	DF	Cardiff City	23	1997	0.8	0.00	0.00	0.00	0.00	2.50	1.25	0.00	3.75	0.00			0.00	Matches
58	Elliott Bennett	eng ENG	MF,DF	Blackburn	31	1988	2.8	0.36	0.00	0.00	0.36	2.14	0.00	1.43	2.14	0.36			0.00	Matches
59	Joe Bennett	eng ENG	DF,MF	Cardiff City	30	1990	26.5	0.23	0.00	0.00	0.79	0.79	0.26	2.11	1.32	0.94			0.00	Matches
60	Mason Bennett	eng ENG	FW,MF	Millwall	24	1996	25.5	0.00	0.00	0.00	1.80	1.84	0.31	1.37	0.47	0.63			0.00	Matches
61	Ryan Bennett	eng ENG	DF	Swansea City	30	1990	26.9	0.30	0.00	0.00	0.86	0.37	0.04	0.00	2.08	0.56			0.00	Matches
62	Saïd Benrahma	dz ALG	FW,MF	Brentford	24	1995	0.5	0.00	0.00	0.00	2.00	0.00	0.00	4.00	0.00	0.00			0.00	Matches
63	Daniel Bentley	eng ENG	GK	Bristol City	27	1993	43.0	0.00	0.00	0.00	0.02	0.30	0.00	0.00	0.00	0.00			0.02	Matches
64	Luke Berry	eng ENG	MF	Luton Town	28	1992	20.8	0.19	0.00	0.00	1.68	1.83	0.00	4.86	0.82	0.67			0.00	Matches
65	Faysal Bettache	eng ENG	MF	QPR	20	2000	0.8	0.00	0.00	0.00	1.25	0.00	0.00	2.50	0.00	1.25			0.00	Matches
66	Marcus Bettinelli	eng ENG	GK	Middlesbrough	28	1992	41.0	0.07	0.00	0.00	0.02	0.10	0.00	0.00	0.00	0.00			0.00	Matches
67	Maxime Biamou	fr FRA	FW	Coventry City	29	1990	22.4	0.13	0.00	0.00	1.52	1.88	1.03	0.71	0.40	0.71			0.00	Matches
68	Bartosz Białkowski	pl POL	GK	Millwall	33	1987	46.0	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.02	0.00			0.00	Matches
69	Mads Bidstrup	dk DEN	MF	Brentford	19	2001	1.3	0.77	0.00	0.00	2.31	0.77	0.00	0.00	0.00	1.54			0.00	Matches
70	Jake Bidwell	eng ENG	MF,DF	Swansea City	27	1993	34.9	0.14	0.00	0.00	1.09	0.66	0.20	3.18	0.83	0.34			0.00	Matches
71	Krystian Bielik	pl POL	MF	Derby County	22	1998	12.1	0.33	0.00	0.00	1.74	2.07	0.00	0.33	2.40	1.57			0.00	Matches
72	Philip Billing	dk DEN	MF	Bournemouth	24	1996	23.0	0.39	0.00	0.00	1.65	1.43	0.04	0.74	0.91	1.22			0.00	Matches
73	Max Bird	eng ENG	MF	Derby County	19	2000	23.0	0.09	0.00	0.00	0.83	0.35	0.04	1.30	1.48	1.57			0.00	Matches
74	Tyler Blackett	eng ENG	DF	Nottingham	26	1994	9.4	0.00	0.00	0.00	0.96	0.43	0.11	2.55	1.49	0.74			0.00	Matches
75	Jamal Blackman	eng ENG	GK	Rotherham	26	1993	25.9	0.04	0.00	0.00	0.04	0.27	0.00	0.00	0.00	0.04			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
76	Matt Bloomfield	eng ENG	MF	Wycombe	36	1984	7.7	0.13	0.00	0.00	1.69	0.78	0.00	0.78	0.91	0.65			0.00	Matches
77	Billy Bodin	wls WAL	MF	Preston	28	1992	1.0	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	1.00			0.00	Matches
78	Marc Bola	eng ENG	DF,MF	Middlesbrough	22	1997	40.1	0.17	0.00	0.00	0.92	1.12	0.10	3.22	1.62	1.07			0.00	Matches
79	Yannick Bolasie	cd COD	FW,MF	Middlesbrough	31	1989	10.3	0.10	0.00	0.00	2.33	0.97	0.39	3.98	0.10	0.39			0.00	Matches
80	Gaëtan Bong	cm CMR	DF	Nottingham	32	1988	8.7	0.34	0.00	0.00	1.26	0.57	0.11	3.10	1.72	0.57			0.00	Matches
81	Macauley Bonne	zw ZIM	FW,MF	QPR	24	1995	12.2	0.49	0.00	0.00	1.80	0.66	1.39	0.74	0.41	0.25			0.00	Matches
82	Julian Börner	de GER	DF	Sheffield Weds	29	1991	23.3	0.21	0.04	0.00	1.24	1.20	0.00	0.34	2.10	0.94			0.00	Matches
83	Caolan Boyd-Munce	nir NIR	MF	Birmingham City	20	2000	1.0	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00			0.00	Matches
84	Sonny Bradley	eng ENG	DF	Luton Town	28	1991	36.5	0.16	0.00	0.00	0.68	1.10	0.05	0.11	1.56	0.71			0.03	Matches
85	Tom Bradshaw	wls WAL	FW,MF	Millwall	28	1992	11.7	0.00	0.00	0.00	1.28	1.71	0.17	0.85	0.51	0.43			0.00	Matches
86	Jarrad Branthwaite	eng ENG	DF	Blackburn	18	2002	10.0	0.00	0.00	0.00	1.10	1.00	0.10	0.10	2.60	1.30			0.00	Matches
87	James Bree	eng ENG	DF,MF	Luton Town	22	1997	17.8	0.00	0.00	0.00	0.67	0.67	0.11	5.11	0.96	0.67			0.00	Matches
88	Luke Brennan	eng ENG	FW	Blackburn	18	2001	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.0			0.00	Matches
89	Ben Brereton	cl CHI	FW,MF	Blackburn	21	1999	27.0	0.04	0.00	0.00	1.11	2.26	0.67	0.96	0.63	0.89			0.00	Matches
90	Callum Brittain	eng ENG	MF	Barnsley	22	1998	39.4	0.08	0.00	0.00	0.36	0.28	0.05	4.11	0.94	1.04			0.00	Matches
91	Louis Britton	eng ENG	FW	Bristol City	19	2001	0.2	5.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
92	David Brooks	wls WAL	FW,MF	Bournemouth	23	1997	23.8	0.13	0.00	0.00	0.92	1.85	0.25	3.07	0.59	0.59			0.00	Matches
93	Ciaron Brown	nir NIR	DF,MF	Cardiff City	22	1998	11.6	0.26	0.00	0.00	0.86	1.38	0.09	1.12	1.47	0.78			0.00	Matches
94	Izzy Brown	eng ENG	MF	Sheffield Weds	23	1997	6.0	0.17	0.00	0.00	1.50	1.00	0.17	4.83	2.00	1.83			0.00	Matches
95	Jacob Brown	sct SCO	FW,MF	Stoke City	22	1998	26.9	0.30	0.00	0.00	1.64	1.60	0.48	1.56	0.26	0.41			0.00	Matches
96	Jaden Brown	eng ENG	FW	Huddersfield	21	1999	2.7	1.11	0.37	0.37	4.44	1.85	1.48	1.48	0.37	2.22			0.00	Matches
97	Alan Browne	ie IRL	MF,DF	Preston	25	1995	36.0	0.17	0.03	0.00	1.39	1.39	0.03	1.53	1.64	1.28			0.00	Matches
98	Marcus Browne	eng ENG	MF	Middlesbrough	22	1997	1.6	0.00	0.00	0.00	1.88	3.75	1.88	2.50	0.00	0.00			0.00	Matches
99	Chris Brunt	nir NIR	MF	Bristol City	35	1984	5.7	0.00	0.00	0.00	0.88	0.88	0.00	3.51	1.58	1.23			0.00	Matches
100	Lee Buchanan	eng ENG	DF,MF	Derby County	19	2001	28.7	0.24	0.00	0.00	1.29	1.22	0.07	3.34	1.25	1.08			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
101	John Buckley	eng ENG	MF,FW	Blackburn	20	1999	11.1	0.09	0.00	0.00	1.53	1.35	0.00	1.89	0.81	1.98			0.00	Matches
102	Emi Buendía	ar ARG	MF	Norwich City	23	1996	36.8	0.22	0.05	0.05	1.66	2.12	0.11	4.57	1.22	1.74			0.00	Matches
103	Ajani Burchall	bm BER	FW	Bournemouth	15	2004	0.0	0	0	0	0	2	0	0	0	0			0	Matches
104	Tyler Burey	eng ENG	FW	Millwall	18	2001	1.6	0.00	0.00	0.00	2.50	4.38	0.63	6.25	0.63	0.63			0.00	Matches
105	Jack Burroughs	sct SCO	DF,MF	Coventry City	19	2001	1.0	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	2.00			0.00	Matches
106	Josef Bursik	eng ENG	GK	Stoke City	20	2000	15.0	0.00	0.00	0.00	0.07	0.20	0.00	0.00	0.07	0.00			0.00	Matches
107	Daniel Butterworth	eng ENG	FW,MF	Blackburn	20	1999	0.3	0.00	0.00	0.00	3.33	0.00	0.00	3.33	0.00	0.00			0.00	Matches
108	Nathan Byrne	eng ENG	DF,MF	Derby County	28	1992	38.5	0.26	0.00	0.00	1.32	1.25	0.05	6.00	1.12	1.01			0.00	Matches
109	Ben Cabango	wls WAL	DF	Swansea City	20	2000	28.2	0.14	0.00	0.00	1.10	0.64	0.07	0.07	1.95	0.85			0.00	Matches
110	Rafael Cabral	br BRA	GK	Reading	30	1990	45.0	0.02	0.00	0.00	0.00	0.09	0.00	0.00	0.02	0.02			0.00	Matches
111	Cafú	pt POR	MF	Nottingham	27	1993	26.0	0.19	0.00	0.00	0.81	2.00	0.19	1.46	0.85	0.27			0.00	Matches
112	Mamadi Camará	gw GNB	FW,MF	Reading	16	2003	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
113	Geoff Cameron	us USA	MF,DF	QPR	35	1985	30.9	0.13	0.00	0.00	1.23	1.04	0.00	0.06	1.72	1.10			0.00	Matches
114	Fraizer Campbell	eng ENG	FW	Huddersfield	32	1987	33.1	0.12	0.00	0.00	1.75	1.66	0.24	0.33	0.60	0.66			0.00	Matches
115	Tyrese Campbell	eng ENG	MF,FW	Stoke City	20	1999	12.1	0.08	0.00	0.00	1.57	1.07	0.58	3.47	0.41	0.25			0.00	Matches
116	Sergi Canós	es ESP	FW,MF	Brentford	23	1997	31.9	0.16	0.00	0.00	1.85	1.41	0.06	3.23	0.91	1.07			0.00	Matches
117	Todd Cantwell	eng ENG	MF	Norwich City	22	1998	29.0	0.14	0.00	0.00	0.69	3.07	0.34	0.59	0.55	1.07			0.00	Matches
118	Étienne Capoue	fr FRA	MF	Watford	32	1988	7.8	0.38	0.00	0.00	1.15	1.03	0.00	0.26	3.97	1.54			0.13	Matches
119	Tom Carroll	eng ENG	MF	QPR	28	1992	18.3	0.16	0.00	0.00	1.31	0.60	0.05	2.46	0.82	0.77			0.00	Matches
120	Hayden Carter	eng ENG	DF	Blackburn	20	1999	0.2	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
121	Cameron Carter-Vickers	us USA	DF	Bournemouth	22	1997	20.5	0.00	0.00	0.00	0.59	0.39	0.00	0.00	1.17	0.68			0.00	Matches
122	Joel Castro Pereira	pt POR	GK	Huddersfield	24	1996	2.0	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00			0.00	Matches
123	Craig Cathcart	nir NIR	DF	Watford	31	1989	21.3	0.05	0.00	0.00	0.94	0.28	0.00	0.42	0.99	0.89			0.00	Matches
124	Ilias Chair	ma MAR	MF	QPR	22	1997	38.9	0.15	0.00	0.00	1.16	0.77	0.59	6.84	0.31	0.57			0.00	Matches
125	Nathaniel Chalobah	eng ENG	MF	Watford	25	1994	29.2	0.41	0.00	0.00	2.16	1.61	0.03	0.51	1.92	1.03			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
126	Conor Chaplin	eng ENG	FW,MF	Barnsley	23	1997	23.5	0.09	0.00	0.00	0.81	1.57	0.34	1.96	0.72	0.81			0.00	Matches
127	Harry Chapman	eng ENG	FW,MF	Blackburn	22	1997	1.0	0.00	0.00	0.00	0.00	1.00	0.00	9.00	1.00	0.00			0.00	Matches
128	Darius Charles	eng ENG	DF	Wycombe	32	1987	4.6	0.00	0.22	0.00	1.30	1.52	0.43	0.00	0.87	0.22			0.00	Matches
129	James Chester	wls WAL	DF	Stoke City	31	1989	31.0	0.19	0.03	0.00	0.74	0.42	0.03	0.03	1.23	1.13			0.03	Matches
130	Cyrus Christie	ie IRL	DF	Nottingham	27	1992	43.9	0.07	0.00	0.00	0.80	0.68	0.00	3.62	1.69	1.14			0.00	Matches
131	Jordan Clark	eng ENG	MF,DF	Luton Town	26	1993	24.3	0.00	0.00	0.00	0.95	1.44	0.12	2.96	1.23	1.11			0.00	Matches
132	Jack Clarke	eng ENG	MF,FW	Stoke City	19	2000	6.5	0.31	0.00	0.00	1.23	2.62	0.15	3.54	0.46	1.08			0.00	Matches
133	Matthew Clarke	eng ENG	DF	Derby County	23	1996	41.0	0.07	0.00	0.00	0.71	0.83	0.02	0.12	1.49	1.00			0.02	Matches
134	Trevor Clarke	ie IRL	MF	Rotherham	22	1998	2.2	0.00	0.00	0.00	1.82	2.27	0.45	7.27	3.18	2.73			0.00	Matches
135	Jake Clarke-Salter	eng ENG	DF	Birmingham City	22	1997	8.8	0.23	0.00	0.00	1.48	0.45	0.11	0.45	1.59	1.14			0.00	Matches
136	Adam Clayton	eng ENG	MF	Birmingham City	31	1989	9.7	0.52	0.10	0.10	2.58	0.93	0.00	0.52	1.75	0.93			0.00	Matches
137	Tom Cleverley	eng ENG	MF	Watford	30	1989	28.9	0.21	0.00	0.00	1.45	1.18	0.00	3.46	1.00	1.18			0.00	Matches
138	Sam Clucas	eng ENG	MF	Stoke City	29	1990	17.9	0.22	0.00	0.00	1.34	1.17	0.17	6.48	1.51	0.73			0.00	Matches
139	Josh Coburn	eng ENG	FW	Middlesbrough	17	2002	0.6	0.00	0.00	0.00	3.33	1.67	0.00	0.00	0.00	0.00			0.00	Matches
140	Josh Cogley	eng ENG	DF,MF	Birmingham City	24	1996	4.3	0.00	0.00	0.00	0.93	1.16	0.00	2.79	1.63	0.47			0.00	Matches
141	Jack Colback	eng ENG	MF	Nottingham	30	1989	12.2	0.16	0.00	0.00	2.70	1.72	0.00	0.33	2.30	1.64			0.00	Matches
142	Maxime Colin	fr FRA	DF,MF	Birmingham City	28	1991	39.0	0.13	0.00	0.00	1.28	0.49	0.05	2.26	1.62	1.15			0.00	Matches
143	Bradley Collins	eng ENG	GK	Barnsley	23	1997	22.0	0.05	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00			0.00	Matches
144	James Collins	ie IRL	FW	Luton Town	29	1990	29.5	0.14	0.00	0.00	2.71	2.07	0.98	0.64	0.37	0.51			0.00	Matches
145	Nathan Collins	ie IRL	DF	Stoke City	19	2001	19.6	0.10	0.05	0.00	0.87	0.51	0.00	1.58	1.17	0.87			0.00	Matches
146	Rubin Colwill	wls WAL	MF	Cardiff City	18	2002	2.1	0.00	0.00	0.00	2.38	1.43	0.95	1.90	0.00	0.48			0.00	Matches
147	Tommy Conway	sct SCO	FW,MF	Bristol City	17	2002	3.0	0.00	0.00	0.00	0.67	1.67	1.00	0.00	0.00	0.33			0.00	Matches
148	Lewis Cook	eng ENG	MF	Bournemouth	23	1997	27.8	0.18	0.00	0.00	1.51	1.29	0.04	0.86	1.62	0.83			0.00	Matches
149	Steve Cook	eng ENG	DF	Bournemouth	29	1991	40.6	0.10	0.02	0.00	0.67	0.62	0.02	0.07	1.55	0.37			0.00	Matches
150	Brandon Cooper	wls WAL	DF	Swansea City	20	2000	0.0	0	0	0	0	0	0	0	0	0			0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
151	Jake Cooper	eng ENG	DF	Millwall	25	1995	41.2	0.12	0.00	0.00	1.29	0.90	0.12	0.32	1.77	0.63			0.02	Matches
152	Oliver Cooper	wls WAL	MF	Swansea City	20	1999	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
153	Harry Cornick	eng ENG	FW,MF	Luton Town	25	1995	28.4	0.04	0.00	0.00	0.74	0.81	1.13	4.40	0.28	0.81			0.00	Matches
154	Sam Cosgrove	eng ENG	FW	Birmingham City	23	1996	2.6	0.00	0.00	0.00	2.69	2.69	1.92	0.38	0.38	0.00			0.00	Matches
155	Nuno da Costa	cv CPV	MF	Nottingham	29	1991	1.1	0.00	0.00	0.00	0.91	1.82	0.00	1.82	0.00	2.73			0.00	Matches
156	Hayden Coulson	eng ENG	MF,FW	Middlesbrough	22	1998	7.0	0.00	0.00	0.00	1.86	2.57	0.29	2.57	0.86	0.43			0.00	Matches
157	Jordan Cousins	eng ENG	MF	Stoke City	26	1994	9.4	0.21	0.00	0.00	1.17	1.28	0.11	0.21	1.06	1.17			0.00	Matches
158	Martin Cranie	eng ENG	DF,MF	Luton Town	33	1986	19.3	0.26	0.00	0.00	1.40	0.88	0.05	0.93	1.66	1.14			0.05	Matches
159	Cameron Cresswell	eng ENG	FW	Derby County	20	1999	0.1	10.0	0.00	0.00	10.0	0.00	0.00	0.00	0.00	0.00			0.00	Matches
160	Romoney Crichlow-Noble	eng ENG	DF	Huddersfield	21	1999	2.7	0.37	0.00	0.00	1.11	0.37	0.00	0.00	1.48	0.74			0.00	Matches
161	Matt Crooks	eng ENG	MF,FW	Rotherham	26	1994	34.3	0.20	0.03	0.00	2.27	0.99	0.32	0.58	0.58	0.87			0.00	Matches
162	Daniel Crowley	eng ENG	MF	Birmingham City	22	1997	1.2	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.83	0.83			0.00	Matches
163	Liam Cullen	wls WAL	FW	Swansea City	21	1999	5.6	0.00	0.00	0.00	2.50	3.04	1.07	1.61	0.36	0.54			0.00	Matches
164	Greg Cunningham	ie IRL	MF,DF	Preston	29	1991	10.1	0.20	0.00	0.00	0.79	1.19	0.00	1.78	0.79	1.19			0.00	Matches
165	Greg Cunningham	ie IRL	DF	Cardiff City	29	1991	3.2	0.31	0.00	0.00	0.63	0.31	0.00	2.19	1.56	1.88			0.00	Matches
166	Fankaty Dabo	eng ENG	MF,DF	Coventry City	24	1995	22.1	0.14	0.00	0.00	1.09	1.40	0.05	3.57	1.00	1.22			0.00	Matches
167	Bradley Dack	eng ENG	MF,FW	Blackburn	26	1993	9.0	0.00	0.00	0.00	0.78	1.44	1.00	1.00	0.22	0.44			0.00	Matches
168	Julien Dacosta	fr FRA	MF	Coventry City	24	1996	10.3	0.10	0.00	0.00	2.14	0.97	0.19	4.27	1.36	1.36			0.00	Matches
