Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
30	Daniel Bachmann	at AUT	GK	Watford	26	1994	23	23	2,070	23.0	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	Matches
31	Juninho Bacuna	cw CUW	MF,FW	Huddersfield	22	1997	43	37	3,314	36.8	0.14	0.11	0.24	0.14	0.00	0.03	0.14	0.00	0.14	0.11	0.24	0.14	0.24	Matches
32	Leandro Bacuna	cw CUW	DF,MF	Cardiff City	28	1991	42	32	2,920	32.4	0.06	0.03	0.09	0.06	0.00	0.00	0.25	0.00	0.06	0.03	0.09	0.06	0.09	Matches
33	Joel Bagan	ie IRL	DF,MF	Cardiff City	20	2000	7	5	464	5.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
34	Amadou Bakayoko	sl SLE	FW	Coventry City	24	1996	14	2	316	3.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
35	Nathan Baker	eng ENG	DF	Bristol City	29	1991	3	2	200	2.2	0.00	0.45	0.45	0.00	0.00	0.00	0.91	0.00	0.00	0.45	0.45	0.00	0.45	Matches
36	Tyreeq Bakinson	eng ENG	MF	Bristol City	21	1998	34	20	2,065	22.9	0.17	0.04	0.22	0.17	0.00	0.00	0.09	0.00	0.17	0.04	0.22	0.17	0.22	Matches
37	Sam Baldock	eng ENG	FW	Reading	31	1989	20	4	514	5.7	0.00	0.35	0.35	0.00	0.00	0.00	0.18	0.00	0.00	0.35	0.35	0.00	0.35	Matches
38	Dominic Ball	eng ENG	MF	QPR	24	1995	39	24	2,183	24.3	0.04	0.00	0.04	0.04	0.00	0.00	0.37	0.00	0.04	0.00	0.04	0.04	0.04	Matches
39	Sol Bamba	ci CIV	DF	Cardiff City	35	1985	6	0	30	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
40	Beni Baningime	cd COD	MF	Derby County	21	1998	2	1	94	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
41	Barry Bannan	sct SCO	MF	Sheffield Weds	30	1989	46	46	4,012	44.6	0.04	0.11	0.16	0.00	0.04	0.07	0.20	0.00	0.04	0.11	0.16	0.00	0.11	Matches
42	Will Bapaga	eng ENG	MF	Coventry City	17	2002	2	0	24	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
43	Shandon Baptiste	gd GRN	MF	Brentford	22	1998	1	0	10	0.1	0.00	10.0	10.0	0.00	0.00	0.00	0.00	0.00	0.00	9.00	9.00	0.00	9.00	Matches
44	Yoann Barbet	fr FRA	DF	QPR	27	1993	46	46	4,140	46.0	0.04	0.04	0.09	0.04	0.00	0.00	0.15	0.00	0.04	0.04	0.09	0.04	0.09	Matches
45	Daniel Barden	wls WAL	GK	Norwich City	19	2001	2	1	135	1.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
46	Tom Barkhuizen	eng ENG	MF,FW	Preston	27	1993	45	29	2,681	29.8	0.13	0.07	0.20	0.13	0.00	0.00	0.00	0.03	0.13	0.07	0.20	0.13	0.20	Matches
47	Daniel Barlaser	tr TUR	MF	Rotherham	23	1997	33	29	2,394	26.6	0.11	0.15	0.26	0.00	0.11	0.11	0.11	0.00	0.11	0.15	0.26	0.00	0.15	Matches
48	Danny Batth	eng ENG	DF	Stoke City	29	1990	29	27	2,344	26.0	0.04	0.00	0.04	0.04	0.00	0.00	0.27	0.00	0.04	0.00	0.04	0.04	0.04	Matches
49	Patrick Bauer	de GER	DF	Preston	27	1992	12	12	1,034	11.5	0.09	0.09	0.17	0.09	0.00	0.00	0.09	0.00	0.09	0.09	0.17	0.09	0.17	Matches
50	Tom Bayliss	eng ENG	MF	Preston	21	1999	11	2	257	2.9	0.34	0.00	0.34	0.34	0.00	0.00	0.00	0.00	0.35	0.00	0.35	0.35	0.35	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
51	Mads Bech Sørensen	dk DEN	DF	Brentford	21	1999	32	29	2,679	29.8	0.07	0.00	0.07	0.07	0.00	0.00	0.07	0.00	0.07	0.00	0.07	0.07	0.07	Matches
52	Asmir Begović	ba BIH	GK	Bournemouth	33	1987	45	45	4,050	45.0	0.00	0.02	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.02	0.02	0.00	0.02	Matches
53	Jérémie Bela	ao ANG	MF	Birmingham City	27	1993	35	26	2,252	25.0	0.12	0.24	0.36	0.04	0.08	0.08	0.08	0.00	0.12	0.24	0.36	0.04	0.28	Matches
54	Amari'i Bell	jm JAM	DF	Blackburn	26	1994	19	15	1,527	17.0	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
55	Sam Bell	eng ENG	FW	Bristol City	18	2002	4	1	35	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
56	Steven Benda	de GER	GK	Swansea City	21	1998	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
57	Filip Benković	hr CRO	DF	Cardiff City	23	1997	1	0	71	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
58	Elliott Bennett	eng ENG	MF,DF	Blackburn	31	1988	9	2	250	2.8	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Matches
59	Joe Bennett	eng ENG	DF,MF	Cardiff City	30	1990	28	28	2,382	26.5	0.04	0.08	0.11	0.04	0.00	0.00	0.23	0.00	0.04	0.08	0.11	0.04	0.11	Matches
60	Mason Bennett	eng ENG	FW,MF	Millwall	24	1996	37	29	2,298	25.5	0.24	0.08	0.31	0.24	0.00	0.00	0.00	0.00	0.23	0.08	0.31	0.23	0.31	Matches
61	Ryan Bennett	eng ENG	DF	Swansea City	30	1990	28	28	2,420	26.9	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	Matches
62	Saïd Benrahma	dz ALG	FW,MF	Brentford	24	1995	2	0	41	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
63	Daniel Bentley	eng ENG	GK	Bristol City	27	1993	43	43	3,870	43.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
64	Luke Berry	eng ENG	MF	Luton Town	28	1992	31	22	1,869	20.8	0.10	0.05	0.14	0.10	0.00	0.00	0.19	0.00	0.10	0.05	0.14	0.10	0.14	Matches
65	Faysal Bettache	eng ENG	MF	QPR	20	2000	6	0	74	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
66	Marcus Bettinelli	eng ENG	GK	Middlesbrough	28	1992	41	41	3,690	41.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
67	Maxime Biamou	fr FRA	FW	Coventry City	29	1990	34	20	2,014	22.4	0.22	0.09	0.31	0.22	0.00	0.00	0.13	0.00	0.22	0.09	0.31	0.22	0.31	Matches
68	Bartosz Białkowski	pl POL	GK	Millwall	33	1987	46	46	4,140	46.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
69	Mads Bidstrup	dk DEN	MF	Brentford	19	2001	4	1	115	1.3	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	Matches
70	Jake Bidwell	eng ENG	MF,DF	Swansea City	27	1993	39	36	3,142	34.9	0.03	0.23	0.26	0.03	0.00	0.00	0.14	0.00	0.03	0.23	0.26	0.03	0.26	Matches
71	Krystian Bielik	pl POL	MF	Derby County	22	1998	13	13	1,091	12.1	0.17	0.00	0.17	0.17	0.00	0.00	0.33	0.00	0.16	0.00	0.16	0.16	0.16	Matches
72	Philip Billing	dk DEN	MF	Bournemouth	24	1996	34	23	2,070	23.0	0.35	0.17	0.52	0.35	0.00	0.00	0.39	0.00	0.35	0.17	0.52	0.35	0.52	Matches
73	Max Bird	eng ENG	MF	Derby County	19	2000	33	21	2,071	23.0	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	Matches
74	Tyler Blackett	eng ENG	DF	Nottingham	26	1994	14	9	844	9.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
75	Jamal Blackman	eng ENG	GK	Rotherham	26	1993	26	25	2,334	25.9	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
76	Matt Bloomfield	eng ENG	MF	Wycombe	36	1984	16	8	690	7.7	0.13	0.00	0.13	0.13	0.00	0.00	0.13	0.00	0.13	0.00	0.13	0.13	0.13	Matches
77	Billy Bodin	wls WAL	MF	Preston	28	1992	4	1	93	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
78	Marc Bola	eng ENG	DF,MF	Middlesbrough	22	1997	41	41	3,606	40.1	0.02	0.02	0.05	0.02	0.00	0.00	0.17	0.00	0.02	0.02	0.05	0.02	0.05	Matches
79	Yannick Bolasie	cd COD	FW,MF	Middlesbrough	31	1989	15	12	924	10.3	0.29	0.29	0.58	0.29	0.00	0.00	0.10	0.00	0.29	0.29	0.58	0.29	0.58	Matches
80	Gaëtan Bong	cm CMR	DF	Nottingham	32	1988	10	9	785	8.7	0.00	0.11	0.11	0.00	0.00	0.00	0.34	0.00	0.00	0.11	0.11	0.00	0.11	Matches
81	Macauley Bonne	zw ZIM	FW,MF	QPR	24	1995	34	8	1,098	12.2	0.25	0.08	0.33	0.25	0.00	0.00	0.49	0.00	0.25	0.08	0.33	0.25	0.33	Matches
82	Julian Börner	de GER	DF	Sheffield Weds	29	1991	26	25	2,101	23.3	0.13	0.00	0.13	0.13	0.00	0.00	0.21	0.04	0.13	0.00	0.13	0.13	0.13	Matches
83	Caolan Boyd-Munce	nir NIR	MF	Birmingham City	20	2000	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
84	Sonny Bradley	eng ENG	DF	Luton Town	28	1991	37	36	3,285	36.5	0.00	0.03	0.03	0.00	0.00	0.00	0.16	0.00	0.00	0.03	0.03	0.00	0.03	Matches
85	Tom Bradshaw	wls WAL	FW,MF	Millwall	28	1992	29	12	1,049	11.7	0.43	0.00	0.43	0.43	0.00	0.00	0.00	0.00	0.43	0.00	0.43	0.43	0.43	Matches
86	Jarrad Branthwaite	eng ENG	DF	Blackburn	18	2002	10	10	900	10.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
87	James Bree	eng ENG	DF,MF	Luton Town	22	1997	24	16	1,603	17.8	0.06	0.00	0.06	0.06	0.00	0.00	0.00	0.00	0.06	0.00	0.06	0.06	0.06	Matches
88	Luke Brennan	eng ENG	FW	Blackburn	18	2001	1	0	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
89	Ben Brereton	cl CHI	FW,MF	Blackburn	21	1999	40	30	2,430	27.0	0.26	0.15	0.41	0.26	0.00	0.00	0.04	0.00	0.26	0.15	0.41	0.26	0.41	Matches
90	Callum Brittain	eng ENG	MF	Barnsley	22	1998	40	40	3,547	39.4	0.00	0.10	0.10	0.00	0.00	0.00	0.08	0.00	0.00	0.10	0.10	0.00	0.10	Matches
91	Louis Britton	eng ENG	FW	Bristol City	19	2001	1	0	19	0.2	5.00	0.00	5.00	5.00	0.00	0.00	5.00	0.00	4.74	0.00	4.74	4.74	4.74	Matches
92	David Brooks	wls WAL	FW,MF	Bournemouth	23	1997	32	25	2,146	23.8	0.21	0.21	0.42	0.21	0.00	0.00	0.13	0.00	0.21	0.21	0.42	0.21	0.42	Matches
93	Ciaron Brown	nir NIR	DF,MF	Cardiff City	22	1998	12	11	1,043	11.6	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
94	Izzy Brown	eng ENG	MF	Sheffield Weds	23	1997	19	4	542	6.0	0.00	0.17	0.17	0.00	0.00	0.00	0.17	0.00	0.00	0.17	0.17	0.00	0.17	Matches
95	Jacob Brown	sct SCO	FW,MF	Stoke City	22	1998	41	27	2,425	26.9	0.19	0.00	0.19	0.19	0.00	0.00	0.30	0.00	0.19	0.00	0.19	0.19	0.19	Matches
96	Jaden Brown	eng ENG	FW	Huddersfield	21	1999	13	1	245	2.7	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.37	0.00	0.00	0.00	0.00	0.00	Matches
97	Alan Browne	ie IRL	MF,DF	Preston	25	1995	38	37	3,241	36.0	0.11	0.06	0.17	0.08	0.03	0.03	0.17	0.03	0.11	0.06	0.17	0.08	0.14	Matches
98	Marcus Browne	eng ENG	MF	Middlesbrough	22	1997	5	1	142	1.6	1.25	0.63	1.88	1.25	0.00	0.00	0.00	0.00	1.27	0.63	1.90	1.27	1.90	Matches
99	Chris Brunt	nir NIR	MF	Bristol City	35	1984	12	5	512	5.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
100	Lee Buchanan	eng ENG	DF,MF	Derby County	19	2001	35	28	2,579	28.7	0.00	0.10	0.10	0.00	0.00	0.00	0.24	0.00	0.00	0.10	0.10	0.00	0.10	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
101	John Buckley	eng ENG	MF,FW	Blackburn	20	1999	28	7	997	11.1	0.09	0.09	0.18	0.09	0.00	0.00	0.09	0.00	0.09	0.09	0.18	0.09	0.18	Matches
102	Emi Buendía	ar ARG	MF	Norwich City	23	1996	39	39	3,316	36.8	0.41	0.41	0.82	0.38	0.03	0.03	0.22	0.05	0.41	0.41	0.81	0.38	0.79	Matches
103	Ajani Burchall	bm BER	FW	Bournemouth	15	2004	1	0	4	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
104	Tyler Burey	eng ENG	FW	Millwall	18	2001	13	0	143	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
105	Jack Burroughs	sct SCO	DF,MF	Coventry City	19	2001	2	0	92	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
106	Josef Bursik	eng ENG	GK	Stoke City	20	2000	15	15	1,350	15.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
107	Daniel Butterworth	eng ENG	FW,MF	Blackburn	20	1999	1	0	27	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
108	Nathan Byrne	eng ENG	DF,MF	Derby County	28	1992	41	39	3,463	38.5	0.00	0.10	0.10	0.00	0.00	0.00	0.26	0.00	0.00	0.10	0.10	0.00	0.10	Matches
109	Ben Cabango	wls WAL	DF	Swansea City	20	2000	30	28	2,537	28.2	0.14	0.07	0.21	0.14	0.00	0.00	0.14	0.00	0.14	0.07	0.21	0.14	0.21	Matches
110	Rafael Cabral	br BRA	GK	Reading	30	1990	45	45	4,050	45.0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	Matches
111	Cafú	pt POR	MF	Nottingham	27	1993	31	26	2,344	26.0	0.00	0.08	0.08	0.00	0.00	0.00	0.19	0.00	0.00	0.08	0.08	0.00	0.08	Matches
112	Mamadi Camará	gw GNB	FW,MF	Reading	16	2003	1	0	8	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
113	Geoff Cameron	us USA	MF,DF	QPR	35	1985	34	31	2,782	30.9	0.00	0.10	0.10	0.00	0.00	0.00	0.13	0.00	0.00	0.10	0.10	0.00	0.10	Matches
114	Fraizer Campbell	eng ENG	FW	Huddersfield	32	1987	40	35	2,975	33.1	0.21	0.09	0.30	0.21	0.00	0.03	0.12	0.00	0.21	0.09	0.30	0.21	0.30	Matches
115	Tyrese Campbell	eng ENG	MF,FW	Stoke City	20	1999	16	13	1,087	12.1	0.50	0.41	0.91	0.50	0.00	0.00	0.08	0.00	0.50	0.41	0.91	0.50	0.91	Matches
116	Sergi Canós	es ESP	FW,MF	Brentford	23	1997	46	33	2,872	31.9	0.28	0.25	0.53	0.28	0.00	0.00	0.16	0.00	0.28	0.25	0.53	0.28	0.53	Matches
117	Todd Cantwell	eng ENG	MF	Norwich City	22	1998	33	30	2,611	29.0	0.21	0.21	0.41	0.21	0.00	0.00	0.14	0.00	0.21	0.21	0.41	0.21	0.41	Matches
118	Étienne Capoue	fr FRA	MF	Watford	32	1988	11	7	701	7.8	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Matches
119	Tom Carroll	eng ENG	MF	QPR	28	1992	22	19	1,644	18.3	0.00	0.05	0.05	0.00	0.00	0.00	0.16	0.00	0.00	0.05	0.05	0.00	0.05	Matches
120	Hayden Carter	eng ENG	DF	Blackburn	20	1999	1	0	15	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
121	Cameron Carter-Vickers	us USA	DF	Bournemouth	22	1997	21	21	1,845	20.5	0.05	0.00	0.05	0.05	0.00	0.00	0.00	0.00	0.05	0.00	0.05	0.05	0.05	Matches
122	Joel Castro Pereira	pt POR	GK	Huddersfield	24	1996	2	2	180	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
123	Craig Cathcart	nir NIR	DF	Watford	31	1989	25	20	1,914	21.3	0.05	0.05	0.09	0.05	0.00	0.00	0.05	0.00	0.05	0.05	0.09	0.05	0.09	Matches
124	Ilias Chair	ma MAR	MF	QPR	22	1997	45	43	3,497	38.9	0.21	0.10	0.31	0.21	0.00	0.00	0.15	0.00	0.21	0.10	0.31	0.21	0.31	Matches
125	Nathaniel Chalobah	eng ENG	MF	Watford	25	1994	38	32	2,630	29.2	0.10	0.03	0.14	0.10	0.00	0.00	0.41	0.00	0.10	0.03	0.14	0.10	0.14	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
126	Conor Chaplin	eng ENG	FW,MF	Barnsley	23	1997	34	31	2,113	23.5	0.17	0.13	0.30	0.17	0.00	0.00	0.09	0.00	0.17	0.13	0.30	0.17	0.30	Matches
127	Harry Chapman	eng ENG	FW,MF	Blackburn	22	1997	5	0	88	1.0	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	1.02	0.00	1.02	Matches
128	Darius Charles	eng ENG	DF	Wycombe	32	1987	5	5	416	4.6	0.00	0.22	0.22	0.00	0.00	0.00	0.00	0.22	0.00	0.22	0.22	0.00	0.22	Matches
129	James Chester	wls WAL	DF	Stoke City	31	1989	32	32	2,786	31.0	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.03	0.00	0.00	0.00	0.00	0.00	Matches
130	Cyrus Christie	ie IRL	DF	Nottingham	27	1992	44	44	3,955	43.9	0.00	0.07	0.07	0.00	0.00	0.00	0.07	0.00	0.00	0.07	0.07	0.00	0.07	Matches
131	Jordan Clark	eng ENG	MF,DF	Luton Town	26	1993	34	23	2,188	24.3	0.04	0.00	0.04	0.04	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.04	0.04	Matches
132	Jack Clarke	eng ENG	MF,FW	Stoke City	19	2000	14	6	588	6.5	0.00	0.15	0.15	0.00	0.00	0.00	0.31	0.00	0.00	0.15	0.15	0.00	0.15	Matches
133	Matthew Clarke	eng ENG	DF	Derby County	23	1996	42	42	3,687	41.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
134	Trevor Clarke	ie IRL	MF	Rotherham	22	1998	9	1	195	2.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
135	Jake Clarke-Salter	eng ENG	DF	Birmingham City	22	1997	10	9	789	8.8	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	Matches
