Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
175	Jacob Davenport	eng ENG	MF	Blackburn	21	1998	6.8	0.15	1.03	0.29	28.6	1.03	0.29	0.14	0.50	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Adam Davies	wls WAL	GK	Stoke City	28	1992	16.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
177	Ben Davies	eng ENG	DF	Preston	24	1995	18.8	0.00	0.32	0.05	16.7	0.32	0.05	0.00	0.00	0.00	0.00	Matches
178	Curtis Davies	sl SLE	DF	Derby County	35	1985	10.8	0.00	0.74	0.09	12.5	0.74	0.09	0.00	0.00	0.00	0.00	Matches
179	Cameron Dawson	eng ENG	GK	Sheffield Weds	25	1995	8.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
180	Jón Daði Böðvarsson	is ISL	FW	Millwall	28	1992	15.4	0.06	1.56	0.58	37.5	1.55	0.58	0.04	0.11	0.00	0.00	Matches
181	Harlee Dean	eng ENG	DF	Birmingham City	29	1991	41.9	0.10	0.88	0.19	21.6	0.88	0.19	0.11	0.50	0.00	0.00	Matches
182	Troy Deeney	eng ENG	FW	Watford	32	1988	14.2	0.49	2.11	0.92	43.3	2.12	0.92	0.03	0.08	0.42	0.42	Matches
183	Fisayo Dele-Bashiru	ng NGA	MF	Sheffield Weds	19	2001	3.2	0.00	0.63	0.00	0.0	0.62	0.00	0.00		0.00	0.00	Matches
184	Tom Dele-Bashiru	ng NGA	MF	Watford	20	1999	0.7	0.00	4.29	1.43	33.3	4.22	1.41	0.00	0.00	0.00	0.00	Matches
185	Sepp van den Berg	nl NED	DF,MF	Preston	18	2001	15.0	0.00	0.33	0.20	60.0	0.33	0.20	0.00	0.00	0.00	0.00	Matches
186	Kiernan Dewsbury-Hall	eng ENG	MF	Luton Town	21	1998	35.8	0.08	1.34	0.42	31.3	1.34	0.42	0.06	0.20	0.00	0.00	Matches
187	Yan Dhanda	eng ENG	MF	Swansea City	21	1998	14.6	0.07	1.85	0.41	22.2	1.85	0.41	0.04	0.17	0.00	0.00	Matches
188	Adama Diakhaby	fr FRA	FW	Huddersfield	24	1996	6.7	0.00	1.94	0.30	15.4	1.93	0.30	0.00	0.00	0.00	0.00	Matches
189	Brahima Diarra	ml MLI	MF	Huddersfield	17	2003	0.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
190	Robert Dickie	eng ENG	DF	QPR	24	1996	42.3	0.07	0.54	0.21	39.1	0.54	0.21	0.13	0.33	0.00	0.00	Matches
191	Famara Diedhiou	sn SEN	FW	Bristol City	27	1992	23.6	0.34	1.48	0.76	51.4	1.48	0.76	0.23	0.44	0.00	0.00	Matches
192	Seny Dieng	sn SEN	GK	QPR	25	1994	41.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
193	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	23	1996	28.1	0.00	0.21	0.00	0.0	0.21	0.00	0.00		0.00	0.00	Matches
194	Daryl Dike	us USA	FW	Barnsley	20	2000	14.3	0.63	2.10	0.91	43.3	2.09	0.91	0.30	0.69	0.00	0.07	Matches
195	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	18	2001	14.1	0.21	1.63	0.71	43.5	1.64	0.71	0.13	0.30	0.00	0.00	Matches
196	Barry Douglas	sct SCO	DF	Blackburn	30	1989	27.0	0.00	0.59	0.04	6.3	0.59	0.04	0.00	0.00	0.00	0.00	Matches
197	Kieran Dowell	eng ENG	MF	Norwich City	22	1997	10.4	0.48	2.98	1.25	41.9	2.99	1.26	0.16	0.38	0.00	0.00	Matches
198	Stewart Downing	eng ENG	MF	Blackburn	36	1984	6.1	0.00	0.98	0.33	33.3	0.99	0.33	0.00	0.00	0.00	0.00	Matches
199	Demeaco Duhaney	eng ENG	DF,MF	Huddersfield	21	1998	7.3	0.00	0.27	0.14	50.0	0.28	0.14	0.00	0.00	0.00	0.00	Matches
200	Stephen Duke-McKenna	gy GUY	MF	QPR	19	2000	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
201	Chey Dunkley	eng ENG	DF	Sheffield Weds	28	1992	9.3	0.00	0.32	0.00	0.0	0.32	0.00	0.00		0.00	0.00	Matches
202	Lyndon Dykes	sct SCO	FW	QPR	24	1995	34.0	0.35	1.76	0.74	41.7	1.76	0.74	0.13	0.32	0.12	0.15	Matches
203	Josh Earl	eng ENG	DF,MF	Preston	21	1998	3.9	0.00	1.54	0.51	33.3	1.53	0.51	0.00	0.00	0.00	0.00	Matches
204	Festy Ebosele	ie IRL	DF,MF	Derby County	17	2002	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
205	Josh Eccles	eng ENG	MF	Coventry City	20	2000	3.9	0.00	0.51	0.51	100.0	0.52	0.52	0.00	0.00	0.00	0.00	Matches
206	Rarmani Edmonds-Green	eng ENG	DF	Huddersfield	21	1999	16.4	0.12	0.43	0.12	28.6	0.43	0.12	0.29	1.00	0.00	0.00	Matches
207	George Edmundson	eng ENG	DF,MF	Derby County	22	1997	8.3	0.12	0.60	0.24	40.0	0.60	0.24	0.20	0.50	0.00	0.00	Matches
208	Opi Edwards	eng ENG	DF	Bristol City	21	1999	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
209	Owura Edwards	eng ENG	MF	Bristol City	19	2001	1.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
210	Carel Eiting	nl NED	MF	Huddersfield	22	1998	17.3	0.17	1.04	0.40	38.9	1.04	0.40	0.17	0.43	0.00	0.00	Matches
211	Ovie Ejaria	eng ENG	MF	Reading	22	1997	34.9	0.09	1.26	0.37	29.5	1.26	0.37	0.07	0.23	0.00	0.00	Matches
212	Harvey Elliott	eng ENG	FW,MF	Blackburn	17	2003	30.6	0.23	1.37	0.49	35.7	1.37	0.49	0.17	0.47	0.00	0.00	Matches
213	Tomás Esteves	pt POR	DF,MF	Reading	18	2002	13.8	0.07	1.01	0.29	28.6	1.02	0.29	0.07	0.25	0.00	0.00	Matches
214	Neil Etheridge	ph PHI	GK	Birmingham City	30	1990	43.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
215	Ched Evans	wls WAL	FW	Preston	31	1988	18.3	0.27	2.19	0.66	30.0	2.18	0.65	0.13	0.42	0.00	0.05	Matches
216	Corry Evans	nir NIR	MF	Blackburn	30	1990	9.0	0.00	1.00	0.22	22.2	1.00	0.22	0.00	0.00	0.00	0.00	Matches
217	George Evans	eng ENG	DF,MF	Millwall	25	1994	18.8	0.05	0.48	0.05	11.1	0.48	0.05	0.11	1.00	0.00	0.00	Matches
218	George Evans	eng ENG	DF,MF	Derby County	25	1994	5.0	0.00	0.40	0.20	50.0	0.40	0.20	0.00	0.00	0.00	0.00	Matches
219	Kiko Femenía	es ESP	DF,MF	Watford	29	1991	33.6	0.00	0.33	0.06	18.2	0.33	0.06	0.00	0.00	0.00	0.00	Matches
220	Shane Ferguson	nir NIR	MF,FW	Millwall	29	1991	2.7	0.00	1.48	0.00	0.0	1.47	0.00	0.00		0.00	0.00	Matches
221	Sam Field	eng ENG	MF,DF	QPR	22	1998	10.8	0.09	0.56	0.19	33.3	0.55	0.18	0.17	0.50	0.00	0.00	Matches
222	Tobias Figueiredo	pt POR	DF	Nottingham	26	1994	31.5	0.00	0.35	0.13	36.4	0.35	0.13	0.00	0.00	0.00	0.00	Matches
223	Darnell Fisher	eng ENG	DF,MF	Middlesbrough	26	1994	10.0	0.00	0.20	0.00	0.0	0.20	0.00	0.00		0.00	0.00	Matches
224	Darnell Fisher	eng ENG	DF	Preston	26	1994	12.8	0.08	0.16	0.08	50.0	0.16	0.08	0.50	1.00	0.00	0.00	Matches
225	Ashley Fletcher	eng ENG	FW	Middlesbrough	24	1995	5.6	0.36	2.32	1.07	46.2	2.34	1.08	0.08	0.17	0.18	0.18	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
226	Steven Fletcher	sct SCO	FW	Stoke City	33	1987	26.1	0.34	2.53	0.84	33.3	2.53	0.84	0.12	0.36	0.04	0.04	Matches
227	Aden Flint	eng ENG	DF	Cardiff City	31	1989	22.0	0.05	0.86	0.18	21.1	0.86	0.18	0.05	0.25	0.00	0.00	Matches
228	Aden Flint	eng ENG	DF	Sheffield Weds	31	1989	3.2	0.00	0.31	0.00	0.0	0.31	0.00	0.00		0.00	0.00	Matches
229	Samuel Folarin	ng NGA	FW,MF	Middlesbrough	19	2000	0.3	0.00	6.67	3.33	50.0	6.92	3.46	0.00	0.00	0.00	0.00	Matches
230	William Forrester	eng ENG	DF	Stoke City	19	2001	1.0	1.00	2.00	1.00	50.0	2.00	1.00	0.50	1.00	0.00	0.00	Matches
231	Marcus Forss	fi FIN	FW	Brentford	21	1999	12.3	0.57	2.93	1.06	36.1	2.93	1.06	0.19	0.54	0.00	0.00	Matches
232	Craig Forsyth	sct SCO	DF,MF	Derby County	31	1989	18.1	0.00	0.61	0.17	27.3	0.61	0.17	0.00	0.00	0.00	0.00	Matches
233	Ben Foster	eng ENG	GK	Watford	37	1983	23.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
234	Tariqe Fosu	gh GHA	FW,MF	Brentford	24	1995	20.0	0.20	1.35	0.50	37.0	1.35	0.50	0.15	0.40	0.00	0.00	Matches
235	Morgan Fox	wls WAL	DF,MF	Stoke City	26	1993	19.3	0.00	0.26	0.00	0.0	0.26	0.00	0.00		0.00	0.00	Matches
236	Luke Freeman	eng ENG	MF	Nottingham	28	1992	14.1	0.07	1.28	0.14	11.1	1.27	0.14	0.06	0.50	0.00	0.00	Matches
237	Nick Freeman	eng ENG	MF	Wycombe	24	1995	3.9	0.00	0.51	0.26	50.0	0.52	0.26	0.00	0.00	0.00	0.00	Matches
238	George Friend	eng ENG	DF	Birmingham City	32	1987	21.4	0.00	0.51	0.09	18.2	0.51	0.09	0.00	0.00	0.00	0.00	Matches
239	Dominik Frieser	at AUT	FW,MF	Barnsley	26	1993	23.6	0.13	1.02	0.42	41.7	1.02	0.42	0.13	0.30	0.00	0.00	Matches
240	Dael Fry	eng ENG	DF	Middlesbrough	22	1997	29.6	0.03	0.30	0.03	11.1	0.30	0.03	0.11	1.00	0.00	0.00	Matches
241	Jay Fulton	sct SCO	MF	Swansea City	26	1994	30.2	0.10	0.53	0.13	25.0	0.53	0.13	0.19	0.75	0.00	0.00	Matches
242	Jordan Gabriel	eng ENG	DF	Nottingham	21	1998	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
243	Paul Gallagher	sct SCO	MF	Preston	35	1984	6.3	0.00	1.11	0.32	28.6	1.11	0.32	0.00	0.00	0.00	0.16	Matches
244	Sam Gallagher	eng ENG	FW,MF	Blackburn	24	1995	24.6	0.33	1.91	0.81	42.6	1.91	0.81	0.17	0.40	0.00	0.00	Matches
245	Dominic Gape	eng ENG	MF	Wycombe	25	1994	9.6	0.00	0.21	0.00	0.0	0.21	0.00	0.00		0.00	0.00	Matches
246	Gary Gardner	eng ENG	MF	Birmingham City	28	1992	24.9	0.08	1.41	0.32	22.9	1.40	0.32	0.06	0.25	0.00	0.00	Matches
247	James Garner	eng ENG	MF	Nottingham	19	2001	18.9	0.21	1.59	0.42	26.7	1.59	0.42	0.13	0.50	0.00	0.00	Matches
248	James Garner	eng ENG	MF	Watford	19	2001	12.6	0.00	1.67	0.48	28.6	1.67	0.48	0.00	0.00	0.00	0.00	Matches
249	Jordan Garrick	eng ENG	FW,MF	Swansea City	22	1998	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
250	Saman Ghoddos	ir IRN	MF,FW	Brentford	26	1993	16.4	0.18	2.01	0.67	33.3	2.02	0.67	0.09	0.27	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
251	Dimitris Giannoulis	gr GRE	DF	Norwich City	24	1995	14.5	0.00	0.76	0.14	18.2	0.76	0.14	0.00	0.00	0.00	0.00	Matches
252	Morgan Gibbs-White	eng ENG	MF	Swansea City	20	2000	3.5	0.29	2.29	1.14	50.0	2.26	1.13	0.13	0.25	0.00	0.00	Matches
253	Ben Gibson	eng ENG	DF	Norwich City	27	1993	26.2	0.00	0.31	0.04	12.5	0.31	0.04	0.00	0.00	0.00	0.00	Matches
254	Lewis Gibson	eng ENG	DF	Reading	20	2000	8.3	0.00	0.96	0.12	12.5	0.96	0.12	0.00	0.00	0.00	0.00	Matches
255	Ryan Giles	eng ENG	MF	Rotherham	20	2000	13.0	0.15	0.54	0.31	57.1	0.54	0.31	0.29	0.50	0.00	0.00	Matches
256	Ryan Giles	eng ENG	MF,DF	Coventry City	20	2000	15.1	0.00	0.93	0.33	35.7	0.92	0.33	0.00	0.00	0.00	0.00	Matches
257	Robert Glatzel	de GER	FW	Cardiff City	26	1994	10.2	0.29	2.16	1.27	59.1	2.15	1.27	0.14	0.23	0.00	0.10	Matches
258	Matthew Godden	eng ENG	FW	Coventry City	29	1991	16.1	0.37	2.36	0.99	42.1	2.36	0.99	0.11	0.25	0.12	0.12	Matches
259	Ben Godfrey	eng ENG	DF	Norwich City	22	1998	3.0	0.00	0.33	0.00	0.0	0.33	0.00	0.00		0.00	0.00	Matches
260	Charlie Goode	eng ENG	DF	Brentford	24	1995	4.9	0.00	0.61	0.00	0.0	0.62	0.00	0.00		0.00	0.00	Matches
261	Anthony Gordon	eng ENG	MF	Preston	19	2001	5.7	0.00	1.93	0.53	27.3	1.93	0.53	0.00	0.00	0.00	0.00	Matches
262	Kaide Gordon	eng ENG	FW	Derby County	15	2004	0.0	0	0	0		0.00	0.00			0	0	Matches
263	Nico Gordon	ms MSR	DF	Birmingham City	18	2002	1.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
264	Dan Gosling	eng ENG	MF	Watford	30	1990	6.5	0.31	2.15	0.62	28.6	2.15	0.61	0.14	0.50	0.00	0.00	Matches
265	Dan Gosling	eng ENG	MF	Bournemouth	30	1990	8.6	0.23	1.28	0.47	36.4	1.28	0.47	0.18	0.50	0.00	0.00	Matches
266	Lewis Grabban	eng ENG	FW	Nottingham	32	1988	22.1	0.27	2.31	0.63	27.5	2.31	0.63	0.08	0.29	0.09	0.14	Matches
267	Andre Gray	jm JAM	FW	Watford	29	1991	14.2	0.35	2.68	1.41	52.6	2.68	1.41	0.13	0.25	0.00	0.00	Matches
268	André Green	eng ENG	FW,MF	Sheffield Weds	22	1998	3.4	0.00	0.29	0.00	0.0	0.30	0.00	0.00		0.00	0.00	Matches
269	Lee Gregory	eng ENG	FW	Stoke City	31	1988	2.8	0.36	1.07	0.36	33.3	1.07	0.36	0.33	1.00	0.00	0.00	Matches
270	Lee Gregory	eng ENG	FW,MF	Derby County	31	1988	6.3	0.48	1.90	0.79	41.7	1.91	0.80	0.25	0.60	0.00	0.00	Matches
271	Matt Grimes	eng ENG	MF	Swansea City	25	1995	43.1	0.05	1.02	0.26	25.0	1.02	0.26	0.05	0.18	0.00	0.00	Matches
272	Jack Grimmer	sct SCO	DF	Wycombe	26	1994	38.3	0.00	0.29	0.05	18.2	0.29	0.05	0.00	0.00	0.00	0.00	Matches
273	Marc Guéhi	eng ENG	DF	Swansea City	20	2000	39.4	0.00	0.38	0.08	20.0	0.38	0.08	0.00	0.00	0.00	0.00	Matches
274	Angus Gunn	sct SCO	GK	Stoke City	24	1996	14.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
275	Viktor Gyökeres	se SWE	FW	Swansea City	22	1998	3.1	0.00	2.90	0.65	22.2	2.87	0.64	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
276	Viktor Gyökeres	se SWE	FW	Coventry City	22	1998	8.5	0.35	2.24	0.71	31.6	2.24	0.71	0.16	0.50	0.00	0.00	Matches
277	Hayden Hackney	eng ENG	MF	Middlesbrough	18	2002	0.0	0	0	0		0.00	0.00			0	0	Matches
278	Alen Halilović	hr CRO	MF	Birmingham City	24	1996	8.7	0.11	1.84	0.34	18.8	1.83	0.34	0.06	0.33	0.00	0.00	Matches
279	Grant Hall	eng ENG	DF	Middlesbrough	28	1991	17.2	0.12	0.81	0.35	42.9	0.81	0.35	0.14	0.33	0.00	0.00	Matches
280	Aapo Halme	fi FIN	DF,MF	Barnsley	22	1998	7.4	0.00	0.41	0.00	0.0	0.41	0.00	0.00		0.00	0.00	Matches
281	Niko Hämäläinen	fi FIN	DF,MF	QPR	23	1997	19.3	0.00	0.52	0.00	0.0	0.52	0.00	0.00		0.00	0.00	Matches
282	Ben Hamer	eng ENG	GK	Huddersfield	32	1987	14.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
283	Gustavo Hamer	nl NED	MF	Coventry City	23	1997	33.2	0.15	2.26	0.84	37.3	2.26	0.84	0.07	0.18	0.00	0.00	Matches
284	Grant Hanley	sct SCO	DF	Norwich City	28	1991	42.0	0.02	0.64	0.14	22.2	0.64	0.14	0.04	0.17	0.00	0.00	Matches
285	Wes Harding	jm JAM	DF,MF	Rotherham	23	1996	41.5	0.00	0.27	0.02	9.1	0.27	0.02	0.00	0.00	0.00	0.00	Matches
286	Rekeem Harper	eng ENG	MF	Birmingham City	20	2000	11.3	0.00	0.35	0.00	0.0	0.35	0.00	0.00		0.00	0.00	Matches
287	Kadeem Harris	eng ENG	MF	Sheffield Weds	27	1993	29.6	0.00	1.32	0.30	23.1	1.32	0.30	0.00	0.00	0.00	0.00	Matches
288	Mark Harris	wls WAL	FW,MF	Cardiff City	21	1998	7.2	0.42	1.11	0.69	62.5	1.11	0.70	0.38	0.60	0.00	0.00	Matches
289	Josh Harrop	eng ENG	MF	Preston	24	1995	2.2	0.00	0.45	0.00	0.0	0.46	0.00	0.00		0.00	0.00	Matches
290	Taylor Harwood-Bellis	eng ENG	DF	Blackburn	18	2002	17.1	0.00	0.41	0.06	14.3	0.41	0.06	0.00	0.00	0.00	0.00	Matches
291	Maxwell Haygarth	eng ENG	MF	Brentford	18	2002	0.0	0	0	0		0.00	0.00			0	0	Matches
292	Jahmal Hector-Ingram	eng ENG	FW	Derby County	21	1998	0.7	0.00	1.43	1.43	100.0	1.41	1.41	0.00	0.00	0.00	0.00	Matches
293	Michał Helik	pl POL	DF	Barnsley	24	1995	41.7	0.12	0.65	0.22	33.3	0.65	0.22	0.19	0.56	0.00	0.00	Matches
294	Rico Henry	jm JAM	DF	Brentford	23	1997	28.0	0.04	0.32	0.07	22.2	0.32	0.07	0.11	0.50	0.00	0.00	Matches
295	Onel Hernández	cu CUB	MF	Norwich City	27	1993	6.5	0.00	2.62	0.62	23.5	2.60	0.61	0.00	0.00	0.00	0.00	Matches
296	Scott High	sct SCO	MF	Huddersfield	19	2001	3.5	0.00	1.71	0.29	16.7	1.71	0.28	0.00	0.00	0.00	0.00	Matches
297	George Hirst	sct SCO	FW	Rotherham	21	1999	7.6	0.00	2.24	0.79	35.3	2.23	0.79	0.00	0.00	0.00	0.00	Matches
298	Scott Hogan	ie IRL	FW	Birmingham City	28	1992	23.4	0.30	1.75	0.56	31.7	1.76	0.56	0.15	0.46	0.04	0.04	Matches
299	Jonathan Hogg	eng ENG	MF	Huddersfield	31	1988	34.4	0.03	0.26	0.06	22.2	0.26	0.06	0.11	0.50	0.00	0.00	Matches
300	Junior Hoilett	ca CAN	MF	Cardiff City	30	1990	13.0	0.15	1.92	0.38	20.0	1.93	0.39	0.08	0.40	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
301	Duane Holmes	us USA	MF	Derby County	25	1994	6.7	0.15	1.19	0.60	50.0	1.20	0.60	0.13	0.25	0.00	0.00	Matches
302	Duane Holmes	us USA	FW,MF	Huddersfield	25	1994	13.7	0.15	0.95	0.44	46.2	0.95	0.44	0.15	0.33	0.00	0.00	Matches
303	Tom Holmes	eng ENG	DF	Reading	20	2000	30.4	0.00	0.66	0.13	20.0	0.66	0.13	0.00	0.00	0.00	0.00	Matches
304	Lewis Holtby	de GER	MF	Blackburn	29	1990	20.1	0.00	1.54	0.35	22.6	1.54	0.35	0.00	0.00	0.00	0.00	Matches
305	Daryl Horgan	ie IRL	MF,FW	Wycombe	27	1992	28.0	0.00	1.43	0.43	30.0	1.43	0.43	0.00	0.00	0.00	0.00	Matches
306	Conor Hourihane	ie IRL	MF	Swansea City	29	1991	15.5	0.32	1.29	0.58	45.0	1.29	0.58	0.25	0.56	0.00	0.00	Matches
307	Jonny Howson	eng ENG	MF	Middlesbrough	32	1988	40.2	0.02	0.72	0.12	17.2	0.72	0.12	0.03	0.20	0.00	0.00	Matches
308	Andrew Hughes	wls WAL	DF	Preston	28	1992	32.2	0.00	0.40	0.06	15.4	0.40	0.06	0.00	0.00	0.00	0.00	Matches
309	Will Hughes	eng ENG	MF	Watford	25	1995	21.6	0.09	0.83	0.14	16.7	0.83	0.14	0.11	0.67	0.00	0.00	Matches
310	Jordan Hugill	eng ENG	FW,MF	Norwich City	28	1992	7.7	0.52	3.12	1.69	54.2	3.11	1.69	0.13	0.23	0.13	0.13	Matches
311	Joseph Hungbo	eng ENG	FW	Watford	20	2000	1.0	0.00	2.00	1.00	50.0	2.05	1.02	0.00	0.00	0.00	0.00	Matches
312	Alex Hunt	eng ENG	MF	Sheffield Weds	20	2000	0.8	0.00	1.25	0.00	0.0	1.29	0.00	0.00		0.00	0.00	Matches
313	Jack Hunt	eng ENG	MF,DF	Bristol City	29	1990	36.1	0.06	0.19	0.08	42.9	0.19	0.08	0.29	0.67	0.00	0.00	Matches
314	Paul Huntington	eng ENG	DF	Preston	32	1987	17.9	0.00	0.45	0.06	12.5	0.45	0.06	0.00	0.00	0.00	0.00	Matches
315	Sam Hutchinson	eng ENG	MF,DF	Sheffield Weds	30	1989	21.0	0.05	0.14	0.10	66.7	0.14	0.10	0.33	0.50	0.00	0.00	Matches
316	Shaun Hutchinson	eng ENG	DF	Millwall	29	1990	38.3	0.03	0.81	0.23	29.0	0.81	0.23	0.03	0.11	0.00	0.00	Matches
317	Dominic Hyam	sct SCO	DF	Coventry City	24	1995	43.0	0.07	0.47	0.14	30.0	0.47	0.14	0.15	0.50	0.00	0.00	Matches
318	Danny Hylton	eng ENG	FW,MF	Luton Town	31	1989	6.6	0.00	1.21	0.45	37.5	1.21	0.45	0.00	0.00	0.00	0.00	Matches
319	Jordon Ibe	eng ENG	FW,MF	Derby County	24	1995	0.0	0	0	0		0.00	0.00			0	0	Matches
320	Adam Idah	ie IRL	MF	Norwich City	19	2001	3.8	0.79	3.68	2.37	64.3	3.71	2.38	0.21	0.33	0.00	0.00	Matches
321	Michael Ihiekwe	eng ENG	DF	Rotherham	27	1992	42.0	0.05	0.90	0.19	21.1	0.91	0.19	0.05	0.25	0.00	0.00	Matches
322	Uche Ikpeazu	ug UGA	FW	Wycombe	25	1995	22.9	0.26	2.75	1.00	36.5	2.75	1.01	0.08	0.22	0.04	0.09	Matches
323	Tom Ince	eng ENG	MF	Stoke City	28	1992	2.8	0.00	1.43	0.00	0.0	1.41	0.00	0.00		0.00	0.00	Matches
324	Tom Ince	eng ENG	FW,MF	Luton Town	28	1992	3.0	0.00	1.67	0.67	40.0	1.67	0.67	0.00	0.00	0.00	0.00	Matches
325	Nicholas Ioannou	cy CYP	DF	Nottingham	24	1995	4.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
326	Dominic Iorfa	eng ENG	DF,MF	Sheffield Weds	25	1995	9.0	0.00	0.22	0.11	50.0	0.22	0.11	0.00	0.00	0.00	0.00	Matches
327	Daniel Iversen	dk DEN	GK	Preston	23	1997	23.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
328	Ben Jackson	eng ENG	MF	Huddersfield	19	2001	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
329	Joe Jacobson	wls WAL	DF	Wycombe	33	1986	35.5	0.11	0.59	0.14	23.8	0.59	0.14	0.00	0.00	0.11	0.11	Matches
330	Matty James	eng ENG	MF	Coventry City	29	1991	20.0	0.15	0.95	0.25	26.3	0.95	0.25	0.16	0.60	0.00	0.00	Matches
331	Matty James	eng ENG	MF	Barnsley	29	1991	10.5	0.00	0.48	0.19	40.0	0.47	0.19	0.00	0.00	0.00	0.00	Matches
332	Vitaly Janelt	de GER	MF	Brentford	22	1998	34.2	0.09	0.44	0.15	33.3	0.44	0.15	0.20	0.60	0.00	0.00	Matches
333	Saikou Janneh	eng ENG	FW	Bristol City	19	2001	0.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
334	Pontus Jansson	se SWE	DF	Brentford	29	1991	22.7	0.00	0.57	0.31	53.8	0.57	0.31	0.00	0.00	0.00	0.00	Matches
335	Zach Jeacock	eng ENG	GK	Birmingham City	19	2001	2.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
336	Carl Jenkinson	eng ENG	DF	Nottingham	28	1992	1.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
337	Mathias Jensen	dk DEN	MF	Brentford	24	1996	35.3	0.06	1.10	0.40	35.9	1.11	0.40	0.05	0.14	0.00	0.00	Matches
338	Lucas João	ao ANG	FW	Reading	26	1993	34.1	0.56	2.46	1.11	45.2	2.46	1.11	0.18	0.39	0.12	0.21	Matches
339	João Pedro	br BRA	FW	Watford	18	2001	30.5	0.30	2.26	0.85	37.7	2.26	0.85	0.10	0.27	0.07	0.07	Matches
340	Wesley Jobello	fr FRA	FW,MF	Coventry City	26	1994	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
341	Stefan Johansen	no NOR	MF	QPR	29	1991	19.6	0.20	1.02	0.36	35.0	1.02	0.36	0.20	0.57	0.00	0.00	Matches
342	Viktor Johansson	se SWE	GK	Rotherham	21	1998	20.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
343	Bradley Johnson	eng ENG	MF	Blackburn	33	1987	23.5	0.13	1.40	0.34	24.2	1.40	0.34	0.09	0.38	0.00	0.00	Matches
344	Daniel Johnson	jm JAM	MF	Preston	27	1992	23.1	0.17	0.82	0.39	47.4	0.82	0.39	0.11	0.22	0.09	0.13	Matches
345	Marvin Johnson	eng ENG	MF	Middlesbrough	29	1990	23.9	0.13	1.46	0.54	37.1	1.46	0.54	0.09	0.23	0.00	0.00	Matches
346	Billy Jones	eng ENG	DF	Rotherham	33	1987	2.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
347	Patrick Jones	wls WAL	FW	Huddersfield	17	2003	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
348	Florian Jozefzoon	sr SUR	MF,FW	Rotherham	29	1991	10.4	0.00	0.38	0.10	25.0	0.39	0.10	0.00	0.00	0.00	0.00	Matches
