Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Squad_Original
576,Declan Rudd,eng ENG,GK,Preston,29.0,1991.0,22,22,"1,980",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,declan rudd,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,47.8,90.0,1.0,0.0,,0.0,1.45,1.36,1.36,0.0,0.0,0.29,0.0,0.0,0.23,0.0,0.0,0.14,0.05,,,0.0,22.0,22.0,"1,980",22.0,1.36,1.36,3.45,2.27,65.8,0.45,0.09,0.45,0.32,31.8,0.18,0.18,0.0,0.0,0.0,Preston
580,Brice Samba,fr FRA,GK,Nott'm Forest,26.0,1994.0,45,45,"4,050",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,brice samba,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,1.0,0.0,,0.0,1.16,0.82,0.96,-0.13,-0.13,1.87,0.0,0.02,0.2,0.0,0.0,0.02,0.0,,,0.0,45.0,45.0,"4,050",45.0,0.96,0.96,3.36,2.53,74.8,0.27,0.36,0.38,0.31,31.1,0.13,0.11,0.02,0.0,16.7,Nottingham
592,Ryan Schofield,eng ENG,GK,Huddersfield,20.0,1999.0,30,29,"2,655",29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ryan schofield,2020-2021,standard,0.0,0.0,,0.0,0.0,,,89,64.1,90.0,0.98,0.03,45.0,0.14,0.97,1.05,1.39,-0.34,-0.34,0.33,0.0,0.03,0.2,0.0,0.0,0.03,0.03,,,0.0,30.0,29.0,"2,655",29.5,1.39,1.39,4.1,2.88,70.2,0.2,0.37,0.41,0.24,24.1,0.17,0.17,0.0,0.0,0.0,Huddersfield
601,James Shea,eng ENG,GK,Luton,29.0,1991.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,james shea,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,15.2,90.0,1.0,0.0,,5.29,1.14,1.0,0.86,0.14,0.14,0.45,0.0,0.14,0.29,0.0,0.0,0.0,0.0,,,0.0,7.0,7.0,630,7.0,0.86,0.86,2.29,1.57,68.8,0.29,0.29,0.43,0.43,42.9,0.14,0.14,0.0,0.0,0.0,Luton Town
615,Simon Sluga,hr CRO,GK,Luton,27.0,1993.0,39,39,"3,510",39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,simon sluga,2020-2021,standard,0.03,0.03,100.0,0.03,0.03,0.0,0.0,90,84.8,90.0,1.0,0.0,,0.05,1.38,0.87,1.18,-0.31,-0.31,-0.45,0.0,0.0,0.13,0.0,0.0,0.05,0.03,,,0.0,39.0,39.0,"3,510",39.0,1.18,1.18,3.51,2.44,68.6,0.38,0.23,0.38,0.31,30.8,0.1,0.08,0.03,0.0,25.0,Luton Town
617,Jordan Smith,eng ENG,GK,Nott'm Forest,25.0,1994.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jordan smith,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,45.0,0.0,0.0,2.0,-2.0,-2.0,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,2.0,2.0,7.0,5.0,71.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nottingham
622,Alex Smithies,eng ENG,GK,Cardiff,30.0,1990.0,31,31,"2,710",30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,alex smithies,2020-2021,standard,0.0,0.0,,0.0,0.0,,,87,65.5,87.0,1.0,0.0,,0.43,1.29,1.3,1.2,0.1,0.1,-0.78,0.0,0.0,0.2,0.0,0.0,0.03,0.0,,,0.0,31.0,31.0,"2,710",30.1,1.2,1.2,3.79,2.66,69.3,0.33,0.33,0.37,0.27,25.8,0.07,0.03,0.03,0.0,50.0,Cardiff City
626,Luke Southwood,nir NIR,GK,Reading,22.0,1997.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,luke southwood,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,38.0,1.0,2.0,2.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Reading
637,David Stockdale,eng ENG,GK,Wycombe,34.0,1985.0,17,17,"1,530",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david stockdale,2020-2021,standard,0.24,0.0,0.0,0.24,0.0,0.0,,90,37.0,90.0,1.0,0.0,,1.29,1.41,1.0,1.06,-0.06,-0.06,0.94,0.0,0.0,0.24,0.0,0.0,0.12,0.0,,,0.0,17.0,17.0,"1,530",17.0,1.06,1.06,3.35,2.41,71.9,0.41,0.18,0.41,0.47,47.1,0.18,0.12,0.0,0.06,0.0,Wycombe
668,Mark Travers,ie IRL,GK,Bournemouth,21.0,1999.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,mark travers,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,39.0,3.0,3.0,2.0,1.0,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth
671,Connal Trueman,eng ENG,GK,Birmingham,24.0,1996.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,connal trueman,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,6.0,0.0,2.0,5.0,-3.0,-3.0,-2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,5.0,5.0,7.0,3.0,42.9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Birmingham City
690,Jack Walton,eng ENG,GK,Barnsley,22.0,1998.0,24,24,"2,160",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jack walton,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,52.2,90.0,1.0,0.0,,0.92,1.42,1.08,1.25,-0.17,-0.17,-0.71,0.0,0.04,0.33,0.0,0.0,0.0,0.04,,,0.0,24.0,24.0,"2,160",24.0,1.25,1.25,3.38,2.25,66.7,0.42,0.17,0.42,0.21,20.8,0.13,0.13,0.0,0.0,0.0,Barnsley
699,Keiren Westwood,ie IRL,GK,Sheffield Wed,35.0,1984.0,20,20,"1,723",19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,keiren westwood,2020-2021,standard,0.0,0.0,,0.0,0.0,,,86,41.6,86.0,0.99,0.0,,0.1,1.2,0.94,1.26,-0.31,-0.31,0.25,0.0,0.05,0.37,0.0,0.0,0.0,0.05,,,0.0,20.0,20.0,"1,723",19.1,1.26,1.25,3.46,2.41,68.2,0.31,0.31,0.42,0.26,25.0,0.21,0.16,0.05,0.0,25.0,Sheffield Weds
707,Joe Wildsmith,eng ENG,GK,Sheffield Wed,24.0,1995.0,19,18,"1,697",18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joe wildsmith,2020-2021,standard,0.0,0.0,,0.0,0.0,,,89,41.0,90.0,0.95,0.05,77.0,1.43,0.84,0.9,1.48,-0.58,-0.58,-0.21,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,,0.0,19.0,18.0,"1,697",18.9,1.48,1.48,3.54,2.12,59.7,0.21,0.16,0.58,0.26,27.8,0.11,0.05,0.0,0.05,0.0,Sheffield Weds
717,Ben Wilson,eng ENG,GK,Coventry,27.0,1992.0,27,26,"2,341",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben wilson,2020-2021,standard,0.0,0.0,,0.0,0.0,,,87,56.5,90.0,1.0,0.04,1.0,0.46,1.44,0.92,0.92,0.0,0.0,0.6,0.0,0.12,0.12,0.0,0.0,0.0,0.0,,,0.0,27.0,26.0,"2,341",26.0,0.92,0.92,2.5,1.85,73.8,0.35,0.35,0.31,0.38,38.5,0.27,0.27,0.0,0.0,0.0,Coventry City
725,Freddie Woodman,eng ENG,GK,Swansea,23.0,1997.0,45,45,"4,050",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,freddie woodman,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,1.0,0.0,,0.0,1.69,1.2,0.84,0.36,0.36,-0.64,0.0,0.0,0.13,0.0,0.0,0.0,0.02,,,0.0,45.0,45.0,"4,050",45.0,0.84,0.84,2.93,2.16,72.7,0.49,0.24,0.27,0.44,44.4,0.07,0.04,0.02,0.0,33.3,Swansea City
13,Ryan Allsop,eng ENG,GK,Derby,29.0,1992.0,30,29,"2,624",29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ryan allsop,2021-2022,standard,0.03,0.0,0.0,0.03,0.0,0.0,,87,63.4,89.0,0.96,0.03,33.0,0.48,1.2,0.99,1.23,-0.24,-0.24,-0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,0.0,30.0,29.0,"2,624",29.2,1.23,1.23,4.04,2.84,70.3,0.34,0.21,0.45,0.31,31.0,0.03,0.03,0.0,0.0,0.0,Derby County
48,Nathan Baxter,eng ENG,GK,Hull,22.0,1998.0,16,16,"1,440",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,nathan baxter,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,34.8,90.0,1.0,0.0,,1.13,1.69,1.31,1.06,0.25,0.25,0.82,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,,0.0,16.0,16.0,"1,440",16.0,1.06,1.06,4.94,4.06,82.3,0.5,0.19,0.31,0.44,43.8,0.19,0.19,0.0,0.0,0.0,Hull City
56,Steven Benda,de GER,GK,Peterborough,22.0,1998.0,9,9,810,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,steven benda,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,19.6,90.0,1.0,0.0,,0.11,0.22,0.33,2.0,-1.67,-1.67,-0.88,0.0,0.0,0.22,0.0,0.0,0.0,0.0,,,0.0,9.0,9.0,810,9.0,2.0,2.0,5.22,3.33,63.8,0.0,0.22,0.78,0.11,11.1,0.11,0.11,0.0,0.0,0.0,Peterborough
57,Steven Benda,de GER,GK,Swansea,22.0,1998.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,steven benda,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,10.9,90.0,1.0,0.0,,3.4,0.8,0.8,1.6,-0.8,-0.8,-0.65,0.0,0.4,0.2,0.0,0.0,0.0,0.2,,,0.0,5.0,5.0,450,5.0,1.6,1.6,5.4,4.0,74.1,0.2,0.2,0.6,0.4,40.0,0.2,0.2,0.0,0.0,0.0,Swansea City
61,Daniel Bentley,eng ENG,GK,Bristol City,28.0,1993.0,38,37,"3,358",37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel bentley,2021-2022,standard,0.0,0.0,,0.0,0.0,,,88,81.1,90.0,0.99,0.03,28.0,0.19,1.18,1.23,1.5,-0.27,-0.27,0.31,0.0,0.03,0.13,0.0,0.0,0.0,0.0,,,0.03,38.0,37.0,"3,358",37.3,1.5,1.5,4.69,3.35,70.3,0.32,0.24,0.43,0.16,16.2,0.16,0.11,0.05,0.0,33.3,Bristol City
65,Bartosz Białkowski,pl POL,GK,Millwall,34.0,1987.0,46,46,"4,140",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bartosz biakowski,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,100.0,90.0,1.0,0.0,,0.0,1.5,1.15,0.98,0.17,0.17,,0.0,0.0,0.22,0.0,0.0,0.02,0.02,,,0.0,46.0,46.0,"4,140",46.0,0.98,0.98,3.59,2.67,73.9,0.39,0.33,0.28,0.3,30.4,0.09,0.04,0.02,0.02,33.3,Millwall
71,Jamal Blackman,eng ENG,GK,Huddersfield,27.0,1993.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jamal blackman,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,15.0,3.0,2.0,0.0,2.0,2.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Huddersfield
75,Jack Bonham,ie IRL,GK,Stoke,27.0,1993.0,15,15,"1,350",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jack bonham,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,32.6,90.0,1.0,0.0,,0.93,1.2,1.2,1.13,0.07,0.07,-0.06,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,,0.0,15.0,15.0,"1,350",15.0,1.13,1.13,3.33,2.33,68.0,0.33,0.2,0.47,0.27,26.7,0.13,0.07,0.07,0.0,50.0,Stoke City
104,Josef Bursik,eng ENG,GK,Stoke,21.0,2000.0,19,19,"1,710",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,josef bursik,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,41.3,90.0,1.0,0.0,,0.84,1.58,1.47,1.32,0.16,0.16,0.08,0.0,0.05,0.05,0.0,0.0,0.0,0.05,,,0.0,19.0,19.0,"1,710",19.0,1.32,1.32,3.16,1.89,58.3,0.42,0.32,0.26,0.32,31.6,0.05,0.0,0.05,0.0,100.0,Stoke City
107,David Button,eng ENG,GK,West Brom,32.0,1989.0,10,10,900,10.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,GK,False,david button,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,21.7,90.0,1.0,0.0,,3.4,1.4,1.2,1.2,0.0,0.0,-0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,,0.0,10.0,10.0,900,10.0,1.2,1.2,2.8,1.7,60.7,0.4,0.2,0.4,0.4,40.0,0.1,0.1,0.0,0.0,0.0,West Brom
110,Rafael Cabral,br BRA,GK,Reading,31.0,1990.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,rafael cabral,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,13.0,90.0,1.0,0.0,,2.67,0.67,1.67,2.67,-1.0,-1.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,540,6.0,2.67,2.67,6.0,3.5,58.3,0.17,0.17,0.67,0.0,0.0,0.17,0.17,0.0,0.0,0.0,Reading
125,Harvey Cartwright,eng ENG,GK,Hull,19.0,2002.0,2,1,114,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,harvey cartwright,2021-2022,standard,0.0,0.0,,0.0,0.0,,,57,2.8,90.0,0.77,0.77,24.0,9.23,0.5,0.0,2.31,-2.31,-2.37,-2.14,0.0,0.0,0.77,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,114,1.3,2.31,2.37,5.38,3.08,57.1,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,,Hull City
151,Bradley Collins,eng ENG,GK,Barnsley,24.0,1997.0,40,40,"3,533",39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bradley collins,2021-2022,standard,0.0,0.0,,0.0,0.0,,,88,85.3,88.0,0.99,0.0,,0.0,0.73,0.74,1.4,-0.66,-0.66,1.41,0.0,0.05,0.18,0.0,0.0,0.03,0.03,,,0.0,40.0,40.0,"3,533",39.3,1.4,1.4,4.45,3.16,69.7,0.15,0.28,0.59,0.18,17.5,0.1,0.05,0.05,0.0,50.0,Barnsley
164,Murphy Cooper,eng ENG,GK,QPR,19.0,2001.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,murphy cooper,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,5.5,0.0,1.0,2.5,-1.5,-1.5,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,2.5,2.5,7.5,5.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,QPR
166,David Cornell,wls WAL,GK,Peterborough,30.0,1991.0,30,30,"2,700",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david cornell,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,65.2,90.0,1.0,0.0,,0.43,1.03,1.1,1.73,-0.63,-0.63,0.93,0.0,0.0,0.17,0.0,0.0,0.0,0.03,,,0.0,30.0,30.0,"2,700",30.0,1.73,1.73,4.47,2.8,62.7,0.27,0.23,0.5,0.17,16.7,0.1,0.07,0.0,0.03,0.0,Peterborough
181,Luke Daniels,eng ENG,GK,Middlesbrough,33.0,1988.0,12,12,"1,080",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,luke daniels,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,26.1,90.0,1.0,0.0,,2.75,1.33,1.17,1.33,-0.17,-0.17,-0.49,0.0,0.08,0.08,0.0,0.0,0.0,0.0,,,0.08,12.0,12.0,"1,080",12.0,1.33,1.33,3.83,2.58,67.4,0.33,0.33,0.33,0.25,25.0,0.08,0.08,0.0,0.0,0.0,Middlesbrough
185,Adam Davies,wls WAL,GK,Stoke,29.0,1992.0,12,12,"1,080",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,adam davies,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,26.1,90.0,1.0,0.0,,1.08,1.17,0.92,0.83,0.08,0.08,-0.03,0.0,0.08,0.17,0.0,0.0,0.0,0.08,,,0.0,12.0,12.0,"1,080",12.0,0.83,0.83,3.0,2.25,72.2,0.33,0.17,0.5,0.42,41.7,0.08,0.0,0.08,0.0,100.0,Stoke City
203,Seny Dieng,sn SEN,GK,QPR,26.0,1994.0,28,28,"2,475",27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,seny dieng,2021-2022,standard,0.0,0.0,,0.0,0.0,,,88,59.8,88.0,0.98,0.0,,0.07,1.71,1.49,1.16,0.33,0.33,0.76,0.0,0.04,0.11,0.0,0.0,0.0,0.04,,,0.0,28.0,28.0,"2,475",27.5,1.16,1.16,3.56,2.47,69.4,0.51,0.22,0.29,0.29,28.6,0.07,0.07,0.0,0.0,0.0,QPR
232,Neil Etheridge,ph PHI,GK,Birmingham,31.0,1990.0,21,21,"1,869",20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,neil etheridge,2021-2022,standard,0.0,0.0,,0.0,0.0,,,89,45.1,89.0,0.96,0.0,,0.48,0.95,1.2,1.68,-0.48,-0.48,0.11,0.0,0.1,0.14,0.0,0.0,0.05,0.05,,,0.0,21.0,21.0,"1,869",20.8,1.68,1.69,4.62,3.17,67.7,0.19,0.38,0.43,0.19,19.0,0.24,0.19,0.05,0.0,20.0,Birmingham City
240,Andy Fisher,eng ENG,GK,Swansea,23.0,1998.0,20,20,"1,800",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,andy fisher,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,43.5,90.0,1.0,0.0,,0.2,1.45,1.5,1.7,-0.2,-0.2,0.03,0.0,0.05,0.25,0.0,0.0,0.0,0.0,,,0.0,20.0,20.0,"1,800",20.0,1.7,1.7,4.55,3.05,67.0,0.4,0.25,0.35,0.25,25.0,0.2,0.2,0.0,0.0,0.0,Swansea City
245,Wes Foderingham,eng ENG,GK,Sheffield Utd,30.0,1991.0,32,32,"2,880",32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,wes foderingham,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,69.6,90.0,1.0,0.0,,0.38,1.85,1.5,0.72,0.78,0.78,1.28,0.0,0.0,0.16,0.0,0.0,0.0,0.0,,,0.0,32.0,32.0,"2,880",32.0,0.72,0.72,2.88,2.25,76.1,0.53,0.28,0.19,0.56,56.3,0.09,0.03,0.06,0.0,66.7,Sheffield United
267,Paulo Gazzaniga,ar ARG,GK,Fulham,29.0,1992.0,13,13,"1,170",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,paulo gazzaniga,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,28.3,90.0,1.0,0.0,,2.54,1.62,1.77,1.31,0.46,0.46,-1.27,0.0,0.0,0.23,0.0,0.0,0.0,0.0,,,0.0,13.0,13.0,"1,170",13.0,1.31,1.31,3.0,1.85,61.5,0.46,0.23,0.31,0.23,23.1,0.15,0.15,0.0,0.0,0.0,Fulham
283,Daniel Grimshaw,eng ENG,GK,Blackpool,23.0,1998.0,26,26,"2,269",25.2,0.0,0.04,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.04,0.0,0.04,Matches,GK,False,daniel grimshaw,2021-2022,standard,0.0,0.0,,0.0,0.0,,,87,54.8,87.0,0.99,0.0,,0.48,1.42,1.27,1.07,0.2,0.2,0.63,0.0,0.0,0.12,0.0,0.0,0.04,0.0,,,0.0,26.0,26.0,"2,269",25.2,1.07,1.07,3.49,2.46,69.3,0.4,0.28,0.36,0.32,30.8,0.04,0.0,0.04,0.0,100.0,Blackpool
290,Ben Hamer,eng ENG,GK,Swansea,33.0,1987.0,21,21,"1,890",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben hamer,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,45.7,90.0,1.0,0.0,,1.05,1.33,1.14,1.24,-0.1,-0.1,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,,0.0,21.0,21.0,"1,890",21.0,1.24,1.24,3.67,2.48,67.5,0.33,0.33,0.33,0.43,42.9,0.05,0.05,0.0,0.0,0.0,Swansea City
314,Ethan Horvath,us USA,GK,Nott'm Forest,26.0,1995.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ethan horvath,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,13.0,90.0,1.0,0.0,,6.67,2.0,1.67,0.67,1.0,1.0,0.32,0.0,0.0,0.17,0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,540,6.0,0.67,0.67,3.33,2.67,80.0,0.5,0.33,0.17,0.5,50.0,0.0,0.0,0.0,0.0,,Nottingham
334,Matt Ingram,eng ENG,GK,Luton,27.0,1993.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,matt ingram,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,0.0,1.0,0.5,3.5,-3.0,-3.0,-3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,3.5,3.5,6.5,3.0,46.2,0.5,0.0,0.5,0.5,50.0,0.0,0.0,0.0,0.0,,Luton Town
335,Matt Ingram,eng ENG,GK,Hull,27.0,1993.0,29,29,"2,586",28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,matt ingram,2021-2022,standard,0.0,0.0,,0.0,0.0,,,89,62.5,89.0,0.98,0.0,,0.49,0.83,0.7,1.18,-0.49,-0.49,-0.55,0.0,0.0,0.24,0.0,0.0,0.1,0.0,,,0.0,29.0,29.0,"2,586",28.7,1.18,1.18,4.32,3.21,73.4,0.21,0.21,0.59,0.28,27.6,0.07,0.03,0.03,0.0,50.0,Hull City
336,Harvey Isted,eng ENG,GK,Luton,24.0,1997.0,2,1,136,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,harvey isted,2021-2022,standard,0.0,0.0,,0.0,0.0,,,68,3.3,90.0,0.67,0.67,46.0,10.7,2.0,1.33,0.67,0.67,0.66,0.5,0.0,0.0,0.67,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,136,1.5,0.67,0.66,2.0,2.0,100.0,0.0,0.67,0.0,0.67,100.0,0.67,0.67,0.0,0.0,0.0,Luton Town
