Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Rk_shoot,Player_shoot,Nation_shoot,Pos_shoot,Age_shoot,Born_shoot,90s_shoot,Gls_shoot,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shoot,PKatt_shoot,Matches_shoot,Pos_Primary_shoot,Is_Multi_Pos_shoot,Table_Type_shoot,Rk_playtime,Player_playtime,Nation_playtime,Pos_playtime,Age_playtime,Born_playtime,MP_playtime,Min_playtime,Mn/MP,Min%,90s_playtime,Starts_playtime,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches_playtime,Pos_Primary_playtime,Is_Multi_Pos_playtime,Table_Type_playtime,Rk_misc,Player_misc,Nation_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,Pos_Primary_misc,Is_Multi_Pos_misc,Table_Type_misc,Rk_gk,Player_gk,Nation_gk,Pos_gk,Age_gk,Born_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Matches_gk,Pos_Primary_gk,Is_Multi_Pos_gk,Table_Type_gk
378,Thomas Kaminski,be BEL,GK,Luton Town,31,1992,45,45,"3,990",44.3,0.00,0.02,0.02,0.00,0.00,0.00,0.11,0.02,0.00,0.02,0.02,0.00,0.02,Matches,GK,False,thomas kaminski,2024-2025,standard,378,Thomas Kaminski,be BEL,GK,31,1992,44.3,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,469,Thomas Kaminski,be BEL,GK,31,1992,45,"3,990",89,96.4,44.3,1.02,89,0.99,0.00,,0.00,1.09,1.02,1.53,-0.52,-0.52,+0.08,Matches,GK,False,playing_time,378,Thomas Kaminski,be BEL,GK,31,1992,44.3,0.11,0.02,0.02,0.05,0.07,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,27,Thomas Kaminski,be BEL,GK,31,1992,45,45,"3,990",44.3,1.53,1.53,4.42,2.89,65.3,0.29,0.23,0.50,0.25,24.4,0.07,0.05,0.02,0.00,33.3,Matches,GK,False,goalkeeping
388,Ben Killip,eng ENG,GK,Portsmouth,28,1995,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ben killip,2024-2025,standard,388,Ben Killip,eng ENG,GK,28,1995,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,480,Ben Killip,eng ENG,GK,28,1995,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,0.00,1.00,1.00,1.00,0.00,0.00,+0.30,Matches,GK,False,playing_time,388,Ben Killip,eng ENG,GK,28,1995,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,28,Ben Killip,eng ENG,GK,28,1995,2,2,180,2.0,1.00,1.00,4.50,3.50,77.8,0.00,1.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
420,George Long,eng ENG,GK,Norwich City,30,1993,9,8,765,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,george long,2024-2025,standard,420,George Long,eng ENG,GK,30,1993,8.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,519,George Long,eng ENG,GK,30,1993,9,765,85,18.5,8.5,0.94,90,0.94,0.12,45,3.76,0.67,1.53,2.24,-0.71,-0.71,-0.95,Matches,GK,False,playing_time,420,George Long,eng ENG,GK,30,1993,8.5,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,29,George Long,eng ENG,GK,30,1993,9,8,765,8.5,2.24,2.24,5.06,2.82,55.8,0.00,0.35,0.59,0.12,12.5,0.35,0.24,0.12,0.00,33.3,Matches,GK,False,goalkeeping
470,Illan Meslier,fr FRA,GK,Leeds United,24,2000,39,39,"3,510",39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,illan meslier,2024-2025,standard,470,Illan Meslier,fr FRA,GK,24,2000,39.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,587,Illan Meslier,fr FRA,GK,24,2000,39,"3,510",90,84.8,39.0,1.00,90,1.00,0.00,,0.18,2.08,2.00,0.69,1.31,+1.31,-0.69,Matches,GK,False,playing_time,470,Illan Meslier,fr FRA,GK,24,2000,39.0,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,,,0.03,Matches,GK,False,misc,30,Illan Meslier,fr FRA,GK,24,2000,39,39,"3,510",39.0,0.69,0.69,2.31,1.62,70.0,0.59,0.31,0.10,0.54,53.8,0.10,0.08,0.03,0.00,25.0,Matches,GK,False,goalkeeping
481,Simon Moore,eng ENG,GK,Sunderland,34,1990,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,simon moore,2024-2025,standard,481,Simon Moore,eng ENG,GK,34,1990,4.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,603,Simon Moore,eng ENG,GK,34,1990,4,360,90,8.7,4.0,1.00,90,1.00,0.00,,10.5,1.50,1.00,0.50,0.50,+0.50,+0.21,Matches,GK,False,playing_time,481,Simon Moore,eng ENG,GK,34,1990,4.0,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,31,Simon Moore,eng ENG,GK,34,1990,4,4,360,4.0,0.50,0.50,2.50,2.00,80.0,0.25,0.75,0.00,0.75,75.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
501,Paul Nardi,fr FRA,GK,QPR,30,1994,45,45,"4,050",45.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,paul nardi,2024-2025,standard,501,Paul Nardi,fr FRA,GK,30,1994,45.0,0.00,0.04,0.04,100.0,0.04,0.04,0.00,0.00,0.00,0.00,Matches,GK,False,shooting,627,Paul Nardi,fr FRA,GK,30,1994,45,"4,050",90,97.8,45.0,1.00,90,1.00,0.00,,0.00,1.18,1.16,1.40,-0.24,-0.24,-1.24,Matches,GK,False,playing_time,501,Paul Nardi,fr FRA,GK,30,1994,45.0,0.04,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.02,,,0.00,Matches,GK,False,misc,32,Paul Nardi,fr FRA,GK,30,1994,45,45,"4,050",45.0,1.40,1.40,3.84,2.49,63.6,0.29,0.31,0.40,0.20,20.0,0.07,0.07,0.00,0.00,0.0,Matches,GK,False,goalkeeping
514,Will Norris,eng ENG,GK,Portsmouth,30,1993,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,will norris,2024-2025,standard,514,Will Norris,eng ENG,GK,30,1993,8.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,643,Will Norris,eng ENG,GK,30,1993,8,720,90,17.4,8.0,1.00,90,1.00,0.00,,0.13,0.50,1.00,2.38,-1.38,-1.37,-1.32,Matches,GK,False,playing_time,514,Will Norris,eng ENG,GK,30,1993,8.0,0.25,0.00,0.00,0.13,0.38,0.00,0.00,0.00,0.13,,,0.00,Matches,GK,False,misc,33,Will Norris,eng ENG,GK,30,1993,8,8,720,8.0,2.38,2.37,6.00,3.63,60.4,0.00,0.50,0.50,0.25,25.0,0.38,0.38,0.00,0.00,0.0,Matches,GK,False,goalkeeping
522,Max O'Leary,ie IRL,GK,Bristol City,27,1996,46,46,"4,140",46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,max o'leary,2024-2025,standard,522,Max O'Leary,ie IRL,GK,27,1996,46.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,652,Max O'Leary,ie IRL,GK,27,1996,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.42,1.28,1.20,0.09,+0.09,,Matches,GK,False,playing_time,522,Max O'Leary,ie IRL,GK,27,1996,46.0,0.07,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,34,Max O'Leary,ie IRL,GK,27,1996,46,46,"4,140",46.0,1.20,1.20,3.74,2.54,68.0,0.37,0.37,0.26,0.22,21.7,0.04,0.04,0.00,0.00,0.0,Matches,GK,False,goalkeeping
542,Alex Palmer,eng ENG,GK,West Brom,27,1996,30,30,"2,700",30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,alex palmer,2024-2025,standard,542,Alex Palmer,eng ENG,GK,27,1996,30.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,673,Alex Palmer,eng ENG,GK,27,1996,30,"2,700",90,65.2,30.0,1.00,90,1.00,0.00,,0.00,1.47,1.30,0.90,0.40,+0.40,+0.52,Matches,GK,False,playing_time,542,Alex Palmer,eng ENG,GK,27,1996,30.0,0.07,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.07,,,0.00,Matches,GK,False,misc,35,Alex Palmer,eng ENG,GK,27,1996,30,30,"2,700",30.0,0.90,0.90,3.50,2.60,74.3,0.33,0.47,0.20,0.37,36.7,0.03,0.03,0.00,0.00,0.0,Matches,GK,False,goalkeeping
547,Ivor Pandur,hr CRO,GK,Hull City,24,2000,44,44,"3,960",44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ivor pandur,2024-2025,standard,547,Ivor Pandur,hr CRO,GK,24,2000,44.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,680,Ivor Pandur,hr CRO,GK,24,2000,44,"3,960",90,95.7,44.0,1.00,90,1.00,0.00,,0.05,1.05,0.95,1.18,-0.23,-0.23,-0.23,Matches,GK,False,playing_time,547,Ivor Pandur,hr CRO,GK,24,2000,44.0,0.07,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,36,Ivor Pandur,hr CRO,GK,24,2000,44,44,"3,960",44.0,1.18,1.18,3.91,2.73,69.8,0.25,0.30,0.45,0.14,13.6,0.14,0.09,0.02,0.02,20.0,Matches,GK,False,goalkeeping
551,Anthony Patterson,eng ENG,GK,Sunderland,24,2000,42,42,"3,780",42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,anthony patterson,2024-2025,standard,551,Anthony Patterson,eng ENG,GK,24,2000,42.0,0.00,0.02,0.02,100.0,0.02,0.02,0.00,0.00,0.00,0.00,Matches,GK,False,shooting,687,Anthony Patterson,eng ENG,GK,24,2000,42,"3,780",90,91.3,42.0,1.00,90,1.00,0.00,,0.00,1.71,1.29,1.00,0.29,+0.29,-0.21,Matches,GK,False,playing_time,551,Anthony Patterson,eng ENG,GK,24,2000,42.0,0.07,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.02,,,0.05,Matches,GK,False,misc,37,Anthony Patterson,eng ENG,GK,24,2000,42,42,"3,780",42.0,1.00,1.00,3.12,2.12,67.9,0.48,0.24,0.29,0.33,33.3,0.12,0.10,0.02,0.00,20.0,Matches,GK,False,goalkeeping
552,Aynsley Pears,eng ENG,GK,Blackburn,26,1998,40,40,"3,600",40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,aynsley pears,2024-2025,standard,552,Aynsley Pears,eng ENG,GK,26,1998,40.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,689,Aynsley Pears,eng ENG,GK,26,1998,40,"3,600",90,87.0,40.0,1.00,90,1.00,0.00,,0.10,1.33,1.10,1.07,0.03,+0.02,-0.64,Matches,GK,False,playing_time,552,Aynsley Pears,eng ENG,GK,26,1998,40.0,0.07,0.00,0.00,0.00,0.15,0.00,0.00,0.03,0.03,,,0.00,Matches,GK,False,misc,38,Aynsley Pears,eng ENG,GK,26,1998,40,40,"3,600",40.0,1.07,1.07,3.80,2.73,71.7,0.38,0.20,0.42,0.33,32.5,0.10,0.07,0.03,0.00,25.0,Matches,GK,False,goalkeeping
588,Vicente Reyes,cl CHI,GK,Norwich City,20,2003,4,3,271,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,vicente reyes,2024-2025,standard,588,Vicente Reyes,cl CHI,GK,20,2003,3.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,738,Vicente Reyes,cl CHI,GK,20,2003,4,271,68,6.5,3.0,1.00,90,1.00,0.33,1,1.33,1.00,1.33,2.33,-1.00,-1.00,-1.14,Matches,GK,False,playing_time,588,Vicente Reyes,cl CHI,GK,20,2003,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,39,Vicente Reyes,cl CHI,GK,20,2003,4,3,271,3.0,2.33,2.32,4.00,1.67,41.7,0.00,0.33,0.67,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
597,Liam Roberts,eng ENG,GK,Millwall,29,1994,2,1,91,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,liam roberts,2024-2025,standard,597,Liam Roberts,eng ENG,GK,29,1994,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,747,Liam Roberts,eng ENG,GK,29,1994,2,91,46,2.2,1.0,1.00,90,1.00,1.00,1,32.0,3.00,1.00,0.00,1.00,+0.99,+1.06,Matches,GK,False,playing_time,597,Liam Roberts,eng ENG,GK,29,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,40,Liam Roberts,eng ENG,GK,29,1994,2,1,91,1.0,0.00,0.00,3.00,3.00,100.0,1.00,0.00,0.00,2.00,200.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
612,Carl Rushworth,eng ENG,GK,Hull City,23,2001,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,carl rushworth,2024-2025,standard,612,Carl Rushworth,eng ENG,GK,23,2001,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,765,Carl Rushworth,eng ENG,GK,23,2001,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,2.00,1.50,1.00,1.00,0.00,0.00,+0.23,Matches,GK,False,playing_time,612,Carl Rushworth,eng ENG,GK,23,2001,2.0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,41,Carl Rushworth,eng ENG,GK,23,2001,2,2,180,2.0,1.00,1.00,2.00,1.00,50.0,0.50,0.00,0.50,0.50,50.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
630,Nicolas Schmid,at AUT,GK,Portsmouth,27,1997,35,35,"3,090",34.3,0.00,0.06,0.06,0.00,0.00,0.00,0.03,0.00,0.00,0.06,0.06,0.00,0.06,Matches,GK,False,nicolas schmid,2024-2025,standard,630,Nicolas Schmid,at AUT,GK,27,1997,34.3,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,785,Nicolas Schmid,at AUT,GK,27,1997,35,"3,090",88,74.6,34.3,1.02,88,0.99,0.00,,0.20,1.37,1.37,1.40,-0.03,-0.03,+1.00,Matches,GK,False,playing_time,630,Nicolas Schmid,at AUT,GK,27,1997,34.3,0.03,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,42,Nicolas Schmid,at AUT,GK,27,1997,35,35,"3,090",34.3,1.40,1.40,4.43,3.00,68.4,0.41,0.17,0.44,0.23,22.9,0.03,0.03,0.00,0.00,0.0,Matches,GK,False,goalkeeping
636,Egil Selvik,no NOR,GK,Watford,27,1997,16,16,"1,440",16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,egil selvik,2024-2025,standard,636,Egil Selvik,no NOR,GK,27,1997,16.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,791,Egil Selvik,no NOR,GK,27,1997,16,"1,440",90,34.8,16.0,1.00,90,1.00,0.00,,0.06,1.00,0.81,1.19,-0.38,-0.37,-0.31,Matches,GK,False,playing_time,636,Egil Selvik,no NOR,GK,27,1997,16.0,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,43,Egil Selvik,no NOR,GK,27,1997,16,16,"1,440",16.0,1.19,1.19,4.44,3.25,73.2,0.25,0.25,0.50,0.38,37.5,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
641,James Shea,eng ENG,GK,Luton Town,33,1991,2,1,147,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,james shea,2024-2025,standard,641,James Shea,eng ENG,GK,33,1991,1.6,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,797,James Shea,eng ENG,GK,33,1991,2,147,74,3.6,1.6,0.63,90,0.63,0.63,57,5.00,0.50,0.00,0.63,-0.63,-0.61,-0.09,Matches,GK,False,playing_time,641,James Shea,eng ENG,GK,33,1991,1.6,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,44,James Shea,eng ENG,GK,33,1991,2,1,147,1.6,0.63,0.61,3.13,2.50,80.0,0.00,0.00,0.63,0.63,100.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
696,Balázs Tóth,hu HUN,GK,Blackburn,26,1997,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,balazs toth,2024-2025,standard,696,Balázs Tóth,hu HUN,GK,26,1997,6.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,870,Balázs Tóth,hu HUN,GK,26,1997,6,540,90,13.0,6.0,1.00,90,1.00,0.00,,5.17,2.17,1.50,0.83,0.67,+0.67,+0.64,Matches,GK,False,playing_time,696,Balázs Tóth,hu HUN,GK,26,1997,6.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,45,Balázs Tóth,hu HUN,GK,26,1997,6,6,540,6.0,0.83,0.83,3.67,2.67,77.3,0.67,0.17,0.17,0.33,33.3,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
699,James Trafford,eng ENG,GK,Burnley,21,2002,45,45,"4,050",45.0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,james trafford,2024-2025,standard,699,James Trafford,eng ENG,GK,21,2002,45.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,873,James Trafford,eng ENG,GK,21,2002,45,"4,050",90,97.8,45.0,1.00,90,1.00,0.00,,0.00,2.16,1.42,0.36,1.07,+1.07,-3.93,Matches,GK,False,playing_time,699,James Trafford,eng ENG,GK,21,2002,45.0,0.16,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.02,,,0.00,Matches,GK,False,misc,46,James Trafford,eng ENG,GK,21,2002,45,45,"4,050",45.0,0.36,0.36,2.22,1.89,84.0,0.60,0.36,0.04,0.64,64.4,0.04,0.00,0.04,0.00,100.0,Matches,GK,False,goalkeeping
700,Mark Travers,ie IRL,GK,Middlesbrough,25,1999,17,17,"1,530",17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,mark travers,2024-2025,standard,700,Mark Travers,ie IRL,GK,25,1999,17.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,874,Mark Travers,ie IRL,GK,25,1999,17,"1,530",90,37.0,17.0,1.00,90,1.00,0.00,,0.00,1.18,1.00,1.18,-0.18,-0.18,-0.56,Matches,GK,False,playing_time,700,Mark Travers,ie IRL,GK,25,1999,17.0,0.06,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,47,Mark Travers,ie IRL,GK,25,1999,17,17,"1,530",17.0,1.18,1.18,4.94,3.76,76.2,0.35,0.12,0.53,0.24,23.5,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
716,Josh Vickers,eng ENG,GK,Derby County,28,1995,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,josh vickers,2024-2025,standard,716,Josh Vickers,eng ENG,GK,28,1995,6.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,897,Josh Vickers,eng ENG,GK,28,1995,6,540,90,13.0,6.0,1.00,90,1.00,0.00,,6.50,1.67,1.17,1.00,0.17,+0.17,+0.39,Matches,GK,False,playing_time,716,Josh Vickers,eng ENG,GK,28,1995,6.0,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,48,Josh Vickers,eng ENG,GK,28,1995,6,6,540,6.0,1.00,1.00,2.83,1.83,64.7,0.50,0.17,0.33,0.50,50.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
718,Lawrence Vigouroux,cl CHI,GK,Swansea City,30,1993,46,46,"4,140",46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,lawrence vigouroux,2024-2025,standard,718,Lawrence Vigouroux,cl CHI,GK,30,1993,46.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,899,Lawrence Vigouroux,cl CHI,GK,30,1993,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.33,1.11,1.22,-0.11,-0.11,,Matches,GK,False,playing_time,718,Lawrence Vigouroux,cl CHI,GK,30,1993,46.0,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.07,,,0.00,Matches,GK,False,misc,49,Lawrence Vigouroux,cl CHI,GK,30,1993,46,46,"4,140",46.0,1.22,1.22,3.61,2.46,66.3,0.37,0.22,0.41,0.30,30.4,0.09,0.09,0.00,0.00,0.0,Matches,GK,False,goalkeeping
726,Joe Walsh,eng ENG,GK,QPR,22,2002,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,joe walsh,2024-2025,standard,726,Joe Walsh,eng ENG,GK,22,2002,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,907,Joe Walsh,eng ENG,GK,22,2002,1,90,90,2.2,1.0,1.00,90,1.00,0.00,,42.0,3.00,1.00,0.00,1.00,+1.00,+1.24,Matches,GK,False,playing_time,726,Joe Walsh,eng ENG,GK,22,2002,1.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,50,Joe Walsh,eng ENG,GK,22,2002,1,1,90,1.0,0.00,0.00,4.00,4.00,100.0,1.00,0.00,0.00,1.00,100.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
741,Jacob Widell Zetterström,se SWE,GK,Derby County,26,1998,40,40,"3,600",40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,jacob widell zetterstrom,2024-2025,standard,741,Jacob Widell Zetterström,se SWE,GK,26,1998,40.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,926,Jacob Widell Zetterström,se SWE,GK,26,1998,40,"3,600",90,87.0,40.0,1.00,90,1.00,0.00,,0.03,1.00,1.02,1.25,-0.23,-0.23,-0.39,Matches,GK,False,playing_time,741,Jacob Widell Zetterström,se SWE,GK,26,1998,40.0,0.05,0.00,0.00,0.05,0.17,0.00,0.00,0.05,0.05,,,0.00,Matches,GK,False,misc,51,Jacob Widell Zetterström,se SWE,GK,26,1998,40,40,"3,600",40.0,1.25,1.25,3.67,2.45,66.0,0.25,0.25,0.50,0.23,22.5,0.07,0.03,0.05,0.00,66.7,Matches,GK,False,goalkeeping
742,Joe Wildsmith,eng ENG,GK,West Brom,28,1995,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,joe wildsmith,2024-2025,standard,742,Joe Wildsmith,eng ENG,GK,28,1995,10.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,927,Joe Wildsmith,eng ENG,GK,28,1995,10,900,90,21.7,10.0,1.00,90,1.00,0.00,,3.50,1.30,0.90,0.90,0.00,0.00,-0.28,Matches,GK,False,playing_time,742,Joe Wildsmith,eng ENG,GK,28,1995,10.0,0.10,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.10,,,0.00,Matches,GK,False,misc,52,Joe Wildsmith,eng ENG,GK,28,1995,10,10,900,10.0,0.90,0.90,2.80,1.90,67.9,0.30,0.40,0.30,0.20,20.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
748,Ben Wilson,eng ENG,GK,Coventry City,31,1992,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ben wilson,2024-2025,standard,748,Ben Wilson,eng ENG,GK,31,1992,4.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,934,Ben Wilson,eng ENG,GK,31,1992,4,360,90,8.7,4.0,1.00,90,1.00,0.00,,3.50,1.17,1.50,1.25,0.25,+0.25,+0.13,Matches,GK,False,playing_time,748,Ben Wilson,eng ENG,GK,31,1992,4.0,0.25,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,53,Ben Wilson,eng ENG,GK,31,1992,4,4,360,4.0,1.25,1.25,5.50,4.25,77.3,0.50,0.00,0.50,0.50,50.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
